abbreviation	fullName	chargedFormula	charge	avgmolweight	monoisotopicweight	keggId	inchiString	pubChemId	cheBlId	hmdb	pdmapName	reconMap	reconMap3	food_db	chemspider	biocyc	biggId	wikipedia	drugbank	seed	metanetx	knapsack	metlin	casRegistry	epa_id	inchiKey	smile	lipidmaps
MGlcn77_rl	released mucin-type O-glycan No 77	C28H48N2O21	0																									
MGlcn78	mucin-type O-glycan No 78	C28H47N2O20X	0			G11136																						
MGlcn78_rl	released mucin-type O-glycan No 78	C28H48N2O21	0																									
MGlcn79	mucin-type O-glycan No 79	C28H47N2O20X	0																									
MGlcn79_rl	released mucin-type O-glycan No 79	C28H48N2O21	0			G07968																						
MGlcn8	mucin-type O-glycan No 8	C80H128N7O56X	0																									
MGlcn8_rl	released mucin-type O-glycan No 8	C80H129N7O57	0																									
MGlcn80	mucin-type O-glycan No 80	C42H70N3O29X	0																									
MGlcn80_rl	released mucin-type O-glycan No 80	C42H71N3O30	0																									
MGlcn81	mucin-type O-glycan No 81	C58H92N5O41X	0																									
MGlcn81_rl	released mucin-type O-glycan No 81	C58H93N5O42	0			G05085																						
MGlcn82	mucin-type O-glycan No 82	C36H60N3O25X	0																									
MGlcn82_rl	released mucin-type O-glycan No 82	C36H61N3O26	0			G07031																						
MGlcn83	mucin-type O-glycan No 83	C36H60N3O25X	0																									
MGlcn83_rl	released mucin-type O-glycan No 83	C36H61N3O26	0			G06946																						
MGlcn84	mucin-type O-glycan No 84	C42H70N3O29X	0																									
MGlcn84_rl	released mucin-type O-glycan No 84	C42H71N3O30	0			G01956																						
MGlcn85	mucin-type O-glycan No 85	C42H70N3O29X	0																									
MGlcn85_rl	released mucin-type O-glycan No 85	C42H71N3O30	0			G03040																						
MGlcn86	mucin-type O-glycan No 86	C42H70N3O29X	0																									
MGlcn86_rl	released mucin-type O-glycan No 86	C42H71N3O30	0			G06377																						
MGlcn87	mucin-type O-glycan No 87	C42H70N3O29X	0																									
MGlcn87_rl	released mucin-type O-glycan No 87	C42H71N3O30	0																									
MGlcn88	mucin-type O-glycan No 88	C66H105N6O46X	0																									
MGlcn88_rl	released mucin-type O-glycan No 88	C66H106N6O47	0																									
MGlcn89	mucin-type O-glycan No 89	C44H73N4O30X	0																									
MGlcn89_rl	released mucin-type O-glycan No 89	C44H74N4O31	0																									
MGlcn9	mucin-type O-glycan No 9	C94H151N8O65X	0																									
MGlcn9_rl	released mucin-type O-glycan No 9	C94H152N8O66	0																									
MGlcn90	mucin-type O-glycan No 90	C40H67N2O29X	0																									
MGlcn90_rl	released mucin-type O-glycan No 90	C40H68N2O30	0																									
MGlcn91	mucin-type O-glycan No 91	C40H67N2O29X	0																									
MGlcn91_rl	released mucin-type O-glycan No 91	C40H68N2O30	0			G06414																						
MGlcn92	mucin-type O-glycan No 92	C40H67N2O29X	0																									
MGlcn92_rl	released mucin-type O-glycan No 92	C40H68N2O30	0																									
MGlcn93	mucin-type O-glycan No 93	C40H67N2O29X	0																									
MGlcn93_rl	released mucin-type O-glycan No 93	C40H68N2O30	0																									
MGlcn94	mucin-type O-glycan No 94	C40H67N2O29X	0																									
MGlcn94_rl	released mucin-type O-glycan No 94	C40H68N2O30	0																									
MGlcn95	mucin-type O-glycan No 95	C40H67N2O29X	0																									
MGlcn95_rl	released mucin-type O-glycan No 95	C40H68N2O30	0																									
MGlcn96	mucin-type O-glycan No 96	C40H67N2O29X	0																									
MGlcn96_rl	released mucin-type O-glycan No 96	C40H68N2O30	0																									
MGlcn97	mucin-type O-glycan No 97	C34H57N2O25X	0																									
MGlcn97_rl	released mucin-type O-glycan No 97	C34H58N2O26	0																									
MGlcn98	mucin-type O-glycan No 98	C48H80N3O34X	0																									
MGlcn98_rl	released mucin-type O-glycan No 98	C48H81N3O35	0																									
MGlcn99	mucin-type O-glycan No 99	C48H80N3O34X	0																									
MGlcn99_rl	released mucin-type O-glycan No 99	C48H81N3O35	0				"InChI=1S/C31H47N6O16P/c1-13(22-14(2)34-27-23(37(22)3)28(45)36-31(32)35-27)33-16-6-4-15(5-7-16)10-17(38)24(42)18(39)11-50-30-26(44)25(43)20(52-30)12-51-54(48,49)53-19(29(46)47)8-9-21(40)41/h4-7,13-14,17-20,22,24-26,30,33,38-39,42-44H,8-12H2,1-3H3,(H,40,41)(H,46,47)(H,48,49)(H4,32,34,35,36,45)/t13-,14+,17+,18-,19+,20-,22+,24+,25-,26-,30+/m1/s1"																					
mgnf	Magnoflorine	C20H24NO4	1																									
mh4mpt	"5-Methyl-5,6,7,8-tetrahydromethanopterin"	C31H44N6O16P	-3			C04488	"InChI=1S/C31H47N6O16P/c1-13(22-14(2)34-27-23(37(22)3)28(45)36-31(32)35-27)33-16-6-4-15(5-7-16)10-17(38)24(42)18(39)11-50-30-26(44)25(43)20(52-30)12-51-54(48,49)53-19(29(46)47)8-9-21(40)41/h4-7,13-14,17-20,22,24-26,30,33,38-39,42-44H,8-12H2,1-3H3,(H,40,41)(H,46,47)(H,48,49)(H4,32,34,35,36,45)/t13-,14+,17+,18-,19+,20-,22+,24+,25-,26-,30+/m1/s1"	7107	58116											cpd02737			63901					
mhglz	Methyl-Hydroxy-Gliclazide	C15H20N3O4S	-1																									
mhista	1-Methylhistamine	C6H12N3	1	125.1716	125.0952974	C05127	"InChI=1S/C6H11N3/c1-9-4-6(2-3-7)8-5-9/h4-5H,2-3,7H2,1H3/p+1"	3614	29009	HMDB00898		mhista	mhista	FDB022306	3488	N-METHYL-HISTAMINE	mhista				MNXM2840	C00051904	5854	501-75-7	DTXSID30198207	FHQDWPCFSJMNCT-UHFFFAOYSA-O	[H]C1=NC(=C([H])N1C([H])([H])[H])C([H])([H])C([H])([H])[N+]([H])([H])[H]	
mhpglu	5-Methyltetrahydropteroyltri-L-glutamate	C30H35N9O12	-4			C04489	InChI=1S/C30H39N9O12/c1-39-16(13-33-24-23(39)26(45)38-30(31)37-24)12-32-15-4-2-14(3-5-15)25(44)36-19(29(50)51)7-10-21(41)34-17(2... <Preview truncated at 128 characters>	7108	17614	HMDB12177																	CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O	
mi13456p	"Inositol 1,3,4,5,6-pentakisphosphate"	C6H7O21P5	-10	580.0554	579.8950402	C01284	"InChI=1S/C6H17O21P5/c7-1-2(23-28(8,9)10)4(25-30(14,15)16)6(27-32(20,21)22)5(26-31(17,18)19)3(1)24-29(11,12)13/h1-7H,(H2,8,9,10)(H2,11,12,13)(H2,14,15,16)(H2,17,18,19)(H2,20,21,22)/p-10/t1-,2+,3-,4-,5+,6+"		16322	HMDB03529		mi13456p		FDB023187	10333900		mi13456p			cpd00943	MNXM162334			20298-95-7		CTPQAXVNYGZUAJ-KXXVROSKSA-D	[H]O[C@]1([H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@]1([H])OP([O-])([O-])=O	
mi1345p	"Inositol 1,3,4,5-tetraphosphate"	C6H8O18P4	-8	500.0755	499.9287098	C01272	"InChI=1S/C6H16O18P4/c7-1-3(21-25(9,10)11)2(8)5(23-27(15,16)17)6(24-28(18,19)20)4(1)22-26(12,13)14/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)/p-8/t1-,2-,3-,4+,5-,6-/m0/s1"	107758	16783	HMDB01059		mi1345p	mi1345p	FDB022398	96919	CPD-506	mi1345p	.		cpd00934	MNXM146054		5973	102850-29-3		CIPFCGZLFXVXBG-CNWJWELYSA-F	[H]O[C@@]1([H])[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@@]1([H])OP([O-])([O-])=O	
mi1346p	"1D-Myo-inositol 1,3,4,6-tetrakisphosphate"	C6H8O18P4	-8	500.0755	499.9287098	C04477	"InChI=1S/C6H16O18P4/c7-1-3(21-25(9,10)11)5(23-27(15,16)17)2(8)6(24-28(18,19)20)4(1)22-26(12,13)14/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)/p-8/t1-,2+,3-,4+,5-,6+"		16155	HMDB01187		mi1346p		FDB022475	17216082	CPD-505	mi1346p			cpd02729	MNXM163430		6066	110298-84-5		ZAWIXNGTTZTBKV-JMVOWJSSSA-F	[H]O[C@@]1([H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]1([H])OP([O-])([O-])=O	
mi134p	"Inositol 1,3,4-trisphosphate"	C6H9O15P3	-6	420.0956	419.9623793	C01243	"InChI=1S/C6H15O15P3/c7-1-2(8)5(20-23(13,14)15)6(21-24(16,17)18)3(9)4(1)19-22(10,11)12/h1-9H,(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)/p-6/t1-,2-,3+,4+,5+,6+/m0/s1"	439455	18228	HMDB01143		mi134p	mi134p	FDB022450	388561	INOSITOL-1-3-4-TRIPHOSPHATE	mi134p			cpd00914	MNXM162765		6035	98102-63-7	DTXSID10243446	MMWCIQZXVOZEGG-NCGNNJKGSA-H	[H]O[C@]1([H])[C@@]([H])(O[H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@@]1([H])OP([O-])([O-])=O	
mi13p	"1D-Myo-inositol 1,3-bisphosphate"	C6H10O12P2	-4	340.1157	339.9960489	C04062	"InChI=1S/C6H14O12P2/c7-1-2(8)5(17-19(11,12)13)4(10)6(3(1)9)18-20(14,15)16/h1-10H,(H2,11,12,13)(H2,14,15,16)/p-4/t1-,2-,3+,4+,5+,6-"		18225	HMDB06234		mi13p	mi13p	FDB023851	16744067	5-DIPHOSPHO-1D-MYO-INOSITOL-12346P	mi13p				MNXM164916			103597-56-4		PUVHMWJJTITUGO-FICORBCRSA-J	[H]O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]1([H])O[H]	
mi1456p	"1D-Myo-inositol 1,4,5,6-tetrakisphosphate"	C6H8O18P4	-8	500.0755	499.9287098	C11555	"InChI=1S/C6H16O18P4/c7-1-2(8)4(22-26(12,13)14)6(24-28(18,19)20)5(23-27(15,16)17)3(1)21-25(9,10)11/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)/p-8/t1-,2+,3-,4-,5+,6+/m0/s1"	443266	16067	HMDB04527		mi1456p		FDB023378	391520		mi1456p				MNXM91848			121010-58-0		MRVYFOANPDTYBY-UZAAGFTCSA-F	[H]O[C@@]1([H])[C@@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@]1([H])OP([O-])([O-])=O	
mi145p	"Inositol 1,4,5-trisphosphate"	C6H9O15P3	-6	420.0956	419.9623793	C01245	"InChI=1S/C6H15O15P3/c7-1-2(8)5(20-23(13,14)15)6(21-24(16,17)18)3(9)4(1)19-22(10,11)12/h1-9H,(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)/p-6/t1-,2+,3+,4-,5-,6-/m0/s1"	439456	16595	HMDB01498	IP3 	mi145p	mi145p	FDB022657	388562	"inositol_1,4,5-trisphosphate"	mi145p	"Inositol 1,4,5-trisphosphate"		cpd00916	MNXM145560		6282	88269-39-0		MMWCIQZXVOZEGG-HOZKJCLWSA-H	[H]O[C@]1([H])[C@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O	
mi14p	"1D-Myo-inositol 1,4-bisphosphate"	C6H10O12P2	-4	340.1157	339.9960489	C01220	"InChI=1S/C6H14O12P2/c7-1-2(8)6(18-20(14,15)16)4(10)3(9)5(1)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)/p-4/t1-,2-,3-,4+,5+,6+/m0/s1"		17816	HMDB00968		mi14p	mi14p	FDB022343	17216032	"INOSITOL-1,4-BISPHOSPHATE"	mi14p				MNXM162282		5911	47055-78-7		PELZSPZCXGTUMR-ADOSBGCESA-J	[H]O[C@@]1([H])[C@@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O	
mi1p_D	Inositol phosphate	C6H11O9P	-2	260.1358	260.0297185	C01177	"InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4-,5-,6-/m0/s1"		18297	HMDB02985		mi1p_D	mi1p_D	FDB023090	10465039	CPD-180	mi1p__D	Inositol phosphate		cpd00867	MNXM646	C00007483	359	15421-51-9		INAPMGSXUVUWAF-PTQMNWPWSA-L	[H]O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OP([O-])([O-])=O)[C@]([H])(O[H])[C@]1([H])O[H]	
mi3456p	"D-Myo-inositol 3,4,5,6-tetrakisphosphate"	C6H8O18P4	-8	500.0755	499.9287098	C04520	"InChI=1S/C6H16O18P4/c7-1-2(8)4(22-26(12,13)14)6(24-28(18,19)20)5(23-27(15,16)17)3(1)21-25(9,10)11/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)/p-8/t1-,2+,3-,4-,5+,6+/m0/s1"	121920	15844	HMDB03848		mi3456p		FDB023236	108765		mi3456p				MNXM164917			112791-61-4		MRVYFOANPDTYBY-UZAAGFTCSA-F	[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@@]1([H])OP([O-])([O-])=O	
mi34p	"1D-Myo-inositol 3,4-bisphosphate"	C6H10O12P2	-4	340.1157	339.9960489	C04063	"InChI=1S/C6H14O12P2/c7-1-2(8)4(10)6(18-20(14,15)16)5(3(1)9)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)/p-4/t1-,2-,3-,4+,5-,6-/m0/s1"	440211	28858	HMDB06235		mi34p	mi34p	FDB023852	389196	D-MYO-INOSITOL-34-BISPHOSPHATE	mi34p			cpd02513	MNXM163431			69256-53-7		MCKAJXMRULSUKI-CNWJWELYSA-J	[H]O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@@]1([H])O[H]	
mi3p_D	Myo-inositol 1-phosphate	C6H11O9P	-2	260.1358	260.0297185	C04006	"InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4-,5-,6-/m0/s1"		18169	HMDB00213		mi3p_D	mi3p_D	FDB021907	17215924	1-L-MYO-INOSITOL-1-P	mi3p__D			cpd02484	MNXM540		5223	573-35-3	DTXSID20878849	INAPMGSXUVUWAF-PTQMNWPWSA-L	[H]O[C@@]1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@]1([H])O[H]	
mi4p_D	D-Myo-inositol 4-phosphate	C6H11O9P	-2	260.1358	260.0297185	C03546	"InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3-,4+,5-,6-/m0/s1"		18384	HMDB01313		mi4p_D	mi4p_D	FDB022548	17216102	D-MYO-INOSITOL-4-PHOSPHATE	mi4p__D			cpd02230	MNXM2063		6151	46495-39-0		INAPMGSXUVUWAF-CNWJWELYSA-L	[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(O[H])[C@@]1([H])O[H]	
micit	"(2S,3R)-3-Hydroxybutane-1,2,3-Tricarboxylate"	C7H7O7	-3			C04593	"InChI=1S/C7H10O7/c1-7(14,6(12)13)3(5(10)11)2-4(8)9/h3,14H,2H2,1H3,(H,8,9)(H,10,11)(H,12,13)/p-3/t3-,7-/m1/s1"	5459784	15607	HMDB06471							micit			cpd02799	MNXM1694					HHKPKXCSHMJWCF-WVBDSBKLSA-K	[H]O[C@](C([O-])=O)(C([H])([H])[H])[C@@]([H])(C([O-])=O)C([H])([H])C([O-])=O	
minohp	Myo-inositol hexakisphosphate	C6H6O24P6	-12	660.0353	659.8613706	C01204	"InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)/p-12/t1-,2-,3-,4+,5-,6-"	890	17401	HMDB03502		minohp	minohp	FDB000374	866	MI-HEXAKISPHOSPHATE	minohp	Phytate			MNXM491		6941	83-86-3	DTXSID40889331	IMQLKJBTEOYOSI-GPIVLXJGSA-B	[H][C@]1(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@]1([H])OP([O-])([O-])=O	
miso	Misonidazole	C7H11N3O4	0				"InChI=1S/C7H11N3O4/c1-14-5-6(11)4-9-3-2-8-7(9)10(12)13/h2-3,6,11H,4-5H2,1H3"	26105																			COCC(O)CN1C=CN=C1[N+]([O-])=O	
miso_glc	Misonidazole Glucuronide	C13H18N3O10	-1				"InChI=1S/C13H19N3O10/c1-24-5-6(4-15-3-2-14-13(15)16(22)23)25-12-9(19)7(17)8(18)10(26-12)11(20)21/h2-3,6-10,12,17-19H,4-5H2,1H3,(H,20,21)/t6?,7-,8-,9+,10-,12+/m0/s1"	128826																			COCC(CN1C=CN=C1[N+](=O)[O-])OC2C(C(C(C(O2)C(=O)O)O)O)O	
mlbtl	Melibiitol	C12H24O11	0																									
mlemt	Maleamate	C4H4NO3	-1																									
mlthf	"5,10-Methylene-THF"	C20H21N7O6	-2	457.4399	457.1709815	C00143	"InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/p-2/t12-,13?/m0/s1"	439175	15636	HMDB01533		mlthf	mlthf	FDB022675	388320	METHYLENE-THF	mlthf	"5,10-methylenetetrahydrofolate"		cpd00125	MNXM183		6304	31690-11-6	DTXSID60185584	QYNUQALWYRSVHF-UEWDXFNNSA-L	[H]OC1=NC(=NC2=C1N1C([H])([H])N(C3=C([H])C([H])=C(C([H])=C3[H])C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[C@@]1([H])C([H])([H])N2[H])N([H])[H]	
mma	Methylamine	C1H6N	1	31.0571	31.04219917	C00218	"InChI=1S/CH5N/c1-2/h2H2,1H3/p+1"	6329	16830	HMDB00164	methylamine	mma	mma	FDB003958	6089	METHYLAMINE	mma	Methylamine	DB01828	cpd00187	MNXM61773	C00050483	3767	74-89-5	DTXSID7025683	BAVYZALUXZFZLV-UHFFFAOYSA-O	[H]C([H])([H])[N+]([H])([H])[H]	
mmcoa_R	R-Methylmalonyl-CoA	C25H35N7O19P3S	-5	867.607	867.1312524	C01213	"InChI=1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/p-5/t12-,13-,16-,17-,18+,22-/m1/s1"	22833590	15465	HMDB02255	(R)-methylmalonyl-CoA	mmcoa_R	mmcoa_R	FDB022930	17216177	METHYL-MALONYL-COA	mmcoa__R			cpd00891	MNXM608		6577	73173-92-9		MZFOKIKEPGUZEN-AGCMQPJKSA-I	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)[C@@]([H])(C([O-])=O)C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O	
