Organism	eBSH	7aHSDH	7bHSDH	3aHSDH	3bHSDH	12aHSDH	BaiG	BaiTRAP	BaiA	BaiB	BaiCDH	BaiEI	BaiFK	BaiN	BaiO	BaiP	BaiJ	BaiL	BaiR
Staphylococcus aureus subsp. aureus D139 (585152.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus DR10 (1155079.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus DSM 20231 (1241616.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus E1410 (585153.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus ECT-R 2 (889933.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus ED133 (685039.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus ED98 (681288.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus EMRSA16 (585154.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus GR1 (1144272.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus H19 (585155.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus H29 (1258575.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus HO 5096 0412 (1074252.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-105 (904781.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-111 (904782.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-122 (904783.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-189 (904787.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-250 (904789.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-3 (904775.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-55 (904777.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-88 (904778.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-99 (904780.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus IS-K (904791.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus JH1 (359787.11)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus JH9 (359786.13)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus JKD6159 (869816.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus LCT-SA112 (1163749.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus LGA251 (985006.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus M013 (1118959.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus M1015 (585156.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus M809 (585157.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus M876 (585158.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus M899 (585159.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus MN8 (548470.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus MRGR3 (1137133.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus MRSA131 (754025.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus MRSA177 (754026.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus MRSA252 (282458.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus MSHR1132 (985002.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus MSSA476 (282459.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus Mu3 (418127.6)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus Mu50 (158878.14)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus Mu50-omega (585891.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus MW2 (196620.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus N315 (158879.11)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus NCTC 8325 (93061.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus NN50 (1112349.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus PB32 (1265302.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus RN4220 (561307.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus str. JKD6008 (546342.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus str. JKD6009 (546343.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus str. Newman (426430.8)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus T0131 (1006543.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus TCH130 (548474.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus TCH60 (548473.6)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus TCH70 (548475.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus TW20 (663951.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus USA300 (367830.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus USA300_FPR3757 (451515.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus USA300_TCH1516 (451516.9)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VC40 (1028799.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VCU006 (904313.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VH60 (1226740.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS1 (1116214.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS10 (1116223.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS11a (1116224.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS11b (1116225.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS2 (1116215.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS3a (1116216.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS4 (1116217.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS5 (1116218.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS6 (1116219.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS7 (1116220.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS8 (1116221.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus VRS9 (1116222.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus WBG10049 (585160.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus subsp. aureus WW2703/97 (585161.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus aureus VH221 (1278074.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus capitis QN1 (1189311.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus capitis SK14 (553212.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus capitis VCU116 (904334.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus caprae C87 (435838.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis 12142587 (1235440.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis 14.1.R1.SE (1000590.6)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis 41tr (1294271.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis 528m (1294272.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis A487 (904143.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis ATCC 12228 (176280.10)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis AU12-03 (1220510.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis BCM-HMP0060 (525374.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis BVS058A4 (883130.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis FRI909 (764544.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis M0881 (1213731.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis M23864:W2(grey) (525375.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH04003 (1155132.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH04008 (979222.3)	1434	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH05001 (979221.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH05003 (1155133.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH05005 (979220.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH051475 (1155130.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH051668 (1155131.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH06004 (1155134.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIH08001 (1155135.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM001 (979219.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM003 (979218.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM008 (979217.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM015 (979216.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM018 (979215.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM020 (979213.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM021 (979212.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM023 (979211.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM031 (979214.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM037 (979210.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM039 (979209.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM040 (979208.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM049 (979207.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM053 (979206.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM057 (979205.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM061 (979204.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM067 (979203.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM087 (979201.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM088 (979200.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis NIHLM095 (979199.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis RP62A (176279.9)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis SK135 (596317.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis UC7032 (1327991.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU028 (904317.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU037 (904319.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU041 (904320.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU045 (904321.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU065 (904324.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU071 (904325.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU081 (904326.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU105 (904328.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU107 (904329.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU109 (904330.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU116 (904334.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU117 (904335.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU118 (904336.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU120 (904337.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU123 (904340.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU125 (904341.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU126 (904342.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU127 (904343.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU128 (904344.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU129 (904345.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus epidermidis VCU144 (904347.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus equorum subsp. equorum Mu2 (1159488.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus haemolyticus JCSC1435 (279808.8)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus haemolyticus R1P1 (1134914.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus hominis SK119 (629742.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus hominis subsp. hominis C80 (435837.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus hominis subsp. hominis ZBW5 (1185421.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus hominis VCU122 (904339.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus lugdunensis ACS-027-V-Sch2 (883164.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus lugdunensis HKU09-01 (698737.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus lugdunensis M23590 (525377.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus lugdunensis N920143 (1034809.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus pettenkoferi VCU012 (904314.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus pseudintermedius ED99 (984892.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus pseudintermedius HKU10-03 (937773.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 (342451.11)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus simulans ACS-120-V-Sch1 (883166.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus vitulinus F1028 (1167632.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus warneri L37603 (596319.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus warneri SG1 (1194526.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Staphylococcus xylosus NJ (1262650.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Stenotrophomonas maltophilia Ab55555 (1183154.3)	1723	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Stenotrophomonas maltophilia ATCC 19867 (1279018.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Stenotrophomonas maltophilia D457 (1163399.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Stenotrophomonas maltophilia K279a (522373.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Stenotrophomonas maltophilia PML168 (1118235.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Stenotrophomonas maltophilia R551-3 (391008.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae 09mas018883 (1309806.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae 2603V/R (208435.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae A909 (205921.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU108 (1154833.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU133 (1105233.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU165 (1154831.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU174 (1105234.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU178 (1154829.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU247 (1154827.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU248 (1105279.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU252 (1105277.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU253 (1105281.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU260 (1105231.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU442 (1154826.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU447 (1105280.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU450 (1154825.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU451 (1105232.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU454 (1105278.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU92 (1154832.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae BSU96 (1154830.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 17336 (1105253.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 19094 (1154807.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 24810 (1154808.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 25532 (1154809.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 28551 (1105254.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 29376 (1105255.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 29782 (1105256.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 30636 (1105257.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 37430 (1154810.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 37736 (1105258.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 37737 (1154811.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 37738 (1154812.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 37739 (1105259.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 37740 (1105260.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 37741 (1154813.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 37742 (1154814.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 38383 (1154815.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 39096 A (1154816.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 44074 (1105262.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 44110 (1105264.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 44140 (1105265.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Streptococcus agalactiae CCUG 44186 (1105266.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
