Organism	GTPCH	PyrD	PyrR	DHBPS	DMRLS	RSA	RK	FMNAT	FHY	RibU	PnuX	ImpX	RibXY	RibN	RfnT	RibZ
Acinetobacter baumannii AB1H8 (1222031.3)	"2008, 2460_6"	2151_2_5	2151_2_5	"2303_6, 2460_6"	2459_8	2153_10	3237_17_19	3237_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB210 (886886.3)	"1476, 1841_6"	2838_2_5	2838_2_5	"1841_6, 456_6"	1840_8	2836_10	1233_17_19	1233_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB405E4 (1222033.3)	"1114, 2373_6, 965"	1248_2_5	1248_2_5	"2373_6, 886_6"	2372_8	1246_10	2286_17_19	2286_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB4A3 (1222032.3)	"1219_6, 550"	1641_2_5	1641_2_5	"1219_6, 3501_6"	1220_8	1639_10	2795_17_19	2795_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB5256 (1116235.3)	"179, 465_6, 951"	1335_2_5	1335_2_5	"1520_6, 465_6"	466_8	1333_10	777_17_19	777_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB5711 (1116236.3)	"478_6, 758"	1423_2_5	1423_2_5	"1198_6, 478_6"	477_8	1425_10	9_17_19	9_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABIsac_ColiR (1200351.3)	"3245, 3532_6"	261_2_5	261_2_5	"3532_6, 810_6"	3533_8	263_10	55_17_19	55_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH1 (992402.3)	"2734_6, 3464"	2316_2_5	2316_2_5	"2030_6, 2734_6"	2735_8	2318_12	1446_17_19	1446_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH11 (1094475.3)	"3600, 3699_6"	161_2_5	161_2_5	"1035_6, 3699_6"	3700_8	159_10	464_17_19	464_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH14 (1094478.3)	"1434_6, 721"	1347_2_5	1347_2_5	"1434_6, 2946_6"	1435_8	1345_10	1898_17_19	1898_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH15 (1094479.3)	"1278_6, 494"	1191_2_5	1191_2_5	"1278_6, 2290_6"	1277_8	1189_10	1707_17_19	1707_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH16 (1094480.3)	"1622_6, 92"	1746_2_5	1746_2_5	"1622_6, 2697_6"	1623_8	1744_10	2107_17_19	2107_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH18 (1094482.3)	"1703_6, 546"	1553_2_5	1553_2_5	"1703_6, 3111_6"	1702_8	1551_10	2189_17_19	2189_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH19 (1094483.3)	"2759, 3404_6"	1847_2_5	1847_2_5	"3404_6, 873_6"	3403_8	1845_10	2647_17_19	2647_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH22 (1094486.3)	"259, 538_6"	1079_2_5	1079_2_5	"2860_6, 538_6"	537_8	1081_10	1817_17_19	1817_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH23 (1094487.3)	"1049_6, 374"	860_2_5	860_2_5	"1049_6, 2725_6"	1050_8	862_10	1530_17_19	1530_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH25 (1224165.3)	"1008, 839_6"	2606_2_5	2606_2_5	"1496_6, 839_6"	840_8	2604_10	2115_17_19	2115_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH26 (1224166.3)	"3369_6, 3651"	488_2_5	488_2_5	"2100_6, 3369_6"	3368_8	490_10	90_17_19	90_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH3 (992404.3)	"3443, 3724_6"	3303_2_5	3303_2_5	"3724_6, 562_6"	3725_8	3301_12	792_17_19	792_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH4 (992405.3)	"1925_6, 2121"	18_2_5	18_2_5	1925_6	1924_8	16_12	1577_17_19	1577_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH5 (1094469.3)	"190, 2218_6"	3251_2_5	3251_2_5	"2218_6, 2414_6"	2217_8	3249_10	2763_17_19	2763_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ABNIH6 (1094470.3)	"2667, 3791_6"	2710_2_5	2710_2_5	"3791_6, 506_6"	3790_8	2708_10	3041_17_19	3041_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_1536-8 (1221244.3)	"1595_6, 2999, 793"	2491_2_5	2491_2_5	"1595_6, 2604_6"	1594_8	2489_10	3364_17_19	3364_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_1582-8 (1221245.3)	"2841_6, 3178"	3540_2_5	3540_2_5	"1108_6, 2841_6"	2840_8	3538_10	2008_17_19	2008_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_1594-8 (1221247.3)	"1229, 339_6, 530"	3199_2_5	3199_2_5	"1095_6, 339_6"	338_8	3197_10	2999_17_19	2999_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_1595-8 (1221248.3)	"1336_6, 2478"	747_2_5	747_2_5	"1336_6, 1519_6"	1335_8	745_10	2557_17_19	2557_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_1649-8 (1221249.3)	"1270, 675_6"	980_2_5	980_2_5	"2398_6, 675_6"	676_8	982_10	1101_17_19	1101_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_1650-8 (1221250.3)	"3293_6, 586"	2283_2_5	2283_2_5	"1063_6, 3293_6"	3294_8	2281_10	1501_17_19	1501_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_1766_8 (1221251.3)	"2142_6, 3459"	844_2_5	844_2_5	"1788_6, 2142_6"	2141_8	842_10	3149_17_19	3149_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2007-09-110-01-7 (1221252.3)	"149, 1589, 3452_6"	2367_2_5	2367_2_5	"3452_6, 994_6"	3451_8	2369_10	3010_17_19	3010_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2007-16-25-01-7 (1221253.3)	"1043, 2233_6, 3149"	51_2_5	51_2_5	"1360_6, 2233_6"	2234_8	49_10	2027_17_19	2027_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2007-16-27-01 (1221254.3)	"1220, 3402_6, 655"	3745_2_5	3745_2_5	"2374_6, 3402_6"	3403_8	3743_10	474_17_19	474_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2008-15-34-7 (1221255.3)	"1492_6, 2120"	2049_2_5	2049_2_5	"1492_6, 3126_6"	1491_8	2051_10	3441_17_19	3441_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2008-15-45 (1221256.3)	"3371, 653_6"	1059_2_5	1059_2_5	"3726_6, 653_6"	654_8	1061_10	1500_17_19	1500_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2008-15-52 (1221257.3)	"1329, 642, 90_6"	1408_2_5	1408_2_5	"1707_6, 90_6"	89_8	1410_10	2101_17_19	2101_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2008-15-69 (1221258.3)	"2098_6, 2841"	1646_2_5	1646_2_5	"2098_6, 3694_6"	2097_8	1644_10	3840_17_19	3840_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2008-15-70 (1221259.3)	"2096_6, 2776"	458_2_5	458_2_5	"2096_6, 2349_6"	2097_8	460_10	3918_17_19	3918_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2008-15-71 (1221260.3)	"2671, 3122, 3257_6"	1568_2_5	1568_2_5	"153_6, 3257_6"	3258_8	1570_10	862_17_19	862_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2008-23-01-01-7 (1221261.3)	"3459, 714_6, 862"	1552_2_5	1552_2_5	"3091_6, 714_6"	713_8	1550_10	973_17_19	973_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2008-23-07-01-7 (1221262.3)	"3648_6, 88"	318_2_5	318_2_5	"1683_6, 3648_6"	3649_8	320_10	843_17_19	843_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2009-04-01-7 (1221263.3)	"1272_6, 2452, 434"	589_2_5	589_2_5	"1272_6, 3559_6"	1273_8	587_10	259_17_19	259_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_2009-04-02-7 (1221264.3)	"178_6, 872"	3612_2_5	3612_2_5	"178_6, 2497_6"	179_8	3614_10	1508_17_19	1508_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_515-8 (1221265.3)	"370, 651_6"	859_2_5	859_2_5	"46_6, 651_6"	650_8	861_10	1217_17_19	1217_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_908-12 (1221266.3)	"227_6, 3094"	3498_2_5	3498_2_5	"227_6, 3383_6"	226_8	3496_10	1998_17_19	1998_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_908-13 (1221267.3)	"183, 2375_6"	2072_2_5	2072_2_5	"2375_6, 768_6"	2376_8	2074_10	1203_17_19	1203_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_909-01-7 (1221269.3)	"1109, 2827, 3342_6"	949_2_5	949_2_5	"2625_6, 3342_6"	3341_8	951_10	3236_17_19	3236_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_909-02-7 (1221270.3)	"2066, 376_6"	1457_2_5	1457_2_5	"1757_6, 376_6"	375_8	1459_10	462_17_19	462_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_909-05 (1221271.3)	"2480_6, 311"	2902_2_5	2902_2_5	"1828_6, 2480_6"	2481_8	2900_10	2951_17_19	2951_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG19617 (1221273.3)	"1539_6, 1820"	1082_2_5	1082_2_5	"1539_6, 2612_6"	1538_8	1084_10	2565_17_19	2565_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG2018 (1221274.3)	"1010, 1702, 3503_6"	1537_2_5	1537_2_5	"2906_6, 3503_6"	3502_8	1539_10	2518_17_19	2518_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG2022 (1221275.3)	"1657, 1767_6"	1539_2_5	1539_2_5	"1767_6, 2905_6"	1768_8	1541_10	3385_17_19	3385_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG2023 (1221276.3)	"1861_6, 3093"	183_2_5	183_2_5	"1861_6, 2715_6"	1862_8	185_10	1388_17_19	1388_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG2026 (1221277.3)	"3576_6, 67"	1640_2_5	1640_2_5	"1201_6, 3576_6"	3577_8	1642_10	2743_17_19	2743_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG2028 (1221278.3)	"1367_6, 1538"	1951_2_5	1951_2_5	"1367_6, 2431_6"	1366_8	1953_10	1257_17_19	1257_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG2030 (1221279.3)	"2526, 639_6"	1069_2_5	1069_2_5	"1813_6, 639_6"	638_8	1071_10	2210_17_19	2210_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG2031 (1221280.3)	"2010_6, 3241"	1812_2_5	1812_2_5	"2010_6, 599_6"	2009_8	1814_10	2064_17_19	2064_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG27335 (1221286.3)	"1349, 2607_6"	3537_2_5	3537_2_5	"2607_6, 92_6"	2608_8	3539_10	2967_17_19	2967_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG27339 (1221287.3)	"1072, 1371_6, 3041"	1489_2_5	1489_2_5	"1371_6, 2580_6"	1372_8	1491_10	2121_17_19	2121_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AB_TG27343 (1221288.3)	"2184_6, 2472"	3535_2_5	3535_2_5	"2184_6, 3093_6"	2183_8	3533_10	1035_17_19	1035_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AC12 (1198108.3)	"1306_6, 337"	2325_2_5	2325_2_5	"1306_6, 2992_6"	1307_8	2327_10	309_17_19	309_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii AC30 (1224747.3)	"1794, 74_6"	3054_2_5	3054_2_5	"1504_6, 74_6"	73_8	3056_10	1059_17_19	1059_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii ANC 4097 (1217638.3)	"3489, 3764_6"	258_2_5	258_2_5	"3764_6, 787_6"	3765_8	260_10	57_17_19	57_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Ab11111 (1168588.3)	"137_6, 430"	3639_2_5	3639_2_5	"137_6, 3087_6"	136_8	3637_10	3842_17_19	3842_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Ab33333 (1168590.3)	"126_6, 133_6, 415"	3353_2_5	3353_2_5	"126_6, 133_6, 2822_6"	"125_8, 132_8"	3351_10	3538_17_19	3538_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Ab44444 (1168591.3)	"368, 76_6"	3321_2_5	3321_2_5	"1253_6, 76_6"	75_8	3319_10	3415_17_19	3415_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii BZICU-2 (1210907.3)	"1520, 2967_6, 3166"	2698_2_5	2698_2_5	"2967_6, 37_6"	2966_8	2696_10	3458_17_19	3458_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Canada BC-5 (903895.3)	"2882, 3182_6"	3562_2_5	3562_2_5	"303_6, 3182_6"	3183_8	3564_10	3325_17_19	3325_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Canada BC1 (903924.3)	"1474, 943_6"	633_2_5	633_2_5	"409_6, 943_6"	942_8	635_10	486_17_19	486_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii IS-116 (903912.3)	"2993, 549, 828_6"	51_2_5	51_2_5	"3158_6, 828_6"	829_8	49_10	2492_17_19	2492_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii IS-123 (903899.3)	"1949, 2232_6"	3156_2_5	3156_2_5	"2232_6, 2738_6"	2233_8	3158_10	92_17_19	92_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii IS-143 (903911.3)	"112, 2065_6"	1884_2_5	1884_2_5	"1032_6, 2065_6"	2066_8	1882_10	3314_17_19	3314_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii IS-235 (903905.3)	"288, 561_6"	107_2_5	107_2_5	"1069_6, 561_6"	562_8	105_10	1260_17_19	1260_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii IS-251 (903906.3)	"2181, 2455_6"	1561_2_5	1561_2_5	"2455_6, 3396_6"	2456_8	1559_10	368_17_19	368_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii IS-58 (903914.3)	"617_6, 890"	2339_2_5	2339_2_5	"1641_6, 617_6"	616_8	2337_10	92_17_19	92_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii MDR-TJ (889738.3)	"337_6, 625"	3721_2_5	3721_2_5	"3181_6, 337_6"	336_8	3719_10	207_17_19	207_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii MDR-ZJ06 (497978.4)	"3388, 3670_6"	276_2_5	276_2_5	"3670_6, 812_6"	3671_8	278_12	44_17_19	44_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii MSP4-16 (1278070.3)	"1195_6, 3634"	492_2_5	492_2_5	"1195_6, 3000_6"	1194_8	494_10	2365_17_19	2365_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 1362 (1217642.3)	"3286, 3620_6"	2697_2_5	2697_2_5	"2155_6, 3620_6"	3621_8	2695_10	2883_17_19	2883_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 146 (1217639.3)	"394_6, 91"	742_2_5	742_2_5	"1257_6, 394_6"	395_8	744_10	524_17_19	524_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 1669 (1217643.3)	"368, 94_6"	3384_2_5	3384_2_5	"2835_6, 94_6"	93_8	3382_10	3571_17_19	3571_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 1734 (1217644.3)	"136_6, 3020, 416"	3357_2_5	3357_2_5	"136_6, 2852_6"	135_8	3355_10	3560_17_19	3560_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 190 (1217640.3)	"107_6, 3059, 398"	3427_2_5	3427_2_5	"107_6, 2902_6"	106_8	3425_10	3597_17_19	3597_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 201 (1217630.3)	"390, 94_6"	3493_2_5	3493_2_5	"2883_6, 94_6"	93_8	3491_10	3691_17_19	3691_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 2061 (1217645.3)	"3309, 3592_6"	245_2_5	245_2_5	"3592_6, 790_6"	3593_8	247_10	47_17_19	47_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 24 (1217646.3)	"373, 92_6"	3383_2_5	3383_2_5	"2800_6, 92_6"	91_8	3381_10	3581_17_19	3581_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 290 (1217631.3)	"372, 97_6"	3483_2_5	3483_2_5	"2944_6, 97_6"	96_8	3481_10	3725_17_19	3725_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 329 (1217632.3)	"2982, 378, 93_6"	3354_2_5	3354_2_5	"2806_6, 93_6"	92_8	3352_10	3535_17_19	3535_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 335 (1217633.3)	"3124, 396, 91_6"	3488_2_5	3488_2_5	"2964_6, 91_6"	90_8	3486_10	3683_17_19	3683_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 410 (1217634.3)	"3184, 398, 97_6"	3578_2_5	3578_2_5	"3024_6, 97_6"	96_8	3576_10	3789_17_19	3789_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 527 (1217635.3)	"374, 94_6"	3471_2_5	3471_2_5	"2942_6, 94_6"	93_8	3469_10	3678_17_19	3678_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 528 (1217636.3)	"3238, 3520_6"	249_2_5	249_2_5	"3520_6, 791_6"	3521_8	251_10	48_17_19	48_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 60 (1217647.3)	"3323, 3626_6"	2871_2_5	2871_2_5	"2261_6, 3626_6"	3627_8	2869_10	3072_17_19	3072_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 601 (1217637.3)	"406, 92_6"	3330_2_5	3330_2_5	"2715_6, 92_6"	91_8	3328_10	3522_17_19	3522_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 615 (1217641.3)	"1179, 331_6, 630"	764_2_5	764_2_5	"1389_6, 331_6"	330_8	766_10	180_17_19	180_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 67 (1217627.3)	"381, 89_6"	3433_2_5	3433_2_5	"2924_6, 89_6"	88_8	3431_10	3617_17_19	3617_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 70 (1217628.3)	"2915, 389, 92_6"	3255_2_5	3255_2_5	"2752_6, 92_6"	91_8	3253_10	3448_17_19	3448_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii NIPH 80 (1217629.3)	"3445, 365, 92_6"	3814_2_5	3814_2_5	"3285_6, 92_6"	91_8	3812_10	783_17_19	783_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-113 (903920.3)	"2607, 2890_6"	3339_2_5	3339_2_5	"1412_6, 2890_6"	2891_8	3341_10	2377_17_19	2377_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-13 (903904.3)	"1617, 3578_6"	3066_2_5	3066_2_5	"1072_6, 3578_6"	3579_8	3068_10	1524_17_19	1524_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-17 (903896.3)	"1116_6, 821"	1465_2_5	1465_2_5	"1116_6, 2019_6"	1117_8	1467_10	1248_17_19	1248_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-18 (903897.3)	"1266, 969_6"	766_2_5	766_2_5	"3353_6, 969_6"	968_8	764_10	3033_17_19	3033_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-2 (903922.3)	"1346_6, 507"	3497_2_5	3497_2_5	"1346_6, 2395_6"	1345_8	3499_10	3238_17_19	3238_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-21 (903923.3)	"1101_6, 1870"	2199_2_5	2199_2_5	"1101_6, 2132_6"	1102_8	2197_10	3534_17_19	3534_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-57 (903927.3)	"1324_6, 196"	54_2_5	54_2_5	"1224_6, 1324_6"	1325_8	52_10	3170_17_19	3170_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-72 (903908.3)	"1150_6, 1463, 2991"	2689_2_5	2689_2_5	"1150_6, 2540_6"	1149_8	2687_10	2328_17_19	2328_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-78 (903936.3)	"1293_6, 1619"	1177_2_5	1177_2_5	"1293_6, 2316_6"	1294_8	1179_10	741_17_19	741_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-81 (903898.3)	"1212_6, 936"	609_2_5	609_2_5	"1212_6, 1514_6"	1213_8	607_10	838_17_19	838_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-82 (903921.3)	"2506, 2609_6, 2959"	2138_2_5	2138_2_5	"1096_6, 2609_6"	2608_8	2136_10	743_17_19	743_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii Naval-83 (903909.3)	"2681, 3861_6"	490_2_5	490_2_5	"2005_6, 3861_6"	3860_8	488_10	3647_17_19	3647_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC0162 (903907.3)	"2512, 513, 929_6"	354_2_5	354_2_5	"1305_6, 929_6"	930_8	352_10	1263_17_19	1263_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC021 (903928.3)	"2581, 3438_6, 3824"	495_2_5	495_2_5	"1505_6, 3438_6"	3437_8	497_10	1652_17_19	1652_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC032 (903890.3)	"194, 481_6"	607_2_5	607_2_5	"2107_6, 481_6"	482_8	609_10	1024_17_19	1024_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC035 (903926.3)	"1766, 3066, 806_6"	129_2_5	129_2_5	"3183_6, 806_6"	805_8	127_10	2532_17_19	2532_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC047 (903933.3)	"2048, 3144_6, 49"	3345_2_5	3345_2_5	"1078_6, 3144_6"	3143_8	3343_10	3429_17_19	3429_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC065 (903932.3)	"2815, 691_6, 971"	570_2_5	570_2_5	"2400_6, 691_6"	690_8	568_10	3436_17_19	3436_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC074 (903901.3)	"1566, 3419_6"	3717_2_5	3717_2_5	"2739_6, 3419_6"	3418_8	3719_10	2475_17_19	2475_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC087 (903929.3)	"1448, 3414_6, 786"	2472_2_5	2472_2_5	"3414_6, 859_6"	3415_8	2470_10	1619_17_19	1619_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC098 (903902.3)	"1907, 712, 852_6"	3520_2_5	3520_2_5	"1320_6, 852_6"	851_8	3518_10	2208_17_19	2208_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC099 (903930.3)	"1111_6, 2123, 69"	3058_2_5	3058_2_5	"1111_6, 1441_6"	1112_8	3056_10	2944_17_19	2944_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC109 (903892.3)	"1679, 1958_6"	3019_2_5	3019_2_5	"1958_6, 3573_6"	1959_8	3021_10	2098_17_19	2098_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC110 (903910.3)	"1963_6, 61, 972"	1334_2_5	1334_2_5	"1963_6, 2630_6"	1964_8	1336_10	2162_17_19	2162_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC111 (903935.3)	"3179_6, 3442"	3674_2_5	3674_2_5	"3179_6, 388_6"	3180_8	3676_10	2761_17_19	2761_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC137 (903889.3)	"2332, 2606_6"	2941_2_5	2941_2_5	"2606_6, 3490_6"	2607_8	2943_10	2744_17_19	2744_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC143 (903893.3)	"1840_6, 2129"	3692_2_5	3692_2_5	"1840_6, 208_6"	1839_8	3694_10	3486_17_19	3486_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC180 (903903.3)	"1391, 3277_6"	1164_2_5	1164_2_5	"3277_6, 524_6"	3276_8	1166_10	3493_17_19	3493_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC189 (903894.3)	"2358, 2641_6"	2981_2_5	2981_2_5	"2641_6, 3529_6"	2642_8	2983_10	2775_17_19	2775_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii OIFC338 (903934.3)	"2584_6, 281"	6_2_5	6_2_5	"2584_6, 3497_6"	2585_8	8_10	2945_17_19	2945_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii TCDC-AB0715 (980514.3)	"3628, 3908_6"	286_2_5	286_2_5	"3908_6, 827_6"	3909_8	288_10	53_17_19	53_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii TYTH-1 (1100841.3)	"134_6, 3586"	500_2_5	500_2_5	"1042_6, 134_6"	135_8	502_10	261_17_19	261_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii UMB001 (933263.3)	"251_6, 3660"	1058_2_5	1058_2_5	"251_6, 347_6"	252_8	1056_10	1312_17_19	1312_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii UMB003 (933265.3)	"2319, 678_6"	936_2_5	936_2_5	"1071_6, 678_6"	679_8	934_10	292_17_19	292_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii W7282 (981329.3)	"145, 354_6"	2017_2_5	2017_2_5	"354_6, 585_6"	355_8	2015_10	906_17_19	906_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii WC-136 (903916.3)	"1561, 2707_6"	3497_2_5	3497_2_5	"2707_6, 3132_6"	2706_8	3495_10	3267_17_19	3267_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii WC-141 (903915.3)	"2322_6, 675"	2815_2_5	2815_2_5	"2322_6, 3660_6"	2323_8	2817_10	363_17_19	363_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii WC-323 (903918.3)	"2564, 654_6"	475_2_5	475_2_5	"261_6, 654_6"	653_8	472_10	3767_17_19	3767_17_19	 	 	 	 	 	 	 	 
Acinetobacter baumannii WC-348 (903919.3)	"1205, 28, 910_6"	2408_2_5	2408_2_5	"369_6, 910_6"	909_8	2410_10	2341_17_19	2341_17_19	 	 	 	 	 	 	 	 
