Organism	Tor	Dms	Ynf
Shigella flexneri 2850-71 (766158.3)	1129_7, 1130_11, 1133_11, 2187_9, 2188_3	 	1609_25, 1610_29, 1611_30
Shigella flexneri 2930-71 (766159.3)	1176_2, 1177_8, 1178_8, 1179_11, 2239_9, 2240_3	1015_14, 1016_17, 1017_19	1896_25, 1897_26, 1898_26, 1899_28, 1900_29, 1901_30
Shigella flexneri 2a str. 2457T (198215.9)	1353_9, 1354_3, 720_11, 721_8, 722_8, 723_2	1171_19, 1172_17, 1173_14	2438_25, 2439_26, 2440_26, 2441_28, 2442_29, 2443_30
Shigella flexneri 2a str. 301 (198214.7)	1159_2, 1160_8, 1161_8, 1162_11, 2284_9, 2285_3	983_13, 984_14, 985_17, 986_19	1900_25, 1901_26, 1902_26, 1903_28, 1904_29, 1905_30
Shigella flexneri 4343-70 (766160.3)	1257_2, 1258_7, 1259_11, 2080_9, 2081_3	1080_13, 1081_17, 1082_19	1815_25, 1816_26, 1817_26, 1818_28, 1819_29, 1820_30
Shigella flexneri 5 str. 8401 (373384.11)	1137_2, 1138_7, 1139_11, 2205_9, 2207_9, 2208_3	1000_17, 1001_19, 999_13	1851_25, 1852_26, 1853_26, 1854_28, 1855_29, 1856_30, 1857_30
Shigella flexneri 5a str. M90T (1086030.3)	1085_2, 1086_7, 1087_11, 2080_9, 2082_9, 2083_3	957_13, 958_17, 959_19	1749_25, 1750_26, 1751_26, 1752_28, 1753_29, 1754_30, 1755_30
Shigella flexneri 6603-63 (766161.3)	1212_2, 1213_7, 1214_11, 2268_9, 2269_3	1004_14, 1005_17, 1006_19	1986_25, 1987_26, 1988_26, 1989_28, 1990_29, 1991_30
Shigella flexneri CCH060 (754091.3)	2179_9, 2180_3, 2183_3, 2754_2, 2755_7, 2756_7, 2757_11	1090_14, 1091_14, 1092_17, 1096_19	1933_25, 1934_30
Shigella flexneri J1713 (754092.3)	1072_2, 1073_7, 1074_7, 1075_11, 2150_9, 2151_3	 	1661_25, 1662_25, 1669_25, 1670_29, 1671_30
Shigella flexneri K-218 (766146.3)	1576_2, 1577_7, 1578_11, 2786_9, 2787_3	1311_13, 1312_13, 1313_17, 1314_19	2560_25, 2561_26, 2562_26, 2563_28, 2564_29, 2565_30
Shigella flexneri K-227 (766147.3)	2199_9, 2200_3	 	1990_30, 1991_29, 1993_28, 1994_26, 1996_25
Shigella flexneri K-272 (766148.3)	1497_7, 1498_7, 1499_11, 2510_9, 2511_3	 	2270_25, 2271_26, 2272_26, 2273_26, 2274_28, 2275_29, 2276_29, 2277_30
Shigella flexneri K-304 (766149.3)	1306_2, 1307_8, 1308_8, 1309_11, 2435_9, 2436_3	1052_14, 1053_17, 1054_18, 1055_18	2189_25, 2190_26, 2191_26, 2192_28, 2193_29, 2194_30
Shigella flexneri K-315 (766150.3)	2077_9, 2078_3, 2079_3, 995_11, 996_7, 997_7, 998_2	839_13, 840_13, 841_17, 842_19	1798_25, 1799_26, 1800_28, 1801_29, 1802_30
Shigella flexneri VA-6 (766145.3)	2577_9, 2578_3	1340_13, 1341_13, 1342_16, 1343_19, 1970_13	1971_25, 1972_26, 1973_28, 1974_29, 1975_30
Shigella sonnei 3233-85 (766163.3)	1084_2, 1085_7, 1086_7, 1087_7, 1319_3, 1320_9	966_14, 967_17, 968_19	1728_30, 1729_29, 1730_28, 1731_26, 1732_26
Shigella sonnei 4822-66 (766164.3)	1297_3, 1298_8, 1301_9, 780_7, 781_7, 782_2	992_14, 993_17, 994_19	1654_30, 1655_29, 1656_28, 1657_26
Shigella sonnei Ss046 (300269.12)	1179_2, 1180_7, 1181_7, 1475_3, 1476_8, 1479_9	1045_14, 1046_17, 1047_19	1872_30, 1873_29, 1874_28, 1875_26
Shigella sonnei str. Moseley (754077.4)	1271_2, 1272_7, 1273_7, 1580_3, 1581_9	1146_14, 1147_17, 1148_19	2049_30, 2050_29, 2051_28, 2052_26, 2053_26
Yersinia bercovieri ATCC 43970 (349968.5)	1847_9, 1848_3	1667_20, 1668_19, 1669_17, 1670_14	 
Yersinia enterocolitica IP 10393 (1243181.3)	480_3, 481_9	3495_14, 3496_17, 3497_19, 3498_20	 
Yersinia enterocolitica subsp. enterocolitica 8081 (393305.7)	1570_9, 1571_3	 	 
Yersinia enterocolitica subsp. enterocolitica WA-314 (1194086.3)	2101_3, 2102_9	 	 
Yersinia enterocolitica subsp. palearctica 105.5R(r) (994476.3)	2901_3, 2902_9	715_20, 716_19, 717_17, 718_14	 
Yersinia enterocolitica subsp. palearctica 556/8265 (940287.3)	2656_9, 2657_3	841_14, 842_17, 843_19, 844_20	 
Yersinia enterocolitica subsp. palearctica 647/5307 (940288.3)	597_9, 598_3	4252_20, 4253_19, 4254_17, 4255_14	 
Yersinia enterocolitica subsp. palearctica PhRBD_Ye1 (1071969.3)	2118_3, 2119_9	3540_14, 3541_17, 3542_19, 3543_20	 
Yersinia enterocolitica subsp. palearctica Y11 (930944.6)	320_9, 321_3	2208_20, 2209_19, 2210_17, 2211_14	 
Yersinia enterocolitica subsp. palearctica YE-149 (1329365.3)	329_9, 330_3	2210_20, 2211_19, 2212_17, 2213_14	 
Yersinia enterocolitica subsp. palearctica YE-150 (1329366.3)	325_9, 326_3	2214_20, 2215_19, 2216_17, 2217_14	 
Yersinia enterocolitica subsp. palearctica YE-P1 (1329363.3)	323_9, 324_3	2212_20, 2213_19, 2214_17, 2215_14	 
Yersinia enterocolitica subsp. palearctica YE-P4 (1329364.3)	324_9, 325_3	2196_20, 2197_19, 2198_17, 2199_14	 
Yersinia frederiksenii ATCC 33641 (349966.5)	3218_3, 3219_9	290_14, 291_17, 292_19, 293_20, 3515_14, 3516_17, 3517_19, 3518_20, 3519_21, 802_14, 804_16, 805_19	 
Yersinia kristensenii ATCC 33638 (527012.3)	1038_9, 1039_3	3255_21, 3256_20, 3257_19, 3258_17, 3259_14, 737_14, 738_17, 739_19, 740_20	 
Yersinia pseudotuberculosis B-6863 (1286086.3)	 	1413_13, 1414_13, 1415_17, 1416_18, 2806_14, 2807_17, 2808_19, 2809_20, 3767_20, 3768_21	 
Yersinia pseudotuberculosis B-7194 (1324608.3)	 	2471_14, 2472_17, 2473_19, 2474_20, 2475_21, 422_20, 423_19, 424_17, 425_14	 
Yersinia pseudotuberculosis B-7195 (1324587.3)	 	3150_13, 3151_17, 3152_19, 3153_20, 547_21, 549_19, 550_17, 551_14	 
Yersinia pseudotuberculosis IP 31758 (349747.9)	 	1665_21, 1666_20, 1668_19, 1669_17, 1670_14, 3746_20, 3747_19, 3748_17, 3749_14	 
Yersinia pseudotuberculosis IP 32953 (273123.10)	 	1055_14, 1056_17, 1057_19, 1058_20, 3276_14, 3277_17, 3278_19, 3279_20, 3280_21	 
Yersinia pseudotuberculosis PB1/+ (502801.6)	 	3036_14, 3037_17, 3038_19, 3039_20, 3040_21, 902_14, 903_17, 904_19, 905_20	 
Yersinia pseudotuberculosis YPIII (502800.6)	 	1549_21, 1550_20, 1551_19, 1552_17, 1553_14, 3662_20, 3663_19, 3664_17, 3665_14	 
Yersinia rohdei ATCC 43380 (527004.3)	 	1363_14, 1364_17, 1365_19, 2777_14, 2778_17, 2779_19, 2780_20, 2781_21, 3835_20	 
Yokenella regensburgei ATCC 43003 (1002368.3)	3567_9, 3568_3	2595_13, 2596_16, 2597_18, 3198_20, 3199_13	 
Enterobacteriaceae bacterium 9_2_54FAA (469613.3)	3475_11, 3476_7, 3477_2, 587_9, 588_3	669_14, 670_17, 671_19, 673_21	672_30
Actinobacillus pleuropneumoniae L20 (416269.6)	1868_11, 1869_7, 1870_2, 721_9, 723_3	1741_14, 1742_17, 1743_19, 1744_20, 1745_21	 
Actinobacillus pleuropneumoniae S8 (1224142.3)	1477_11, 1478_7, 1479_2, 248_3, 250_9	972_21, 973_20, 974_19, 975_17, 976_14	 
Actinobacillus pleuropneumoniae serovar 10 str. D13039 (754259.3)	1888_11, 1889_7, 1890_2, 716_9, 717_9, 719_3	1747_14, 1748_17, 1749_19, 1750_20, 1751_21	 
Actinobacillus pleuropneumoniae serovar 11 str. 56153 (754260.3)	1949_11, 1950_7, 1951_2, 756_9, 757_9, 759_3	1820_14, 1821_17, 1822_19, 1824_20, 1825_21	 
Actinobacillus pleuropneumoniae serovar 12 str. 1096 (754261.3)	1843_11, 1844_7, 1845_2, 713_9, 714_9, 716_3	1718_14, 1719_17, 1720_19, 1721_19, 1722_20, 1723_21	 
Actinobacillus pleuropneumoniae serovar 13 str. N273 (754262.3)	1896_11, 1897_7, 1898_2, 748_9, 749_9, 751_3	1756_14, 1757_17, 1758_19, 1760_20, 1761_21	 
Actinobacillus pleuropneumoniae serovar 1 str. 4074 (228399.5)	1929_11, 1930_7, 1931_2, 750_9, 751_9, 753_3	1801_17, 1802_19, 1804_20, 1805_21	1800_26
Actinobacillus pleuropneumoniae serovar 2 str. 4226 (754254.4)	1606_11, 1607_7, 1608_2, 738_3, 740_9, 741_9	2150_21, 2151_20, 2152_19, 2154_17, 2155_14	 
Actinobacillus pleuropneumoniae serovar 3 str. JL03 (434271.4)	1826_11, 1827_7, 1828_2, 690_9, 691_3	1698_14, 1699_17, 1700_19, 1701_20, 1702_21	 
Actinobacillus pleuropneumoniae serovar 4 str. M62 (754255.3)	1849_11, 1850_7, 1851_2, 691_9, 692_9, 694_3	1720_14, 1721_17, 1722_19, 1724_20, 1725_21	 
Actinobacillus pleuropneumoniae serovar 6 str. Femo (754256.7)	1976_11, 1977_7, 1978_2, 764_9, 765_9, 767_3	1832_14, 1833_17, 1834_19, 1836_20, 1837_21	 
Actinobacillus pleuropneumoniae serovar 7 str. AP76 (537457.7)	1928_11, 1929_7, 1930_2, 751_9, 752_3	1774_14, 1775_17, 1776_19, 1777_20, 1778_21	 
Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261 (754258.3)	1928_11, 1929_7, 1930_2, 744_9, 745_9, 747_3	1802_14, 1803_17, 1804_19, 1805_19, 1806_20, 1807_21	 
Aggregatibacter aphrophilus F0387 (679198.3)	328_3, 329_9	 	 
Aggregatibacter aphrophilus NJ8700 (634176.4)	801_11, 802_7, 803_2, 806_3, 807_9	 	 
Haemophilus haemolyticus HK386 (1095742.3)	 	 	 
Haemophilus haemolyticus M21621 (1028805.3)	 	 	 
Haemophilus haemolyticus M21639 (1028806.3)	231_9, 232_3, 570_7, 571_2	2106_21, 2107_20, 2108_18, 2109_16, 2110_13	 
Haemophilus influenzae 10810 (862964.3)	 	1250_21, 1251_20, 1252_19, 1253_17, 1254_14	 
Haemophilus influenzae 6P18H1 (521004.3)	 	68_14, 69_17, 70_19, 71_20, 72_21	 
Haemophilus influenzae 7P49H1 (521005.3)	1669_9, 1670_9, 1671_3	320_21, 321_20, 322_19, 323_17, 324_14, 325_14	 
Haemophilus influenzae 86-028NP (281310.6)	 	1113_21, 1114_20, 1115_19, 1116_17, 1117_14	 
Haemophilus influenzae F3031 (866630.3)	 	1194_14, 1195_17, 1196_19, 1197_20, 1198_21	 
Haemophilus influenzae F3047 (935897.3)	531_3, 532_9	2016_14, 2017_17, 2018_19, 2019_20, 2020_21	 
Haemophilus influenzae NT127 (656913.3)	1646_9, 1647_3	338_14, 339_17, 340_19, 341_20, 342_21	 
Haemophilus influenzae PittAA (374928.4)	1619_9, 1620_3	176_21, 177_20, 178_19, 179_17, 180_14	 
Haemophilus influenzae PittHH (374932.4)	1693_9, 1694_3	458_14, 460_17, 461_19, 462_20, 463_21	459_26
Haemophilus influenzae PittII (374933.4)	1311_9, 1312_3	58_14, 59_17, 60_19, 61_20, 62_21	 
Haemophilus influenzae R2846 (262727.7)	1732_3, 1733_9	1308_14, 1309_17, 1310_19, 1311_20, 1312_21	 
Haemophilus influenzae R2866 (262728.5)	26_9, 27_3	514_21, 515_20, 516_19, 517_17, 518_14	 
Haemophilus influenzae Rd KW20 (71421.8)	672_9, 673_3	1088_21, 1089_20, 1090_19, 1091_17, 1092_14	 
Haemophilus influenzae RdAW (656912.3)	1595_3, 1596_9	326_21, 327_20, 328_19, 329_17, 330_14	 
Haemophilus parainfluenzae ATCC 33392 (888828.3)	 	 	 
Haemophilus parainfluenzae HK2019 (1095746.3)	189_9, 190_3	 	 
Haemophilus parainfluenzae HK262 (1095745.3)	15_9, 16_3	 	 
Haemophilus parainfluenzae T3T1 (862965.3)	 	 	 
Haemophilus sputorum CCUG 13788 (1035839.4)	 	 	 
Haemophilus sputorum HK 2154 (1078483.3)	 	 	 
Acinetobacter baumannii AB0057 (480119.5)	 	 	 
Acinetobacter baumannii AB307-0294 (557600.4)	 	 	 
Acinetobacter baumannii AB900 (557601.3)	 	 	 
Acinetobacter baumannii ACICU (405416.6)	 	 	 
Acinetobacter baumannii ATCC 19606 (575584.3)	 	 	 
Acinetobacter baumannii AYE (509173.8)	 	 	 
Acinetobacter baumannii SDF (509170.6)	 	 	 
Acinetobacter baumannii 1656-2 (696749.3)	 	 	 
Acinetobacter baumannii 3990 (886888.3)	 	 	 
Acinetobacter baumannii 48055 (1293574.3)	 	 	 
Acinetobacter baumannii 53264 (1216295.3)	 	 	 
Acinetobacter baumannii AA-014 (903937.3)	 	 	 
Acinetobacter baumannii AB1H8 (1222031.3)	 	 	 
Acinetobacter baumannii AB210 (886886.3)	 	 	 
Acinetobacter baumannii AB405E4 (1222033.3)	 	 	 
Acinetobacter baumannii AB4A3 (1222032.3)	 	 	 
Acinetobacter baumannii AB5256 (1116235.3)	 	 	 
Acinetobacter baumannii AB5711 (1116236.3)	 	 	 
Acinetobacter baumannii ABIsac_ColiR (1200351.3)	 	 	 
Acinetobacter baumannii ABNIH1 (992402.3)	 	 	 
Acinetobacter baumannii ABNIH11 (1094475.3)	 	 	 
Acinetobacter baumannii ABNIH14 (1094478.3)	 	 	 
Acinetobacter baumannii ABNIH15 (1094479.3)	 	 	 
Acinetobacter baumannii ABNIH16 (1094480.3)	 	 	 
Acinetobacter baumannii ABNIH18 (1094482.3)	 	 	 
Acinetobacter baumannii ABNIH19 (1094483.3)	 	 	 
Acinetobacter baumannii ABNIH22 (1094486.3)	 	 	 
Acinetobacter baumannii ABNIH23 (1094487.3)	 	 	 
Acinetobacter baumannii ABNIH25 (1224165.3)	 	 	 
Acinetobacter baumannii ABNIH26 (1224166.3)	 	 	 
Acinetobacter baumannii ABNIH3 (992404.3)	 	 	 
Acinetobacter baumannii ABNIH4 (992405.3)	 	 	 
Acinetobacter baumannii ABNIH5 (1094469.3)	 	 	 
Acinetobacter baumannii ABNIH6 (1094470.3)	 	 	 
Acinetobacter baumannii AB_1536-8 (1221244.3)	 	 	 
Acinetobacter baumannii AB_1582-8 (1221245.3)	 	 	 
Acinetobacter baumannii AB_1594-8 (1221247.3)	 	 	 
Acinetobacter baumannii AB_1595-8 (1221248.3)	 	 	 
Acinetobacter baumannii AB_1649-8 (1221249.3)	 	 	 
Acinetobacter baumannii AB_1650-8 (1221250.3)	 	 	 
Acinetobacter baumannii AB_1766_8 (1221251.3)	 	 	 
Acinetobacter baumannii AB_2007-09-110-01-7 (1221252.3)	 	 	 
Acinetobacter baumannii AB_2007-16-25-01-7 (1221253.3)	 	 	 
Acinetobacter baumannii AB_2007-16-27-01 (1221254.3)	 	 	 
Acinetobacter baumannii AB_2008-15-34-7 (1221255.3)	 	 	 
Acinetobacter baumannii AB_2008-15-45 (1221256.3)	 	 	 
Acinetobacter baumannii AB_2008-15-52 (1221257.3)	 	 	 
Acinetobacter baumannii AB_2008-15-69 (1221258.3)	 	 	 
Acinetobacter baumannii AB_2008-15-70 (1221259.3)	 	 	 
Acinetobacter baumannii AB_2008-15-71 (1221260.3)	 	 	 
Acinetobacter baumannii AB_2008-23-01-01-7 (1221261.3)	 	 	 
Acinetobacter baumannii AB_2008-23-07-01-7 (1221262.3)	 	 	 
Acinetobacter baumannii AB_2009-04-01-7 (1221263.3)	 	 	 
Acinetobacter baumannii AB_2009-04-02-7 (1221264.3)	 	 	 
Acinetobacter baumannii AB_515-8 (1221265.3)	 	 	 
Acinetobacter baumannii AB_908-12 (1221266.3)	 	 	 
Acinetobacter baumannii AB_908-13 (1221267.3)	 	 	 
Acinetobacter baumannii AB_909-01-7 (1221269.3)	 	 	 
Acinetobacter baumannii AB_909-02-7 (1221270.3)	 	 	 
Acinetobacter baumannii AB_909-05 (1221271.3)	 	 	 
Acinetobacter baumannii AB_TG19617 (1221273.3)	 	 	 
Acinetobacter baumannii AB_TG2018 (1221274.3)	 	 	 
Acinetobacter baumannii AB_TG2022 (1221275.3)	 	 	 
Acinetobacter baumannii AB_TG2023 (1221276.3)	 	 	 
Acinetobacter baumannii AB_TG2026 (1221277.3)	 	 	 
Acinetobacter baumannii AB_TG2028 (1221278.3)	 	 	 
Acinetobacter baumannii AB_TG2030 (1221279.3)	 	 	 
Acinetobacter baumannii AB_TG2031 (1221280.3)	 	 	 
Acinetobacter baumannii AB_TG27335 (1221286.3)	 	 	 
Acinetobacter baumannii AB_TG27339 (1221287.3)	 	 	 
Acinetobacter baumannii AB_TG27343 (1221288.3)	 	 	 
Acinetobacter baumannii AC12 (1198108.3)	 	 	 
Acinetobacter baumannii AC30 (1224747.3)	 	 	 
Acinetobacter baumannii ANC 4097 (1217638.3)	 	 	 
Acinetobacter baumannii Ab11111 (1168588.3)	 	 	 
Acinetobacter baumannii Ab33333 (1168590.3)	 	 	 
Acinetobacter baumannii Ab44444 (1168591.3)	 	 	 
Acinetobacter baumannii BZICU-2 (1210907.3)	 	 	 
Acinetobacter baumannii Canada BC-5 (903895.3)	 	 	 
Acinetobacter baumannii Canada BC1 (903924.3)	 	 	 
Acinetobacter baumannii IS-116 (903912.3)	 	 	 
Acinetobacter baumannii IS-123 (903899.3)	 	 	 
Acinetobacter baumannii IS-143 (903911.3)	 	 	 
Acinetobacter baumannii IS-235 (903905.3)	 	 	 
Acinetobacter baumannii IS-251 (903906.3)	 	 	 
Acinetobacter baumannii IS-58 (903914.3)	 	 	 
Acinetobacter baumannii MDR-TJ (889738.3)	 	 	 
Acinetobacter baumannii MDR-ZJ06 (497978.4)	 	 	 
Acinetobacter baumannii MSP4-16 (1278070.3)	 	 	 
Acinetobacter baumannii NIPH 1362 (1217642.3)	 	 	 
Acinetobacter baumannii NIPH 146 (1217639.3)	 	 	 
Acinetobacter baumannii NIPH 1669 (1217643.3)	 	 	 
Acinetobacter baumannii NIPH 1734 (1217644.3)	 	 	 
Acinetobacter baumannii NIPH 190 (1217640.3)	 	 	 
Acinetobacter baumannii NIPH 201 (1217630.3)	 	 	 
Acinetobacter baumannii NIPH 2061 (1217645.3)	 	 	 
Acinetobacter baumannii NIPH 24 (1217646.3)	 	 	 
Acinetobacter baumannii NIPH 290 (1217631.3)	 	 	 
Acinetobacter baumannii NIPH 329 (1217632.3)	 	 	 
Acinetobacter baumannii NIPH 335 (1217633.3)	 	 	 
Acinetobacter baumannii NIPH 410 (1217634.3)	 	 	 
Acinetobacter baumannii NIPH 527 (1217635.3)	 	 	 
Acinetobacter baumannii NIPH 528 (1217636.3)	 	 	 
Acinetobacter baumannii NIPH 60 (1217647.3)	 	 	 
Acinetobacter baumannii NIPH 601 (1217637.3)	 	 	 
Acinetobacter baumannii NIPH 615 (1217641.3)	 	 	 
Acinetobacter baumannii NIPH 67 (1217627.3)	 	 	 
Acinetobacter baumannii NIPH 70 (1217628.3)	 	 	 
Acinetobacter baumannii NIPH 80 (1217629.3)	 	 	 
Acinetobacter baumannii Naval-113 (903920.3)	 	 	 
Acinetobacter baumannii Naval-13 (903904.3)	 	 	 
Acinetobacter baumannii Naval-17 (903896.3)	 	 	 
Acinetobacter baumannii Naval-18 (903897.3)	 	 	 
Acinetobacter baumannii Naval-2 (903922.3)	 	 	 
Acinetobacter baumannii Naval-21 (903923.3)	 	 	 
Acinetobacter baumannii Naval-57 (903927.3)	 	 	 
Acinetobacter baumannii Naval-72 (903908.3)	 	 	 
Acinetobacter baumannii Naval-78 (903936.3)	 	 	 
Acinetobacter baumannii Naval-81 (903898.3)	 	 	 
Acinetobacter baumannii Naval-82 (903921.3)	 	 	 
Acinetobacter baumannii Naval-83 (903909.3)	 	 	 
Acinetobacter baumannii OIFC0162 (903907.3)	 	 	 
Acinetobacter baumannii OIFC021 (903928.3)	 	 	 
Acinetobacter baumannii OIFC032 (903890.3)	 	 	 
Acinetobacter baumannii OIFC035 (903926.3)	 	 	 
Acinetobacter baumannii OIFC047 (903933.3)	 	 	 
Acinetobacter baumannii OIFC065 (903932.3)	 	 	 
Acinetobacter baumannii OIFC074 (903901.3)	 	 	 
Acinetobacter baumannii OIFC087 (903929.3)	 	 	 
Acinetobacter baumannii OIFC098 (903902.3)	 	 	 
Acinetobacter baumannii OIFC099 (903930.3)	 	 	 
Acinetobacter baumannii OIFC109 (903892.3)	 	 	 
Acinetobacter baumannii OIFC110 (903910.3)	 	 	 
Acinetobacter baumannii OIFC111 (903935.3)	 	 	 
Acinetobacter baumannii OIFC137 (903889.3)	 	 	 
Acinetobacter baumannii OIFC143 (903893.3)	 	 	 
Acinetobacter baumannii OIFC180 (903903.3)	 	 	 
Acinetobacter baumannii OIFC189 (903894.3)	 	 	 
Acinetobacter baumannii OIFC338 (903934.3)	 	 	 
Acinetobacter baumannii TCDC-AB0715 (980514.3)	 	 	 
Acinetobacter baumannii TYTH-1 (1100841.3)	 	 	 
Acinetobacter baumannii UMB001 (933263.3)	 	 	 
Acinetobacter baumannii UMB003 (933265.3)	 	 	 
Acinetobacter baumannii W7282 (981329.3)	 	 	 
Acinetobacter baumannii WC-136 (903916.3)	 	 	 
Acinetobacter baumannii WC-141 (903915.3)	 	 	 
Acinetobacter baumannii WC-323 (903918.3)	 	 	 
Acinetobacter baumannii WC-348 (903919.3)	 	 	 
Acinetobacter baumannii WC-487 (903917.3)	 	 	 
Acinetobacter baumannii WC-692 (903913.3)	 	 	 
Acinetobacter baumannii WC-A-694 (903925.3)	 	 	 
Acinetobacter baumannii WC-A-92 (903931.3)	 	 	 
Acinetobacter baumannii WM99c (945555.3)	 	 	 
Acinetobacter baumannii ZWS1122 (1223564.3)	 	 	 
Acinetobacter baumannii ZWS1219 (1224141.3)	 	 	 
Acinetobacter calcoaceticus ANC 3680 (1217653.3)	 	 	 
Acinetobacter calcoaceticus ANC 3811 (1217690.3)	 	 	 
Acinetobacter calcoaceticus NIPH 13 (1217654.3)	 	 	 
Acinetobacter calcoaceticus PHEA-2 (871585.3)	 	 	 
Acinetobacter calcoaceticus TG19585 (1221293.3)	 	 	 
Acinetobacter calcoaceticus TG19588 (1221294.3)	 	 	 
Acinetobacter calcoaceticus TG19593 (1221295.3)	 	 	 
Acinetobacter calcoaceticus subsp. anitratus XM1570 (1235833.3)	 	 	 
Acinetobacter pittii ANC 3678 (1217673.3)	 	 	 
Acinetobacter pittii ANC 4050 (1217691.3)	 	 	 
Acinetobacter pittii ANC 4052 (1217689.3)	 	 	 
Acinetobacter pittii CIP 70.29 (1217672.3)	 	 	 
Acinetobacter pittii D499 (1086014.3)	 	 	 
Acinetobacter pittii TG6411 (1221309.3)	 	 	 
Acinetobacter calcoaceticus RUH2202 (575585.3)	 	 	 
Acinetobacter haemolyticus ATCC 19194 (707232.3)	 	 	 
Acinetobacter haemolyticus CIP 64.3 (1217659.3)	 	 	 
Acinetobacter haemolyticus NIPH 261 (1217986.3)	 	 	 
Acinetobacter haemolyticus TG21157 (1221299.3)	 	 	 
Acinetobacter johnsonii ANC 3681 (1217662.4)	 	 	 
Acinetobacter johnsonii CIP 64.6 (1217663.3)	 	 	 
Acinetobacter johnsonii SH046 (575586.4)	 	 	 
Acinetobacter junii CIP 107470 (1217666.3)	 	 	 
Acinetobacter junii CIP 64.5 (1217664.3)	 	 	 
Acinetobacter junii NIPH 182 (1217665.3)	 	 	 
Acinetobacter junii SH205 (575587.3)	 	 	 
Acinetobacter lwoffii CIP 70.31 (1217667.3)	 	 	 
Acinetobacter lwoffii NCTC 5866 (981327.3)	 	 	 
Acinetobacter lwoffii NIPH 478 (1217668.3)	 	 	 
Acinetobacter lwoffii NIPH 715 (1217669.3)	 	 	 
Acinetobacter lwoffii SH145 (575588.3)	 	 	 
Acinetobacter lwoffii TG19636 (1221307.3)	 	 	 
Acinetobacter lwoffii WJ10621 (1046625.3)	 	 	 
Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (981334.4)	 	 	 
Acinetobacter radioresistens NIPH 2130 (1217674.3)	 	 	 
Acinetobacter radioresistens SH164 (575589.3)	 	 	 
Acinetobacter radioresistens SK82 (596318.3)	 	 	 
Acinetobacter radioresistens TG02010 (1221310.3)	 	 	 
Acinetobacter radioresistens WC-A-157 (903900.3)	 	 	 
Moraxella catarrhalis 101P30B1 (857572.3)	 	 	 
Moraxella catarrhalis 103P14B1 (857579.3)	 	 	 
Moraxella catarrhalis 12P80B1 (857577.3)	 	 	 
Moraxella catarrhalis 46P47B1 (857578.3)	 	 	 
Moraxella catarrhalis 7169 (857581.3)	 	 	 
Moraxella catarrhalis BC1 (857576.3)	 	 	 
Moraxella catarrhalis BC7 (857575.3)	 	 	 
Moraxella catarrhalis BC8 (857574.3)	 	 	 
Moraxella catarrhalis CO72 (857573.3)	 	 	 
Moraxella catarrhalis O35E (857571.5)	 	 	 
Moraxella catarrhalis RH4 (749219.3)	 	 	 
Pseudomonas aeruginosa 152504 (983919.3)	 	 	 
Pseudomonas aeruginosa 18A (1286151.3)	 	 	 
Pseudomonas aeruginosa 19BR (1051003.3)	 	 	 
Pseudomonas aeruginosa 213BR (1051004.3)	 	 	 
Pseudomonas aeruginosa 39016 (798130.4)	 	 	 
Pseudomonas aeruginosa 9BR (1051005.3)	 	 	 
Pseudomonas aeruginosa AH16 (1208103.3)	 	 	 
Pseudomonas aeruginosa ATCC 14886 (1163392.3)	 	 	 
Pseudomonas aeruginosa B136-33 (1280938.3)	 	 	 
Pseudomonas aeruginosa CI27 (1163396.3)	 	 	 
Pseudomonas aeruginosa DK2 (1093787.3)	 	 	 
Pseudomonas aeruginosa DQ8 (1211113.3)	 	 	 
Pseudomonas aeruginosa E2 (1163395.3)	 	 	 
Pseudomonas aeruginosa LCT-PA102 (1168061.3)	 	 	 
Pseudomonas aeruginosa LESB58 (557722.4)	 	 	 
Pseudomonas aeruginosa M18 (941193.4)	 	 	 
Pseudomonas aeruginosa MRW44.1 (1198629.3)	 	 	 
Pseudomonas aeruginosa MSH-10 (1331059.3)	 	 	 
Pseudomonas aeruginosa NCGM2.S1 (1089456.3)	 	 	 
Pseudomonas aeruginosa NCMG1179 (1078464.3)	 	 	 
Pseudomonas aeruginosa PA14 (652611.13)	 	 	 
Pseudomonas aeruginosa PA21_ST175 (1285581.3)	 	 	 
Pseudomonas aeruginosa PA45 (1295076.3)	 	 	 
Pseudomonas aeruginosa PA7 (381754.6)	 	 	 
Pseudomonas aeruginosa PABL056 (1214916.3)	 	 	 
Pseudomonas aeruginosa PACS2 (388272.4)	 	 	 
Pseudomonas aeruginosa PADK2_CF510 (1134459.3)	 	 	 
Pseudomonas aeruginosa PAK (1009714.6)	 	 	 
Pseudomonas aeruginosa PAO1 (208964.12)	 	 	 
Pseudomonas aeruginosa MPAO1/P1 (1131757.3)	 	 	 
Pseudomonas aeruginosa PAO579 (1191475.3)	 	 	 
Pseudomonas aeruginosa PGPR2 (1328315.3)	 	 	 
Pseudomonas aeruginosa SJTD-1 (1193501.3)	 	 	 
Pseudomonas aeruginosa UCBPP-PA14 (208963.12)	 	 	 
Pseudomonas aeruginosa XMG (1169413.3)	 	 	 
Pseudomonas alcaliphila 34 (1248438.3)	 	 	 
Pseudomonas fluorescens F113 (1114970.3)	 	 	 
Pseudomonas fluorescens LMG 5329 (1324332.3)	 	 	 
