Organism	SerA	SerC	SerB	SerP	SerHS
Pseudomonas stutzeri TS44 (477228.3)	142, 1499, 987	2705_2, 3708_2	133_4, 476_4	 	 
Pseudomonas stutzeri XLDN-R (1200345.6)	2610, 3035, 326, 843	1989_2, 1990_2, 2835_2	1420_9, 315_4, 4294_4	 	 
Grimontia hollisae CIP 101886 (675812.3)	 	1453_2	1845_4	1238_11	 
Vibrio parahaemolyticus BB22OP (1211705.3)	1711	1180_2	2298_4, 3073_4, 3315_4	1762_11, 2028_12, 3991_12	 
Vibrio parahaemolyticus PCV08-7 (1276919.3)	4388	1191_2	1315_4, 458_4, 701_4	2628_12, 2952_12, 3215_11	 
Vibrio parahaemolyticus SNUVpS-1 (1234128.4)	 	2912_2	1176_4, 1695_4, 52_4	1428_12, 2557_11, 716_12	 
Vibrio mimicus CAIM 602 (1259812.3)	2260, 2261, 2725, 2986	1973_2	410_4	2445_11, 2511_11	 
Vibrio mimicus MB-451 (675806.3)	2359, 266, 3617	1523_2	396_4	1030_11, 1376_11, 2881_12	 
Vibrio mimicus VM223 (675820.3)	1892, 3649, 374	2377_2	3519_4	2524_11, 2856_11	 
Vibrio mimicus VM603 (671074.4)	1615, 2896, 774	2635_2	141_4	1193_11, 3858_11, 545_12	 
Vibrio parahaemolyticus AN-5034 (563773.3)	 	981_2	2915_4, 4366_4, 4609_4	3513_11, 3606_11	 
Vibrio parahaemolyticus RIMD 2210633 (223926.6)	 	1186_2	2332_4, 3053_4, 3294_4	1794_11, 3996_11	 
Stenotrophomonas maltophilia ATCC 19867 (1279018.3)	1101	1660_2	34_4, 511_7	 	1195_13
Stenotrophomonas maltophilia Ab55555 (1183154.3)	2078	2803_2	3186_4, 3976_7	 	405_13
Stenotrophomonas maltophilia D457 (1163399.5)	2008	2725_2	3129_4, 3999_7	 	456_13
Stenotrophomonas maltophilia PML168 (1118235.3)	3174, 591	1888_2	1793_9, 2893_7, 980_4	 	3325_13
Stenotrophomonas maltophilia K279a (522373.3)	2088	2901_2	3283_4, 4077_7	 	493_13
Stenotrophomonas maltophilia R551-3 (391008.4)	 	2551_2	2948_4, 3764_7	 	404_13
Bilophila wadsworthia 3_1_6 (563192.3)	 	2467_5, 886_5	 	 	 
Desulfovibrio desulfuricans subsp. aestuarii DSM 17919 = ATCC 29578 (1121444.3)	3070	1104_5	 	 	 
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774 (525146.4)	1003	930_5	1204_4, 1205_4	 	1163_13
Desulfovibrio desulfuricans subsp. desulfuricans str. G20 (207559.7)	 	2714_5, 3348_5	 	 	 
Desulfovibrio piger ATCC 29098 (411464.8)	1613, 2386	326_5	 	2220_12	 
Desulfovibrio sp. 3_1_syn3 (457398.5)	2868, 303	2111_5	1816_4, 1817_4	 	973_13
Arcobacter butzleri ED-1 (944546.4)	1865, 260	126_2	208_4	 	 
Arcobacter butzleri JV22 (888827.3)	1561, 1908	1407_2	1510_4	 	 
Arcobacter butzleri RM4018 (367737.6)	 	134_2	213_4	 	 
Campylobacter coli BIGS0003 (1247729.4)	1061	588_2	399_4	183_12	 
Campylobacter coli 1098 (887291.3)	360	1052_2	1150_4	8_11	 
Campylobacter coli 111-3 (887280.3)	1221	1262_2	1297_4, 1475_4	1672_12	 
Campylobacter coli 1148 (887292.3)	1135, 635	1291_2	1239_4, 831_4	1028_12	 
Campylobacter coli 132-6 (887282.3)	 	195_2	904_4	415_12	 
Campylobacter coli 1417 (887293.3)	1113	994_2	1158_4, 942_4	1431_11	 
Campylobacter coli 151-9 (887285.3)	186	290_2	1193_4, 612_4	799_11	 
Campylobacter coli 1891 (887294.3)	 	574_2	2_4, 498_4	1309_12	 
Campylobacter coli 1909 (887295.3)	4	1314_2	427_4	505_11	 
Campylobacter coli 1948 (887296.3)	1448	1369_2	92_4	1093_12, 1094_12	 
Campylobacter coli 1957 (887297.3)	624	510_2	157_4, 458_4	1052_12	 
Campylobacter coli 1961 (887298.3)	1646	1260_2	592_4	1088_12	 
Campylobacter coli 202/04 (887299.3)	944	418_2	472_4, 522_4	852_11	 
Campylobacter coli 2548 (887315.3)	1297	854_2	219_4, 906_4	1570_12	 
Campylobacter coli 2553 (887316.3)	1544	1173_2	1055_4, 521_4	1734_12	 
Campylobacter coli 2680 (887317.3)	1535	173_2	119_4, 1432_4	1730_11	 
Campylobacter coli 2685 (887318.3)	670	1004_2	1059_4, 21_4	1748_11	 
Campylobacter coli 2698 (887321.3)	 	154_2	101_4, 1436_4	980_12	 
Campylobacter coli 317/04 (887300.3)	1430	61_2	1595_4, 786_4	1664_12	 
Campylobacter coli 37/05 (887301.3)	1425	390_2	854_4, 921_4	1753_12	 
Campylobacter coli 59-2 (887283.3)	578	233_2	1546_4, 290_4	646_12	 
Campylobacter coli 7--1 (887281.3)	 	337_2	388_4	1470_12	 
Campylobacter coli 84-2 (887287.3)	460	1115_2	771_4, 993_4	4_12	 
Campylobacter coli 86119 (887289.3)	1123	310_2	254_4, 93_4	1780_12	 
Campylobacter coli 90-3 (887286.3)	1331, 1696, 271	316_2	1180_4, 369_4	1525_12	 
Campylobacter coli H56 (887312.3)	967	213_2	162_4, 657_4	1189_12	 
Campylobacter coli H6 (887309.3)	 	222_2	1574_4, 19_4	1280_12	 
Campylobacter coli LMG 23336 (887303.3)	457	95_2	1356_4, 1490_4	1488_12	 
Campylobacter coli LMG 23341 (887304.3)	1473	201_2	151_4, 628_4	1534_11	 
Campylobacter coli LMG 23342 (887305.3)	694	754_2	1406_4, 804_4	1629_11	 
Campylobacter coli LMG 9853 (887307.3)	1406	342_2	1160_4, 415_4	174_11	 
Campylobacter coli LMG 9854 (887302.3)	548	78_2	243_4, 26_4	352_12	 
Campylobacter coli LMG 9860 (887308.3)	531	1123_2	1578_4, 826_4	1332_12	 
Campylobacter coli RM2228 (306254.7)	1410, 21	912_2	857_4	1176_11	 
Campylobacter coli Z156 (887313.3)	300	65_2	1305_4, 14_4	1720_12	 
Campylobacter coli Z163 (887314.3)	1315	1089_2	143_4, 781_4	561_12	 
Campylobacter concisus 13826 (360104.9)	581	611_2	594_4	 	 
Campylobacter concisus UNSWCD (929793.3)	112, 1620	525_2	543_4, 804_4	 	 
Campylobacter curvus 525.92 (360105.8)	590	1648_2	1665_4	 	 
Campylobacter curvus DSM 6644 (1121268.3)	1194, 1850	254_2	237_4	 	 
Campylobacter fetus subsp. fetus 82-40 (360106.6)	 	249_2	1072_4, 328_4	418_12	 
Campylobacter fetus subsp. venerealis NCTC 10354 (983328.4)	1431	324_2	1245_4, 409_4	503_12	 
Campylobacter gracilis RM3268 (553220.3)	2322, 2500	318_2	1965_4, 2371_4, 333_4	 	 
Campylobacter hominis ATCC BAA-381 (360107.7)	464	1245_2	1260_4	847_12	 
Campylobacter jejuni RM1221 (195099.5)	 	372_2	330_4, 841_4	1814	 
Campylobacter jejuni str. NCCP No. 15742 (1293289.3)	1667, 360, 858	312_2	273_4	1551_12	 
Campylobacter jejuni subsp. doylei 269.97 (360109.10)	924	1614_2	1669_4	1966_11	 
Campylobacter jejuni subsp. jejuni 04197 (1111075.3)	 	178_2	135_4, 1844_4	54	 
Campylobacter jejuni subsp. jejuni 04199 (1111076.3)	 	1276_2	1047_4, 1842_4	676	 
Campylobacter jejuni subsp. jejuni 110-21 (889214.3)	 	577_2	1119_4, 1661_4, 621_4	1233	 
Campylobacter jejuni subsp. jejuni 1213 (889230.3)	580	1039_2	1092_4, 534_4	982	 
Campylobacter jejuni subsp. jejuni 129-258 (889213.3)	 	65_2	16_4, 655_4	379	 
Campylobacter jejuni subsp. jejuni 1336 (683082.3)	1075, 472	1501_2	1454_4	1285	 
Campylobacter jejuni subsp. jejuni 140-16 (889215.3)	1460	1085_2	1529_4, 810_4	1192_12	 
Campylobacter jejuni subsp. jejuni 1854 (889233.3)	220	68_2	1299_4, 232_4	173_12	 
Campylobacter jejuni subsp. jejuni 1893 (889234.3)	822	1550_2	530_4, 552_4	1378_12	 
Campylobacter jejuni subsp. jejuni 1997-1 (889221.3)	442	555_2	1231_4, 512_4	1305	 
Campylobacter jejuni subsp. jejuni 1997-11 (889225.3)	1418	757_2	1001_4, 1497_4, 902_4	290	 
Campylobacter jejuni subsp. jejuni 1997-7 (889223.3)	1383	602_2	1365_4, 729_4	1602_12	 
Campylobacter jejuni subsp. jejuni 2008-1025 (889250.3)	 	188_2	231_4, 849_4	765	 
Campylobacter jejuni subsp. jejuni 2008-831 (889255.3)	 	351_2	396_4	729	 
Campylobacter jejuni subsp. jejuni 2008-894 (889251.3)	151	1060_2	1316_4, 1487_4, 1488_4	289_11	 
Campylobacter jejuni subsp. jejuni 51037 (889227.3)	 	1443_2	1222_4, 1396_4	671	 
Campylobacter jejuni subsp. jejuni 53161 (889220.3)	 	539_2	1220_4, 159_4, 906_4	1381_12	 
Campylobacter jejuni subsp. jejuni 55037 (889218.3)	869	236_2	1309_4, 1442_4, 936_4	1336	 
Campylobacter jejuni subsp. jejuni 60004 (889217.3)	 	604_2	1355_4, 342_4	1079	 
Campylobacter jejuni subsp. jejuni 6399 (1111074.3)	 	1453_2	121_4, 371_4	451	 
Campylobacter jejuni subsp. jejuni 81-176 [WGS] (354242.17)	 	340_2	300_4, 761_4	1678	 
Campylobacter jejuni subsp. jejuni 81116 (407148.6)	836	311_2	264_4	1534	 
Campylobacter jejuni subsp. jejuni 84-25 (360110.4)	 	1263_2	1307_4, 266_4	82	 
Campylobacter jejuni subsp. jejuni 86605 (889219.3)	 	554_2	456_4, 507_4	1183	 
Campylobacter jejuni subsp. jejuni 87330 (889228.3)	 	607_2	651_4, 838_4	1379	 
Campylobacter jejuni subsp. jejuni CG8421 (478547.3)	1227	820_2	300_4, 863_4	378_11	 
Campylobacter jejuni subsp. jejuni CG8486 (398000.3)	1255	1067_2	1432_4, 1816_4	210	 
Campylobacter jejuni subsp. jejuni D2600 (1093789.3)	 	348_2	31_4, 396_4	728_12	 
Campylobacter jejuni subsp. jejuni DFVF1099 (691336.3)	 	69_2	1254_4, 1667_4, 760_4	817	 
Campylobacter jejuni subsp. jejuni H22082 (885274.3)	1032	107_2	150_4, 370_4	1452	 
Campylobacter jejuni subsp. jejuni IA3902 (567106.3)	 	321_2	278_4	1589	 
Campylobacter jejuni subsp. jejuni ICDCCJ07001 (757425.3)	1005	380_2, 381_2, 382_2	337_4	1796	 
Campylobacter jejuni subsp. jejuni ICDCCJ07002 (1295394.3)	1299, 132	1253_2	1213_4	846	 
Campylobacter jejuni subsp. jejuni ICDCCJ07004 (1295400.3)	306, 806	1501_2	1133_4	729	 
Campylobacter jejuni subsp. jejuni LMG 23210 (889237.3)	715	1011_2	1808_4, 351_4, 968_4	1162	 
Campylobacter jejuni subsp. jejuni LMG 23211 (889238.3)	188	513_2	1537_4, 472_4	1560_12	 
Campylobacter jejuni subsp. jejuni LMG 23216 (889239.3)	 	456_2	587_4	1085_12	 
Campylobacter jejuni subsp. jejuni LMG 23218 (889240.3)	 	1211_2	1169_4, 861_4	702	 
Campylobacter jejuni subsp. jejuni LMG 23223 (889241.3)	1710	422_2	1552_4, 1596_4	108_12	 
Campylobacter jejuni subsp. jejuni LMG 23264 (889243.3)	 	1128_2	1468_4, 83_4	270_12	 
Campylobacter jejuni subsp. jejuni LMG 23269 (889244.3)	 	1207_2	1171_4, 1248_4	1484	 
Campylobacter jejuni subsp. jejuni LMG 23357 (889246.3)	1084, 248	363_2	404_4	1553	 
Campylobacter jejuni subsp. jejuni LMG 9081 (889248.3)	305	329_2	1634_4, 575_4	1381	 
Campylobacter jejuni subsp. jejuni LMG 9217 (889249.3)	1517, 269	337_2	1426_4, 382_4	1641_12	 
Campylobacter jejuni subsp. jejuni LMG 9872 (889236.3)	1513	1223_2	1261_4, 619_4, 620_4	1445	 
Campylobacter jejuni subsp. jejuni LMG 9879 (889245.3)	1132	822_2	1396_4, 925_4	1673	 
Campylobacter jejuni subsp. jejuni M1 (645464.3)	851	309_2	267_4	1556	 
Campylobacter jejuni subsp. jejuni NCTC 11168 (192222.6)	 	318_2	1416_4, 275_4	1601	 
Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 (1211776.3)	 	315_2	1404_4, 272_4	1590	 
Campylobacter jejuni subsp. jejuni NW (1093788.3)	 	1261_2	1220_4, 1458_4	861	 
Campylobacter jejuni subsp. jejuni P110B (885273.3)	 	1394_2	1239_4, 1436_4	62_12	 
Campylobacter jejuni subsp. jejuni PT14 (1201032.3)	 	313_2	270_4	1560	 
Campylobacter jejuni subsp. jejuni S3 (718271.4)	 	311_2	270_4, 780_4	1696	 
Campylobacter lari RM2100 (306263.5)	1177	1336_2	1353_4	83_11	 
Campylobacter rectus RM3267 (553218.4)	1272, 1775	376_2	409_4, 708_4	 	 
Campylobacter showae CSUNSWCD (1244083.3)	1787, 621	1453_2	1484_4, 48_4	 	 
Campylobacter showae RM3277 (553219.3)	1143, 1812	569_2	1643_4, 537_4	 	 
Campylobacter upsaliensis JV21 (888826.3)	588	697_2	138_4	1061_12	 
Bacteroides ureolyticus DSM 20703 (1121102.3)	1561, 391	353_2	367_4	 	 
Helicobacter bilis ATCC 43879 (613026.4)	1604, 2104	1701_2	1212_4, 1797_4, 220_4	1569	 
Helicobacter bilis WiWa (1235804.3)	255, 65	166_2	1572_4, 1728_4, 2152_4, 2612_4	1793	 
Helicobacter canadensis MIT 98-5491 (Prj:30719) (537970.9)	 	752_2	1103_4	1603_11	 
Helicobacter cinaedi ATCC BAA-847 (1206745.3)	717	2174_2	2199_4	61_12	 
Helicobacter cinaedi CCUG 18818 (537971.5)	1072	916_2	940_4	431_12	 
Helicobacter pullorum MIT 98-5489 (537972.5)	1304, 557	1563_2	1658_4	716_11	 
Helicobacter pylori 2017 (985081.3)	1048, 107	742_2	659_4	146_12	 
Helicobacter pylori 2018 (985080.3)	1055, 108	742_2	658_4	146_12	 
Helicobacter pylori 26695 (85962.8)	 	768_2	683_4	141_11	 
Helicobacter pylori 35A (585535.5)	1268, 365	876_2	964_4	381_11	 
Helicobacter pylori 51 (290847.5)	1055, 116	641_2	731_4	155_11	 
Helicobacter pylori 83 (585538.3)	1095, 156	691_2	730_4	196_12	 
Helicobacter pylori 98-10 (544405.3)	1140, 969	548_2	492_4	987_11	 
Helicobacter pylori A45 (1231719.3)	1110, 525	119_2	201_4	487_12	 
Helicobacter pylori Aklavik117 (1055531.3)	1010, 97	716_2	635_4	135_12	 
Helicobacter pylori Aklavik86 (1055532.3)	1169, 359	1005_2	987_4	1312_12	 
Helicobacter pylori B128 (544406.3)	1514, 889	748_2	1129_4	493_11	 
Helicobacter pylori B38 (592205.3)	1019, 96	629_2	719_4	133_11	 
Helicobacter pylori B45 (999629.3)	1298, 164	611_2	1322_4	1566_12	 
Helicobacter pylori B8 (693745.3)	1418, 433	910_2	826_4	1380_11	 
Helicobacter pylori BCS100H1 (981210.3)	676	26_2	1618_4	224_12	 
Helicobacter pylori CCHI 33 (1200325.3)	187, 630	926_2	837_4	226_12	 
Helicobacter pylori CPY1124 (992013.3)	327, 571	876_2	785_4	347_12	 
Helicobacter pylori CPY1313 (992014.3)	1107, 658	378_2	331_4	736_12	 
Helicobacter pylori CPY1662 (992015.3)	1109, 759	222_2	136_4	722_12	 
Helicobacter pylori CPY1962 (992016.3)	331, 823	1129_2	1089_4	368_12	 
Helicobacter pylori CPY3281 (992017.3)	137, 580	877_2	790_4	157_12	 
Helicobacter pylori CPY6081 (992018.3)	280, 80	682_2	638_4	97_12	 
Helicobacter pylori CPY6261 (992019.3)	1003, 391	926_2	1550_4	431_12	 
Helicobacter pylori CPY6271 (992020.3)	813, 885	263_2	182_4	795_12	 
Helicobacter pylori CPY6311 (992022.3)	103, 1062	765_2	679_4	163_12	 
Helicobacter pylori ELS37 (1055527.3)	278, 96	576_2	661_4	131_12	 
Helicobacter pylori F16 (866344.4)	1065, 116	664_2	701_4	154_12	 
Helicobacter pylori F30 (866345.4)	1241, 344	630_2	713_4	1222_12	 
Helicobacter pylori F32 (102608.4)	118, 368	739_2	702_4	153_12	 
Helicobacter pylori F57 (866346.4)	1096, 153	811_2	726_4	170_12	 
Helicobacter pylori G27 (563041.6)	 	746_2	658_4	138_12	 
Helicobacter pylori GAM100Ai (1159019.3)	1395, 573	644_2	1570_4	1003_12	 
Helicobacter pylori GAM101Biv (1159020.3)	1229, 288	638_2	131_4	327_12	 
Helicobacter pylori GAM103Bi (1159021.3)	434, 693	141_2	1219_4	733_12	 
Helicobacter pylori GAM105Ai (1159022.3)	1496, 782	1204_2	980_4	1451_12	 
Helicobacter pylori GAM114Ai (1159024.3)	138, 1586	318_2	611_4	985_12	 
Helicobacter pylori GAM115Ai (1159025.3)	171, 232	412_2	603_4	894_12	 
Helicobacter pylori GAM118Bi (1159027.3)	870, 94	349_2	272_4	547_12	 
Helicobacter pylori GAM119Bi (1159028.3)	1131, 329	634_2	988_4	787_12	 
Helicobacter pylori GAM120Ai (1159029.3)	109, 334	756_2	875_4	556_12	 
Helicobacter pylori GAM121Aii (1159030.3)	1263, 547	1398_2	449_4	1090_12	 
Helicobacter pylori GAM201Ai (1159031.3)	1234, 186	1514_2	101_4	1269_12	 
Helicobacter pylori GAM210Bi (1159032.3)	129, 1483	1587_2	1122_4	721_12	 
Helicobacter pylori GAM231Ai (1159033.3)	531, 947	1077_2	2_4	909_12	 
Helicobacter pylori GAM239Bi (1159034.3)	1451, 184	69_2	239_4	1412_12	 
Helicobacter pylori GAM244Ai (1159035.3)	1087, 20	93_2	753_4	1124_12	 
Helicobacter pylori GAM245Ai (1159036.3)	738, 890	1261_2	1207_4	1503_12	 
Helicobacter pylori GAM246Ai (1159037.3)	1163, 517	1005_2	1424_4	71_12	 
Helicobacter pylori GAM249T (1159038.3)	210, 423	949_2	1205_4	971_12	 
Helicobacter pylori GAM250AFi (1159039.3)	1129, 902	1213_2	1022_4	272_12	 
Helicobacter pylori GAM250T (1159040.3)	1330, 724	160_2	1587_4	1417_12	 
Helicobacter pylori GAM252Bi (1159041.3)	1419, 23	145_2	469_4	973_12	 
Helicobacter pylori GAM252T (1159042.3)	70, 791	1284_2	968_4	211_12	 
Helicobacter pylori GAM254Ai (1159043.3)	1060, 120	992_2	141_4	531_12	 
Helicobacter pylori GAM260ASi (1159044.3)	222, 721	603_2	979_4	768_12	 
Helicobacter pylori GAM260BSi (1159046.3)	1445, 392	643_2	213_4	1480_12	 
Helicobacter pylori GAM260Bi (1159045.3)	1149, 179	924_2	587_4	756_12	 
Helicobacter pylori GAM263BFi (1159047.3)	1243, 953	358_2	691_4	786_12	 
Helicobacter pylori GAM264Ai (1159048.3)	1445, 61	498_2	389_4	1519_12	 
Helicobacter pylori GAM265BSii (1159049.3)	1387, 941	1338_2	1541_4	564_12	 
Helicobacter pylori GAM270ASi (1159051.3)	52, 642	1599_2	800_4	311_12	 
Helicobacter pylori GAM42Ai (1159052.3)	1585, 200	1086_2	1109_4	1184_12	 
Helicobacter pylori GAM80Ai (1159054.3)	1169, 258	677_2	504_4	1286_12	 
Helicobacter pylori GAM83Bi (1159055.3)	1332, 933	1097_2	1313_4	973_12	 
Helicobacter pylori GAM83T (1159056.3)	1353, 940	769_2	959_4	1393_12	 
Helicobacter pylori GAM96Ai (1159058.3)	1497, 280	590_2	1516_4	99_12	 
Helicobacter pylori GAMchJs106B (1159059.3)	1155, 26	916_2	1291_4	1192_12	 
Helicobacter pylori GAMchJs114i (1159060.3)	1446, 196	1020_2	150_4	1404_12	 
Helicobacter pylori GAMchJs117Ai (1159061.3)	1009, 38	1236_2	171_4	968_12	 
Helicobacter pylori GAMchJs124i (1159062.3)	1023, 726	1391_2	176_4	766_12	 
Helicobacter pylori GAMchJs136i (1159064.3)	1013, 285	651_2	113_4	811_12	 
Helicobacter pylori Gambia94/24 (907240.3)	104, 1091	761_2	673_4	142_12	 
Helicobacter pylori HLJHP193 (1213457.3)	1012, 112	615_2	694_4	131_12	 
Helicobacter pylori HLJHP253 (1214223.3)	1440, 871	247_2	289_4	855_12	 
Helicobacter pylori HLJHP256 (1214221.3)	1225, 577	1492_2	37_4	541_12	 
Helicobacter pylori HLJHP271 (1214222.3)	1302, 878	261_2	343_4	858_12	 
Helicobacter pylori HP116Bi (1159065.3)	33, 500	982_2	123_4	634_12	 
Helicobacter pylori HP250AFiV (1159068.3)	437, 857	1155_2	1325_4	71_12	 
Helicobacter pylori HP250AFii (1159066.3)	1109, 991	1345_2	1579_4	387_12	 
Helicobacter pylori HP250AFiii (1159067.3)	1066, 384	1308_2	253_4	948_12	 
Helicobacter pylori HP250ASi (1159069.3)	1137, 1534	1070_2	1557_4	716_12	 
Helicobacter pylori HP250ASii (1159070.3)	1489, 443	1118_2	502_4	1300_12	 
Helicobacter pylori HP250BFiV (1159074.3)	198, 809	1109_2	656_4	1342_12	 
Helicobacter pylori HP250BFii (1159072.3)	1308, 385	1270_2	1327_4	427_12	 
Helicobacter pylori HP250BFiii (1159073.3)	1558, 297	849_2	426_4	64_12	 
Helicobacter pylori HP250BSi (1159075.3)	1008, 1178	117_2	1522_4	1442_12	 
Helicobacter pylori HP260AFi (1159076.3)	341, 858	424_2	1094_4	1333_12	 
Helicobacter pylori HP260AFii (1159077.3)	248, 974	809_2	866_4	1268_12	 
Helicobacter pylori HP260ASii (1159078.3)	1181, 149	904_2	1049_4	1499_12	 
Helicobacter pylori HP260BFii (1159079.3)	391, 739	479_2	286_4	775_12	 
Helicobacter pylori HP260Bi (1159080.3)	1295, 66	687_2	107_4	349_12	 
Helicobacter pylori HPAG1 (357544.13)	 	748_2	659_4	138_11	 
Helicobacter pylori HUP-B14 (1163743.3)	100, 1016	616_2	704_4	136_12	 
Helicobacter pylori Hp A-11 (992035.3)	1338, 350	934_2	1090_4	388_12	 
Helicobacter pylori Hp A-14 (992054.3)	699, 70	597_2	679_4	109_12	 
Helicobacter pylori Hp A-16 (992055.3)	185, 606	906_2	810_4	225_12	 
Helicobacter pylori Hp A-17 (992036.3)	1168, 185	821_2	726_4	221_12	 
Helicobacter pylori Hp A-20 (992037.3)	178, 653	952_2	862_4	216_12	 
Helicobacter pylori Hp A-26 (992056.3)	127, 993	730_2	649_4	163_12	 
Helicobacter pylori Hp A-27 (992057.3)	1008, 48	714_2	633_4	114_12	 
Helicobacter pylori Hp A-4 (992032.3)	185, 630	929_2	839_4	225_12	 
Helicobacter pylori Hp A-5 (992033.3)	189, 635	932_2	840_4	228_12	 
Helicobacter pylori Hp A-6 (992052.3)	160, 460	778_2	693_4	197_12	 
Helicobacter pylori Hp A-8 (992053.3)	1299, 48	627_2	543_4	1260_12	 
Helicobacter pylori Hp A-9 (992034.3)	136, 416	556_2	1105_4	177_12	 
Helicobacter pylori Hp H-1 (992058.3)	122, 481	793_2	715_4	208_12	 
Helicobacter pylori Hp H-10 (992063.3)	176, 610	900_2	816_4	214_12	 
Helicobacter pylori Hp H-11 (992064.3)	335, 640	937_2	847_4	373_12	 
Helicobacter pylori Hp H-16 (992038.3)	163, 387	55_2	143_4	423_12	 
Helicobacter pylori Hp H-19 (992066.3)	314, 751	1055_2	964_4	351_12	 
Helicobacter pylori Hp H-21 (992067.3)	149, 824	884_2	669_4	184_12	 
Helicobacter pylori Hp H-23 (992068.3)	301, 596	680_2	1120_4	338_12	 
Helicobacter pylori Hp H-24 (992039.3)	294, 750	1012_2	927_4	327_12	 
Helicobacter pylori Hp H-24b (992094.3)	187, 618	911_2	826_4	220_12	 
Helicobacter pylori Hp H-24c (992095.3)	187, 954	811_2	725_4	220_12	 
Helicobacter pylori Hp H-27 (992040.3)	312, 497	1346_2	1265_4	361_12	 
Helicobacter pylori Hp H-28 (992041.3)	193, 587	832_2	745_4	379_12	 
Helicobacter pylori Hp H-29 (992042.3)	1009, 182	811_2	729_4	221_12	 
Helicobacter pylori Hp H-3 (992059.3)	192, 576	900_2	813_4	229_12	 
Helicobacter pylori Hp H-30 (992043.3)	182, 591	932_2	818_4	221_12	 
Helicobacter pylori Hp H-34 (992069.3)	413, 899	1160_2	1076_4	452_12	 
Helicobacter pylori Hp H-36 (992044.3)	227, 657	1066_2	891_4	264_12	 
Helicobacter pylori Hp H-4 (992060.3)	192	703_2	1205_4	235_12	 
Helicobacter pylori Hp H-41 (992046.3)	1130, 165	800_2	706_4	199_12	 
Helicobacter pylori Hp H-42 (992047.3)	130, 795	841_2	674_4	165_12	 
Helicobacter pylori Hp H-43 (992048.3)	452, 68	758_2	669_4	103_12	 
Helicobacter pylori Hp H-44 (992049.3)	171, 839	931_2	724_4	207_12	 
Helicobacter pylori Hp H-45 (992050.3)	1652, 407	786_2	698_4	30_12	 
Helicobacter pylori Hp H-5b (992092.3)	184, 827	988_2	896_8	220_12	 
Helicobacter pylori Hp H-6 (992061.3)	1226, 197	857_2	765_4	235_12	 
Helicobacter pylori Hp H-9 (992062.3)	745, 90	788_2	631_4	126_12	 
Helicobacter pylori Hp M1 (992117.3)	302, 848	1012_2	927_4	335_12	 
Helicobacter pylori Hp M2 (992118.3)	173, 600	891_2	807_4	207_12	 
Helicobacter pylori Hp M3 (992119.3)	1147, 299	930_2	846_4	332_12	 
Helicobacter pylori Hp M4 (992120.3)	298, 954	1013_2	844_4	333_12	 
Helicobacter pylori Hp M5 (992121.3)	328, 753	1048_2	963_4	362_12	 
Helicobacter pylori Hp M6 (992122.3)	406, 53	1034_2	947_4	439_12	 
Helicobacter pylori Hp M9 (992125.3)	100, 321	849_2	765_4	133_12	 
Helicobacter pylori Hp P-1 (992072.3)	1294, 302	957_2	876_4	341_12	 
Helicobacter pylori Hp P-11 (992078.3)	128, 542	1037_2	945_4	164_12	 
Helicobacter pylori Hp P-11b (992106.3)	185, 826	923_2	753_4	221_12	 
Helicobacter pylori Hp P-13 (992079.3)	195, 654	999_2	902_4	237_12, 238_12	 
Helicobacter pylori Hp P-13b (992107.3)	183, 661	977_2	889_4	223_12	 
Helicobacter pylori Hp P-15 (992080.3)	312, 501	1056_2	972_4	363_12	 
Helicobacter pylori Hp P-15b (992108.3)	313, 497	1301_2	1220_4	358_12	 
Helicobacter pylori Hp P-16 (992081.3)	488, 80	867_2	778_4	116_12	 
Helicobacter pylori Hp P-1b (992098.3)	334, 749	1041_2	960_4	373_12	 
Helicobacter pylori Hp P-2 (992073.3)	1178, 182	820_2	735_4	220_12	 
Helicobacter pylori Hp P-25 (992084.3)	343	1079_2	982_4	382_12	 
Helicobacter pylori Hp P-25c (992111.3)	190	946_2	860_4	227_12	 
Helicobacter pylori Hp P-25d (992112.3)	325	1127_2	1042_4	364_12	 
Helicobacter pylori Hp P-26 (992085.3)	180, 692	1383_2	1291_4	217_12	 
Helicobacter pylori Hp P-28b (992114.3)	732, 89	783_2	616_4	129_12	 
Helicobacter pylori Hp P-2b (992099.3)	1205, 178	819_2	734_4	217_12	 
Helicobacter pylori Hp P-3 (992074.3)	186	909_2	819_4	225_12	 
Helicobacter pylori Hp P-30 (992087.3)	355, 408	1334_2	1249_4	776_12	 
Helicobacter pylori Hp P-3b (992100.3)	93	818_2	643_4	133_12	 
Helicobacter pylori Hp P-4 (992075.3)	1103, 292	933_2	841_4	329_12	 
Helicobacter pylori Hp P-41 (992088.3)	232, 666	762_2	965_4	271_12	 
Helicobacter pylori Hp P-4c (992102.3)	1119, 330	971_2	878_4	368_12	 
Helicobacter pylori Hp P-4d (992103.3)	1293, 326	1147_2	875_4	363_12	 
Helicobacter pylori Hp P-62 (992089.3)	100, 527	815_2	729_4	137_12	 
Helicobacter pylori Hp P-74 (992091.3)	319, 644	1355_2	1277_4	778_12	 
Helicobacter pylori Hp P-8 (992077.3)	185, 621	893_2	802_4	223_12	 
Helicobacter pylori Hp P-8b (992105.3)	1141, 194	803_2	711_4	232_12	 
