Organism	ThrA	Asd	Hom	ThrB	ThrC
Salmonella enterica subsp. enterica serovar Typhimurium str. STm12 (1218152.3)	4, 4238, 4354	3656_2	4, 4238	5_6	6
Salmonella enterica subsp. enterica serovar Typhimurium str. STm2 (1218144.3)	4, 4223, 4340	3636_2	4, 4223	5_6	6
Salmonella enterica subsp. enterica serovar Typhimurium str. STm3 (1218145.3)	4094, 4210, 4615	3505_2	4094, 4615	4616_6	4617
Salmonella enterica subsp. enterica serovar Typhimurium str. STm4 (1218146.3)	3332, 4156, 4273	3600_2	3332, 4156	3333_6	3334
Salmonella enterica subsp. enterica serovar Typhimurium str. STm8 (1218148.3)	4, 4224, 4339	3628_2	4, 4224	5_6	6
Salmonella enterica subsp. enterica serovar Typhimurium str. STm9 (1218149.3)	3985, 4100, 4509	3401_2	3985, 4509	4510_6	4511
Salmonella enterica subsp. enterica serovar Typhimurium str. T000240 (718274.8)	1, 4411, 4526	3742_2	1, 4411	2_6	3
Salmonella enterica subsp. enterica serovar Typhimurium str. U288 (1171376.3)	1, 4361, 4479	3774_2	1, 4361	2_6	3
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1 (990282.4)	1, 4274, 4389	3694_2	1, 4274	2_6	3
Salmonella enterica subsp. enterica serovar Virchow str. SL491 (465517.10)	284, 690, 797	1401_2, 2564_2	284, 797	283_6	282
Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 (936157.3)	4273, 4392, 4816	2549_2, 3699_2	4273, 4816	4817_6	4818
Salmonella enterica subsp. houtenae serovar 16:z4,z32:-- str. RKS3027 (1240348.7)	3877, 3949, 44	3370_2	3877, 44	45_6	46
Salmonella enterica subsp. houtenae str. ATCC BAA-1581 (523831.5)	1, 4066, 4139	3501_2	1, 4066	2_6	3
Salmonella enterica subsp. salamae str. 3588/07 (1078775.3)	1494, 1952, 2055	2602_2, 3772_2	1494, 2055	1493_6	1492
Salmonella enterica subsp. enterica serovar Paratypi A str. ATCC 9150 (295319.3)	223, 3875, 4005	3040_2	223, 3875	224_6	225
Shigella dysenteriae CDC 74-1112 (941429.3)	4512, 614, 996	2846_2, 4738_2	4512, 614	613_6	612
Shigella dysenteriae 155-74 (766142.3)	115, 4421, 4966	2671_2, 4132_2	115, 4421	116_6	117
Shigella dysenteriae 1617 (754093.3)	390, 4167, 703	2393_2	390, 4167	4166_6	4165
Shigella dysenteriae 225-75 (766143.3)	176, 4344, 4963	2979_2, 4206_2	176, 4344	177_6, 5273_6	178
Shigella dysenteriae Sd197 (300267.13)	1, 4464, 4978	4250_2	1, 4464	2_6	3
Shigella flexneri CDC 796-83 (945360.3)	4239, 5010, 660	1869_2, 4031_2	4239, 5010	4238_6	4237
Shigella flexneri 1485-80 (766155.3)	179, 3903, 4107	2806_2, 4685_2	179, 4107	180_6	181
Shigella flexneri 2002017 (591020.3)	1, 4695, 4899	4048_2	1, 4695	2_6	3
Shigella flexneri 2747-71 (766157.3)	3872, 4065, 5092	4688_2	4065, 5092	5093_6	5094
Shigella flexneri 2850-71 (766158.3)	3824, 4062, 73	4669_2	4062, 73	74_6	75
Shigella flexneri 2930-71 (766159.3)	3851, 4012, 92	4627_2	4012, 92	93_6	94
Shigella flexneri 2a str. 2457T (198215.9)	2643, 2839, 4978	4115_2	2643, 4978	4977_6	4976
Shigella flexneri 2a str. 301 (198214.7)	1, 4734, 4933	4076_2	1, 4734	2_6	3
Shigella flexneri 4343-70 (766160.3)	3434, 3609, 4673	4252_2	3609, 4673	4674_6	4675
Shigella flexneri 5 str. 8401 (373384.11)	1, 4557, 4761	3917_2	1, 4557	2_6	3
Shigella flexneri 5a str. M90T (1086030.3)	1, 4335, 4525	3725_2	1, 4335	2_6	3
Shigella flexneri 6603-63 (766161.3)	3856, 4000, 5087	4569_2	4000, 5087	5088_6	5089
Shigella flexneri CCH060 (754091.3)	3973, 4141, 5190	2883_2, 4719_2	4141, 5190	5191_6	5192
Shigella flexneri J1713 (754092.3)	4626, 5082	4466_2	5082	5083_6	5084
Shigella flexneri K-218 (766146.3)	342, 4385, 4583	5276_2	342, 4583	343_6	344
Shigella flexneri K-227 (766147.3)	3974, 5237	2907_2, 4746_2	5237	5238_6	5239
Shigella flexneri K-272 (766148.3)	354, 4104	3105_2, 4839_2	354	355_6	356
Shigella flexneri K-304 (766149.3)	109, 4131, 4311	4951_2	109, 4311	110_6	111
Shigella flexneri K-315 (766150.3)	3928, 4767, 4980	2693_2, 4498_2	3928, 4980	4981_6	4982
Shigella flexneri VA-6 (766145.3)	339, 4214	3180_2, 4800_2	339	340_6	341
Shigella sonnei 3233-85 (766163.3)	292, 4562, 5052	2699_2, 3973_2	4562, 5052	5053_6	5054
Shigella sonnei 4822-66 (766164.3)	4285, 4371, 4755	2411_2, 3828_2	4285, 4755	4756_6	4757
Shigella sonnei Ss046 (300269.12)	1, 4885, 4975	2859_2, 4364_2	1, 4885	2_6	3
Shigella sonnei str. Moseley (754077.4)	147, 5084, 5176	3014_2, 4423_2	147, 5084	148_6	149
Yersinia bercovieri ATCC 43970 (349968.5)	196, 3846, 406	1507_2	196, 3846	195_6	194
Yersinia enterocolitica IP 10393 (1243181.3)	1032, 3633, 3977	1282_2, 624_2	3633, 3977	3634_6	3635
Yersinia enterocolitica subsp. enterocolitica 8081 (393305.7)	203, 4121, 694	4277_2	203, 694	695_6	696
Yersinia enterocolitica subsp. enterocolitica WA-314 (1194086.3)	3281, 3954, 79	2241_2, 3429_2	3954, 79	80_6	81
Yersinia enterocolitica subsp. palearctica 105.5R(r) (994476.3)	118, 3904, 632	3052_2, 4066_2	118, 632	633_6	634
Yersinia enterocolitica subsp. palearctica 556/8265 (940287.3)	1447, 288, 950	1828_2, 3155_2	1447, 950	1448_6	1449
Yersinia enterocolitica subsp. palearctica 647/5307 (940288.3)	1654, 4144, 54	2026_2, 449_2	1654, 54	1655_6	1656
Yersinia enterocolitica subsp. palearctica PhRBD_Ye1 (1071969.3)	1117, 2871, 3659	539_2, 917_2	1117, 2871	1116_6	1115
Yersinia enterocolitica subsp. palearctica Y11 (930944.6)	2764, 2801, 3812	177_2, 3166_2	2801, 3812	3813_6	3814
Yersinia enterocolitica subsp. palearctica YE-149 (1329365.3)	2751, 2788, 3819	179_2, 3157_2	2788, 3819	3820_6	3821
Yersinia enterocolitica subsp. palearctica YE-150 (1329366.3)	2758, 2795, 3825	178_2, 3165_2	2795, 3825	3826_6	3827
Yersinia enterocolitica subsp. palearctica YE-P1 (1329363.3)	2750, 2787, 3814	177_2, 3153_2	2787, 3814	3815_6	3816
Yersinia enterocolitica subsp. palearctica YE-P4 (1329364.3)	2735, 2772, 3803	178_2, 3139_2	2772, 3803	3804_6	3805
Yersinia frederiksenii ATCC 33641 (349966.5)	3124, 33, 3463	2157_2, 2494_2, 2495_2	3124, 33	34_6	35
Yersinia kristensenii ATCC 33638 (527012.3)	3215, 3583, 3720	2970_2, 4608_2	3583, 3720	3721_6	3722
Yersinia pseudotuberculosis B-6863 (1286086.3)	1103, 2662, 596	1701_2, 2716_2	2662, 596	2661_6	2660
Yersinia pseudotuberculosis B-7194 (1324608.3)	1718, 2109, 3183	1358_2	1718, 2109	1719_6	1720
Yersinia pseudotuberculosis B-7195 (1324587.3)	124, 2644, 3342	591_2	124, 2644	123_6	122
Yersinia pseudotuberculosis IP 31758 (349747.9)	343, 3984, 528	4566_2	343, 3984	3983_6	3982
Yersinia pseudotuberculosis IP 32953 (273123.10)	255, 4381, 811	4542_2	255, 811	812_6	813
Yersinia pseudotuberculosis PB1/+ (502801.6)	121, 4160, 661	4324_2	121, 661	662_6	663
Yersinia pseudotuberculosis YPIII (502800.6)	389, 3903, 4421	154_2	3903, 4421	3902_6	3901
Yersinia rohdei ATCC 43380 (527004.3)	1595, 2964, 3042	1926_2, 2036_2	1595, 3042	3043_6	3044
Yokenella regensburgei ATCC 43003 (1002368.3)	110, 1334, 484	4159_2, 993_2	1334, 484	485_6	486
Enterobacteriaceae bacterium 9_2_54FAA (469613.3)	1755, 2727, 3893	1016_2, 3772_2	1755, 3893	1754_6	1753
Actinobacillus pleuropneumoniae L20 (416269.6)	256, 744	1277_2, 5_2	256	255_6	1560
Actinobacillus pleuropneumoniae S8 (1224142.3)	1776, 227	414_2, 500_2	1776	1775_6	1019, 2059
Actinobacillus pleuropneumoniae serovar 10 str. D13039 (754259.3)	284, 740	1280_2, 32_2	284	283_6	1568, 304
Actinobacillus pleuropneumoniae serovar 11 str. 56153 (754260.3)	275, 781	1360_2, 20_2	275	274_6	1645, 295
Actinobacillus pleuropneumoniae serovar 12 str. 1096 (754261.3)	283, 738	1264_2, 30_2	283	282_6	1540, 303, 304
Actinobacillus pleuropneumoniae serovar 13 str. N273 (754262.3)	268, 772	1298_2, 14_2	268	267_6	1582, 288
Actinobacillus pleuropneumoniae serovar 1 str. 4074 (228399.5)	273, 774	1351_2, 20_2	273	272_6	1622, 292
Actinobacillus pleuropneumoniae serovar 2 str. 4226 (754254.4)	1138, 714	1297_2, 151_2	1138	1139_6	1378, 853
Actinobacillus pleuropneumoniae serovar 3 str. JL03 (434271.4)	259, 260, 261, 713, 714	1229_2, 5_2	259, 260, 261	258_6	1518, 280
Actinobacillus pleuropneumoniae serovar 4 str. M62 (754255.3)	273, 716	1247_2, 21_2	273	272_6	1536, 293
Actinobacillus pleuropneumoniae serovar 6 str. Femo (754256.7)	303, 788	1367_2, 50_2	303	302_6	1651, 323
Actinobacillus pleuropneumoniae serovar 7 str. AP76 (537457.7)	256, 773	1302_2, 5_2	256	255_6	1596, 275
Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261 (754258.3)	275, 769	1355_2, 20_2	275	274_6	1626, 294
Aggregatibacter aphrophilus F0387 (679198.3)	1083, 834	1674_2, 182_2	1083	1084_6	1086
Aggregatibacter aphrophilus NJ8700 (634176.4)	1311, 137, 138	1585_2, 654_2, 655_2	137, 138	136_6	134
Haemophilus haemolyticus HK386 (1095742.3)	1235, 616	426_4, 72_2	1235	1234_6	1233
Haemophilus haemolyticus M21621 (1028805.3)	1171, 1830	1585_2, 1587_4	1830	1831_6	1832
Haemophilus haemolyticus M21639 (1028806.3)	1685, 2066	230_4, 234_2	2066	2065_6	2064
Haemophilus influenzae 10810 (862964.3)	151, 1885	1696_2, 801_2	151	150_6	149
Haemophilus influenzae 6P18H1 (521004.3)	1666, 985	1813_2, 243_2, 291_4, 292_4	1666	1665_6	1664
Haemophilus influenzae 7P49H1 (521005.3)	1298, 510	1673_2, 957_2, 985_4, 986_4	1298	1297_6	1296
Haemophilus influenzae 86-028NP (281310.6)	1301, 156	1574_2, 1621_4, 1622_4, 712_2	156	155_6	154
Haemophilus influenzae F3031 (866630.3)	1012, 130	1600_2, 728_4	130	129_6	128
Haemophilus influenzae F3047 (935897.3)	1790, 86	1521_4, 529_2	86	85_6	84
Haemophilus influenzae NT127 (656913.3)	439, 610	1501_4, 1649_2	439	440_6	441
Haemophilus influenzae PittAA (374928.4)	1051, 1444	1622_2, 265_4, 266_4, 962_2	1444	1443_6	1442
Haemophilus influenzae PittHH (374932.4)	1450, 1612	1696_2, 93_2	1612	1613_6	1614
Haemophilus influenzae PittII (374933.4)	1163, 1503	1314_2, 880_4	1503	1502_6	1501
Haemophilus influenzae R2846 (262727.7)	1121, 541	1730_2, 872_2, 900_4	541	542_6	543
Haemophilus influenzae R2866 (262728.5)	1373, 709	29_2, 927_4	1373	1372_6	1371
Haemophilus influenzae Rd KW20 (71421.8)	90	1490_2, 675_2	90	89_6	88
Haemophilus influenzae RdAW (656912.3)	807	1593_2, 937_2	807	808_6	809
Haemophilus parainfluenzae ATCC 33392 (888828.3)	1226, 539	1681_2, 677_2	1226	1225_6	1224
Haemophilus parainfluenzae HK2019 (1095746.3)	104, 601	192_2, 445_2	104	103_6	102
Haemophilus parainfluenzae HK262 (1095745.3)	1327, 50	1766_2, 18_2	50	49_6	48
Haemophilus parainfluenzae T3T1 (862965.3)	1134, 1462	1602_2, 594_2	1134	1135_6	1136
Haemophilus sputorum CCUG 13788 (1035839.4)	1480, 1809	1912_2, 240_2	1809	1808_6	210
Haemophilus sputorum HK 2154 (1078483.3)	1984, 716	1221_2, 1807_2	1984	1983_6	1432
Acinetobacter baumannii AB0057 (480119.5)	1197	499_2	1886, 326	3551_6	325
Acinetobacter baumannii AB307-0294 (557600.4)	2315	3004_2	1713, 3180	258_6	3181
Acinetobacter baumannii AB900 (557601.3)	2738	172_2	1132, 1373	1331_6	1374
Acinetobacter baumannii ACICU (405416.6)	1241	536_2	1819, 361	3464_6	360
Acinetobacter baumannii ATCC 19606 (575584.3)	3007	1777_2	1951, 296	2411_6	1952
Acinetobacter baumannii AYE (509173.8)	2504	3213_2	1899, 3386	333_6	3387
Acinetobacter baumannii SDF (509170.6)	1382	2921_2	1853, 3112	255_6	3113
Acinetobacter baumannii 1656-2 (696749.3)	1631	473_2	2230, 292	3526_6	291
Acinetobacter baumannii 3990 (886888.3)	3578	3265_2	2990, 469	2004_6	2991
Acinetobacter baumannii 48055 (1293574.3)	3169	933_2	3048, 3402	1297_6	3047
Acinetobacter baumannii 53264 (1216295.3)	1141	458_2	1729, 280	3369_6	279
Acinetobacter baumannii AA-014 (903937.3)	406	111_2	1030, 825	1671_6	824
Acinetobacter baumannii AB1H8 (1222031.3)	1173	1374_2	15, 2167	2784_6	2166
Acinetobacter baumannii AB210 (886886.3)	3504	1560_2	2822, 662	2646_6	2823
Acinetobacter baumannii AB405E4 (1222033.3)	2703	106_2	1232, 678	3018_6	1233
Acinetobacter baumannii AB4A3 (1222032.3)	253	2124_2	1625, 2345	1503_6	1626
Acinetobacter baumannii AB5256 (1116235.3)	1863	1144_2	1319, 2191	316_6	1320
Acinetobacter baumannii AB5711 (1116236.3)	2722	1615_2	1439, 3348	625_6	1438
Acinetobacter baumannii ABIsac_ColiR (1200351.3)	1136	458_2	1783, 277	2963_6, 3380_6	276
Acinetobacter baumannii ABNIH1 (992402.3)	854	2511_2	2332, 2858	164_6, 3601_6	2331
Acinetobacter baumannii ABNIH11 (1094475.3)	1258	1426_2	1193, 145	625_6	146
Acinetobacter baumannii ABNIH14 (1094478.3)	3078	1276_2	1331, 1679	1653_6	1332
Acinetobacter baumannii ABNIH15 (1094479.3)	3054	1120_2	1175, 1569	1498_6	1176
Acinetobacter baumannii ABNIH16 (1094480.3)	2904	325_2	1492, 1730	3275_6	1731
Acinetobacter baumannii ABNIH18 (1094482.3)	1611	1656_2	1537, 2125	437_6, 970_6	1538
Acinetobacter baumannii ABNIH19 (1094483.3)	1641	375_2	1831, 729	1571_6	1832
Acinetobacter baumannii ABNIH22 (1094486.3)	2493	1347_2	1095, 1645	1572_6	1094
Acinetobacter baumannii ABNIH23 (1094487.3)	2959	815_2	1975, 876	1344_6	875
Acinetobacter baumannii ABNIH25 (1224165.3)	3277	2413_2	2590, 51	1147_6, 1859_6	2591
Acinetobacter baumannii ABNIH26 (1224166.3)	1775	680_2	1194, 504	3517_6	503
Acinetobacter baumannii ABNIH3 (992404.3)	2502	3109_2	1806, 3287	3576_6	3288
Acinetobacter baumannii ABNIH4 (992405.3)	2818	1273_2	2, 400	1713_6, 481_6	3
Acinetobacter baumannii ABNIH5 (1094469.3)	2019	1425_2	3234, 426	1336_6, 1740_6	3235
Acinetobacter baumannii ABNIH6 (1094470.3)	1804	135_2	1237, 2694	286_6	2695
Acinetobacter baumannii AB_1536-8 (1221244.3)	2396	1327_2	1614, 3213	1151_6	3212
Acinetobacter baumannii AB_1582-8 (1221245.3)	8	718_2	3524, 50	950_6	3525
Acinetobacter baumannii AB_1594-8 (1221247.3)	2235	3753_2	3080, 714	1676_6	713
Acinetobacter baumannii AB_1595-8 (1221248.3)	2172	200_2	2248, 248	3423_6	249
Acinetobacter baumannii AB_1649-8 (1221249.3)	1415	638_2	1796, 3437	2631_6	1795
Acinetobacter baumannii AB_1650-8 (1221250.3)	2669	1948_2	2262, 69	2099_6	68
Acinetobacter baumannii AB_1766_8 (1221251.3)	3126	878_2	2719, 606	3499_6	605
Acinetobacter baumannii AB_2007-09-110-01-7 (1221252.3)	2055	2097_2	1308, 2383	2491_6, 575_6	2382
Acinetobacter baumannii AB_2007-16-25-01-7 (1221253.3)	2758	1179_2	2988, 35	1696_6	36
Acinetobacter baumannii AB_2007-16-27-01 (1221254.3)	442	2689_2	3729, 801	3241_6	3730
Acinetobacter baumannii AB_2008-15-34-7 (1221255.3)	1820	2315_2	1360, 2065	2995_6, 820_6	2064
Acinetobacter baumannii AB_2008-15-45 (1221256.3)	3835	190_2	1075, 2055	3239_6	1074
Acinetobacter baumannii AB_2008-15-52 (1221257.3)	2929	2316_2	1424, 3591	3413_6	1423
Acinetobacter baumannii AB_2008-15-69 (1221258.3)	2975	378_2	1630, 248	2253_6	1631
Acinetobacter baumannii AB_2008-15-70 (1221259.3)	3744	1732_2	3719, 474	890_6	473
Acinetobacter baumannii AB_2008-15-71 (1221260.3)	2877	1386_2	1584, 3524	2544_6	1583
Acinetobacter baumannii AB_2008-23-01-01-7 (1221261.3)	2761	617_2	1536, 3789	3295_6	1537
Acinetobacter baumannii AB_2008-23-07-01-7 (1221262.3)	702	1185_2	1408, 334	3384_6	333
Acinetobacter baumannii AB_2009-04-01-7 (1221263.3)	15	2598_2	1850, 573	2851_6	574
Acinetobacter baumannii AB_2009-04-02-7 (1221264.3)	2544	3286_2	1800, 3628	3122_6	3627
Acinetobacter baumannii AB_515-8 (1221265.3)	536	3598_2	2290, 2350	249_6	2351
Acinetobacter baumannii AB_908-12 (1221266.3)	2663	1024_2	3333, 3482	1337_6	3483
Acinetobacter baumannii AB_908-13 (1221267.3)	2832	2883_2	2088, 3612	508_6	2087
Acinetobacter baumannii AB_909-01-7 (1221269.3)	85	1541_2	314, 965	2697_6	964
Acinetobacter baumannii AB_909-02-7 (1221270.3)	189	612_2	1473, 3629	1657_6	1472
Acinetobacter baumannii AB_909-05 (1221271.3)	3531	3572_2	2886, 3014	3137_6	2887
Acinetobacter baumannii AB_TG19617 (1221273.3)	977	2067_2	1098, 252	1682_6	1097
Acinetobacter baumannii AB_TG2018 (1221274.3)	204	1314_2	1553, 2329	3646_6	1552
Acinetobacter baumannii AB_TG2022 (1221275.3)	909	1714_2	1555, 513	2568_6	1554
Acinetobacter baumannii AB_TG2023 (1221276.3)	2262	916_2	199, 2466	2830_6	198
Acinetobacter baumannii AB_TG2026 (1221277.3)	2671	2201_2	1656, 2124	502_6	1655
Acinetobacter baumannii AB_TG2028 (1221278.3)	2810	1760_2	1830, 1967	3329_6	1966
Acinetobacter baumannii AB_TG2030 (1221279.3)	924	1355_2	1085, 861	2396_6	1084
Acinetobacter baumannii AB_TG2031 (1221280.3)	1023	2213_2	1828, 3433	2908_6	1827
Acinetobacter baumannii AB_TG27335 (1221286.3)	1841	688_2	1798, 3553	1492_6	3552
Acinetobacter baumannii AB_TG27339 (1221287.3)	545	2822_2	1505, 3581	1211_6	1504
Acinetobacter baumannii AB_TG27343 (1221288.3)	1877	3280_2	2033, 3519	2336_6	3520
Acinetobacter baumannii AC12 (1198108.3)	322	859_2	1436, 2341	2142_6	2340
Acinetobacter baumannii AC30 (1224747.3)	3636	478_2	3070, 873	650_6	3069
Acinetobacter baumannii ANC 4097 (1217638.3)	1152	448_2	1862, 274	3620_6	273
Acinetobacter baumannii Ab11111 (1168588.3)	2707	3441_2	2021, 3623	290_6	3624
Acinetobacter baumannii Ab33333 (1168590.3)	2421	3161_2	1841, 3337	279_6	3338
Acinetobacter baumannii Ab44444 (1168591.3)	2852	3123_2	2200, 3305	232_6, 650_6	3306
Acinetobacter baumannii BZICU-2 (1210907.3)	1171	941_2	1969, 2682	982_6	2683
Acinetobacter baumannii Canada BC-5 (903895.3)	647	3755_2	1360, 3578	3012_6	3577
Acinetobacter baumannii Canada BC1 (903924.3)	2089	2257_2	2803, 649	1605_6	648
Acinetobacter baumannii IS-116 (903912.3)	971	2828_2	1354, 35	679_6	36
Acinetobacter baumannii IS-123 (903899.3)	1390	493_2	306, 3172	2084_6	3171
Acinetobacter baumannii IS-143 (903911.3)	1940	2557_2	1868, 2212	2807_6	1869
Acinetobacter baumannii IS-235 (903905.3)	3125	1374_2	3519, 91	419_6	92
Acinetobacter baumannii IS-251 (903906.3)	661	3680_2	1545, 2911	2312_6	1546
Acinetobacter baumannii IS-58 (903914.3)	2717	398_2	1949, 2323	759_6	2324
Acinetobacter baumannii MDR-TJ (889738.3)	2766	3527_2	2173, 3705	490_6	3706
Acinetobacter baumannii MDR-ZJ06 (497978.4)	1268	468_2	1844, 292	3524_6	291
Acinetobacter baumannii MSP4-16 (1278070.3)	808	274_2	1995, 508	2637_6	507
Acinetobacter baumannii NIPH 1362 (1217642.3)	1785	2501_2	1195, 2681	3418_6	2682
Acinetobacter baumannii NIPH 146 (1217639.3)	1601	937_2	2267, 758	228_6	757
Acinetobacter baumannii NIPH 1669 (1217643.3)	2430	3192_2	1807, 3368	237_6	3369
Acinetobacter baumannii NIPH 1734 (1217644.3)	2477	3166_2	1878, 3341	282_6	3342
Acinetobacter baumannii NIPH 190 (1217640.3)	2536	3232_2	1950, 3411	257_6	3412
Acinetobacter baumannii NIPH 201 (1217630.3)	2538	3280_2	1869, 3477	252_6	3478
Acinetobacter baumannii NIPH 2061 (1217645.3)	1261	440_2	1851, 261	3445_6	260
Acinetobacter baumannii NIPH 24 (1217646.3)	2439	3189_2	1858, 3367	241_6	3368
Acinetobacter baumannii NIPH 290 (1217631.3)	2517	3289_2	2007, 3467	240_6	3468
Acinetobacter baumannii NIPH 329 (1217632.3)	2423	3160_2	1826, 3338	243_6	3339
Acinetobacter baumannii NIPH 335 (1217633.3)	2591	3289_2	1821, 3472	258_6	3473
Acinetobacter baumannii NIPH 410 (1217634.3)	2669	3381_2	1981, 3560	265_6, 709_6	3561
Acinetobacter baumannii NIPH 527 (1217635.3)	2563	3280_2	1938, 3455	243_6	3456
Acinetobacter baumannii NIPH 528 (1217636.3)	1210	443_2	1792, 265	3370_6	264
Acinetobacter baumannii NIPH 60 (1217647.3)	1892	2665_2	1294, 2855	3463_6	2856
Acinetobacter baumannii NIPH 601 (1217637.3)	2360	3130_2	1813, 3314	270_6	3315
Acinetobacter baumannii NIPH 615 (1217641.3)	1736	975_2	2330, 782	497_6	781
Acinetobacter baumannii NIPH 67 (1217627.3)	2596	3237_2	1896, 3417	234_6	3418
Acinetobacter baumannii NIPH 70 (1217628.3)	2338	3061_2	1808, 3239	253_6	3240
Acinetobacter baumannii NIPH 80 (1217629.3)	2953	3613_2	2316, 3796	231_6	3797
Acinetobacter baumannii Naval-113 (903920.3)	750	335_2	2420, 3355	2742_6	3354
Acinetobacter baumannii Naval-13 (903904.3)	961	2639_2	164, 3082	3434_6	3081
Acinetobacter baumannii Naval-17 (903896.3)	3140	1664_2	1481, 3734	957_6	1480
Acinetobacter baumannii Naval-18 (903897.3)	3793	565_2	2998, 750	1126_6, 1529_6	751
Acinetobacter baumannii Naval-2 (903922.3)	272	1702_2	3429, 3513	1009_6, 1530_6	3512
Acinetobacter baumannii Naval-21 (903923.3)	3364	3105_2	2183, 2466	2331_6	2184
Acinetobacter baumannii Naval-57 (903927.3)	2922	416_2	2610, 38	3612_6	39
Acinetobacter baumannii Naval-72 (903908.3)	978	1831_2	248, 2673	1328_6	2674
Acinetobacter baumannii Naval-78 (903936.3)	776	2737_2	1193, 2125	1483_6, 1741_6	1192
