Organism	PANF	KPHMT	KPRED	ASPDC	PBAL	PANK	PPCS	PPCDC	DPCK	PPAT	PanT
Klebsiella pneumoniae subsp. pneumoniae KPNIH17 (1128951.3)	1653_1, 4353, 970_1	4252	1163, 2530	4254	4253	5490_7	4497	4497	1829_12	4502_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH18 (1128952.3)	1465_1, 382_1, 4232	3864	1168, 2459	3866	3865	5544_7	4447	4447	1290_12	4452_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH19 (1128953.3)	2270_1, 3679, 4327_1	3026	170, 1920	3024	3025	5588_7	4720, 4721	4720, 4721	1404_12	4715_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH2 (1087441.3)	1200, 4067_1, 900_1	3965	1094, 2391	3963	3964	5475_7	4433	4433	2735_12	4428_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH20 (1128954.3)	1257_1, 1311_1, 2470	4006	2793, 816	4004	4005	5528_7	4355, 4356	4355, 4356	1489_12	4361_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH22 (1168063.3)	1518_1, 4302, 573_1	3553	1920, 865	3555	3554	5524_7	3966	3966	748_12	3961_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH23 (1168064.3)	1522, 3751_1, 4048_1	2526	3273, 845	2524	2525	5422_7	1595, 1596	1595, 1596	3597_12	1601_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH4 (1087443.3)	2993_1, 3918, 4344_1	3426	1099, 697	3424	3425	5480_7	4183	4183	1788_12	4178_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH5 (1087444.3)	1254_1, 267_1, 659	3316	1898, 958	3314	3315	5501_7	3958	3958	1079_12	3953_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH6 (1087445.3)	1344_1, 135, 607_1	3911	1047, 1511	3913	3912	5486_7	4397	4397	1169_12	4393_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH7 (1094167.3)	4348, 4642_1, 666_1	4040	1603, 167	4042	4041	5482_7	4417	4417	2582_12	4412_15	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH9 (1094169.3)	1819_1, 2592, 956_1	4317	1151, 1986	4319	4318	5514_7	4556	4556	1645_12	4551_15	 
Klebsiella pneumoniae subsp. pneumoniae KpQ3 (1226115.3)	3399, 670_1	4415	2984, 4174	4417	4416	5065_7	357	357	4453_12	362_15	 
Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (272620.9)	1071, 3729_1	145	1474, 382	143	144	4405_7	4043	4043	109_12	4038_15	 
Klebsiella pneumoniae subsp. pneumoniae ST258-490 (1212766.3)	1035_1, 4584	4505	1895, 2912	4503	4504	5292_7	2367	2367	1989_12	2362_15	 
Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 (667127.3)	3047_1, 462	4589	2643, 586, 587	4591	4590	5030_7	3190	3190	4628_12	3185_15	 
Klebsiella sp. 1_1_55 (469608.3)	2136, 2931_1	4329	1459, 2428, 74	4331	4330	5059_7	3614	3614	4366_12	3619_15	 
Morganella morganii SC01 (1239989.3)	2086	 	2247	 	198	4064_7	993	993	3837_12	986_15	 
Morganella morganii subsp. morganii KT (1124991.3)	1808	 	1480	 	1103	3687_7	1687	1687	3336_12	1680_15	 
Plesiomonas shigelloides 302-73 (1315976.3)	1038_1, 1533	924	2571	927	925	3097_7	3188	3188	962_12	3182_15	 
Proteus mirabilis ATCC 29906 (525369.4)	2098_1, 537	1817	1909	1819	1818	3452_7	3055	3055	956_12	3043_15	 
Proteus mirabilis C05028 (1245027.3)	1314_1, 606	1592	1505	1590	1591	3377_7	2924	2924	201_12	2914_15	 
Proteus mirabilis HI4320 (529507.6)	1565, 3544_1	191	100	189	190	3177_7	3081	3081	2002_12	3091_15	 
Proteus mirabilis PR03 (1279010.3)	2998, 415_1	1680	2901	1682	1681	2583_7	179	179	930_12	189_15	 
Proteus mirabilis WGLW4 (1125693.3)	1530, 3267_1	2983	3076	2985	2984	45_7	143	143	1058_12	133_15	 
Proteus mirabilis WGLW6 (1125694.3)	1562, 2400_1	130	38	128	129	3471_7	3566	3566	1941_12	3556_15	 
Proteus penneri ATCC 35198 (471881.3)	149, 150, 2352_1, 2353_1	1934	2076	1936	1935	2454_7, 2455_7	1233, 1234	1233, 1234	739_12	1217_15	 
Providencia alcalifaciens DSM 30120 (520999.6)	1922_1, 476	2170	211	2172	2171	3221_7	3364	3364	3547_12	3350_15	 
Providencia alcalifaciens Dmel2 (1141661.3)	1569, 2829_1	75	2628	73	74	3805_7	3405	3405	246_12	3392_15	 
Providencia rettgeri DSM 1131 (521000.6)	2970, 3461_1	1081	4148	1079	1080	1488_7	1619	1619	405_12	1631_15	 
Providencia rettgeri Dmel1 (1141663.3)	1127_1, 1778	3452	3761	3454	3453	 	449	449	3224_12	461_15	 
Providencia stuartii ATCC 25827 (471874.6)	1176, 3642_1	2705	4149	2707	2706	3441_7	3198	3198	2506_12	3210_15	 
Providencia stuartii MRSN 2154 (1157951.4)	2796_1, 3590	1011	1359	1013	1012	2276_7	2162	2162	750_12	2176_15	 
Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- (41514.7)	1800, 4035_1	2685	2406	2687	2686	3346_7	3703	3703	2723_12	3708_15	 
Salmonella enterica subsp. enterica serovar Agona  str. 01.O.05 (1265673.3)	1843_1, 2698	4043	1018, 2093	4045	4044	1184_7	3312	3312	422_12	3307_15	 
Salmonella enterica subsp. enterica serovar Agona str. 02.O.05 (1265665.3)	1478_1, 2428	4310	1879, 3094	4308	4309	742_7	4037	4037	1756_12	4032_15	 
Salmonella enterica subsp. enterica serovar Agona str. 03.O.05 (1265636.3)	1533_1, 2688	4253	2034, 3877	4255	4254	3457_7	1790	1790	441_12	1795_15	 
Salmonella enterica subsp. enterica serovar Agona str. 04.O.05 (1265657.3)	1739_1, 2413	4199	4097, 4563	4201	4200	1216_7	3143	3143	426_12	3138_15	 
Salmonella enterica subsp. enterica serovar Agona str. 05.O.06 (1265678.3)	2072, 3847_1	4286	3528, 4440	4288	4287	2237_7	2827	2827	448_12	2822_15	 
Salmonella enterica subsp. enterica serovar Agona str. 06.O.05 (1265642.3)	1623_1, 4613	4277	1936, 3887	4275	4276	1050_7	3373	3373	424_12	3368_15	 
Salmonella enterica subsp. enterica serovar Agona str. 07.O.05 (1265611.3)	1893_1, 2814	4343	2263, 949	4345	4344	1217_7	3531	3531	438_12	3526_15	 
Salmonella enterica subsp. enterica serovar Agona str. 08.A.05 (1265637.3)	3073, 4166_1	4124	2165, 410	4126	4125	3809_7	1591	1591	1168_12	1596_15	 
Salmonella enterica subsp. enterica serovar Agona str. 10.A.05 (1265679.3)	2958, 4045_1	4004	2813, 858	4006	4005	3684_7	1526	1526	1067_12	1531_15	 
Salmonella enterica subsp. enterica serovar Agona str. 11.A.05 (1265643.3)	3488, 4370_1	4330	2045, 3656	4328	4329	4108_7	1594	1594	1034_12	1599_15	 
Salmonella enterica subsp. enterica serovar Agona str. 12.A.06 (1265612.3)	3140_1, 3317	4455	2042, 411	4457	4456	3955_7	1630	1630	1169_12	1635_15	 
Salmonella enterica subsp. enterica serovar Agona str. 13.E.05 (1265638.3)	2856_1, 3412	4454	2093, 487	4452	4453	4183_7	1526	1526	1246_12	1531_15	 
Salmonella enterica subsp. enterica serovar Agona str. 14.E.05 (1265659.3)	2592_1, 3386	4318	2378, 3061	4320	4319	3914_7	1277	1277	935_12	1282_15	 
Salmonella enterica subsp. enterica serovar Agona str. 15.H.03 (1265680.3)	2101_1, 2560	4132	4588, 733	4134	4133	1712_7	3451	3451	415_12	3446_15	 
Salmonella enterica subsp. enterica serovar Agona str. 17.H.06 (1265613.3)	2011_1, 3229	4299	2506, 4024	4301	4300	3700_7	2280	2280	492_12	2285_15	 
Salmonella enterica subsp. enterica serovar Agona str. 18.H.07 (1265644.3)	3111, 4359_1	4156	1474, 2884	4158	4157	2178_7	1250	1250	515_12	1245_15	 
Salmonella enterica subsp. enterica serovar Agona str. 19.F.03 (1265668.3)	1509_1, 2601	4067	1992, 854	4069	4068	886_7	3511	3511	229_12	3506_15	 
Salmonella enterica subsp. enterica serovar Agona str. 20.H.06 (1265614.3)	2585_1, 3143	4170	2903, 3901	4172	4171	3180_7	3693	3693	883_12	3698_15	 
Salmonella enterica subsp. enterica serovar Agona str. 21.H.10 (1265650.3)	1872_1, 2884	4097	2330, 4667	4099	4098	1072_7	4588	4588	517_12	4583_15	 
Salmonella enterica subsp. enterica serovar Agona str. 22.H.04 (1265618.3)	2401_1, 3019	4394	3890, 767	4396	4395	1776_7	1338	1338	469_12	1333_15	 
Salmonella enterica subsp. enterica serovar Agona str. 23.F.01 (1265639.3)	1867_1, 2598	476	2326, 4581	474	475	1129_7	3545	3545	420_12	3540_15	 
Salmonella enterica subsp. enterica serovar Agona str. 24.H.04 (1265660.3)	4395_1, 4554	4354	1521, 733	4356	4355	3462_7	2595	2595	468_12	2590_15	 
Salmonella enterica subsp. enterica serovar Agona str. 26.F.98 (1265681.3)	1432_1, 4517	249	167, 3273	251	250	315_7	2987	2987	2964_12	2992_15	 
Salmonella enterica subsp. enterica serovar Agona str. 27.O.98 (1265645.3)	1265_1, 4667	3897	3264, 3797	3899	3898	1116_7	3033	3033	287_12	3028_15	 
Salmonella enterica subsp. enterica serovar Agona str. 28.O.08 (1265615.3)	1364_1, 1954	3917	3818, 4515	3915	3916	2319_7	3141	3141	287_12	3136_15	 
Salmonella enterica subsp. enterica serovar Agona str. 29.O.08 (1265640.3)	2016_1, 3848	4125	3792, 4562	4127	4126	2628_7	4393	4393	2149_12	4388_15	 
Salmonella enterica subsp. enterica serovar Agona str. 30.H.04 (1265661.3)	3285_1, 3477	4344	2360, 3726	4342	4343	4004_7	1752	1752	1327_12	1757_15	 
Salmonella enterica subsp. enterica serovar Agona str. 31.H.09 (1265682.3)	2714_1, 2922	4301	2027, 919	4303	4302	3723_7	1567	1567	1128_12	1572_15	 
Salmonella enterica subsp. enterica serovar Agona str. 32.A.00 (1265646.3)	3702_1, 4704	4248	3458, 700	4250	4249	668_7	4343	4343	178_12	4348_15	 
Salmonella enterica subsp. enterica serovar Agona str. 33.A.05 (1265616.3)	1653_1, 2434	3924	2203, 3684	3926	3925	2912_7	1548	1548	436_12	1543_15	 
Salmonella enterica subsp. enterica serovar Agona str. 34.H.09 (1265641.3)	2868, 3983_1	3942	2100, 409	3944	3943	3508_7	1583	1583	1162_12	1588_15	 
Salmonella enterica subsp. enterica serovar Agona str. 35.H.08 (1265669.3)	2839_1, 3167	4433	1175, 2068	4435	4434	3171_7	3935	3935	642_12	3930_15	 
Salmonella enterica subsp. enterica serovar Agona str. 36.H.00 (1265617.3)	2834_1, 3258	4337	3097, 956	4339	4338	3900_7	1590	1590	1166_12	1595_15	 
Salmonella enterica subsp. enterica serovar Agona str. 37.F.02 (1265651.3)	1481_1, 2164	4001	1837, 943	4003	4002	1074_7	4510	4510	277_12	4515_15	 
Salmonella enterica subsp. enterica serovar Agona str. 38.O.03 (1265621.3)	2272, 2471_1	1937	2730, 881	1935	1936	3039_7	4123	4123	779_12	4118_15	 
Salmonella enterica subsp. enterica serovar Agona str. 39.O.03 (1265647.3)	2562_1, 4322	806	3802, 84	808	807	928_7	3667	3667	3175_12	3672_15	 
Salmonella enterica subsp. enterica serovar Agona str. 40.E.08 (1265622.3)	3875, 4399_1	4347	3004, 836	4349	4348	3930_7	1838	1838	1145_12	1843_15	 
Salmonella enterica subsp. enterica serovar Agona str. 41.E.09 (1265652.3)	2834, 665_1	2953	2598, 3992	2955	2954	1369_7	3769	3769	2322_12	3764_15	 
Salmonella enterica subsp. enterica serovar Agona str. 42.E.09 (1265648.3)	4519, 660_1	2914	3110, 3837	2916	2915	471_7	2136	2136	893_12	2131_15	 
Salmonella enterica subsp. enterica serovar Agona str. 43.E.09 (1265670.3)	2962, 2984_1	4083	2176, 401	4085	4084	3573_7	1624	1624	1163_12	1629_15	 
Salmonella enterica subsp. enterica serovar Agona str. 45.E.09 (1265653.3)	1156_1, 3658	2531	3043, 4067	2529	2530	2124_7	1112	1112	2473_12	1107_15	 
Salmonella enterica subsp. enterica serovar Agona str. 46.E.09 (1265623.3)	1075_1, 4625	4266	3514, 3782	4268	4267	589_7	4484	4484	2881_12	4489_15	 
Salmonella enterica subsp. enterica serovar Agona str. 48.E.08 (1265675.3)	3132, 4224_1	3893	2720, 412	3891	3892	3922_7	1635	1635	1175_12	1640_15	 
Salmonella enterica subsp. enterica serovar Agona str. 49.E.09 (1265625.3)	2980_1, 3561	4050	3209, 4001	4048	4049	3598_7	2812	2812	1540_12	2807_15	 
Salmonella enterica subsp. enterica serovar Agona str. 50.E.08 (1265662.3)	2078_1, 3337	472	3042, 4147	470	471	1473_7	3641	3641	2394_12	3636_15	 
Salmonella enterica subsp. enterica serovar Agona str. 51.E.09 (1265628.3)	1324_1, 3943	4182	3243, 4451	4184	4183	2125_7	1217	1217	2826_12	1212_15	 
Salmonella enterica subsp. enterica serovar Agona str. 52.F.08 (1265655.3)	2992, 4086_1	4045	1283, 410	4047	4046	3260_7	1732	1732	2573_12	1737_15	 
Salmonella enterica subsp. enterica serovar Agona str. 53.F.08 (1265676.3)	2810, 4050_1	4009	1789, 2675	4011	4010	3537_7	1378	1378	2220_12	1383_15	 
Salmonella enterica subsp. enterica serovar Agona str. 54.O.08 (1265626.3)	3005, 4121_1	4080	1871, 761	4082	4081	3648_7	1300	1300	3773_12	1305_15	 
Salmonella enterica subsp. enterica serovar Agona str. 55.U.08 (1265663.3)	3211, 4254_1	4214	1971, 413	4212	4213	3458_7	1558	1558	3043_12	1563_15	 
Salmonella enterica subsp. enterica serovar Agona str. 56.O.08 (1265629.3)	2126_1, 2951	4271	1814, 410	4273	4272	3167_7	3956	3956	3841_12	3961_15	 
Salmonella enterica subsp. enterica serovar Agona str. 57.A.08 (1265656.3)	1267, 3932_1	3013	1075, 2596	3015	3014	4410_7	3655	3655	3071_12	3650_15	 
Salmonella enterica subsp. enterica serovar Agona str. 58.E.08 (1265677.3)	2757_1, 3217	4416	2184, 829	4418	4417	3982_7	1607	1607	4063_12	1612_15	 
Salmonella enterica subsp. enterica serovar Agona str. 59.F.08 (1265631.3)	2907, 4286_1	4245	1284, 409	4247	4246	3434_7	1530	1530	3778_12	1535_15	 
Salmonella enterica subsp. enterica serovar Agona str. 60.O.08 (1265664.3)	2433_1, 4377	4127	1509, 3270	4129	4128	3119_7	2930	2930	2815_12	2935_15	 
Salmonella enterica subsp. enterica serovar Agona str. 61.O.08 (1265630.3)	2271_1, 2954	2525	2666, 337	2523	2524	3409_7	4155	4155	2469_12	4160_15	 
Salmonella enterica subsp. enterica serovar Agona str. 62.H.72 (1265666.3)	2591, 4337_1	3728	2476, 3133	3730	3729	3365_7	1943	1943	3784_12	1948_15	 
Salmonella enterica subsp. enterica serovar Agona str. 63.H.87 (1265619.3)	2606_1, 3020	841	1104, 4375	839	840	3252_7	4567	4567	2393_12	4773_15	 
Salmonella enterica subsp. enterica serovar Agona str. 64.H.00 (1265632.3)	2556_1, 2666	4242	2055, 807	4244	4243	3519_7	1490	1490	1138_12	1495_15	 
Salmonella enterica subsp. enterica serovar Agona str. 65.H.72 (1265671.3)	1804_1, 2236	4282	2510, 2689	4284	4283	3415_7	1698	1698	643_12	1693_15	 
Salmonella enterica subsp. enterica serovar Agona str. 66.F.99 (1265634.3)	1304_1, 4726	3792	1815, 2085	3794	3793	2507_7	3837	3837	578_12	3832_15	 
Salmonella enterica subsp. enterica serovar Agona str. 67.H.09 (1265667.3)	3011_1, 3263	4381	2059, 437	4383	4382	3879_7	1489	1489	1201_12	1494_15	 
Salmonella enterica subsp. enterica serovar Agona str. 68.U.05 (1265620.3)	2364_1, 2947	4303	1697, 770	4305	4304	1866_7	1527	1527	2494_12	1522_15	 
Salmonella enterica subsp. enterica serovar Agona str. 69.H.06 (1265633.3)	1367, 2211_1	1968	2939, 4372	1970	1969	1445_7	2089	2089	1397_12	2084_15	 
Salmonella enterica subsp. enterica serovar Agona str. 70.E.05 (1265672.3)	2749_1, 2935	4127	1955, 3315	4125	4126	3675_7	1379	1379	1096_12	1384_15	 
Salmonella enterica subsp. enterica serovar Agona str. 71.E.05 (1265635.3)	2435_1, 3160	4351	3014, 807	4353	4352	3799_7	1549	1549	2503_12	1554_15	 
Salmonella enterica subsp. enterica serovar Agona str. 72.A.52 (1265674.3)	1323_1, 2236	3679	2032, 2869	3681	3680	3133_7	3331	3331	3458_12	3336_15	 
Salmonella enterica subsp. enterica serovar Agona str. 73.H.09 (1265627.3)	3170_1, 3313	4364	2142, 891	4362	4363	3957_7	1661	1661	1128_12	1666_15	 
Salmonella enterica subsp. enterica serovar Agona str. SH08SF124 (1262652.4)	3427, 4856_1	286	2807, 947	288	287	2460_7	1444	1444	342_12	1439_15	 
Salmonella enterica subsp. enterica serovar Agona str. SH10GFN094 (1262654.4)	43, 4469_1	2540	1842, 2992	2542	2541	26_7	2861	2861	2597_12	2856_15	 
Salmonella enterica subsp. enterica serovar Agona str. SH11G1113 (1263410.4)	1172, 2008_1	3512	1918, 4848, 691	3510	3511	 	4708	4708	3455_12	4703_15	 
Salmonella enterica subsp. enterica serovar Agona str. SL483 (454166.8)	1076, 3476_1	244	2675, 483	242	243	4244_7	3837	3837	192_12	3832_15	 
Salmonella enterica subsp. enterica serovar Anatum str. 06-0532 (1328326.3)	1793_1, 3714	1644	1539, 2676	1646	1645	808_7	2196, 2197	2196, 2197	1692_12	2202_15	 
Salmonella enterica subsp. enterica serovar Bareilly str. 06-0784 (1212554.4)	3195_1, 4030	1184	3959, 414	1186	1185	4671_7	3462	3462	1235_12	3457_15	 
Salmonella enterica subsp. enterica serovar Bareilly str. 07-0873 (1328327.3)	4354_1, 991	2477	3505, 3903	2479	2478	1802_7	1974	1974	2529_12	1979_15	 
Salmonella enterica subsp. enterica serovar Choleraesuis str. (321314.9)	1432, 3866_1	429	3065, 756	427	428	4638_7	4226	4226	385_12	4221_15	 
Salmonella enterica subsp. enterica serovar Choleraesuis str. A50 (904139.4)	2119_1, 3574	200	1315, 527	198	199	2889_7	2480	2480	155_12	2475_15	 
Salmonella enterica subsp. enterica serovar Dublin str. 3246 (909945.3)	1180, 3653_1	195	2890, 460	193	194	4422_7	4022	4022	148_12	4017_15	 
Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 (439851.8)	1254, 3691_1	284	2938, 551	282	283	4451_7	4051	4051	239_12	4046_15	 
Salmonella enterica subsp. enterica serovar Dublin str. HWS51 (687860.3)	3137_1, 4201	3966	3045, 966	3968	3967	4512_7	309	309	4014_12	304_15	 
Salmonella enterica subsp. enterica serovar Dublin str. SL1438 (687915.3)	2862_1, 4803	4626	3107, 883	4628	4627	3391_7	2489	2489	4673_12	2494_15	 
Salmonella enterica subsp. enterica serovar Dublin str. UC16 (1192688.3)	3410_1, 4618	1995	3793, 3842	1993	1994	3827_7	2394	2394	1948_12	2389_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. P125109 (550537.3)	1047, 3420_1	193	2717, 436	191	192	4184_7	3780	3780	148_12	3775_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 08-0128 (1182760.3)	3654, 4523_1	2803	3183, 3380	2805	2804	4587_7	1335	1335	2852_12	1330_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 08-0627 (1182761.3)	1359, 3278_1	4044	4392, 863	4042	4043	4709_7	4127	4127	3477_12	4122_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 13-1 (696866.4)	2496_1, 3280	4200	274, 976	4202	4201	3571_7	1839	1839	4249_12	1834_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 17927 (984212.3)	2065_1, 426	762	3170, 3824	760	761	1878_7	4050	4050	714_12	4045_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 18569 (696867.3)	2578_1, 4340	1088	1357, 4599	1086	1087	315_7	291	291	1039_12	296_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 20037 (696864.3)	2391_1, 4375	647	2573, 3909	649	648	2650_7	1185	1185	1551_12	1190_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010-1237 (1179780.3)	2374, 3276_1	3052	304, 3640	3050	3051	4611_7	3902, 3903	3902, 3903	3004_12	3897_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0669 (1182757.3)	3641_1, 434	3311	1631, 4277	3313	3312	4784_7	4127, 4129	4127, 4129	3359_12	4122_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-2599 (1182758.3)	313, 3711_1	3237	1502, 4206	3239	3238	4770_7	4055, 4056	4055, 4056	3286_12	4050_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 22510-1 (926037.3)	1135, 3519_1	2109	1533, 655	2107	2108	91_7	3615	3615	2060_12	3620_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 485549-17 (910413.3)	3825, 670_1	2924	1593, 2096	2922	2923	3350_7	4035	4035	775_12	4040_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 50-3079 (1090945.3)	4406, 560_1	608	3617, 4023	606	607	3967_7	1241	1241	3875_12	1236_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 53-407 (1116477.3)	1840_1, 2718	403	3706, 724	401	402	1872_7	4112	4112	355_12	4107_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 22-17 (984215.3)	1774, 625_1	3311	4170, 432	3309	3310	613_7	4345	4345	3679_12	4350_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 40-18 (984216.3)	3785, 4071_1	3484	1088, 4434	3486	3485	4243_7	3372	3372	3534_12	3377_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 42-20 (984233.3)	2122, 4083_1	4555	2580, 3659	4553	4554	3845_7	2160, 2161	2160, 2161	4507_12	2166_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 561362 1-1 (984217.3)	1748, 3270_1	320	1688, 4556	322	321	1887_7	2952	2952	369_12	2957_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 561362 9-7 (984232.3)	3260_1, 4022	507	2526, 2669	509	508	4284_7	3683, 3684	3683, 3684	556_12	3689_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 576709 (887063.3)	3483, 4205_1	3090	1587, 723	3088	3089	3286_7	3879	3879	3041_12	3884_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 58-6482 (1116476.3)	12, 2001_1	2109	2932, 4571	2111	2110	121_7	1743	1743	2160_12	1738_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 596866-22 (910414.3)	4080, 997_1	2772	151, 362	2774	2773	3941_7	3805	3805	2819_12	3800_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 596866-70 (910415.3)	1702_1, 3641	2978	4553, 469	2980	2979	47_7	3992	3992	676_12	3987_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-2 (887070.3)	4140, 4203_1	1982	1521, 2899	1984	1983	622_7	706	706	2031_12	711_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-6 (891413.3)	3757, 4191_1	231	1272, 1549	233	232	3277_7	3966	3966	278_12	3971_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-16 (887068.3)	200_1, 4535	1479	2431, 258	1481	1480	112_7	1016	1016	1527_12	1021_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-19 (887069.3)	3275_1, 4454	2083	3704, 4085	2085	2084	1954_7	1865	1865	2132_12	1860_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-9 (891412.3)	1911, 4272_1	462	4552, 863	460	461	4303_7	3925	3925	414_12	3920_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 62-1976 (1079476.3)	1921_1, 3835	989	32, 4565	991	990	3965_7	164	164	1037_12	159_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 622731-39 (887064.3)	141_1, 2225	308	1455, 644	306	307	3102_7	3928	3928	259_12	3923_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629163 (891414.3)	2765_1, 3759	2103	1540, 402	2101	2102	4237_7	718	718	2056_12	713_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629164-26 (910416.3)	2658, 4623_1	1867	3508, 3877	1869	1868	3909_7	3949	3949	1916_12	3944_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629164-37 (910417.3)	2073_1, 4567	2241	1652, 42	2239	2240	110_7	3875	3875	2194_12	3870_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 635290-58 (887067.3)	1945_1, 3400	2194	2821, 4384	2192	2193	1454_7	3790	3790	2147_12	3795_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 638970-15 (938147.3)	1321, 3609_1	4571	1021, 3696	4569	4570	3275_7	299	299	4523_12	294_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639016-6 (887065.3)	1579, 4098_1	2252	4487, 488	2250	2251	758_7	2903	2903	2203_12	2898_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639672-46 (910418.3)	1420, 4259_1	1995	213, 3729	1997	1996	1872_7	3979	3979	2043_12	3984_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639672-50 (910419.3)	2835_1, 4415	675	1745, 2997	677	676	3379_7	894	894	722_12	899_15	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 640631 (887066.3)	2252, 71_1	683	1739, 3631	681	682	3885_7	3305	3305	635_12	3300_15	 
