Organism	MqnA	MqnE	MqnBX	MqnC	MqnDZ	MqnLP	MenF	MenD	MenHY	MenC	MenE	MenB	MenIJ	MenA	MenG	tDHNA	tDHNACOA	tSBZCOA	tSUCBZ	t2SHCHC	tICHOR
Staphylococcus aureus subsp. aureus TCH60 (548473.6)							2141	2139, 2140	2138	1320	1319	2137	2251	2142	226, 1693						
Staphylococcus aureus subsp. aureus TCH70 (548475.3)							1273	1274	1275	778	779	1276		1272	396						
Staphylococcus aureus subsp. aureus TW20 (663951.4)							1103	1104	1105		1911	1106	1002	1102	289, 1571						
Staphylococcus aureus subsp. aureus USA300 (367830.3)							1689	1511	1512		1381	1513	790	1510	1734, 2190						
Staphylococcus aureus subsp. aureus USA300_FPR3757 (451515.3)							1038	1039	1040		1893	1041	937	1037	322, 1490						
Staphylococcus aureus subsp. aureus USA300_TCH1516 (451516.9)							1042	1043	1044		1882	1045	942	1041	312, 1495						
Staphylococcus aureus subsp. aureus VC40 (1028799.3)							870	871	872		1632	873	773	869	210, 1311						
Staphylococcus aureus subsp. aureus VCU006 (904313.3)							1224	1225	1226	1058	1059	1227	1597	1223	2027						
Staphylococcus aureus subsp. aureus VH60 (1226740.3)							902	903	904	1055	1054	905		901	1813						
Staphylococcus aureus subsp. aureus VRS1 (1116214.3)							909	910	911, 1204	1693	1694	912	812	908	221, 1342						
Staphylococcus aureus subsp. aureus VRS10 (1116223.3)							919	920	921, 1226	1741	1742	922	822	918	256, 1364						
Staphylococcus aureus subsp. aureus VRS11a (1116224.3)							988	989	990, 1282	1737	1738	991	892	987	276, 1419						
Staphylococcus aureus subsp. aureus VRS11b (1116225.3)							957	958	959, 1254	1710	1711	960	861	956	276, 1391						
Staphylococcus aureus subsp. aureus VRS2 (1116215.3)							868	869	870, 1258	1706	1707	871	772	867	219, 1395						
Staphylococcus aureus subsp. aureus VRS3a (1116216.3)							876	877	878	1616	1617	879	779	875	210, 1305						
Staphylococcus aureus subsp. aureus VRS4 (1116217.3)							939	940	941, 1232	1687	1688	942	843	938	221, 1368						
Staphylococcus aureus subsp. aureus VRS5 (1116218.3)							906	907	908	1660	1661	909	810	905	225, 1344						
Staphylococcus aureus subsp. aureus VRS6 (1116219.3)							866	867	868, 1158	1636	1637	869	769	865	198, 1292						
Staphylococcus aureus subsp. aureus VRS7 (1116220.3)							976	977	978	1729	1730	979	880	975	255, 1415						
Staphylococcus aureus subsp. aureus VRS8 (1116221.3)							889	890	891, 1189	1638	1639	892	792	888	221, 1326						
Staphylococcus aureus subsp. aureus VRS9 (1116222.3)							930	931	932, 1223	1744	1745	933	832	929	247, 1362						
Staphylococcus aureus subsp. aureus WBG10049 (585160.3)							505	506	507	1325	1326	508	402	504	951, 1792						
Staphylococcus aureus subsp. aureus WW2703/97 (585161.3)							710	711	712	1531	1532	713	614	709	285						
Staphylococcus aureus VH221 (1278074.4)							2054	2053	1871, 2052	2471	2472	2051		2055	1619						
Staphylococcus capitis QN1 (1189311.3)							2118	2117	2116	532	533	2115	2201	2119	241						
Staphylococcus capitis SK14 (553212.3)							1686	1685	1684	1380	1381	1683	518	1687	1028						
Staphylococcus capitis VCU116 (904334.4)							1939	1938	1937	405	406	1936	1748	1940	2211						
Staphylococcus caprae C87 (435838.3)							535	536	537	1246	1247	538	449	534	953						
Staphylococcus epidermidis 12142587 (1235440.3)							2286	2285	2284	949	950	2283	1766	2287	58						
Staphylococcus epidermidis 14.1.R1.SE (1000590.6)							1533, 1534	1535	1536	2397	2398	1537	302	1532	604						
Staphylococcus epidermidis 41tr (1294271.3)							912	910, 911	909	2598	2597	908	1070	913	245						
Staphylococcus epidermidis 528m (1294272.3)							341	340	339, 2212	1376	1375	338	799	342	2628, 2629						
Staphylococcus epidermidis A487 (904143.3)							600	601	602	1277	1278	603	519	599	982						
Staphylococcus epidermidis ATCC 12228 (176280.10)							715	716	717, 987	1429	1430	718	611	714	1130						
Staphylococcus epidermidis AU12-03 (1220510.3)							730, 731	729	462, 728	37	36	727	839	732	329						
Staphylococcus epidermidis BCM-HMP0060 (525374.3)							1047	1048	1049, 1312	1795	1796	1050	873	1046	1506						
Staphylococcus epidermidis BVS058A4 (883130.3)							366	367	368	1055	1056	369	274	365	767						
Staphylococcus epidermidis FRI909 (764544.3)							1415	1416	1417	1122	1123	1418	86	1414	832						
Staphylococcus epidermidis M0881 (1213731.3)							540	541	542, 807	1239	1240	543	419	539	949						
Staphylococcus epidermidis M23864:W2(grey) (525375.3)							566	565	302, 564	1330	1329	563	1643	567	163						
Staphylococcus epidermidis NIH04003 (1155132.3)							450	451	452, 715	1152	1153	453	353	449	855						
Staphylococcus epidermidis NIH04008 (979222.3)							1623	1624	378, 1625	615	616	1626	2407	1622	2115						
Staphylococcus epidermidis NIH05001 (979221.3)							47	46	45, 737	1372	1371	44	2281	48	113						
Staphylococcus epidermidis NIH05003 (1155133.3)							445	446	447, 710	1141	1142	448	351	444	849						
Staphylococcus epidermidis NIH05005 (979220.3)							304	305	306, 770	1756	1757	307	2125	303	519						
Staphylococcus epidermidis NIH051475 (1155130.3)							487	488	489	1192	1193	490	376	486	895						
Staphylococcus epidermidis NIH051668 (1155131.3)							440	441	442, 753	1189	1190	443	346	439	894						
Staphylococcus epidermidis NIH06004 (1155134.3)							1133	1132	1131, 1652	2085	2086	1130	1292	1134	1792						
Staphylococcus epidermidis NIH08001 (1155135.3)							743	742	476, 741	41	40	740	839	744	335						
Staphylococcus epidermidis NIHLM001 (979219.3)							292	293	294	2111	2110	295	1228	291	339						
Staphylococcus epidermidis NIHLM003 (979218.3)							1994	1993	1992	1034	1035	1991	2104	1995	743						
Staphylococcus epidermidis NIHLM008 (979217.3)							758	757	487, 756	51	50	755	857	759	347						
Staphylococcus epidermidis NIHLM015 (979216.3)							474	475	476	1158	1159	477	336	473	870						
Staphylococcus epidermidis NIHLM018 (979215.3)							434	433	432, 444	1595	1594	431	1993	435	503						
Staphylococcus epidermidis NIHLM020 (979213.3)							440	439	438, 821	1939	1940	437	1883	441	962						
Staphylococcus epidermidis NIHLM021 (979212.3)							328	329	330, 771	549	550	331	455	327	810						
Staphylococcus epidermidis NIHLM023 (979211.3)							347	348	349	1220	1221	350, 351	1808	346	719						
Staphylococcus epidermidis NIHLM031 (979214.3)							215	216	217	475	476	218	1015	214	791						
Staphylococcus epidermidis NIHLM037 (979210.3)							690	689	688	1282	1283	687	147	691	990						
Staphylococcus epidermidis NIHLM039 (979209.3)							1099	1098	831, 1097	394	393	1096	1198	1100	689						
Staphylococcus epidermidis NIHLM040 (979208.3)							1907, 1908	1909	1910	630	631	1911	1159	1906	333						
Staphylococcus epidermidis NIHLM049 (979207.3)							972	973	974, 1237	1668	1669	975	808	971	1374						
Staphylococcus epidermidis NIHLM053 (979206.3)							1004	1005	1006	1585	1586	1007	273	1003	697						
Staphylococcus epidermidis NIHLM057 (979205.3)							866	865	864	1428	1429	863	955	867	1532						
Staphylococcus epidermidis NIHLM061 (979204.3)							1051	1050	1049	364	363	1048	1180	1052	653						
Staphylococcus epidermidis NIHLM067 (979203.3)							1955	1954	600, 1953	1990	1991	1952	402	1956	731						
Staphylococcus epidermidis NIHLM087 (979201.3)							41	40	39	1404	1403	38	188	42	825						
Staphylococcus epidermidis NIHLM088 (979200.3)							187	186	24, 185	679	678	184	2299	188	797						
Staphylococcus epidermidis NIHLM095 (979199.3)							291	290	289	1617	1618	288	439	292	808						
Staphylococcus epidermidis RP62A (176279.9)							610	611	612, 879	1324	1325	613	508	609	1013						
Staphylococcus epidermidis SK135 (596317.3)							2144	2143	1778, 2142	1327	1326	2141	1091	2145	1639						
Staphylococcus epidermidis UC7032 (1327991.3)							720	721	722	1220	1219	723	1330	719	143						
Staphylococcus epidermidis VCU028 (904317.3)							1867	1866	1085, 1865	483	484	1864	545	1868	182						
Staphylococcus epidermidis VCU037 (904319.3)							1032	1031	1030, 1685	1984	1985	1029	1931	1033	462						
Staphylococcus epidermidis VCU041 (904320.3)							609	608	607, 1567	1356	1357	606	767	610	2219						
Staphylococcus epidermidis VCU045 (904321.3)							1321	1322	775, 1323	1997	1998	1324	447	1320	1465						
Staphylococcus epidermidis VCU065 (904324.3)							1769	1768	1097, 1767	84	83	1766	669	1770	983						
Staphylococcus epidermidis VCU071 (904325.3)							1172	1173	1174	2071	2072	1175	1554	1171	635						
Staphylococcus epidermidis VCU081 (904326.3)							512	511	409, 510	678	679	509	257	513	943						
Staphylococcus epidermidis VCU105 (904328.3)							1189	1188	299, 1187	1032	1033	1186	1289	1190	1821						
Staphylococcus epidermidis VCU107 (904329.3)							2252	2253	345, 2254	1002	1003	2255	926	2251	1089						
Staphylococcus epidermidis VCU109 (904330.3)							2252	2253	345, 2254	1002	1003	2255	926	2251	1089						
Staphylococcus epidermidis VCU116 (904334.3)							1941	1940	1939	405	406	1938	1750	1942	2212						
Staphylococcus epidermidis VCU117 (904335.3)							503	502	501, 937	1551	1550	500	212	504	2066						
Staphylococcus epidermidis VCU118 (904336.3)							454	453	452	2258	2257	451	2297	455	1186						
Staphylococcus epidermidis VCU120 (904337.3)							746	745	479, 744	2203	2204	743	1210	747	295						
Staphylococcus epidermidis VCU123 (904340.3)							108	107	106, 1661	1651	1650	105	171	109	985						
Staphylococcus epidermidis VCU125 (904341.3)							1700	1701	1071, 1702	1489	1488	1703	997	1699	1778						
Staphylococcus epidermidis VCU126 (904342.3)							1751	1752	334, 1753	247	248	1754	1021	1750	2053						
Staphylococcus epidermidis VCU127 (904343.3)							1766	1767	210, 1768	50	51	1769	2033	1765	1175						
Staphylococcus epidermidis VCU128 (904344.3)							401	400	399	461	462	398	2131	402	186						
Staphylococcus epidermidis VCU129 (904345.3)							1814	1813	1812	2237	2238	1811	629	1815	271						
Staphylococcus epidermidis VCU144 (904347.3)							68	67	66, 1748	1788	1789	65	1053	69	1539						
Staphylococcus equorum subsp. equorum Mu2 (1159488.5)							1896	1897	1898	2697	2698	1899		1895	2394						
Staphylococcus haemolyticus JCSC1435 (279808.8)							1895	1894	1893	1117	1116	1892	1978	1896	615, 1422						
Staphylococcus haemolyticus R1P1 (1134914.3)							2188	2189	2190	2209	2208	2191	1612	2187	559, 1838						
Staphylococcus hominis SK119 (629742.3)							256	257	258	1737	1736	259	182	255	1888						
Staphylococcus hominis subsp. hominis C80 (435837.3)							1825	1824	1823	1154	1153	1822	1900	1826	1435						
Staphylococcus hominis subsp. hominis ZBW5 (1185421.3)							1518	1517	1516	2234	2235	1515	1598	1519	2128						
Staphylococcus hominis VCU122 (904339.3)							860	859	858	1148	1149	857	941	861	1428						
Staphylococcus lugdunensis ACS-027-V-Sch2 (883164.3)							825	824	823	147	146	822	909	826	438, 867						
Staphylococcus lugdunensis HKU09-01 (698737.3)							1771	1770	1769	1081	1080	1768	1853	1772	1374, 1812						
Staphylococcus lugdunensis M23590 (525377.3)							762	761	760	33	32	759	846	763	373						
Staphylococcus lugdunensis N920143 (1034809.4)							1804	1803	1802	1128	1127	1801	1886	1805	1418, 1845						
Staphylococcus pettenkoferi VCU012 (904314.5)							1055	1054	1053	667	666	1052		1056	1268						
Staphylococcus pseudintermedius ED99 (984892.3)							1651	1650	1649	911	910	1648	1774	1652	1223						
Staphylococcus pseudintermedius HKU10-03 (937773.3)							737	738	739	1553	1554	740	625	736	1171						
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 (342451.11)							1747	1746	1439, 1745	972	971	1744	1827	1748	198, 1277, 2383						
Staphylococcus simulans ACS-120-V-Sch1 (883166.5)							936	937	938	1731	1732	939		935	1450						
Staphylococcus vitulinus F1028 (1167632.5)							924	923	922	1480	1481	921		925							
Staphylococcus warneri L37603 (596319.3)							644	643	642	2023	2022	641	725	645	1040						
Staphylococcus warneri SG1 (1194526.3)							1714	1713	1712	965	964	1711	1797	1715	1259						
Staphylococcus xylosus NJ (1262650.3)							2114	2115	2116	219	220	2117		2113	2539						
Stenotrophomonas maltophilia Ab55555 (1183154.3)													63		3731		][				
Stenotrophomonas maltophilia ATCC 19867 (1279018.3)													446		2072		][				
Stenotrophomonas maltophilia D457 (1163399.5)													102		3733		][				
Stenotrophomonas maltophilia K279a (522373.3)													132		3834		][				
Stenotrophomonas maltophilia PML168 (1118235.3)													2516		3659		][				
Stenotrophomonas maltophilia R551-3 (391008.4)													103		3494		][				
Streptococcus agalactiae 09mas018883 (1309806.3)														1704		][					
Streptococcus agalactiae 2603V/R (208435.3)														1752		][					
Streptococcus agalactiae A909 (205921.4)														1718	442, 444	][					
Streptococcus agalactiae BSU108 (1154833.3)														835		][					
Streptococcus agalactiae BSU133 (1105233.3)														1773	1256, 1258	][					
Streptococcus agalactiae BSU165 (1154831.3)														378		][					
Streptococcus agalactiae BSU174 (1105234.3)														1478		][					
Streptococcus agalactiae BSU178 (1154829.3)														281	1058, 1060	][					
Streptococcus agalactiae BSU247 (1154827.3)														1109	1404	][					
Streptococcus agalactiae BSU248 (1105279.3)														847	520, 522	][					
Streptococcus agalactiae BSU252 (1105277.3)														818		][					
Streptococcus agalactiae BSU253 (1105281.3)														1897		][					
Streptococcus agalactiae BSU260 (1105231.3)														1783	773, 775	][					
Streptococcus agalactiae BSU442 (1154826.3)														805		][					
Streptococcus agalactiae BSU447 (1105280.3)														625		][					
Streptococcus agalactiae BSU450 (1154825.3)														1899	376, 378	][					
Streptococcus agalactiae BSU451 (1105232.3)														700	705	][					
Streptococcus agalactiae BSU454 (1105278.3)														1106	381, 383	][					
Streptococcus agalactiae BSU92 (1154832.3)														1561		][					
Streptococcus agalactiae BSU96 (1154830.3)														1425		][					
Streptococcus agalactiae CCUG 17336 (1105253.3)														637		][					
Streptococcus agalactiae CCUG 19094 (1154807.3)														773		][					
Streptococcus agalactiae CCUG 24810 (1154808.3)														2094		][					
Streptococcus agalactiae CCUG 25532 (1154809.3)														1117	600	][					
Streptococcus agalactiae CCUG 28551 (1105254.3)														1446		][					
Streptococcus agalactiae CCUG 29376 (1105255.3)														1745	1183, 1185	][					
Streptococcus agalactiae CCUG 29782 (1105256.3)														980	243, 245	][					
Streptococcus agalactiae CCUG 30636 (1105257.3)														747		][					
Streptococcus agalactiae CCUG 37430 (1154810.3)														598		][					
Streptococcus agalactiae CCUG 37736 (1105258.3)														446		][					
Streptococcus agalactiae CCUG 37737 (1154811.3)														800		][					
Streptococcus agalactiae CCUG 37738 (1154812.3)														663		][					
Streptococcus agalactiae CCUG 37739 (1105259.3)														1567		][					
Streptococcus agalactiae CCUG 37740 (1105260.3)														1481		][					
Streptococcus agalactiae CCUG 37741 (1154813.3)														1612		][					
Streptococcus agalactiae CCUG 37742 (1154814.3)														1076		][					
Streptococcus agalactiae CCUG 38383 (1154815.3)														732		][					
Streptococcus agalactiae CCUG 39096 A (1154816.3)														1885	853, 855	][					
Streptococcus agalactiae CCUG 44074 (1105262.3)														498		][					
Streptococcus agalactiae CCUG 44110 (1105264.3)														1240	1222, 1224	][					
Streptococcus agalactiae CCUG 44140 (1105265.3)														907		][					
Streptococcus agalactiae CCUG 44186 (1105266.3)														552		][					
Streptococcus agalactiae CCUG 45061 (1105267.3)														403		][					
Streptococcus agalactiae CCUG 47293 (1105268.3)														1861	1289, 1291	][					
Streptococcus agalactiae CCUG 49072 (1105269.3)														753		][					
Streptococcus agalactiae CCUG 49086 (1105270.3)														1513		][					
Streptococcus agalactiae CCUG 49087 (1154818.3)														1343		][					
Streptococcus agalactiae CCUG 49100 (1105271.3)														744		][					
Streptococcus agalactiae CCUG 91 (1105252.3)														1938		][					
Streptococcus agalactiae CJB111 (342617.4)														1147		][					
Streptococcus agalactiae FSL C1-487 (1154771.3)														1937		][					
Streptococcus agalactiae FSL C1-494 (1154783.3)														1268		][					
Streptococcus agalactiae FSL F2-338 (1154803.3)														1718		][					
Streptococcus agalactiae FSL F2-343 (1154800.3)														1672	841, 843	][					
Streptococcus agalactiae FSL S3-001 (1154805.3)														1193		][					
Streptococcus agalactiae FSL S3-003 (1154806.3)														1936		][					
Streptococcus agalactiae FSL S3-005 (1154804.3)														1563		][					
Streptococcus agalactiae FSL S3-014 (1154797.3)														1320	476, 478	][					
Streptococcus agalactiae FSL S3-023 (1154794.3)														1085		][					
Streptococcus agalactiae FSL S3-026 (876138.3)														1948		][					
Streptococcus agalactiae FSL S3-034 (1154779.3)														1900		][					
Streptococcus agalactiae FSL S3-090 (1154796.3)														1516		][					
Streptococcus agalactiae FSL S3-102 (1154798.3)														1462		][					
Streptococcus agalactiae FSL S3-105 (1154782.3)														2041		][					
Streptococcus agalactiae FSL S3-128 (1154791.3)														1269		][					
Streptococcus agalactiae FSL S3-137 (1154801.3)														1421	1635, 1637	][					
Streptococcus agalactiae FSL S3-222 (1154780.3)														1269		][					
Streptococcus agalactiae FSL S3-268 (1154802.3)														176		][					
Streptococcus agalactiae FSL S3-277 (1154781.3)														2080		][					
Streptococcus agalactiae FSL S3-337 (1154795.3)														151		][					
Streptococcus agalactiae FSL S3-586 (1154776.3)														2374		][					
Streptococcus agalactiae FSL S3-608 (1154778.3)														1354		][					
