Organism	AspA	Asd	HSDH	HSST	HSAT	CTGS	AHSH	CTBL	CTGL	CTBS	MetH	MetE	BhmT	MmuM	MetABC	MetT
Salmonella enterica subsp. enterica serovar Agona str. 04.O.05 (1265657.3)	1641_1, 3031_1, 3518_1	916	3031_1, 3518_1	1688	 	3030	 	 	 	 	1681	1090_18	 	 	4321_24	 
Salmonella enterica subsp. enterica serovar Agona str. 05.O.06 (1265678.3)	2505_1, 2569_1, 3089_1	867	2505_1, 3089_1	2616	 	2504	 	 	 	 	2609	2683_18	 	 	4321_24	 
Salmonella enterica subsp. enterica serovar Agona str. 06.O.05 (1265642.3)	1507_1, 3232_1, 3685_1	740	3232_1, 3685_1	1554	 	3231	 	 	 	 	1547	4043_18	 	 	4633_24	 
Salmonella enterica subsp. enterica serovar Agona str. 07.O.05 (1265611.3)	1743_1, 3332_1, 3841_1	713	3332_1, 3841_1	1790	 	3333	 	 	 	 	1783	4106_18	 	 	4698_24	 
Salmonella enterica subsp. enterica serovar Agona str. 08.A.05 (1265637.3)	3734_1, 3835_1, 4302_1	1797	3835_1, 4302_1	3687	 	3836	 	 	 	 	3694	3916_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 10.A.05 (1265679.3)	3610_1, 3714_1, 4191_1	1731	3714_1, 4191_1	3562	 	3715	 	 	 	 	3569	3795_18	 	 	4332_24	 
Salmonella enterica subsp. enterica serovar Agona str. 11.A.05 (1265643.3)	2380_1, 3291_1, 4134_1	1800	2380_1, 4134_1	3338	 	4135	 	 	 	 	3331	4190_18	 	 	4469_24	 
Salmonella enterica subsp. enterica serovar Agona str. 12.A.06 (1265612.3)	2708_1, 3076_1, 3981_1	1834	2708_1, 3981_1	3125	 	3982	 	 	 	 	3118	4083_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 13.E.05 (1265638.3)	2466_1, 4108_1, 4209_1	1730	2466_1, 4209_1	4058	 	4210	 	 	 	 	4066	4290_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 14.E.05 (1265659.3)	2031_1, 2459_1, 4099_1	1482	2031_1, 4099_1	2506	 	4100	 	 	 	 	2499	4179_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 15.H.03 (1265680.3)	2060_1, 3388_1, 3793_1	1135	3388_1, 3793_1	4086	 	3387	 	 	 	 	4093	3941_18	 	 	4275_24	 
Salmonella enterica subsp. enterica serovar Agona str. 17.H.06 (1265613.3)	1954_1, 3632_1, 3889_1	1064	3632_1, 3889_1	1907	 	3631	 	 	 	 	1914	4180_18	 	 	4417_24	 
Salmonella enterica subsp. enterica serovar Agona str. 18.H.07 (1265644.3)	2589_1, 3558_1, 3815_1	1046	3558_1, 3815_1	2541	 	3557	 	 	 	 	2548	3963_18	 	 	4571_24	 
Salmonella enterica subsp. enterica serovar Agona str. 19.F.03 (1265668.3)	1365_1, 1451_1, 3729_1	542	1365_1, 3729_1	1404	 	1364	 	 	 	 	1411	3881_18	 	 	4300_24	 
Salmonella enterica subsp. enterica serovar Agona str. 20.H.06 (1265614.3)	2514_1, 3506_1, 4547_1	1665	3506_1, 4547_1	2562	 	3505	 	 	 	 	2555	4007_18	 	 	4621_24	 
Salmonella enterica subsp. enterica serovar Agona str. 21.H.10 (1265650.3)	1264_1, 1810_1, 3571_1	858	1264_1, 3571_1	1858	 	3570	 	 	 	 	1851	3723_18	 	 	4357_24	 
Salmonella enterica subsp. enterica serovar Agona str. 22.H.04 (1265618.3)	1963_1, 2344_1, 3741_1	1135	1963_1, 3741_1	2296	 	3740	 	 	 	 	2303	4209_18	 	 	4459_24	 
Salmonella enterica subsp. enterica serovar Agona str. 23.F.01 (1265639.3)	1354_1, 1468_1, 1803_1	850	1354_1, 1468_1	1852	 	1353	 	 	 	 	1845	3704_18	 	 	4339_24	 
Salmonella enterica subsp. enterica serovar Agona str. 24.H.04 (1265660.3)	2175_1, 2283_1, 3761_1	1321	2283_1, 3761_1	2224	 	3760	 	 	 	 	2217	4054_18	 	 	4575_24	 
Salmonella enterica subsp. enterica serovar Agona str. 26.F.98 (1265681.3)	1062_1, 1354_1, 3633_1	3999	1062_1, 3633_1	1402	 	1061	 	 	 	 	1395	2846_18	 	 	582_24	 
Salmonella enterica subsp. enterica serovar Agona str. 27.O.98 (1265645.3)	1201_1, 2795_1, 3420_1	819	2795_1, 3420_1	1250	 	2794	 	 	 	 	1243	3573_18	 	 	4464_24	 
Salmonella enterica subsp. enterica serovar Agona str. 28.O.08 (1265615.3)	1300_1, 2900_1, 3450_1	592	2900_1, 3450_1	1349	 	2899	 	 	 	 	1342	3613_18	 	 	4381_24	 
Salmonella enterica subsp. enterica serovar Agona str. 29.O.08 (1265640.3)	1342_1, 1966_1, 2302_1	762	1342_1, 2302_1	3343	 	2303	 	 	 	 	3336	4096_18	 	 	4173_24	 
Salmonella enterica subsp. enterica serovar Agona str. 30.H.04 (1265661.3)	2482_1, 3221_1, 4030_1	1960	2482_1, 4030_1	3270	 	4031	 	 	 	 	3262	4086_18	 	 	4485_24	 
Salmonella enterica subsp. enterica serovar Agona str. 31.H.09 (1265682.3)	3649_1, 3749_1, 3905_1	1772	3749_1, 3905_1	3601	 	3750	 	 	 	 	3608	4163_18	 	 	4331_24	 
Salmonella enterica subsp. enterica serovar Agona str. 32.A.00 (1265646.3)	2510_1, 2587_1, 4194_1	495	2510_1, 4194_1	2636	 	2509	 	 	 	 	2629	3260_18	 	 	4386_24	 
Salmonella enterica subsp. enterica serovar Agona str. 33.A.05 (1265616.3)	1415_1, 3261_1, 4187_1	717	3261_1, 4187_1	1465	 	3262	 	 	 	 	1457	3214_18	 	 	4021_24	 
Salmonella enterica subsp. enterica serovar Agona str. 34.H.09 (1265641.3)	3434_1, 3534_1, 4123_1	1787	3534_1, 4123_1	3385	 	3535	 	 	 	 	3392	3732_18	 	 	3643_24	 
Salmonella enterica subsp. enterica serovar Agona str. 35.H.08 (1265669.3)	2774_1, 3546_1, 4165_1	1796	3546_1, 4165_1	2824	 	3545	 	 	 	 	2816	4313_18	 	 	4596_24	 
Salmonella enterica subsp. enterica serovar Agona str. 36.H.00 (1265617.3)	2085_1, 2768_1, 4073_1	1795	2085_1, 4073_1	2818	 	4074	 	 	 	 	2811	4172_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 37.F.02 (1265651.3)	1422_1, 3090_1, 3650_1	718	3090_1, 3650_1	1373	 	3089	 	 	 	 	1380	3774_18	 	 	4350_24	 
Salmonella enterica subsp. enterica serovar Agona str. 38.O.03 (1265621.3)	1558_1, 3506_1, 3652_1	1355	3506_1, 3652_1	1606	 	3505	 	 	 	 	1599	3205_18	 	 	4519_24	 
Salmonella enterica subsp. enterica serovar Agona str. 39.O.03 (1265647.3)	2363_1, 2493_1, 4081_1	4230	2493_1, 4081_1	2327	 	2494	 	 	 	 	2320	2608_18	 	 	924_24	 
Salmonella enterica subsp. enterica serovar Agona str. 40.E.08 (1265622.3)	3193_1, 3342_1, 4071_1	2041	3193_1, 4071_1	3390	 	4072	 	 	 	 	3383	4151_18	 	 	4640_24	 
Salmonella enterica subsp. enterica serovar Agona str. 41.E.09 (1265652.3)	2046_1, 3647_1, 3891_1	394	2046_1, 3891_1	1759	 	3892	 	 	 	 	1752	4078_18	 	 	3477_24	 
Salmonella enterica subsp. enterica serovar Agona str. 42.E.09 (1265648.3)	1548_1, 3915_1, 4400_1	371	1548_1, 3915_1	1715	 	1547	 	 	 	 	1708	3978_18	 	 	3660_24	 
Salmonella enterica subsp. enterica serovar Agona str. 43.E.09 (1265670.3)	3698_1, 3795_1, 4355_1	1832	3795_1, 4355_1	3651	 	3796	 	 	 	 	3658	3876_18	 	 	4496_24	 
Salmonella enterica subsp. enterica serovar Agona str. 45.E.09 (1265653.3)	2388_1, 2934_1, 3923_1	580	2388_1, 2934_1	2270	 	2387	 	 	 	 	2263	3317_18	 	 	3701_24	 
Salmonella enterica subsp. enterica serovar Agona str. 46.E.09 (1265623.3)	2815_1, 4403_1, 907_1	430	2815_1, 907_1	2699	 	2814	 	 	 	 	2692	3413_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 48.E.08 (1265675.3)	2841_1, 3792_1, 3948_1	1842	2841_1, 3948_1	3745	 	3949	 	 	 	 	3752	4029_18	 	 	4499_24	 
Salmonella enterica subsp. enterica serovar Agona str. 49.E.09 (1265625.3)	3725_1, 3836_1, 4338_1	972	3836_1, 4338_1	3678	 	3835	 	 	 	 	3685	4146_18	 	 	4080_24	 
Salmonella enterica subsp. enterica serovar Agona str. 50.E.08 (1265662.3)	1999_1, 2753_1, 4254_1	58	2753_1, 4254_1	2047	 	2754	 	 	 	 	2040	1890_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 51.E.09 (1265628.3)	2597_1, 2671_1, 3167_1	4295	2597_1, 3167_1	2719	 	2596	 	 	 	 	2712	801_18	 	 	4239_24	 
Salmonella enterica subsp. enterica serovar Agona str. 52.F.08 (1265655.3)	3659_1, 3755_1, 4222_1	1939	3755_1, 4222_1	3610	 	3756	 	 	 	 	3617	3836_18	 	 	4299_24	 
Salmonella enterica subsp. enterica serovar Agona str. 53.F.08 (1265676.3)	3461_1, 3563_1, 4345_1	1580	3563_1, 4345_1	3412	 	3564	 	 	 	 	3419	3801_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 54.O.08 (1265626.3)	2411_1, 3718_1, 4205_1	1504	3718_1, 4205_1	2459	 	3719	 	 	 	 	2452	3872_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 55.U.08 (1265663.3)	2630_1, 2922_1, 3877_1	1764	2630_1, 3877_1	2971	 	3878	 	 	 	 	2964	4004_18	 	 	3914_24	 
Salmonella enterica subsp. enterica serovar Agona str. 56.O.08 (1265629.3)	1938_1, 3612_1, 3757_1	1447	1938_1, 3757_1	3563	 	3758	 	 	 	 	3570	4042_18	 	 	4407_24	 
Salmonella enterica subsp. enterica serovar Agona str. 57.A.08 (1265656.3)	1817_1, 3473_1, 3606_1	2084	1817_1, 3473_1	4298	 	3474	 	 	 	 	3561, 3562, 3563	2143_18	 	 	2512_24, 2513_23, 4479_24	 
Salmonella enterica subsp. enterica serovar Agona str. 58.E.08 (1265677.3)	2564_1, 3865_1, 4008_1	1814	2564_1, 4008_1	3818	 	4009	 	 	 	 	3825	4208_18	 	 	 	 
Salmonella enterica subsp. enterica serovar Agona str. 59.F.08 (1265631.3)	3570_1, 3723_1, 4423_1	1738	3723_1, 4423_1	3521	 	3724	 	 	 	 	3528	3877_18	 	 	2266_24	 
Salmonella enterica subsp. enterica serovar Agona str. 60.O.08 (1265664.3)	2370_1, 3509_1, 3757_1	1305	3509_1, 3757_1	2418	 	3508	 	 	 	 	2411	4019_18	 	 	4542_24	 
Salmonella enterica subsp. enterica serovar Agona str. 61.O.08 (1265630.3)	2206_1, 3831_1, 3998_1	1762	3831_1, 3998_1	2254	 	3830	 	 	 	 	2247	4345_18	 	 	4414_24	 
Salmonella enterica subsp. enterica serovar Agona str. 62.H.72 (1265666.3)	1185_1, 1419_1, 2090_1	958	1185_1, 1419_1	114	 	1420	 	 	 	 	107	1332_18	 	 	4503_24	 
Salmonella enterica subsp. enterica serovar Agona str. 63.H.87 (1265619.3)	1861_1, 3799_1, 3800_1, 4076_1	1697	1861_1, 4076_1	157	 	4075	 	 	 	 	150	3541_18	 	 	3287_24	 
Salmonella enterica subsp. enterica serovar Agona str. 64.H.00 (1265632.3)	3316_1, 3545_1, 3868_1	1697	3545_1, 3868_1	3268	 	3546	 	 	 	 	3275	3973_18	 	 	4358_24	 
Salmonella enterica subsp. enterica serovar Agona str. 65.H.72 (1265671.3)	3339_1, 3701_1, 3999_1	1493	3701_1, 3999_1	3290	 	3702	 	 	 	 	3298	4333_18	 	 	4547_24	 
Salmonella enterica subsp. enterica serovar Agona str. 66.F.99 (1265634.3)	1242_1, 2907_1, 3466_1	804	2907_1, 3466_1	1290	 	2906	 	 	 	 	1283	4576_18	 	 	4183_24	 
Salmonella enterica subsp. enterica serovar Agona str. 67.H.09 (1265667.3)	2180_1, 2947_1, 3954_1	1692	2180_1, 3954_1	2996	 	3955	 	 	 	 	2989	4035_18	 	 	4551_24, 517_25	 
Salmonella enterica subsp. enterica serovar Agona str. 68.U.05 (1265620.3)	2300_1, 3581_1, 3865_1	1318	3581_1, 3865_1	2252	 	3582	 	 	 	 	2259	4013_18	 	 	849_25	 
Salmonella enterica subsp. enterica serovar Agona str. 69.H.06 (1265633.3)	1668_1, 3288_1, 3705_1	918	3288_1, 3705_1	1716	 	3287	 	 	 	 	1709	3335_18	 	 	2170_25, 4532_24	 
Salmonella enterica subsp. enterica serovar Agona str. 70.E.05 (1265672.3)	2687_1, 3745_1, 4266_1	1586	3745_1, 4266_1	2734	 	3746	 	 	 	 	2727	4747_18	 	 	4433_24	 
Salmonella enterica subsp. enterica serovar Agona str. 71.E.05 (1265635.3)	2371_1, 3829_1, 4222_1	1755	3829_1, 4222_1	2420	 	3830	 	 	 	 	2413	3990_18	 	 	4280_24	 
Salmonella enterica subsp. enterica serovar Agona str. 72.A.52 (1265674.3)	3108_1, 3762_1, 767_1	988	3108_1, 3762_1	719	 	3107	 	 	 	 	726	1207_18	 	 	4548_24	 
Salmonella enterica subsp. enterica serovar Agona str. 73.H.09 (1265627.3)	2910_1, 3102_1, 3983_1	1345	2910_1, 3983_1	4268	 	3984	 	 	 	 	3142	4110_18	 	 	4435_24	 
Salmonella enterica subsp. enterica serovar Agona str. SH08SF124 (1262652.4)	2647_1, 3945_1, 529_1	3697	2647_1, 3945_1	576	 	2646	 	 	 	 	569	601_18	 	 	1326_24	 
Salmonella enterica subsp. enterica serovar Agona str. SH10GFN094 (1262654.4)	1450_1, 2815_1, 337_1	4412	1450_1, 2815_1	384	 	2816	 	 	 	 	377	954_18	 	 	1510_24	 
Salmonella enterica subsp. enterica serovar Agona str. SH11G1113 (1263410.4)	2083_1, 2982_1, 4480_1	3890	2982_1, 4480_1	1090	 	2981	 	 	 	 	1083	1518_18	 	 	1451_24	 
Salmonella enterica subsp. enterica serovar Agona str. SL483 (454166.8)	39_1, 4218_1, 4326_1	3635	39_1, 4218_1	4279	 	4217	 	 	 	 	4286	4074_18	 	 	311_24	 
Salmonella enterica subsp. enterica serovar Anatum str. 06-0532 (1328326.3)	1162_1, 389_1, 868_1	1360, 2397	389_1, 868_1	1204	 	388	 	4518_10	 	 	1196	250_18	 	 	1573_24	 
Salmonella enterica subsp. enterica serovar Bareilly str. 06-0784 (1212554.4)	2020_1, 2274_1, 57_1	1640, 3765, 3766	2274_1, 57_1	4517	 	2275	 	 	 	 	4510	3558_18	 	 	1114_23, 1115_24, 333_24, 335_25	 
Salmonella enterica subsp. enterica serovar Bareilly str. 07-0873 (1328327.3)	13_1, 3647_1, 706_1	2181, 2834	13_1, 3647_1	750	 	3648	 	 	 	 	743	3237_18	 	 	1797_24, 1798_23, 3820_24, 3822_25	 
Salmonella enterica subsp. enterica serovar Choleraesuis str. (321314.9)	228_1, 4603_1, 4721_1	2841, 4024	228_1, 4603_1	4674	 	4602	 	3643_10	 	 	4682	4458_18	 	 	498_24, 499_23, 840_23	 
Salmonella enterica subsp. enterica serovar Choleraesuis str. A50 (904139.4)	1_1, 2856_1, 3084_1	1094, 2280	1_1, 2856_1	3039	 	2855	 	1892_10	 	 	3047	2711_18	 	 	270_24, 271_23, 611_23	 
Salmonella enterica subsp. enterica serovar Dublin str. 3246 (909945.3)	1_1, 4386_1, 4478_1	3814	1_1, 4386_1	4455	 	4385	 	3429_10	 	 	4463	4244_18	 	 	265_24, 266_23, 544_25, 545_23	 
Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 (439851.8)	4414_1, 4507_1, 95_1	3849	4414_1, 95_1	4485	 	4413	 	3467_10	 	 	4493	4275_18	 	 	633_25	 
Salmonella enterica subsp. enterica serovar Dublin str. HWS51 (687860.3)	1944_1, 4326_1, 813_1	98	4326_1, 813_1	1967	 	4327	 	1449_10	 	 	1959	1078_18	 	 	1282_25, 3898_24	 
Salmonella enterica subsp. enterica serovar Dublin str. SL1438 (687915.3)	1019_1, 462_1, 58_1	4466	1019_1, 58_1	485	 	1020	 	2449_10	 	 	477	1773_18	 	 	3191_25, 4554_23, 4555_24	 
Salmonella enterica subsp. enterica serovar Dublin str. UC16 (1192688.3)	2650_1, 3452_1, 3568_1	1746	2650_1, 3568_1	3428	 	2649	 	982_10	 	 	3436	2157_18	 	 	58_24, 621_25	 
Salmonella enterica subsp. enterica serovar Enteritidis str. P125109 (550537.3)	1_1, 4147_1, 4244_1	3576	1_1, 4147_1	4222	 	4146	 	3200_10	 	 	4229	4005_18	 	 	261_24, 518_23, 519_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 08-0128 (1182760.3)	3731_1, 3883_1, 4469_1	1126	3731_1, 3883_1	4492	 	3884	 	1662_10	 	 	4484	4298_18	 	 	1927_24, 1928_23, 2734_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 08-0627 (1182761.3)	2921_1, 3006_1, 3324_1	1204, 2091, 2092	3006_1, 3324_1	2944	 	3325	 	1876_10	 	 	2936	4268_18	 	 	4113_24, 778_24, 779_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 13-1 (696866.4)	1064_1, 2582_1, 744_1	1633	1064_1, 744_1	2559	 	743	 	593_10	 	 	2567	1321_18	 	 	187_24, 188_23, 4131_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 17927 (984212.3)	1093_1, 3376_1, 4316_1	1581	1093_1, 3376_1	4293	 	3377	 	2687_10	 	 	4301	249_18	 	 	1222_23, 1223_24, 832_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 18569 (696867.3)	2105_1, 4493_1, 4724_1	3138	2105_1, 4493_1	4747	 	2106	 	4427_10	 	 	4739	1012_18	 	 	161_24, 162_23, 2644_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 20037 (696864.3)	2927_1, 3257_1, 770_1	3814	3257_1, 770_1	2903	 	3256	 	867_10	 	 	2911	3491_18	 	 	2261_24, 2459_23, 2460_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010-1237 (1179780.3)	1333_1, 3322_1, 948_1	1889	3322_1, 948_1	1354	 	3323	 	1725_10	 	 	1346	4103_18	 	 	219_24, 220_23, 3121_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0669 (1182757.3)	2403_1, 3508_1, 3828_1	2793	3508_1, 3828_1	2425	 	3829	 	2062_10	 	 	2418	4439_18	 	 	1546_24, 1547_23, 3241_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-2599 (1182758.3)	2377_1, 3438_1, 3757_1	2995	3438_1, 3757_1	2399	 	3758	 	2039_10	 	 	2392	4379_18	 	 	1416_24, 1417_23, 3167_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 22510-1 (926037.3)	3056_1, 4130_1, 566_1	3820	4130_1, 566_1	3033	 	4131	 	4644_10	 	 	3041	121_18	 	 	1618_23, 1619_24, 2179_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 485549-17 (910413.3)	127_1, 1322_1, 1797_1	958	127_1, 1797_1	1344	 	1798	 	4663_10	 	 	1336	2868_18	 	 	1508_24, 1509_23, 2994_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 50-3079 (1090945.3)	255_1, 3214_1, 3417_1	1032	255_1, 3417_1	3237	 	3416	 	1691_10	 	 	3229	109_18	 	 	3699_23, 3700_24, 677_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 53-407 (1116477.3)	1003_1, 2976_1, 523_1	3102	2976_1, 523_1	980	 	524	 	4588_10	 	 	988	134_18	 	 	3621_24, 3622_23, 4248_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 22-17 (984215.3)	1062_1, 1629_1, 2088_1	4552	1062_1, 2088_1	1652	 	2089	 	2539_10	 	 	1644	2870_18	 	 	3381_24, 3619_24, 3620_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 40-18 (984216.3)	1252_1, 3046_1, 442_1	1429	3046_1, 442_1	1274	 	443	 	2563_10	 	 	1266	963_18	 	 	3415_24, 4522_23, 4523_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 42-20 (984233.3)	1311_1, 2000_1, 3503_1	1572	1311_1, 2000_1	3479	 	2001	 	530_10	 	 	3488	442_18	 	 	101_23, 102_24, 4374_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 561362 1-1 (984217.3)	33_1, 3435_1, 633_1	3163	33_1, 3435_1	656	 	34	 	2595_10	 	 	648	2847_18	 	 	250_24, 4469_24, 4470_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 561362 9-7 (984232.3)	1362_1, 2167_1, 3465_1	1640	1362_1, 2167_1	3442	 	2168	 	4428_10	 	 	3450	689_18	 	 	242_24, 2441_24, 2442_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 576709 (887063.3)	1003_1, 1788_1, 2902_1	811	1788_1, 2902_1	980	 	1789	 	4548_10	 	 	988	2785_18	 	 	1501_24, 1502_23, 3160_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 58-6482 (1116476.3)	1945_1, 3519_1, 683_1	1535	1945_1, 3519_1	707	 	1944	 	2711_10	 	 	697, 698	242_18	 	 	4488_24, 4489_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 596866-22 (910414.3)	214_1, 2202_1, 677_1	3600	214_1, 677_1	2225	 	215	 	1220_10	 	 	2217	59_18	 	 	2486_24, 2487_23, 2702_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 596866-70 (910415.3)	1221_1, 1838_1, 3453_1	859	1838_1, 3453_1	1244	 	1837	 	1479_10	 	 	1236	112_18	 	 	2908_24, 4469_24, 4470_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-2 (887070.3)	1000_1, 3455_1, 503_1	807	3455_1, 503_1	977	 	3454	 	4427_10	 	 	985	2772_18	 	 	1436_24, 1437_23, 1912_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-6 (891413.3)	1750_1, 3227_1, 440_1	1986	1750_1, 440_1	3250	 	1751	 	4414_10	 	 	3242	626_18	 	 	1465_24, 1466_23, 161_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-16 (887068.3)	1242_1, 3012_1, 767_1	3526	3012_1, 767_1	1219	 	768	 	4047_10	 	 	1227	639_18	 	 	1408_24, 2346_24, 2347_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-19 (887069.3)	1235_1, 3931_1, 587_1	3095	3931_1, 587_1	1258	 	586	 	1631_10	 	 	1250	3004_18	 	 	2013_24, 3620_24, 3621_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-9 (891412.3)	1679_1, 1826_1, 189_1	954	1826_1, 189_1	1702	 	1825	 	2579_10	 	 	1694	60_18	 	 	4466_24, 4467_23, 532_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 62-1976 (1079476.3)	3403_1, 3788_1, 794_1	3075	3403_1, 794_1	3811	 	795	 	2724_10	 	 	3803	2815_18	 	 	4480_24, 4481_23, 919_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 622731-39 (887064.3)	3466_1, 3614_1, 551_1	773	3466_1, 551_1	3591	 	3467	 	4567_10	 	 	3599	3041_18	 	 	1370_24, 1371_23, 377_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629163 (891414.3)	1343_1, 1816_1, 2891_1	3121	1816_1, 2891_1	1366	 	1817	 	2542_10	 	 	1358	135_18	 	 	1624_23, 1625_24, 2173_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629164-26 (910416.3)	1206_1, 1598_1, 3217_1	744	1598_1, 3217_1	1183	 	3218	 	4400_10	 	 	1191	2825_18	 	 	1798_24, 3592_23, 3593_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629164-37 (910417.3)	2873_1, 3202_1, 3460_1	382	2873_1, 3460_1	3225	 	3459	 	2679_10	 	 	3217	2771_18	 	 	1735_23, 1736_24, 2311_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 635290-58 (887067.3)	1731_1, 1789_1, 459_1	1277	1789_1, 459_1	1754	 	1790	 	2590_10	 	 	1746	60_18	 	 	3253_24, 4468_23, 4469_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 638970-15 (938147.3)	1160_1, 2083_1, 3127_1	95	2083_1, 3127_1	1137	 	2084	 	4226_10	 	 	1145	4695_18	 	 	4642_24, 936_24, 937_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639016-6 (887065.3)	1423_1, 1925_1, 2805_1	993	1925_1, 2805_1	1446	 	1926	 	2693_10	 	 	1438	260_18	 	 	2323_24, 4571_23, 4572_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639672-46 (910418.3)	1013_1, 479_1, 652_1	3081	479_1, 652_1	991	 	480	 	4482_10	 	 	999	148_18	 	 	1925_24, 3645_24, 3646_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639672-50 (910419.3)	126_1, 1470_1, 3504_1	2213	126_1, 3504_1	1492	 	3503	 	2613_10	 	 	1484	2872_18	 	 	1656_24, 1657_23, 605_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 640631 (887066.3)	191_1, 352_1, 782_1	3064	191_1, 352_1	759	 	353	 	4513_10	 	 	767	3859_18	 	 	3546_24, 3547_23, 753_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 642044 4-1 (984218.3)	1384_1, 1780_1, 3407_1	1228	1384_1, 3407_1	1804	 	3406	 	3633_10	 	 	1796	286_18	 	 	4493_23, 4494_24, 847_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 642044 8-1 (984231.3)	1138_1, 4346_1, 978_1	2389	1138_1, 978_1	4103	 	977	 	3516_10	 	 	4331	1734_18	 	 	1701_25, 1702_25, 1703_24, 174_23, 175_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 642046 4-7 (984219.3)	2568_1, 488_1, 902_1	1549	488_1, 902_1	2592	 	487	 	2077_10	 	 	2584	272_18	 	 	1322_24, 4326_24, 4327_23	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648898 4-5 (984220.3)	2336_1, 4071_1, 597_1	4476	2336_1, 597_1	4047	 	596	 	2730_10	 	 	4055	3301_18	 	 	3511_24, 3512_23, 4349_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648899 3-17 (984221.3)	1358_1, 3172_1, 891_1	1756	1358_1, 891_1	2686	 	1357	 	1961_10	 	 	2694	1731_18	 	 	1519_23, 1520_24, 4506_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648900 1-16 (984222.3)	2282_1, 2677_1, 3443_1	3662	2677_1, 3443_1	2258	 	3444	 	4520_10	 	 	2266	2014_18	 	 	1196_24, 1459_23, 1460_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 1-17 (984223.3)	2230_1, 3313_1, 463_1	1478	3313_1, 463_1	2254	 	3314	 	4532_10	 	 	2246	215_18	 	 	3142_24, 43_23, 44_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 16-16 (984234.3)	3422_1, 380_1, 4579_1	1727	3422_1, 380_1	4603	 	379	 	2329_10	 	 	4595	1847_18	 	 	1340_24, 1341_23, 2149_24	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 6-18 (984230.3)	2921_1, 3406_1, 574_1	891	3406_1, 574_1	2898	 	3405	 	2220_10	 	 	2906	664_18	 	 	1500_23, 1501_24, 1942_24	 
