Organism	PurF	PurD	PurNT	PurLQS	PurM	PurEK	PurC	PurB	PurH1	PurH2	PurA	GuaB	GuaA	GuaC	XanQ	Xpt
Acinetobacter baumannii ABNIH3 (992404.3)	2735	2673	1116_3, 2096_4	1138_5_6, 1138_5_6	1117_8	37_9	3758_10	1249_11	2672_12	2672_12	2440	3655_17	 	 	 	3369
Acinetobacter baumannii ABNIH4 (992405.3)	616	546	2374_4, 520_3	954_5_6, 954_5_6	521_8	3260_9	683_10	1065_11	547_12	547_12	2814	2494_17	3066_19	 	 	3570
Acinetobacter baumannii ABNIH5 (1094469.3)	2075	1651	1943_3, 3172_4	1109_5_6, 1109_5_6	1942_8	2664_9	889_10	2919_11	1650_12	1650_12	2015	1587_17	3264_19	 	 	267
Acinetobacter baumannii ABNIH6 (1094470.3)	1728	733	1602_4, 2959_3	2937_5_6, 2937_5_6	2958_8	3439_9	1043_10	591_11	732_12	732_12	2313	1141_17	2986_19	 	 	 
Acinetobacter baumannii AB_1536-8 (1221244.3)	377	1517	2468_4, 3303_3	3281_5_6, 3281_5_6	3302_8	712_9	1562_10	3253_11	1518_12	1518_12	2401	3490_17	661_19	 	 	2587
Acinetobacter baumannii AB_1582-8 (1221245.3)	2079	255	2222_4, 525_3	503_5_6, 503_5_6	524_8	348_9	2252_10	1408_11	254_12	254_12	4	3781_17	3313_19	 	231, 3814	917
Acinetobacter baumannii AB_1594-8 (1221247.3)	1476	3615	130_3, 2371_4	108_5_6, 108_5_6	129_8	3027_9, 3028_22	2596_10	930_11	3005_12	3005_12	31	1308_17, 1928_17	1321_21	 	 	1541
Acinetobacter baumannii AB_1595-8 (1221248.3)	2390	3330	1179_3, 1730_4	1201_5_6, 1201_5_6	1180_8	1836_9	1303_10	2131_11	3331_12	3331_12	2176	2536_17	3270_19	 	279, 3227	2872
Acinetobacter baumannii AB_1649-8 (1221249.3)	3302	3055	848_3	870_5_6, 870_5_6	849_8	3519_9	710_10	3018_11	3056_12	3056_12	1489	1046_17	2564_19	 	2476	2792
Acinetobacter baumannii AB_1650-8 (1221250.3)	1361	681	375_3	397_5_6, 397_5_6	376_8	13_9	3444_10	2878_11	682_12	682_12	2743	2169_17	1879_19	 	790	828
Acinetobacter baumannii AB_1766_8 (1221251.3)	2537	2969	1976_3, 2064_4	1954_5_6, 1954_5_6	1975_8	652_9	2109_10	2738_11	2970_12	2970_12	3130	1533_17	3678_19	 	1503, 91	1639
Acinetobacter baumannii AB_2007-09-110-01-7 (1221252.3)	2011	3704	597_3	2252_5_6, 2252_5_6	596_8	586_9, 587_22	3410_10	2860_11	3705_12	3705_12	2051	3490_17	1131_19	 	1671, 3382	3344
Acinetobacter baumannii AB_2007-16-25-01-7 (1221253.3)	467	2417	615_3	639_5_6, 639_5_6	616_8	199_9	2272_10	749_11	2416_12	2416_12	2754	2155_17	874_19	 	3349	3225
Acinetobacter baumannii AB_2007-16-27-01 (1221254.3)	3683	501	2926_3	2950_5_6, 2950_5_6	2927_8	1691_9	3441_10	3059_11	502_12	502_12	446	3324_17	990_19	 	2062	1296
Acinetobacter baumannii AB_2008-15-34-7 (1221255.3)	3576	2718	1402_4, 395_3	417_5_6, 417_5_6	396_8	3509_9	1459_10	527_11	2717_12	2717_12	1824	1754_17	3324_19	 	 	865
Acinetobacter baumannii AB_2008-15-45 (1221256.3)	2602	2403	122_4, 2490_3	1127_5_6, 1127_5_6	2489_8	1819_9	686_10	1237_11	2402_12	2402_12	906	3159_17	860_19	 	2881, 3020	19
Acinetobacter baumannii AB_2008-15-52 (1221257.3)	3226	3144	1138_3, 834_4	1116_5_6, 1116_5_6	1137_8	1527_22, 1528_9	54_10	297_11	3143_12	3143_12	2933	1613_17, 2797_17	2501_21	 	 	3343
Acinetobacter baumannii AB_2008-15-69 (1221258.3)	3613	1255	3041_4, 802_3	780_5_6, 780_5_6	801_8	2958_9	518_10	3184_11	1256_12	1256_12	2979	2171_17	2574_19	 	1978	3394
Acinetobacter baumannii AB_2008-15-70 (1221259.3)	1387	3556	3420_3, 3431_4	3111_5_6, 3111_5_6	3419_8	3173_9	2686_10	3001_11	3555_12	3555_12	105	585_17	1864_19	 	3681, 3788	1536
Acinetobacter baumannii AB_2008-15-71 (1221260.3)	438	2337	2040_3, 3350_4	2018_5_6, 2018_5_6	2039_8	1844_9, 1845_22	3293_10	2148_11	2336_12	2336_12	2873	1501_17, 296_17	3184_21	 	 	2249
Acinetobacter baumannii AB_2008-23-01-01-7 (1221261.3)	365	2114	226_4, 2673_3	2651_5_6, 2651_5_6	2672_8	2382_22, 2383_9	1461_10	2541_11	2113_12	2113_12	3452	2406_17, 780_17	2926_21	 	 	3132
Acinetobacter baumannii AB_2008-23-07-01-7 (1221262.3)	3280	2915	2414_3, 3142_4	2392_5_6, 2392_5_6	2413_8	2833_9	624_10	3717_11	2914_12	2914_12	698	3588_17	1753_19	 	 	254
Acinetobacter baumannii AB_2009-04-01-7 (1221263.3)	1035	1118	120_4, 3174_3	3152_5_6, 3152_5_6	3173_8	2115_22, 2116_9	1421_10	3042_11	1119_12	1119_12	407	1353_17, 2928_17	359_21	 	 	1546
Acinetobacter baumannii AB_2009-04-02-7 (1221264.3)	1036	538	3526_4, 966_3	1209_5_6, 1209_5_6	965_8	1550_9	218_10	2190_11	537_12	537_12	2643	3723_17	2290_19	 	142, 1673	445
Acinetobacter baumannii AB_515-8 (1221265.3)	2418	557	1822_4, 2162_3	2140_5_6, 2140_5_6	2161_8	3112_9	618_10	2859_11	558_12	558_12	532	3377_17	2615_19	 	3007, 3857	1352
Acinetobacter baumannii AB_908-12 (1221266.3)	2690	2131	2799_4, 2982_3	2960_5_6, 2960_5_6	2981_8	2483_9	187_10	1172_11	2132_12	2132_12	2564	296_17	2430_19	 	263, 502	3018
Acinetobacter baumannii AB_908-13 (1221267.3)	1329	1106	1438_3, 1780_4	1460_5_6, 1460_5_6	1439_8	601_9	1684_10	2440_11	1107_12	1107_12	2207	2688_17	3453_19	 	2778	2800
Acinetobacter baumannii AB_909-01-7 (1221269.3)	1431	2378	1349_4, 197_3	886_5_6, 886_5_6	198_8	2311_22, 2312_9	4_10	2148_11	2379_12	2379_12	3188	1026_17, 1985_17	2083_21	 	 	2903
Acinetobacter baumannii AB_909-02-7 (1221270.3)	3354	3272	1959_3, 719_4	1981_5_6, 1981_5_6	1960_8	2346_9	339_10	3002_11	3271_12	3271_12	277	166_17	783_19	 	566	2142
Acinetobacter baumannii AB_909-05 (1221271.3)	2051	188	2067_4, 2620_3	3197_5_6, 3197_5_6	2619_8	592_9	2513_10	1000_11	187_12	187_12	3535	3846_17	3303_19	 	673	52
Acinetobacter baumannii AB_TG19617 (1221273.3)	877	799	3065_3	3087_5_6, 3087_5_6	3066_8	2409_9	1505_10	2952_11	798_12	798_12	982	1608_17	2453_19	 	3314	1896
Acinetobacter baumannii AB_TG2018 (1221274.3)	894	3111	1997_3, 960_4	2019_5_6, 2019_5_6	1998_8	2581_22, 2582_9	3467_10	1186_11	3112_12	3112_12	2772	1750_17, 3568_17	2439_21	 	 	840
Acinetobacter baumannii AB_TG2022 (1221275.3)	1088	3348	2012_4, 3175_3	3153_5_6, 3153_5_6	3174_8	2102_9	1801_10	811_11	3349_12	3349_12	905	49_17	2794_19	 	83, 987	1251
Acinetobacter baumannii AB_TG2023 (1221276.3)	1070	570	2052_3, 2872_4	2074_5_6, 2074_5_6	2053_8	245_9	1894_10	3050_11	569_12	569_12	2258	1944_17	2787_19	 	1603, 1978	2763
Acinetobacter baumannii AB_TG2026 (1221277.3)	2839	2537	3336_4, 884_3	389_5_6, 389_5_6, 862_5_6, 862_5_6	883_8	1583_9	3609_10	3404_11	2538_12	2538_12	2675	1260_17	1755_19	2151	3013, 3838	2516
Acinetobacter baumannii AB_TG2028 (1221278.3)	3154	1795	2292_4, 325_3	347_5_6, 347_5_6	326_8	2353_9	1332_10	1444_11	1796_12	1796_12	2814	1645_17	2203_19	 	492	3104
Acinetobacter baumannii AB_TG2030 (1221279.3)	3159	504	1166_4, 774_3	751_5_6, 751_5_6	773_8	2960_9	3495_10	1678_11	505_12	505_12	920	2333_17	2642_19	 	268	1181
Acinetobacter baumannii AB_TG2031 (1221280.3)	2516	1580	104_3, 475_4	82_5_6, 82_5_6	103_8	1898_9	1737_10	2283_11	1581_12	1581_12	1027	3312_17	2613_19	 	771	2550
Acinetobacter baumannii AB_TG27335 (1221286.3)	249	2323	1191_3, 2522_4	2040_5_6, 2040_5_6	1190_8	791_9	2640_10	1930_11	2322_12	2322_12	1845	1413_17	2856_19	 	2782, 3761	1394
Acinetobacter baumannii AB_TG27339 (1221287.3)	3079	681	2186_3	2162_5_6, 2162_5_6	2185_8	167_9	1410_10	2369_11	682_12	682_12	541	1293_17	1872_19	 	1978	996
Acinetobacter baumannii AB_TG27343 (1221288.3)	379	932	201_3	179_5_6, 179_5_6	200_8	2754_9	2976_10	70_11	931_12	931_12	268	2255_17	3847_19	 	495	2549
Acinetobacter baumannii AC12 (1198108.3)	2218	922	1891_3, 2801_4	1869_5_6, 1869_5_6	1890_8	1633_9	1339_10	2533_11	923_12	923_12	318	1237_17	202_19	 	1030, 1270	1745
Acinetobacter baumannii AC30 (1224747.3)	1396	2821	3169_4, 334_3	312_5_6, 312_5_6	333_8	1909_9	41_10	3040_11	2822_12	2822_12	3640	143_17	952_19	 	 	3200
Acinetobacter baumannii ANC 4097 (1217638.3)	2489	2407	1634_4, 2942_3	2920_5_6, 2920_5_6	2941_8	37_9	3855_10	2798_11	2406_12	2406_12	1241	3697_17	159_19	 	 	3413
Acinetobacter baumannii Ab11111 (1168588.3)	1331	1394	1006_3, 2261_4	1028_5_6, 1028_5_6	1007_8	15_9	97_10	1138_11	1395_12	1395_12	2608	206_17	3732_19	 	 	506
Acinetobacter baumannii Ab33333 (1168590.3)	1242	1321	875_3	897_5_6, 897_5_6	876_8	13_9	93_10	1008_11	1322_12	1322_12	2416	198_17	3434_19	 	 	491
Acinetobacter baumannii Ab44444 (1168591.3)	1645	1705	2496_4, 817_3	839_5_6, 839_5_6	818_8	3371_9	43_10	950_11	1706_12	1706_12	2848	150_17	3525_19	 	 	444
Acinetobacter baumannii BZICU-2 (1210907.3)	474	411	2205_4, 2398_3	752_5_6, 752_5_6	2397_8	2592_9	2931_10	640_11	410_12	410_12	1167	3042_17	1673_19	 	110, 3009	3397
Acinetobacter baumannii Canada BC-5 (903895.3)	1949	1867	1126_4, 2352_3	2330_5_6, 2330_5_6	2351_8	3305_9	3219_10	2206_11	1866_12	1866_12	735	3115_17	3430_19	 	2661	2806
Acinetobacter baumannii Canada BC1 (903924.3)	3710	3628	31_4, 3451_3	3429_5_6, 3429_5_6	3450_8	2215_9	906_10	3305_11	3627_12	3627_12	2178	744_17	3225_19	 	 	1398
Acinetobacter baumannii IS-116 (903912.3)	1993	1929	1590_4, 224_3	202_5_6, 202_5_6	223_8	1221_9	863_10	2229_11	1928_12	1928_12	966	759_17	362_19	 	 	473
Acinetobacter baumannii IS-123 (903899.3)	3769	3706	2610_4, 870_3	892_5_6, 892_5_6	871_8	72_9	2269_10	1070_11	3705_12	3705_12	1395	2162_17	3077_21	 	1722, 2195	1871
Acinetobacter baumannii IS-143 (903911.3)	531	591	1783_4, 3069_3	3799_5_6, 3799_5_6	3068_8	2974_9	2098_10	3689_11	592_12	592_12	1178	2884_17	3208_19	 	323	188
Acinetobacter baumannii IS-235 (903905.3)	3710	2981	2429_3, 3292_4	2451_5_6, 2451_5_6	2430_8	3650_9	598_10	1914_11	2980_12	2980_12	3130	494_17	691_19	 	1685	212
Acinetobacter baumannii IS-251 (903906.3)	1479	3274	1820_3, 3138_4	1842_5_6, 1842_5_6	1821_8	2546_9	2492_10	1966_11	3275_12	3275_12	656	2388_17	1076_19	 	1336	2105
Acinetobacter baumannii IS-58 (903914.3)	1388	1307	2177_4, 3082_3	3060_5_6, 3060_5_6	3081_8	1433_9	580_10	2936_11	1306_12	1306_12	2722	684_17	3187_19	 	3732	966
Acinetobacter baumannii MDR-TJ (889738.3)	1481	1563	1090_3, 2408_4	1112_5_6, 1112_5_6	1091_8	225_9	304_10	1290_11	1564_12	1564_12	2762	410_17	652_19, 89_19	 	374, 847	701
Acinetobacter baumannii MDR-ZJ06 (497978.4)	2493	2455	1611_4, 2934_3	2912_5_6, 2912_5_6	2933_8	26_9	3703_10	2799_11	2454_12	2454_12	1273	3600_17	165_19	 	 	3312
Acinetobacter baumannii MSP4-16 (1278070.3)	2218	56	3100_3	3122_5_6, 3122_5_6	3101_8	3724_9	1161_10	3234_11	57_12	57_12	1753	1264_17	2320_19	 	1402	3559
Acinetobacter baumannii NIPH 1362 (1217642.3)	497	558	108_3, 1432_4	130_5_6, 130_5_6	109_8	2901_15	3653_10	240_11	559_12	559_12	1781	3500_17	2774_19	 	 	3211
Acinetobacter baumannii NIPH 146 (1217639.3)	2930	2850	2033_4, 3310_3	3288_5_6, 3288_5_6	3309_8	506_9	428_10	3172_11	2849_12	2849_12	1665	321_17	632_21	 	 	16
Acinetobacter baumannii NIPH 1669 (1217643.3)	1219	1279	2045_4, 878_3	902_5_6, 902_5_6	879_8	3591_9	57_10	1012_11	1280_12	1280_12	2425	161_17	3461_21	 	 	443
Acinetobacter baumannii NIPH 1734 (1217644.3)	1202	1264	870_3	892_5_6, 892_5_6	871_8	49_9	103_10	1002_11	1265_12	1265_12	2473	205_17	3444_19	 	 	492
Acinetobacter baumannii NIPH 190 (1217640.3)	1292	1364	856_3	882_5_6, 882_5_6	857_8	3616_9	60_10	1046_11	1365_12	1365_12	2532	171_17	3508_21	 	 	475
Acinetobacter baumannii NIPH 201 (1217630.3)	1181	1252	847_3	869_5_6, 869_5_6	848_8	3712_9	61_10	1000_11	1253_12	1253_12	2497	171_17	3570_19	 	 	466
Acinetobacter baumannii NIPH 2061 (1217645.3)	2527	2467	1613_4, 2854_3	2832_5_6, 2832_5_6	2853_8	28_9	3625_10	2720_11	2466_12	2466_12	1265	3523_17	159_19	 	 	3233
Acinetobacter baumannii NIPH 24 (1217646.3)	1260	1320	2094_4, 826_3	848_5_6, 848_5_6	827_8	3602_15	59_10	1020_11	1321_12	1321_12	2435	163_17	3478_19	 	 	449
Acinetobacter baumannii NIPH 290 (1217631.3)	1402	1486	2241_4, 945_3	967_5_6, 967_5_6	946_8	3745_9	60_10	1094_11	1487_12	1487_12	2512	165_17	3621_19	 	 	448
Acinetobacter baumannii NIPH 329 (1217632.3)	1134	1214	836_3	858_5_6, 858_5_6	837_8	3556_9	59_10	969_11	1215_12	1215_12	2419	1522_17, 164_17	3431_19	 	 	453
Acinetobacter baumannii NIPH 335 (1217633.3)	1271	1336	872_3	895_5_6, 895_5_6	873_8	3706_9	58_10	1103_11	1337_12	1337_12	2374	180_17	3575_19	 	 	475
Acinetobacter baumannii NIPH 410 (1217634.3)	1400	1481	919_3	942_5_6, 942_5_6	920_8	3816_9	64_10	1054_11	1482_12	1482_12	2617	169_17	3670_19	 	3934	473
Acinetobacter baumannii NIPH 527 (1217635.3)	1343	1424	2166_4, 899_3	921_5_6, 921_5_6	900_8	3703_9	57_10	1039_11	1425_12	1425_12	2558	161_17	3574_19	 	3953, 3960	450
Acinetobacter baumannii NIPH 528 (1217636.3)	2391	2331	1555_4, 2785_3	2763_5_6, 2763_5_6	2784_8	29_15	3553_10	2585_11	2330_12	2330_12	1214	3449_17	152_19	 	 	3162
Acinetobacter baumannii NIPH 60 (1217647.3)	709	783	1519_4, 381_3	403_5_6, 403_5_6	382_8	3093_9	3659_10	515_11	784_12	784_12	1842	3561_17	2951_19	 	3223	3248
Acinetobacter baumannii NIPH 601 (1217637.3)	1157	1244	839_3	862_5_6, 862_5_6	840_8	3542_9	58_10	973_11	1245_12	1245_12	2356	166_17	3407_19	 	 	482
Acinetobacter baumannii NIPH 615 (1217641.3)	2898	2822	3234_3	3209_5_6, 3209_5_6	3233_8	206_9, 207_22	277_10	3074_11	2821_12	2821_12	1781	407_17	89_21	 	 	705
Acinetobacter baumannii NIPH 67 (1217627.3)	1137	1220	2149_4, 827_3	848_5_6, 848_5_6	828_8	3637_9	56_10	958_11	1221_12	1221_12	2591	159_17	3509_19	 	 	457
Acinetobacter baumannii NIPH 70 (1217628.3)	1172	1236	856_3	880_5_6, 880_5_6	857_8	3473_9, 3474_22	58_10	1000_11	1237_12	1237_12	2334	161_17	3332_19	 	 	467
Acinetobacter baumannii NIPH 80 (1217629.3)	1703	1766	1352_3	1377_5_6, 1377_5_6	1353_8	804_9	59_10	1493_11	1767_12	1767_12	2899	159_17	657_19	 	1093	443
Acinetobacter baumannii Naval-113 (903920.3)	2121	152	3180_3, 498_4	3158_5_6, 3158_5_6	3179_8	1760_9	2923_10	3676_11	151_12	151_12	754	2821_17	2266_19	 	 	2532
Acinetobacter baumannii Naval-13 (903904.3)	2113	2053	1131_4, 298_3	320_5_6, 320_5_6	299_8	3197_9	3615_10	430_11	2052_12	2052_12	966	3511_17	1576_19	 	2831, 3544	1693
Acinetobacter baumannii Naval-17 (903896.3)	2811	2749	3494_4, 91_3	113_5_6, 113_5_6	92_8	1204_9	1149_10	295_11	2748_12	2748_12	3144	1040_17	1370_19	 	1077, 589	745
Acinetobacter baumannii Naval-18 (903897.3)	2205	2292	1759_3, 4179_4	1786_5_6, 1786_5_6	1760_8	209_9	122_10	1909_11	2293_12	2293_12	3797	1045_17	1293_19, 3164_19	 	1008, 1468	1345
Acinetobacter baumannii Naval-2 (903922.3)	3759	2236	618_4, 716_3	738_5_6, 738_5_6	717_8	312_9	1313_10	849_11	2237_12	2237_12	276	172_17	3132_19	 	 	1854
Acinetobacter baumannii Naval-21 (903923.3)	701	619	244_3, 3651_4	222_5_6, 222_5_6	243_8	2910_9	1146_10	31_11	618_12	618_12	3368	429_17	3704_19	 	398	1794
Acinetobacter baumannii Naval-57 (903927.3)	1788	1849	2301_3	2278_5_6, 2278_5_6	2300_8	2880_9	1263_10	2165_11	1850_12	1850_12	3292	3688_17	330_19	 	 	272
Acinetobacter baumannii Naval-72 (903908.3)	807	711	16_4, 2033_3	2058_5_6, 2058_5_6	2034_8	2283_9	1117_10	2169_11	710_12	710_12	974	1231_17	3538_19	 	 	1539
Acinetobacter baumannii Naval-78 (903936.3)	1131	3275	250_4, 936_3	914_5_6, 914_5_6	935_8	805_9	1326_10	2220_11	3274_12	3274_12	772	3509_17	635_19	 	 	1695
Acinetobacter baumannii Naval-81 (903898.3)	3800	3739	1955_3, 2445_4	1932_5_6, 1932_5_6	1954_8	136_9	1249_10	1757_11	3738_12	3738_12	2833	1142_17	708_19, 909_19	 	1175, 2267, 8	859
Acinetobacter baumannii Naval-82 (903921.3)	508	934	225_3	2342_5_6, 2342_5_6	226_8	1618_9	1157_10	3276_11	935_12	935_12	3652	3335_17	1903_21	 	 	2583
Acinetobacter baumannii Naval-83 (903909.3)	315	2964	103_4, 1155_3	3833_5_6, 3833_5_6	1156_8	523_9	38_10	3708_11	2963_12	2963_12	206	3928_17	801_19	 	2454	2757
Acinetobacter baumannii OIFC0162 (903907.3)	2346	2271	48_3	70_5_6, 70_5_6	49_8	3586_9	962_10	183_11	2270_12	2270_12	2938	860_17	1157_19	 	 	295
Acinetobacter baumannii OIFC021 (903928.3)	638	743	1132_4, 2639_3	2661_5_6, 2661_5_6	2640_8	2406_9	3404_10	2775_11	744_12	744_12	2014	1769_17, 3504_17	1089_19, 3607_19	 	3471	1829
Acinetobacter baumannii OIFC032 (903890.3)	3711	3634	1511_3, 2875_4	1489_5_6, 1489_5_6	1510_8	88_9	515_10	1378_11	3633_12	3633_12	2541	3384_17, 409_17	1131_19, 166_19	 	1752, 442	116
Acinetobacter baumannii OIFC035 (903926.3)	360	277	2612_4, 660_3	638_5_6, 638_5_6	659_8	3106_9	759_10	525_11	276_12	276_12	57	1946_17, 881_17	3628_19	 	 	2978
Acinetobacter baumannii OIFC047 (903933.3)	2287	2210	2610_3	2588_5_6, 2588_5_6	2609_8	704_22, 705_9	3111_10	2476_11	2209_12	2209_12	1847	3212_17	1950_19	 	 	125
Acinetobacter baumannii OIFC065 (903932.3)	1690	3231	3760_4, 423_3	401_5_6, 401_5_6	422_8	37_9	656_10	1925_11	3232_12	3232_12	1347	760_17	123_19	 	 	1048
Acinetobacter baumannii OIFC074 (903901.3)	386	2932	2087_4, 3073_3	3095_5_6, 3095_5_6	3074_8	2801_9	3375_10	1789_11	2931_12	2931_12	1524	847_17	2578_19	 	3620	1642
Acinetobacter baumannii OIFC087 (903929.3)	3368	2589	1671_3, 3618_4	1693_5_6, 1693_5_6	1672_8	2648_9	3447_10	68_11	2590_12	2590_12	273	2129_17, 3036_17	1516_19	 	 	2062
Acinetobacter baumannii OIFC098 (903902.3)	2654	2718	2301_3	2324_5_6, 2324_5_6	2302_8	1971_9	819_10	2435_11	2719_12	2719_12	324	531_17	1175_19	 	565	681
Acinetobacter baumannii OIFC099 (903930.3)	223	316	1650_3, 913_4	1628_5_6, 1628_5_6	1649_8	492_9	1144_10	2660_11	317_12	317_12	3381	1040_17, 2778_17	2838_19	 	 	2165
Acinetobacter baumannii OIFC109 (903892.3)	436	496	52_4, 860_3	838_5_6, 838_5_6	859_8	2076_9	1996_10	727_11	497_12	497_12	1462	1890_17	2218_19	 	1172, 1923	1603
Acinetobacter baumannii OIFC110 (903910.3)	3076	3135	2760_3, 919_4	2782_5_6, 2782_5_6	2761_8	566_9	2000_10	2893_11	3136_12	3136_12	530	1894_17	2271_19	 	2408	137
Acinetobacter baumannii OIFC111 (903935.3)	106	2806	1014_3	1038_5_6, 1038_5_6	1015_8	1350_9	3212_10	1148_11	2807_12	2807_12	2364	218_17, 3111_17	2229_19	 	3144	3264
Acinetobacter baumannii OIFC137 (903889.3)	1346	1286	1763_3, 515_4	1741_5_6, 1741_5_6	1762_8	2725_9	2643_10	1630_11	1285_12	1285_12	131	2539_17	2867_19	 	2073, 2572	2255
Acinetobacter baumannii OIFC143 (903893.3)	3014	3098	1071_4, 2582_3	2609_5_6, 2609_5_6	2583_8	1620_9	1753_10	2726_11	3099_12	3099_12	640	1913_17	3604_19	 	2348	2206
Acinetobacter baumannii OIFC180 (903903.3)	835	2103	1876_4, 669_3	647_5_6, 647_5_6	668_8	948_9	3244_10	2385_11	2104_12	2104_12	1730	282_17	3774_19	 	1290, 1639	1467
Acinetobacter baumannii OIFC189 (903894.3)	2009	2071	1606_3, 550_4	1628_5_6, 1628_5_6	1607_8	2755_9	2674_10	1807_11	2072_12	2072_12	201	2572_17	2886_19	 	1373, 2605	2282
Acinetobacter baumannii OIFC338 (903934.3)	3905	3617	1973_4, 3386_3	3364_5_6, 3364_5_6	3385_8	1912_15	325_10	3704_11	3618_12	3618_12	1580	2513_17	572_19	 	 	205
Acinetobacter baumannii TCDC-AB0715 (980514.3)	2723	2658	1724_4, 3162_3	3088_5_6, 3088_5_6	3161_8	35_9	3941_10	2978_11	2657_12	2657_12	1381	3838_17	162_19, 3601_19	 	3408, 3871	3552
Acinetobacter baumannii TYTH-1 (1100841.3)	2751	2670	1884_4, 3115_3	3093_5_6, 3093_5_6	3114_8	217_9	169_10, 427_10	2983_11	2669_12	2669_12	1552	58_17	 	 	 	3510
Acinetobacter baumannii UMB001 (933263.3)	846	782	153_3, 2461_4	130_5_6, 130_5_6	152_8	2347_9	2581_10	20_11	781_12	781_12	952	1717_17	2401_19, 2703_19	 	3273, 3469	3577
Acinetobacter baumannii UMB003 (933265.3)	138	3645	1341_3, 1585_4	2369_5_6, 2369_5_6	1340_8	35_9	2428_10	2925_11	3646_12	3646_12	2102	603_17	2291_19, 3387_19	 	2500, 638, 639	2242
Acinetobacter baumannii W7282 (981329.3)	3410	2882	1204_3, 3278_4	1226_5_6, 1226_5_6	1205_8	2487_9	387_10	1924_11	2881_12	2881_12	3160	284_17	1013_19	 	 	221
Acinetobacter baumannii WC-136 (903916.3)	877	2828	2406_3, 316_4	2428_5_6, 2428_5_6	2407_8	965_9	2669_10	2536_11	2829_12	2829_12	3654	3809_17	277_19	 	12, 1315	2788
Acinetobacter baumannii WC-141 (903915.3)	1470	2446	3557_3, 799_4	3535_5_6, 3535_5_6	3556_8	3143_22, 3144_9	2882_10	3423_11	2447_12	2447_12	926	2256_17, 3035_17	472_19, 702_19	 	 	1833
Acinetobacter baumannii WC-323 (903918.3)	592	2913	2992_3, 3324_4	2968_5_6, 2968_5_6	2991_8	65_9, 66_22	641_10	1814_11	2912_12	2912_12	2889	1008_17, 2188_17	1124_19, 2539_19	 	3284, 705	2654
Acinetobacter baumannii WC-348 (903919.3)	2707	2632	3017_3	2995_5_6, 2995_5_6	3016_8	1364_9	874_10	2882_11	2631_12	2631_12	194	981_17	3321_19	 	2277, 3385	1281
Acinetobacter baumannii WC-487 (903917.3)	2655	3182	1424_3, 3276_4	1401_5_6, 1401_5_6	1423_8	290_9	3220_10	3534_11	3181_12	3181_12	2092	1256_17, 3762_17	2599_19, 31_19	 	2947, 3730	2507
Acinetobacter baumannii WC-692 (903913.3)	3767	1601	2011_3, 3455_4	1989_5_6, 1989_5_6	2010_8	3512_9	271_10	1878_11	1600_12	1600_12	3117	168_17	3705_19	 	2677	2159
Acinetobacter baumannii WC-A-694 (903925.3)	1926	1866	2379_4, 3549_3	3527_5_6, 3527_5_6	3548_8	636_9	1558_10	3417_11	1865_12	1865_12	2216	1454_17	2741_21	 	 	3074
Acinetobacter baumannii WC-A-92 (903931.3)	2006	1125	1359_4, 3340_3	1766_5_6, 1766_5_6	3339_8	1241_9	277_10	3650_11	1126_12	1126_12	3044	2722_17	985_19	 	 	2462
Acinetobacter baumannii WM99c (945555.3)	3304	1857	108_3, 456_4	2165_5_6, 2165_5_6	109_8	1546_9	2266_10	541_11	1858_12	1858_12	628	766_17	1187_19, 334_19	 	1582, 2197	1910
Acinetobacter baumannii ZWS1122 (1223564.3)	3666	2568	1727_4, 2791_3	2769_5_6, 2769_5_6	2790_8	38_9	3559_10	2659_11	2567_12	2567_12	1382	3456_17	164_19	 	3022, 3489	3166
Acinetobacter baumannii ZWS1219 (1224141.3)	3637	2410	1636_4, 2758_3	2736_5_6, 2736_5_6	2757_8	38_9	3524_10	2626_11	2409_12	2409_12	1291	3421_17	165_19	 	2989, 3454	3132
Acinetobacter calcoaceticus ANC 3680 (1217653.3)	1802	1892	1460_3, 2807_4	1482_5_6, 1482_5_6	1461_8	871_9, 872_22	945_10	1590_11	1893_12	1893_12	3222	1052_17, 2164_17	1306_19, 730_19	 	100, 1020	1352
Acinetobacter calcoaceticus ANC 3811 (1217690.3)	632	729	1581_4, 344_3	366_5_6, 366_5_6	345_8	3046_9	3121_10	478_11	730_12	730_12	1963	1003_17, 3222_17	2910_19, 3481_19	 	147, 3189	3529
Acinetobacter calcoaceticus NIPH 13 (1217654.3)	3253	3165	2385_4, 3528_3	3508_5_6, 3508_5_6	3527_8	828_9	749_10	3400_11	3164_12	3164_12	1928	2907_17, 644_17	386_19, 961_19	 	177, 677	339
Acinetobacter calcoaceticus PHEA-2 (871585.3)	1739	1670	2043_3	2019_5_6, 2019_5_6	2041_8, 2042_8	2412_15	2892_10	1909_11	1669_12	1669_12	426	2787_17	3053_19	 	2299	2496
Acinetobacter calcoaceticus TG19585 (1221293.3)	614	701	2906_4, 331_3	352_5_6, 352_5_6	332_8	84_9	2111_10	460_11	702_12	702_12	2436	2217_17, 968_17	1087_19, 2549_19	 	2183, 3477	1134
Acinetobacter calcoaceticus TG19588 (1221294.3)	2011	1926	2296_3, 572_4	2275_5_6, 2275_5_6	2295_8	3678_9	3154_10	2166_11	1925_12	1925_12	966	1667_17, 3048_17	2795_19, 3520_19	 	3081, 3331	2747
