Organism	PyrAB	PyrB	PyrC	PyrDq	PyrDfum	PyrDnad	PyrE	PyrF	PyrH	Ndk	Adk	PyrG	ThiA
Bilophila wadsworthia 3_1_6 (563192.3)	3121_1, 3994_4	1400_5, 3114_5	3113_6, 3334_6, 3699_6	 	 	2434_11, 2435_10	797_13	3246_14	 	1519_16	1731_17	1608_19	 
Desulfovibrio desulfuricans subsp. aestuarii DSM 17919 = ATCC 29578 (1121444.3)	1929_1, 2083_4	1533_5	1534_6	 	530_8	2018_11, 2019_10	1646_13	702_14	1257_15	2356_16	2658_17	2811_19	 
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774 (525146.4)	1292_1, 1293_4	2170_5	2169_6	 	 	2571_10, 2573_11	121_13	1629_14	 	1048_16	2279_17	1154_19	 
Desulfovibrio desulfuricans subsp. desulfuricans str. G20 (207559.7)	329_1, 3542_4	2895_5	2896_6	 	 	50_11, 51_10	2944_13	2685_14	 	1430_16	2003_17	1750_19	 
Desulfovibrio piger ATCC 29098 (411464.8)	114_1, 115_4	123_5	122_6	 	1514_9, 1515_8, 1818_8	 	1480_13	56_14	1744_15	803_16	1159_17	454_19	 
Desulfovibrio sp. 3_1_syn3 (457398.5)	2263_4, 2264_1	280_5	279_6	 	15_8, 425_9, 426_8	 	547_13	1722_14	 	2800_16	2465_17	1377_19	 
Arcobacter butzleri ED-1 (944546.4)	122_4, 1285_1, 2070_1	246_5	186_6	833_7	 	 	2094_13	1689_14	 	277_16	731_17, 732_17	2077_19	 
Arcobacter butzleri JV22 (888827.3)	1403_4, 2108_1, 73_1	1548_5	1488_6	477_7	 	 	955_13	2196_14	 	1579_16	1183_17, 1184_17	2115_19	 
Arcobacter butzleri RM4018 (367737.6)	130_4, 1350_1, 2194_1	253_5	191_6	861_12	 	 	2218_13	1816_14	 	284_16	768_17, 769_17	2201_19	 
Campylobacter coli BIGS0003 (1247729.4)	235_4, 402_1	843_5	1370_6	1485_7	 	 	1348_13	538_14	156_15	583_16	105_17	1092_19	 
Campylobacter coli 1098 (887291.3)	1145_1, 1372_4	600_5	1431_6	869_7	 	 	1099_13	998_14	740_15	1047_16	685_17	145_19	 
Campylobacter coli 111-3 (887280.3)	1470_1, 864_4	1529_5	1738_6	290_7	 	 	1337_13	552_14	716_15	1267_16	1157_17	3_19	 
Campylobacter coli 1148 (887292.3)	1236_1, 529_4	4_5	1529_6	923_7	 	 	962_13	127_14	428_15	1296_16	745_17	220_19	 
Campylobacter coli 132-6 (887282.3)	377_4, 907_1	1048_5	1_6	 	 	 	1287_13	248_14	1311_15	200_16	1145_17	302_19	 
Campylobacter coli 1417 (887293.3)	1039_4, 937_1	622_5	1634_6, 1655_6	1640_7	 	 	75_13	351_14	1295_15	999_16	1244_17	173_19	 
Campylobacter coli 151-9 (887285.3)	1198_1, 1554_4	607_5	1175_6, 516_6	201_7	 	 	1153_13	945_14	453_15	285_16	698_17	257_19	 
Campylobacter coli 1891 (887294.3)	253_4, 501_1	1409_5	1183_6	1355_7	 	 	337_13	478_14	182_15	579_16	88_17	746_19	 
Campylobacter coli 1909 (887295.3)	422_1, 561_4	863_5	786_6	774_7	 	 	1202_13	1281_14	279_15	1309_16	332_17	591_19	 
Campylobacter coli 1948 (887296.3)	159_4, 97_1	1509_5	1494_6	565_7	 	 	1472_13	452_14	665_15	1374_16	1396_17	293_19	 
Campylobacter coli 1957 (887297.3)	1167_4, 453_1	89_5	882_6	313_7	 	 	1743_13	690_14	294_15	515_16	242_17	750_19	 
Campylobacter coli 1961 (887298.3)	587_1, 658_4	193_5	853_6	1749_7	 	 	831_13	543_14	405_15	1255_16	42_17	1613_19	 
Campylobacter coli 202/04 (887299.3)	287_4, 475_1	271_5	1385_6, 1602_6	1224_7	 	 	758_13	365_14	652_15	413_16	600_17	1668_19	 
Campylobacter coli 2548 (887315.3)	592_4, 909_1	608_5	966_6	 	 	 	456_13	397_14	89_15	849_16	141_17	223_19	 
Campylobacter coli 2553 (887316.3)	1058_1, 984_4	771_5	1367_6, 665_6	1781_7	 	 	887_13	154_14	618_15	1168_16	443_17	1416_19	 
Campylobacter coli 2680 (887317.3)	1014_4, 116_1	906_5	1661_6	1260_7	 	 	965_13	323_14	711_15	178_16	1285_17	445_19	 
Campylobacter coli 2685 (887318.3)	1064_1, 850_4	568_5	1669_6	175_7	 	 	614_13	293_14	1212_15	999_16	99_17	434_19	 
Campylobacter coli 2698 (887321.3)	671_4, 98_1	826_5	1392_6	 	 	 	74_13	207_14	562_15	159_16	1252_17	1361_19	 
Campylobacter coli 317/04 (887300.3)	1060_4, 1592_1	1372_5	1229_6, 645_6	1540_7	 	 	1106_13	114_14	368_15	66_16	704_17	825_19	 
Campylobacter coli 37/05 (887301.3)	598_4, 924_1	155_5	1685_6, 721_6	1567_7	 	 	621_13	337_14	487_15	385_16	776_17	1094_19	 
Campylobacter coli 59-2 (887283.3)	1363_4, 295_1	1606_5	1598_6	1714_7	 	 	1576_13	927_14	1278_15	228_16	1018_17	878_19	 
Campylobacter coli 7--1 (887281.3)	26_4, 391_1	918_5	1382_6, 1458_6	 	 	 	819_13	284_14	536_15	332_16	767_17	217_19	 
Campylobacter coli 84-2 (887287.3)	768_1, 871_4	664_5	368_6	380_7	 	 	1595_13	303_14	101_15	1110_16	906_17	1615_19	 
Campylobacter coli 86119 (887289.3)	251_1, 485_4	1435_5	1746_6	1556_7	 	 	219_13	363_14	1374_15	315_16	171_17	3_19	 
Campylobacter coli 90-3 (887286.3)	1092_4, 372_1	856_5	1513_6	1809_7	 	 	735_13	263_14	1316_15	311_16	1265_17	555_19	 
Campylobacter coli H56 (887312.3)	14_4, 157_1	429_5	1580_6	1180_7	 	 	840_13	266_14	62_15	218_16	571_17	1294_19	 
Campylobacter coli H6 (887309.3)	24_1, 510_4	1047_5	1493_6	 	 	 	1106_13	96_14	178_15	217_16	271_17	554_19	 
Campylobacter coli LMG 23336 (887303.3)	1351_1, 391_4	1128_5	1398_6	893_7	 	 	1097_13	148_14	587_15	100_16	722_17	88_19	 
Campylobacter coli LMG 23341 (887304.3)	148_1, 999_4	900_5	1429_6	1119_7	 	 	314_13	254_14	1285_15	206_16	706_17	896_19	 
Campylobacter coli LMG 23342 (887305.3)	1108_4, 807_1	674_5	1404_6	1381_7	 	 	501_13	235_14	33_15	749_16	404_17	879_19	 
Campylobacter coli LMG 9853 (887307.3)	418_1, 967_4	4_5	1332_6	1018_7	 	 	1200_13	289_14	1288_15	337_16	1082_17	456_19	 
Campylobacter coli LMG 9854 (887302.3)	1089_4, 23_1	1611_5	1589_6	1604_7	 	 	1000_13	131_14	210_15	83_16	328_17	1521_19	 
Campylobacter coli LMG 9860 (887308.3)	1032_4, 1573_1	1374_5	1699_6	1882_7	 	 	1605_13	1176_14	775_15	1128_16	101_17	292_19	 
Campylobacter coli RM2228 (306254.7)	1512_4, 854_1	699_5	826_6	136_7	 	 	803_13	1028_14	326_15	917_16	274_17	1473_19	 
Campylobacter coli Z156 (887313.3)	11_1, 259_4	1645_5	1172_6	594_7	 	 	1150_13	1246_14	835_15	70_16	783_17	715_19	 
Campylobacter coli Z163 (887314.3)	146_1, 636_4	1132_5	1622_6	1639_7	 	 	192_13	46_14	917_15	1084_16	696_17	298_19	 
Campylobacter concisus 13826 (360104.9)	1579_1, 1774_1, 295_4, 317_1	1326_5	1325_6	1094_7	 	 	2074_13	359_14	1550_15	441_16	1382_17	2004_19	 
Campylobacter concisus UNSWCD (929793.3)	1_1, 23_4, 667_1	1718_5	1717_6	1479_7	 	 	947_13	361_14	101_15	1674_16	339_17	888_19	 
Campylobacter curvus 525.92 (360105.8)	254_1, 282_4	767_5	768_6	947_7	 	 	1990_13	465_14	621_15	1621_16	635_17	2010_19	 
Campylobacter curvus DSM 6644 (1121268.3)	1932_1, 1959_4	1014_5	1013_6	487_7	 	 	1565_13	1316_14	1166_15	277_16	1144_17	1593_19	 
Campylobacter fetus subsp. fetus 82-40 (360106.6)	1513_1, 314_1, 369_4	1436_5	1437_6	760_12	 	 	1731_13	1296_14	 	228_16	1170_17	1706_19	 
Campylobacter fetus subsp. venerealis NCTC 10354 (983328.4)	1785_1, 395_1, 452_4	1707_5	1708_6	907_12	 	 	25_13, 26_13	1513_14	 	301_16	1355_17	2010_19	 
Campylobacter gracilis RM3268 (553220.3)	416_4, 498_1	2037_5	2035_6, 2036_6	710_7	 	 	1162_13	1432_14	1987_15	1341_16	1614_17	2257_19	 
Campylobacter hominis ATCC BAA-381 (360107.7)	1302_1, 1317_4	925_5	926_6	563_7	 	 	206_13	33_14	 	1428_16	291_17	130_19	 
Campylobacter jejuni RM1221 (195099.5)	1678_4, 327_1	1257_5	309_6	908_12	 	 	282_13	429_14	 	378_16	741_17	27_19	 
Campylobacter jejuni str. NCCP No. 15742 (1293289.3)	1434_4, 269_1, 270_1	1068_5	251_6	779_12	 	 	225_13	368_14	1234_15	318_16	617_17	27_19	 
Campylobacter jejuni subsp. doylei 269.97 (360109.10)	1672_1, 1826_4	621_5	1704_6	1199_7	 	 	228_13	1557_14	443_15	1607_16	1352_17	30_19	 
Campylobacter jejuni subsp. jejuni 04197 (1111075.3)	132_1, 1722_4	982_5	1699_6	1561_7	 	 	1391_13	825_14	546_15	184_16	1581_17	685_19	 
Campylobacter jejuni subsp. jejuni 04199 (1111076.3)	1050_1, 1067_4	1161_5	1747_6	1626_7	 	 	903_13	1460_14	29_15	1270_16	1646_17	816_19	 
Campylobacter jejuni subsp. jejuni 110-21 (889214.3)	624_1, 687_4	110_5	1583_6	1477_7	 	 	204_13	523_14	1054_15	571_16	461_17	851_19	 
Campylobacter jejuni subsp. jejuni 1213 (889230.3)	202_4, 531_1	314_5	772_6	1292_7	 	 	1345_13	1230_14	 	1045_16	112_17	1180_19	 
Campylobacter jejuni subsp. jejuni 129-258 (889213.3)	1142_4, 13_1	711_5	1019_6	75_12	 	 	1321_13	466_14	837_15	71_16	1522_17	569_19	 
Campylobacter jejuni subsp. jejuni 1336 (683082.3)	1140_4, 1451_1	737_5	1433_6	223_7	 	 	1408_13	1557_14	914_15	1507_16	84_17	70_19	 
Campylobacter jejuni subsp. jejuni 140-16 (889215.3)	1526_1, 767_4	619_5	1665_6	1507_7	 	 	402_13	938_14	 	1079_16	441_17	636_19	 
Campylobacter jejuni subsp. jejuni 1854 (889233.3)	235_1, 725_4	383_5	1476_6	986_7	 	 	860_13	10_14	345_15	62_16	1049_17	1195_19	 
Campylobacter jejuni subsp. jejuni 1893 (889234.3)	450_4, 527_1	1391_5	1210_6	 	 	 	1183_13	763_14	 	1556_16	794_17	306_19	 
Campylobacter jejuni subsp. jejuni 1997-1 (889221.3)	509_1, 641_4	1118_5	1526_6	1569_7	 	 	379_13	773_14	 	561_16	149_17	418_19	 
Campylobacter jejuni subsp. jejuni 1997-11 (889225.3)	155_4, 998_1	580_5	1599_6	1020_7	 	 	404_13	703_14	 	751_16	662_17	782_19	 
Campylobacter jejuni subsp. jejuni 1997-7 (889223.3)	1362_1, 825_4	116_5	1615_6	 	 	 	317_13	659_14	 	608_16	1174_17	1496_19	 
Campylobacter jejuni subsp. jejuni 2008-1025 (889250.3)	1197_4, 234_1	630_5	1231_6	1292_7	 	 	1346_13	134_14	290_15	182_16	1427_17	1126_19	 
Campylobacter jejuni subsp. jejuni 2008-831 (889255.3)	399_1, 785_4	188_5	1173_6	1551_7	 	 	1324_13	297_14	82_15	345_16	1131_17	603_19	 
Campylobacter jejuni subsp. jejuni 2008-894 (889251.3)	1313_1, 603_4	359_5	161_6	1539_7	 	 	865_13	1007_14	 	1054_16	491_17	167_19	 
Campylobacter jejuni subsp. jejuni 51037 (889227.3)	1399_1, 490_4	683_5	1471_6	745_7	 	 	991_13	282_14	535_15	1449_16	816_17	153_19	 
Campylobacter jejuni subsp. jejuni 53161 (889220.3)	162_1, 622_4	862_5	1034_6	1526_7	 	 	962_13	594_14	118_15	545_16	705_17	1118_19	 
Campylobacter jejuni subsp. jejuni 55037 (889218.3)	1312_1, 994_4	1262_5	1522_6	1453_7	 	 	157_13	1047_14	 	242_16	56_17	1396_19	 
Campylobacter jejuni subsp. jejuni 60004 (889217.3)	158_4, 339_1	101_5	113_6	1616_7	 	 	1137_13	1043_14	944_15	610_16	679_17	1496_19	 
Campylobacter jejuni subsp. jejuni 6399 (1111074.3)	179_4, 375_1	1052_5	1583_6	268_7	 	 	1610_13	1399_14	708_15	1447_16	1147_17	46_19	 
Campylobacter jejuni subsp. jejuni 81-176 [WGS] (354242.17)	1544_4, 297_1	1144_5	277_6	835_12	 	 	249_13	399_14	 	347_16	663_17	30_19	 
Campylobacter jejuni subsp. jejuni 81116 (407148.6)	1409_4, 261_1	1049_5	240_6	763_7	 	 	214_13	365_14	 	317_16	607_17	26_19	 
Campylobacter jejuni subsp. jejuni 84-25 (360110.4)	1310_1, 209_4	658_5	1437_6	1576_7	 	 	1411_13	1209_14	482_15	1257_16	948_17	1677_19	 
Campylobacter jejuni subsp. jejuni 86605 (889219.3)	504_1, 667_4	1375_5	765_6	598_7	 	 	344_13	1465_14	419_15	560_16	784_17	735_19	 
Campylobacter jejuni subsp. jejuni 87330 (889228.3)	654_1, 934_4	1542_5	1596_6	1467_7	 	 	313_13	553_14	87_15	601_16	1218_17	476_19	 
Campylobacter jejuni subsp. jejuni CG8421 (478547.3)	1587_4, 866_1	625_5	1405_6	1728_7	 	 	1431_13	761_14	1119_15	814_16	202_17	525_19	 
Campylobacter jejuni subsp. jejuni CG8486 (398000.3)	1812_1, 72_4	509_5	1042_6, 1043_6	1792_7	 	 	1016_13	1123_14	 	1073_16	1317_17	1617_19	 
Campylobacter jejuni subsp. jejuni D2600 (1093789.3)	399_1, 551_4	1513_5	948_6	200_7	 	 	490_13	1647_14	1339_15	342_16	1085_17	812_19	 
Campylobacter jejuni subsp. jejuni DFVF1099 (691336.3)	1013_4, 1249_1, 1250_1	1672_5	1228_6	166_7	 	 	332_13	1742_14, 1743_14	1328_15	637_16	1566_17	3_19	 
Campylobacter jejuni subsp. jejuni H22082 (885274.3)	153_1, 527_4	1237_5	1279_6	1558_7	 	 	1305_13	51_14	 	101_16	276_17	922_19	 
Campylobacter jejuni subsp. jejuni IA3902 (567106.3)	1463_4, 275_1	1081_5	256_6	795_7	 	 	230_13	375_14	1256_15	327_16	634_17	27_19	 
Campylobacter jejuni subsp. jejuni ICDCCJ07001 (757425.3)	1663_4, 333_1, 334_1	1243_5	313_6	922_7	 	 	287_13	439_14	 	388_16	688_17	79_19	 
Campylobacter jejuni subsp. jejuni ICDCCJ07002 (1295394.3)	1210_1, 721_4	343_5	1191_6	61_7	 	 	1166_13	1307_14	 	1259_16	1515_17	972_19	 
Campylobacter jejuni subsp. jejuni ICDCCJ07004 (1295400.3)	1136_1, 1291_4	276_5	1491_6	1465_7	 	 	1038_13	814_14	 	1507_16	568_17	1333_19	 
Campylobacter jejuni subsp. jejuni LMG 23210 (889237.3)	575_4, 965_1	307_5	727_6	1090_7	 	 	862_13	1066_14	486_15	1017_16	104_17	702_19	 
Campylobacter jejuni subsp. jejuni LMG 23211 (889238.3)	134_4, 469_1	392_5	1659_6	1221_7	 	 	695_13	569_14	 	519_16	1399_17	900_19	 
Campylobacter jejuni subsp. jejuni LMG 23216 (889239.3)	590_1, 620_4	183_5	320_6	 	 	 	344_13	512_14	821_15	462_16	1234_17	980_19	 
Campylobacter jejuni subsp. jejuni LMG 23218 (889240.3)	1166_1, 636_4	432_5	1665_6	261_7	 	 	557_13	1267_14	 	1217_16	457_17	1314_19	 
Campylobacter jejuni subsp. jejuni LMG 23223 (889241.3)	1555_1, 279_4	674_5	1528_6	1503_7	 	 	1457_13	478_14	 	428_16	355_17	229_19	 
Campylobacter jejuni subsp. jejuni LMG 23264 (889243.3)	1471_1, 371_4	283_5	1327_6, 1713_6	1701_7	 	 	201_13	1183_14	 	1134_16	1666_17	917_19	 
Campylobacter jejuni subsp. jejuni LMG 23269 (889244.3)	1251_1, 752_4	474_5	1099_6	167_7	 	 	407_13	122_14	251_15	1201_16	707_17	667_19	 
Campylobacter jejuni subsp. jejuni LMG 23357 (889246.3)	309_4, 407_1	598_5	878_6	1066_7	 	 	901_13	66_14	 	356_16	134_17	1616_19	 
Campylobacter jejuni subsp. jejuni LMG 9081 (889248.3)	578_1, 763_4	949_5	1308_6	927_7	 	 	132_13	728_14	366_15	335_16	70_17	645_19	 
Campylobacter jejuni subsp. jejuni LMG 9217 (889249.3)	212_4, 385_1	951_5	1687_6	1606_7	 	 	55_13	1039_14	494_15	331_16	1105_17	1070_19	 
Campylobacter jejuni subsp. jejuni LMG 9872 (889236.3)	1264_1, 227_4	450_5	1139_6	953_7	 	 	1051_13	1171_14	 	1217_16	63_17	1380_19	 
Campylobacter jejuni subsp. jejuni LMG 9879 (889245.3)	710_4, 928_1	470_5	1605_6	354_7	 	 	257_13	1037_14	81_15	816_16	1373_17	268_19	 
Campylobacter jejuni subsp. jejuni M1 (645464.3)	1430_4, 264_1	1065_5	244_6	775_7	 	 	217_13	363_14	 	315_16	609_17	26_19	 
Campylobacter jejuni subsp. jejuni NCTC 11168 (192222.6)	1474_4, 272_1	1080_5	253_6	792_7	 	 	227_13	372_14	1257_15	324_16	631_17	27_19	 
Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 (1211776.3)	1462_4, 269_1	1070_5	250_6	785_7	 	 	224_13	369_14	1245_15	321_16	625_17	27_19	 
Campylobacter jejuni subsp. jejuni NW (1093788.3)	1217_1, 242_4	167_5	1376_6	1655_12	 	 	55_13	1319_14	 	1267_16	1184_17	734_19	 
Campylobacter jejuni subsp. jejuni P110B (885273.3)	1439_1, 965_4	679_5	1534_6	401_7	 	 	1560_13	1338_14	 	1388_16	1144_17	201_19	 
Campylobacter jejuni subsp. jejuni PT14 (1201032.3)	1433_4, 267_1	1062_5	248_6	780_7	 	 	222_13	367_14	1235_15	319_16	621_17	26_19	 
Campylobacter jejuni subsp. jejuni S3 (718271.4)	1563_4, 267_1	1138_5	248_6	849_12	 	 	223_13	369_14	 	317_16	626_17	27_19	 
Campylobacter lari RM2100 (306263.5)	1381_1, 373_4	1037_5	1193_6, 42_6	608_7	 	 	1489_13	525_14	595_15	1320_16	628_17	12_19	 
Campylobacter rectus RM3267 (553218.4)	429_1, 764_4	1424_5	1425_6	1897_7	 	 	50_13	2766_14	1568_15	366_16	1555_17	232_19	 
Campylobacter showae CSUNSWCD (1244083.3)	1543_1, 94_4	2042_5	2043_6	949_7	 	 	1296_13	367_14	676_15	1444_16	686_17	1187_19	 
Campylobacter showae RM3277 (553219.3)	1680_4, 507_1	1348_5	1347_6	906_7	 	 	402_13	2004_14	1186_15	577_16	1197_17	2186_19	 
Campylobacter upsaliensis JV21 (888826.3)	1086_4, 1439_1	504_5	1025_6	774_7	 	 	1075_13	1385_14	792_15	692_16	450_17	1465_19	 
Bacteroides ureolyticus DSM 20703 (1121102.3)	473_1	248_5	247_6	1069_7	 	 	596_13	597_14	 	1800_16	820_17	625_19	 
Helicobacter bilis ATCC 43879 (613026.4)	1901_4, 817_1	1826_5	1616_6	24_7	 	 	646_13	1651_14	507_15	158_16	1096_17	1608_19	 
Helicobacter bilis WiWa (1235804.3)	1204_4, 2644_1	1543_5	78_6	743_7	 	 	807_13	113_14	408_15	588_16	1151_17	70_19	 
Helicobacter canadensis MIT 98-5491 (Prj:30719) (537970.9)	1464_1, 1607_4	1080_5	830_6	1485_12	 	 	86_13	469_14	 	110_16	938_17	946_19	 
Helicobacter cinaedi ATCC BAA-847 (1206745.3)	2110_4, 929_1	1910_5	343_6	1276_7	 	 	987_13	1200_14	387_15	2203_16	1033_17	475_19	 
Helicobacter cinaedi CCUG 18818 (537971.5)	1677_1, 854_4	662_5	1930_6	1401_7	 	 	1119_13	1324_14	1887_15	944_16	1161_17	1798_19	 
Helicobacter pullorum MIT 98-5489 (537972.5)	1499_1	152_5	1827_6	1357_7	 	 	631_13	1209_14	1546_15	611_16	357_17	370_19	 
Helicobacter pylori 2017 (985081.3)	1232_4, 929_1	378_5	586_6	453_7	 	 	1255_13	5_14	 	211_16	622_17	359_19	 
Helicobacter pylori 2018 (985080.3)	1241_4, 931_1	376_5	585_6	451_7	 	 	1264_13	5_14	 	211_16	620_17	357_19	 
Helicobacter pylori 26695 (85962.8)	1293_4, 955_1	1133_5	277_6, 606_6	1059_12	 	 	1316_13	5_14	 	208_16	646_17	362_19	 
Helicobacter pylori 35A (585535.5)	1165_1, 1451_4	614_5	1036_6	688_7	 	 	1474_13	214_14	 	444_16	1000_17	596_19	 
Helicobacter pylori 51 (290847.5)	1243_4, 925_1	396_5	801_6	470_7	 	 	1263_13	5_14	 	225_16	764_17	379_19	 
Helicobacter pylori 83 (585538.3)	1283_4, 993_1	433_5	858_6	507_7	 	 	1305_13	5_14	 	261_16	817_17	415_19	 
Helicobacter pylori 98-10 (544405.3)	1213_1, 856_4	98_5	286_6	22_7	 	 	343_13	577_14	503_15	817_16	328_17	115_19	 
Helicobacter pylori A45 (1231719.3)	1258_4, 394_1	693_5	285_6	618_7	 	 	989_13	866_14	 	433_16	245_17	716_19	 
Helicobacter pylori Aklavik117 (1055531.3)	1200_4, 903_1	361_5	564_6	434_7	 	 	1222_13	5_14	760_15	203_16	599_17	343_19	 
Helicobacter pylori Aklavik86 (1055532.3)	258_4, 950_1	832_5	407_6	671_7	 	 	1380_13	5_14	1051_15	1240_16	860_17	733_19	 
Helicobacter pylori B128 (544406.3)	1094_1, 1095_1, 864_4	154_5	986_6	237_7	 	 	936_13, 937_13	330_14, 331_14	 	561_16	615_17	132_19	 
Helicobacter pylori B38 (592205.3)	1202_4, 904_1	372_5	274_6, 796_6	442_7	 	 	1225_13	5_14	 	198_16	755_17	354_19	 
Helicobacter pylori B45 (999629.3)	867_1, 92_4	1458_5	1093_6	1537_7, 1538_7	 	 	251_13	1586_14	662_15, 663_15	514_16	1054_17	1439_19	 
Helicobacter pylori B8 (693745.3)	242_4, 609_1	1159_5	750_6	1087_7	 	 	220_13	1568_14	 	1318_16	789_17	1178_19	 
Helicobacter pylori BCS100H1 (981210.3)	1503_4, 650_1, 651_1	467_5	977_6	554_7	 	 	912_13	1220_14	 	294_16	940_17	447_19, 448_19	 
Helicobacter pylori CCHI 33 (1200325.3)	1115_1, 1358_4	457_5	761_6	531_7	 	 	1380_13	93_14	 	289_16	797_17	437_19	 
Helicobacter pylori CPY1124 (992013.3)	1247_1, 254_4	1143_5	710_6	1069_7	 	 	232_13	33_14	923_15	417_16	747_17	1160_19	 
Helicobacter pylori CPY1313 (992014.3)	1295_4, 74_1	982_5	208_6	1057_7	 	 	1317_13	1646_14	424_15	810_16	246_17	963_19	 
Helicobacter pylori CPY1662 (992015.3)	1002_1, 1297_4	472_5	924_6	399_7	 	 	1322_13	1599_14	 	648_16	963_17	490_19	 
Helicobacter pylori CPY1962 (992016.3)	1279_1, 1473_4	613_5	954_6	686_7	 	 	1495_13	223_14	1168_15	435_16	1012_17	594_19	 
Helicobacter pylori CPY3281 (992017.3)	1067_1, 1302_4	404_5	716_6	481_7	 	 	1323_13	1468_14	926_15	226_16	754_17	387_19	 
Helicobacter pylori CPY6081 (992018.3)	513_1, 7_4	951_5	380_6	876_7	 	 	1165_13	1540_14	727_15	164_16	418_17	970_19	 
Helicobacter pylori CPY6261 (992019.3)	1192_4, 1576_1	671_5	1428_6	744_7	 	 	1216_13	238_14	 	498_16	1466_17	653_19	 
Helicobacter pylori CPY6271 (992020.3)	1062_4, 942_1	523_5	109_6	449_7	 	 	1085_13	1428_14	304_15	697_16	145_17	542_19	 
Helicobacter pylori CPY6311 (992022.3)	1238_4, 943_1	403_5	606_6	479_7	 	 	1258_13	1586_14	 	230_16	642_17	385_19	 
Helicobacter pylori ELS37 (1055527.3)	1286_4, 380_1, 381_1	991_5	738_6	917_7	 	 	1308_13	6_14	 	1162_16	699_17	1011_19	 
Helicobacter pylori F16 (866344.4)	1253_4, 958_1	393_5	825_6	466_7	 	 	1275_13	5_14	 	221_16	787_17	375_19	 
Helicobacter pylori F30 (866345.4)	166_4, 446_1	982_5	783_6	909_7	 	 	144_13	5_14	583_15	1152_16	746_17	999_19	 
Helicobacter pylori F32 (102608.4)	1235_4, 464_1	997_5	589_6	923_7	 	 	1261_13	5_14	785_15	221_16	627_17	1015_19	 
Helicobacter pylori F57 (866346.4)	1282_4, 992_1	443_5	653_6	518_7	 	 	1304_13	5_14	855_15	237_16	690_17	425_19	 
Helicobacter pylori G27 (563041.6)	1281_4, 935_1	380_5	273_6, 581_6	453_12	 	 	1303_13	5_14	 	205_16	622_17	361_19	 
Helicobacter pylori GAM100Ai (1159019.3)	57_4, 616_1	241_5	862_6	168_7	 	 	1435_13	1299_14	 	1069_16	951_17	260_19	 
Helicobacter pylori GAM101Biv (1159020.3)	1448_1, 941_4	1420_5	92_6	1344_7	 	 	1262_13	931_14	 	393_16	1509_17	1440_19	 
Helicobacter pylori GAM103Bi (1159021.3)	1608_4, 456_1	927_5	1395_6	852_7	 	 	1496_13	593_14	 	799_16	1359_17	946_19	 
Helicobacter pylori GAM105Ai (1159022.3)	227_4, 508_1	605_5	127_6	530_7	 	 	1641_13	880_14	 	215_16	430_17	625_19	 
Helicobacter pylori GAM114Ai (1159024.3)	1162_4, 1302_1	708_5	1001_6	631_7	 	 	1074_13	1368_14	 	919_16	1246_17	726_19	 
Helicobacter pylori GAM115Ai (1159025.3)	1019_1, 516_4	290_5	1590_6	18_7	 	 	1248_13	1132_14	 	746_16	1518_17	271_19	 
Helicobacter pylori GAM118Bi (1159027.3)	1364_1, 227_4	1529_5	1166_6	1455_7	 	 	831_13	971_14	 	614_16	1130_17	1548_19	 
Helicobacter pylori GAM119Bi (1159028.3)	1049_1, 75_4	1288_5	1501_6	1215_7	 	 	1571_13	414_14	 	720_16	1464_17	1306_19	 
Helicobacter pylori GAM120Ai (1159029.3)	1224_4, 1503_1	1580_5	1475_6	1653_7	 	 	1203_13	238_14	798_15	647_16	43_17	1561_19	 
Helicobacter pylori GAM121Aii (1159030.3)	1325_1, 724_4	862_5	1512_6	788_7	 	 	702_13	1154_14	1441_15	1024_16	1547_17	881_19	 
Helicobacter pylori GAM201Ai (1159031.3)	14_1, 782_4	535_5	888_6	641_7	 	 	805_13	1141_14	 	1337_16	490_17	515_19	 
Helicobacter pylori GAM210Bi (1159032.3)	1033_4, 1530_1	894_5	363_6	969_7	 	 	1056_13	1387_14	 	45_16	227_17	876_19	 
Helicobacter pylori GAM231Ai (1159033.3)	1230_4, 322_1	1371_5	1507_6	1296_7	 	 	1209_13	672_14	 	844_16	1600_17	1389_19	 
Helicobacter pylori GAM239Bi (1159034.3)	128_4, 1328_1	1257_5	893_6	1181_7	 	 	715_13	1547_14	 	235_16	859_17	1276_19	 
Helicobacter pylori GAM244Ai (1159035.3)	1454_1, 481_4	401_5	900_6	328_7	 	 	1285_13	312_14	 	1189_16	864_17	421_19	 
Helicobacter pylori GAM245Ai (1159036.3)	1055_4, 20_1	501_5	1138_6	426_7	 	 	1446_13	354_14	 	1568_16	1101_17	519_19	 
Helicobacter pylori GAM246Ai (1159037.3)	1186_1, 449_4	359_5	1522_6	38_7	 	 	1033_13	1297_14	 	138_16	1560_17	340_19	 
Helicobacter pylori GAM249T (1159038.3)	1107_1, 329_4	847_5	1280_6	921_7	 	 	1547_13	519_14	 	1039_16	1244_17	828_19	 
Helicobacter pylori GAM250AFi (1159039.3)	1356_4, 749_1	618_5	1501_6	690_7	 	 	729_13	1304_14	1171_15	336_16	1542_17	597_19	 
Helicobacter pylori GAM250T (1159040.3)	1226_1, 662_4	400_5	1115_6	328_7	 	 	111_13	1400_14	202_15	1481_16	1156_17	421_19	 
