Organism	CysE	CysK	CysD	CysC	CysH	CysIJ	MetC	CysABC
Pseudomonas aeruginosa DQ8 (1211113.3)	3247_1	2098_5, 2276_5, 3703_7, 4056_5, 5351_8	3964_9, 3965_10	3964_9	3562_12, 4618_12	2980_14, 4718_14	 	 
Pseudomonas aeruginosa E2 (1163395.3)	1101_1	2257_5, 389_8, 4045_5, 4169_7	4612_9, 4613_10	4612_9	3249_12	3160_14, 775_14	 	 
Pseudomonas aeruginosa LCT-PA102 (1168061.3)	1327_2, 4376_1	1485_7, 3690_8, 5562_5	2067_9, 2068_10	1103, 2067_9	600_12	510_14	 	 
Pseudomonas aeruginosa LESB58 (557722.4)	1204_1	2482_5, 412_8, 4516_7	4948_9, 4949_10	4948_9	3683_12	3595_14, 876_14	 	 
Pseudomonas aeruginosa M18 (941193.4)	1163_1, 4105_2	2349_5, 3052_5, 416_8, 4262_7	4696_9, 4697_10	4696_9	3423_12	3334_14, 837_14	 	 
Pseudomonas aeruginosa MRW44.1 (1198629.3)	1976_1	1218_5, 3108_5, 3386_7, 4670_8	2811_10, 2812_9	1359, 2812_9	 	2575_14, 4409_14	 	 
Pseudomonas aeruginosa MSH-10 (1331059.3)	485_1	1709_5, 3636_7, 4167_8	5875_10, 5876_9	3172, 5876_9	2797_12	157_14, 2647_14	 	 
Pseudomonas aeruginosa NCGM2.S1 (1089456.3)	1933_2, 4978_1	1695_7, 1899_5, 3723_5, 5773_8	1149_10, 1150_9	1150_9	2634_12	2724_14, 5309_14	 	 
Pseudomonas aeruginosa NCMG1179 (1078464.3)	465_1	1169_7, 3167_5, 4377_8	5998_10, 5999_9	5999_9	2145_12	129_14, 2235_14	 	 
Pseudomonas aeruginosa PA14 (652611.13)	3919_1	2728_5, 4683_8, 805_7, 935_5	360_10, 361_9	361_9	1674_12	1764_14, 4255_14	 	 
Pseudomonas aeruginosa PA21_ST175 (1285581.3)	417_2, 5124_1	160_7, 2677_8, 3135_5, 4391_5	2401_10, 2402_9	2402_9	1659_12	1749_14, 5384_14	 	 
Pseudomonas aeruginosa PA45 (1295076.3)	143_2, 3120_1	109_5, 1200_5, 1942_5, 3603_7, 5815_8	4113_9, 4114_10	4113_9	831_12	3455_14, 921_14	 	 
Pseudomonas aeruginosa PA7 (381754.6)	1240_1, 4103_2	3812_5, 4138_5, 4365_7, 471_8	4788_9, 4789_10	4788_9	3384_12	3295_14, 912_14	 	 
Pseudomonas aeruginosa PABL056 (1214916.3)	3520_2, 77_1	2724_5, 383_7, 4722_5, 6431_8	4356_9, 4357_10	2505, 4356_9	1125_12	135_14, 5042_14	 	 
Pseudomonas aeruginosa PACS2 (388272.4)	1632_2, 4610_1	1473_7, 3435_5, 413_8	1038_10, 1039_9	1039_9	2318_12	2407_14, 4937_14	 	 
Pseudomonas aeruginosa PADK2_CF510 (1134459.3)	5829_1, 961_3	1778_5, 2574_7, 4562_8	644_9, 645_10	644_9	4034_12	3945_14, 5501_14	 	 
Pseudomonas aeruginosa PAK (1009714.6)	1385_1, 4340_2	2616_5, 3264_5, 4502_7, 621_8	4945_9, 4946_10	4015, 4945_9	3633_12	1055_14, 3543_14	 	 
Pseudomonas aeruginosa PAO1 (208964.12)	3995_1	2835_5, 420_8, 967_7	4651_9, 4652_10	1442, 4651_9	 	1908_14, 4327_14	 	 
Pseudomonas aeruginosa MPAO1/P1 (1131757.3)	2986_1	2028_5, 4436_5, 5442_8, 616_7	932_10, 933_9	258, 933_9	2560_12	1509_14, 2649_14	 	 
Pseudomonas aeruginosa PAO579 (1191475.3)	3824_1	2200_5, 2661_5, 421_8, 972_7	4480_9, 4481_10	1444, 4480_9	 	1911_14, 4157_14	 	 
Pseudomonas aeruginosa PGPR2 (1328315.3)	1156_1, 4297_3	2394_5, 440_8, 4522_7, 4523_7	4982_9, 4983_10	4982_9	3633_12	3540_14, 6609_14	 	 
Pseudomonas aeruginosa SJTD-1 (1193501.3)	374_1	1264_8, 2945_7, 4251_5, 4877_5	1022_9, 1023_10	1022_9	3879_12	3969_14, 702_14	 	 
Pseudomonas aeruginosa UCBPP-PA14 (208963.12)	1191_1, 4510_1	2374_5, 4165_5, 429_8, 4297_7	4741_9, 4742_10	4741_9	3427_12	3337_14, 857_14	 	 
Pseudomonas aeruginosa XMG (1169413.3)	3995_1, 670_2	1281_8, 2360_5, 319_5, 5639_7, 636_5	5486_9, 5487_10	3073, 5486_9	4062_12	13_14, 5445_14	 	 
Pseudomonas alcaliphila 34 (1248438.3)	445_1	2864_5, 2929_7	4492_10, 4493_9	2796, 4493_9	2201_12	2355_14, 67_14	 	 
Pseudomonas fluorescens F113 (1114970.3)	1024_1	1267_5, 1491_5, 4513_7	4996_9, 4997_10	4996_9, 536	4147_12	3184_15, 3312_14	 	 
Pseudomonas fluorescens LMG 5329 (1324332.3)	4121_1, 5822_1, 978_1	2826_5, 3513_5, 4572_8, 4609_5, 5823_5	1501_9, 2324_9, 2325_10	1501_9, 1834, 2324_9	3265_12	2386_14, 4556_15	2889_18, 5848_18	 
Pseudomonas fluorescens NCIMB 11764 (1221522.3)	1285_1, 1647_1, 4149_1	1778_8, 3946_7, 516_5	71_10, 72_9	72_9	1188_12	1420_15, 2112_14, 2519_14	 	 
Pseudomonas fluorescens Pf-5 (220664.5)	1699_2, 1700_2, 254_1, 5089_1	1318_5, 1553_5, 4553_7	546_9, 5596_10, 5598_9, 958_10, 959_9	546_9, 5598_9, 959_9	1888_12	125_15, 2887_14, 3754_14	 	 
Pseudomonas fluorescens Pf0-1 (205922.5)	244_1, 4045_2, 4622_1	1439_5, 3263_8, 4218_7	889_10, 890_9	161, 489, 5531, 890_9	 	120_15, 2546_14, 3134_14	 	 
Pseudomonas fluorescens PfO-1 (205922.3)	2600_2, 4151_1, 440_1	2647_8, 4477_7, 503_5	934_10, 935_9	170, 2147, 935_9	 	107_15, 3653_14, 565_14	 	 
Pseudomonas fluorescens Q2-87 (1038922.3)	1007_1	1247_5, 1485_5, 4218_7	4708_9, 4709_10	338, 4708_9	3905_12	2169_14, 2634_15	2655_18	 
Pseudomonas fluorescens Q8r1-96 (1038923.3)	2156_1, 949_1	1191_5, 1421_5, 4281_7	4775_9, 4776_10	4775_9, 535	3965_12	2058_14, 2509_15	 	 
Pseudomonas fluorescens R124 (743713.3)	229_1, 4389_1	1397_5, 3165_8, 3983_7	868_10, 869_9	472, 5298, 869_9	1767_12	120_15, 2469_14, 3038_14	 	 
Pseudomonas fluorescens SBW25 (216595.4)	4761_1, 482_1, 5205_1	1563_5, 1763_5, 3557_8, 4650_7, 4760_5	995_10, 996_9	2315, 996_9	201_13, 4777_12	2860_14, 3575_15	2454_18, 2995_18	 
Pseudomonas fluorescens SS101 (1038924.3)	252_1, 3831_1, 4302_1	1310_5, 1523_5, 2791_8, 3707_7, 3830_5	763_10, 764_9	764_9	3844_12	2195_14	 	 
Pseudomonas putida NB2011 (1330531.3)	2269_1, 3074_1, 3259_1, 3838_1	582_7, 868_5	4649_10, 4650_9	4650_9	3533_12	2662_14	 	 
Pseudomonas putida B001 (1048261.3)	1096_1, 1433_1, 167_1, 3443_1	3399_5, 4514_7, 612_5	2662_10, 2663_9	2663_9	2038_12	1350_15, 1644_14, 5125_14	 	 
Pseudomonas putida B6-2 (1081940.5)	1146_1, 200_1, 2982_1, 389_1, 872_1	1149_5, 1330_5, 4337_7	4635_9, 4636_10	4635_9	 	3618_14, 4286_15	 	 
Pseudomonas putida BIRD-1 (931281.3)	257_1, 2611_1, 427_1, 898_1	1171_5, 1336_5, 3999_7	4291_9, 4292_10	4291_9	 	3345_14	 	 
Pseudomonas putida DOT-T1E (1196325.3)	1091_1, 1839_1, 2161_1, 4119_1, 4580_1	1842_5, 3080_5, 3634_7	568_10, 569_9	569_9	 	3795_15, 5267_14	2407_18, 3172_18, 3190_18	 
Pseudomonas putida F1 (351746.6)	246_1, 2629_1, 411_1, 875_1	1160_5, 1336_5, 4127_7	4480_9, 4481_10	4480_9	 	2794_15, 3378_14, 4078_15	1542_18	 
Pseudomonas putida GB-1 (76869.5)	262_1, 2731_1, 422_1, 888_1	1259_7, 4110_5, 4303_5	4548_9, 4549_10	4548_9	 	1982_14, 3290_14	3179_18	 
Pseudomonas putida H8234 (1331671.3)	174_1, 3430_1, 388_1, 830_1	1149_7, 4831_5, 5016_5	5268_9, 5269_10	5268_9	1822_12	1869_14	 	 
Pseudomonas putida HB3267 (1215088.3)	2738_1, 308_1, 940_1	1268_7, 3934_5	4433_9, 4434_10	4433_9	1903_12	1954_14	 	 
Pseudomonas putida KT2440 (160488.4)	243_1, 414_1, 899_1	1746_7, 4874_5	1382_10, 1383_9	1383_9	 	1797_15, 2511_14	4622_18	 
Pseudomonas putida LS46 (1193146.3)	1082_1, 4329_1, 4787_1, 4965_1	2390_7, 3870_5, 4044_5	2689_9, 2690_10	2689_9	 	1236_15, 1717_14	 	 
Pseudomonas putida ND6 (231023.4)	2608_1, 2778_1, 3234_1, 3511_1, 5079_1	1191_7, 3514_5, 3726_5	1486_9, 1487_10	1486_9	 	1140_15, 4874_15, 515_14	3909_18	 
Pseudomonas putida S12 (1215087.3)	387_1, 4453_1, 5384_1, 621_1	3542_5, 508_7, 682_5	5238_9, 5239_10	5238_9	 	2096_14	 	 
Pseudomonas putida S16 (1042876.5)	224_1, 2849_1, 914_1	1315_7, 4006_5	4462_9, 4463_10	4462_9	1937_12	1989_14	 	 
Pseudomonas putida SJTE-1 (1193499.3)	1559_1, 2856_1, 3315_1, 34_1	1486_7, 3591_5, 3762_5	1883_9, 1884_10	1883_9	 	188_15, 671_14	3943_18	 
Pseudomonas putida TRO1 (1227924.3)	2876_1, 3075_1, 3129_1, 3264_1	1294_7, 2655_5, 2948_5	755_10, 756_9	756_9	 	1983_14, 3851_15	 	 
Pseudomonas putida W619 (390235.5)	2930_1, 4361_1, 4851_1, 5017_1	1223_7, 3900_5	909_10, 910_9	683, 910_9	1780_12	1268_15, 1899_14	3696_18	 
Pseudomonas stutzeri A1501 (379731.5)	1359_1, 3034_1, 3053_1	2480_5, 2675_7	1047_10, 1048_9	1048_9, 1403	2043_12	2245_14	 	 
Pseudomonas stutzeri ATCC 14405 = CCUG 16156 (32042.3)	3254_1, 3272_1	2603_7, 549_5	889_9, 890_10	889_9	3210_12	110_14	 	 
Pseudomonas stutzeri ATCC 17588 = LMG 11199 (96563.4)	3085_1, 3104_1	2384_5, 2660_7	954_10, 955_9	955_9	1936_12	2130_14	 	 
Pseudomonas stutzeri CCUG 29243 (1196835.3)	1100_1, 1118_1	1802_7, 2648_5	3322_9, 3323_10	3322_9	2145_12	1927_14	 	 
Pseudomonas stutzeri DSM 10701 (1123519.7)	2587_1, 2605_1	1689_5, 2496_7	796_10, 797_9	797_9	2310_12	1790_14	 	 
Pseudomonas stutzeri DSM 4166 (996285.3)	1399_1, 3192_1, 3211_1	2581_5, 2793_7	1020_10, 1021_9	1021_9, 3911	2067_12	2272_14	 	 
Pseudomonas stutzeri NF13 (1212548.4)	3344_1, 378_1, 396_1	1670_5, 4242_7	3473_9, 3475_10	1263, 3473_9	1761_12, 4201_12	1974_14	 	 
Pseudomonas stutzeri RCH2 (644801.3)	1212_1, 1230_1	1598_7, 1815_5	3202_9, 3203_10	3202_9	2273_12	2036_14	 	 
Pseudomonas stutzeri SDM-LAC (1109445.3)	2110_1	1294_7, 2686_5	3660_10, 3661_9	3661_9	490_12	216_14	 	 
Pseudomonas stutzeri T13 (1210443.6)	2689_1, 2708_1	1039_7, 1639_5	691_9, 692_10	691_9	1840_12	2437_14	 	 
Pseudomonas stutzeri TS44 (477228.3)	1741_1	1173_7, 3493_5	1042_9, 1043_10	1042_9	2699_12	1466_14, 3938_14	 	 
Pseudomonas stutzeri XLDN-R (1200345.6)	4108_1, 4127_1	2215_5, 4060_7	3978_9, 3979_10	3978_9	1951_12	3594_14	 	 
Grimontia hollisae CIP 101886 (675812.3)	451_1	3449_5	2081_9, 2082_10, 883_10, 884_9	2079	 	2098_14, 2099_15	 	 
Vibrio parahaemolyticus BB22OP (1211705.3)	1633_4, 207_4, 2731_1	765_5, 910_7	306_10, 307_9	310	 	2583_14, 2584_15	1117_18	 
Vibrio parahaemolyticus PCV08-7 (1276919.3)	1052_4, 252_1	3303_7, 4439_5	2531_9, 2532_10	2528	3731_12	3732_14, 3733_15	3512_18	 
Vibrio parahaemolyticus SNUVpS-1 (1234128.4)	3386_4, 4263_1	2150_7, 3102_5	3589_10, 3590_9	3592	4486_12	4484_15, 4485_14	2368_18	 
Vibrio mimicus CAIM 602 (1259812.3)	1901_1, 2505_4, 3313_4, 3753_4, 3775_4	224_5, 3478_7, 4058_7	967_10, 968_9	969	3174_12	3175_14, 3176_15	246_18, 247_18	 
Vibrio mimicus MB-451 (675806.3)	100_1, 1382_4	1645_7, 1744_5, 2101_7	189_10, 190_9	191	2248_12	2249_14, 2250_15	1016_18	 
Vibrio mimicus VM223 (675820.3)	2518_4, 3814_1	2127_5, 2229_7, 634_7	356_9, 358_10, 3725_9, 3726_10	357, 3724	467_12	465_15, 466_14	2870_18	 
Vibrio mimicus VM603 (671074.4)	1951_1, 3864_4	2509_7, 3311_5, 58_7	2039_10, 2040_9	2041	2233_12	2234_14, 2235_15	3659_18	 
Vibrio parahaemolyticus AN-5034 (563773.3)	3398_4, 453_1	2086_5	1800_10, 1801_9	1803	 	3244_15, 3245_14	 	 
Vibrio parahaemolyticus RIMD 2210633 (223926.6)	1676_4, 2725_1	758_5	283_10, 284_9	286	 	2619_14, 2620_15	 	 
Stenotrophomonas maltophilia ATCC 19867 (1279018.3)	 	1279_8, 2104_7, 2767_5	 	 	 	2613_15	 	 
Stenotrophomonas maltophilia Ab55555 (1183154.3)	 	3471_5, 3764_7, 493_8	 	 	 	2527_15	 	 
Stenotrophomonas maltophilia D457 (1163399.5)	 	3467_5, 3763_7, 540_8	 	 	 	2474_15	 	 
Stenotrophomonas maltophilia PML168 (1118235.3)	 	1234_7, 1495_5, 203_8	 	 	 	 	 	 
Stenotrophomonas maltophilia K279a (522373.3)	 	3570_5, 3867_7, 584_8	 	 	 	2598_15	 	 
Stenotrophomonas maltophilia R551-3 (391008.4)	 	3234_5, 491_8	 	 	 	 	 	 
Bilophila wadsworthia 3_1_6 (563192.3)	1372_1, 2318_4, 3234_1	1615_5	 	 	235_13, 3020_13	 	 	 
Desulfovibrio desulfuricans subsp. aestuarii DSM 17919 = ATCC 29578 (1121444.3)	860_1	481_5, 859_5	3010_10	 	 	 	 	 
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774 (525146.4)	329_1	185_5	 	150	 	 	 	 
Desulfovibrio desulfuricans subsp. desulfuricans str. G20 (207559.7)	3011_1, 3570_2	3010_5	1775_10	 	 	 	 	 
Desulfovibrio piger ATCC 29098 (411464.8)	1614_1	2179_5	 	 	 	 	 	 
Desulfovibrio sp. 3_1_syn3 (457398.5)	2334_4, 299_1	847_5	 	460	 	 	 	 
Arcobacter butzleri ED-1 (944546.4)	632_1, 915_1	1976_5, 2122_5	1979_10, 1980_9	 	 	 	302_18	 
Arcobacter butzleri JV22 (888827.3)	563_1	 	2026_10, 2027_9	 	2025_12	 	 	 
Arcobacter butzleri RM4018 (367737.6)	950_1	2114_5, 2239_5	2117_10, 2118_9	 	 	 	 	 
Campylobacter coli BIGS0003 (1247729.4)	433_1	1042_5	 	765	 	 	387_18	 
Campylobacter coli 1098 (887291.3)	1717_1	340_5	 	646	 	 	1671_18	 
Campylobacter coli 111-3 (887280.3)	116_1	1201_5	 	1118	 	 	387_18	 
Campylobacter coli 1148 (887292.3)	1544_1	615_5	1655_10, 1656_9	1658, 784	 	 	1170_18	 
Campylobacter coli 132-6 (887282.3)	807_1	 	 	54	 	 	81_18	 
Campylobacter coli 1417 (887293.3)	1684_1	1132_5	 	1205	 	 	726_18	 
Campylobacter coli 151-9 (887285.3)	1006_1	166_5	1597_9, 1598_10	1595, 660	 	 	226_18	 
Campylobacter coli 1891 (887294.3)	1032_1	 	1457_10, 1458_9	1460, 49	 	 	851_18	 
Campylobacter coli 1909 (887295.3)	1005_1	24_5	 	370	 	 	1564_18	 
Campylobacter coli 1948 (887296.3)	212_1	1307_5	 	745	 	 	837_18	 
Campylobacter coli 1957 (887297.3)	1506_1	643_5	 	204	 	 	888_18	 
Campylobacter coli 1961 (887298.3)	182_1	724_5	 	81	 	 	999_18	 
Campylobacter coli 202/04 (887299.3)	1650_1	924_5	 	 	 	 	80_18	 
Campylobacter coli 2548 (887315.3)	1466_1	 	 	 	 	 	711_18	 
Campylobacter coli 2553 (887316.3)	1354_1	1564_5	28_10, 29_9	31	 	 	55_18	 
Campylobacter coli 2680 (887317.3)	1170_1	1546_5	 	 	 	 	1226_18	 
Campylobacter coli 2685 (887318.3)	236_1	1502_5	 	 	 	 	1248_18	 
Campylobacter coli 2698 (887321.3)	1201_1	1477_5	 	 	 	 	322_18	 
Campylobacter coli 317/04 (887300.3)	1558_1	1449_5	 	1160	 	 	1137_18	 
Campylobacter coli 37/05 (887301.3)	1199_1	1603_5	 	 	 	 	88_18	 
Campylobacter coli 59-2 (887283.3)	550_1	597_5	 	7	 	 	29_18	 
Campylobacter coli 7--1 (887281.3)	1345_1	 	 	 	 	 	1286_18	 
Campylobacter coli 84-2 (887287.3)	1406_1	480_5	353_10, 354_9	356, 946	 	 	1220_18	 
Campylobacter coli 86119 (887289.3)	1613_1	1103_5	 	 	 	 	998_18	 
Campylobacter coli 90-3 (887286.3)	1437_1	1351_5	 	1227	 	 	950_18	 
Campylobacter coli H56 (887312.3)	1084_1	987_5	 	610	 	 	806_18	 
Campylobacter coli H6 (887309.3)	401_1	407_5	1224_10, 1225_9	1227	 	 	1460_18	 
Campylobacter coli LMG 23336 (887303.3)	1580_1	477_5	1595_9, 1596_10	1593	 	 	235_18	 
Campylobacter coli LMG 23341 (887304.3)	1600_1	1453_5	 	 	 	 	1060_18	 
Campylobacter coli LMG 23342 (887305.3)	1281_1	1464_5	 	 	 	 	336_18	 
Campylobacter coli LMG 9853 (887307.3)	552_1	1387_5	 	 	 	 	805_18	 
Campylobacter coli LMG 9854 (887302.3)	1622_1	528_5	 	290	 	 	777_18	 
Campylobacter coli LMG 9860 (887308.3)	468_1	551_5	 	140	 	 	30_18	 
Campylobacter coli RM2228 (306254.7)	179_1	1765_5	1400_10, 1401_9	1403	 	 	1441_18	 
Campylobacter coli Z156 (887313.3)	1209_1	320_5	 	745	 	 	171_18	 
Campylobacter coli Z163 (887314.3)	1227_1	1335_5	 	734	 	 	476_18	 
Campylobacter concisus 13826 (360104.9)	1226_1	1227_5	 	 	 	 	1968_18	 
Campylobacter concisus UNSWCD (929793.3)	1401_1	1402_5	 	 	 	 	 	 
Campylobacter curvus 525.92 (360105.8)	1276_1	1277_5	 	 	 	 	1971_18, 438_18	 
Campylobacter curvus DSM 6644 (1121268.3)	827_1	828_5, 829_5	 	 	 	 	 	 
Campylobacter fetus subsp. fetus 82-40 (360106.6)	868_1	892_5	 	 	 	 	 	 
Campylobacter fetus subsp. venerealis NCTC 10354 (983328.4)	1031_1	1056_5	 	 	 	 	 	 
Campylobacter gracilis RM3268 (553220.3)	779_1	957_5	 	 	 	 	 	 
Campylobacter hominis ATCC BAA-381 (360107.7)	889_1	853_5	 	 	 	 	 	 
Campylobacter jejuni RM1221 (195099.5)	867_1	1010_5	 	 	 	 	 	 
Campylobacter jejuni str. NCCP No. 15742 (1293289.3)	737_1	879_5	 	1377	 	 	1356_18	 
Campylobacter jejuni subsp. doylei 269.97 (360109.10)	1246_1	904_5	 	1731	 	 	256_18	 
Campylobacter jejuni subsp. jejuni 04197 (1111075.3)	1031_1	1267_5	 	1256	 	 	1231_18, 1232_18	 
Campylobacter jejuni subsp. jejuni 04199 (1111076.3)	1390_1	597_5	 	1539	 	 	1515_18, 1516_18	 
Campylobacter jejuni subsp. jejuni 110-21 (889214.3)	1556_1	1338_5	 	139	 	 	161_18, 162_18	 
Campylobacter jejuni subsp. jejuni 1213 (889230.3)	591_1	560_5	1000_9, 999_10	1002, 1307	 	 	1449_18	 
Campylobacter jejuni subsp. jejuni 129-258 (889213.3)	1488_1	1051_5	 	 	 	 	 	 
Campylobacter jejuni subsp. jejuni 1336 (683082.3)	182_1	493_5	 	957	 	 	1045_18	 
Campylobacter jejuni subsp. jejuni 140-16 (889215.3)	1374_1	1481_5	 	1360	 	 	1337_18	 
Campylobacter jejuni subsp. jejuni 1854 (889233.3)	1187_1	199_5	 	102	 	 	 	 
Campylobacter jejuni subsp. jejuni 1893 (889234.3)	993_1	974_5	 	1065	 	 	1087_18	 
Campylobacter jejuni subsp. jejuni 1997-1 (889221.3)	752_1	1440_5	 	308	 	 	 	 
Campylobacter jejuni subsp. jejuni 1997-11 (889225.3)	7_1	1398_5	1609_9, 1610_10	1607, 280	 	 	 	 
Campylobacter jejuni subsp. jejuni 1997-7 (889223.3)	1405_1	1634_5	 	403	 	 	 	 
Campylobacter jejuni subsp. jejuni 2008-1025 (889250.3)	1316_1	23_5	 	1510	 	 	492_18, 493_18	 
Campylobacter jejuni subsp. jejuni 2008-831 (889255.3)	1570_1	864_5	 	75	 	 	52_18	 
Campylobacter jejuni subsp. jejuni 2008-894 (889251.3)	1451_1	131_5	 	1268	 	 	1106_18	 
Campylobacter jejuni subsp. jejuni 51037 (889227.3)	1243_1	639_5	 	73	 	 	97_18, 98_18	 
Campylobacter jejuni subsp. jejuni 53161 (889220.3)	1175_1	 	 	251	 	 	227_18, 228_18	 
Campylobacter jejuni subsp. jejuni 55037 (889218.3)	767_1	667_5	 	388	 	 	908_18	 
Campylobacter jejuni subsp. jejuni 60004 (889217.3)	473_1	1265_5	 	1565	 	 	 	 
Campylobacter jejuni subsp. jejuni 6399 (1111074.3)	1569_1	1302_5	 	1523	 	 	1500_18, 1501_18	 
Campylobacter jejuni subsp. jejuni 81-176 [WGS] (354242.17)	787_1	936_5	 	 	 	 	 	 
Campylobacter jejuni subsp. jejuni 81116 (407148.6)	721_1	856_5	 	660	 	 	1317_18	 
Campylobacter jejuni subsp. jejuni 84-25 (360110.4)	1617_1	1474_5	 	288	 	 	311_18, 312_18	 
Campylobacter jejuni subsp. jejuni 86605 (889219.3)	1501_1	198_5	 	1125	 	 	 	 
Campylobacter jejuni subsp. jejuni 87330 (889228.3)	1346_1	1572_5	 	1186	 	 	1163_18, 1164_18	 
Campylobacter jejuni subsp. jejuni CG8421 (478547.3)	1684_1	1248_5	 	950	 	 	976_18, 977_18	 
Campylobacter jejuni subsp. jejuni CG8486 (398000.3)	1742_1, 1743_1	1277_5	 	1523	 	 	1499_18	 
Campylobacter jejuni subsp. jejuni D2600 (1093789.3)	1277_1	237_5	 	1226	 	 	1205_18	 
Campylobacter jejuni subsp. jejuni DFVF1099 (691336.3)	211_1, 212_1	917_5	 	361	 	 	384_18	 
Campylobacter jejuni subsp. jejuni H22082 (885274.3)	1599_1	1053_5	 	182	 	 	203_18	 
Campylobacter jejuni subsp. jejuni IA3902 (567106.3)	754_1	898_5	 	1392	 	 	1369_18, 1370_18	 
Campylobacter jejuni subsp. jejuni ICDCCJ07001 (757425.3)	873_1	1027_5, 1028_5	 	1580	 	 	 	 
Campylobacter jejuni subsp. jejuni ICDCCJ07002 (1295394.3)	20_1	153_5	 	645	 	 	 	 
Campylobacter jejuni subsp. jejuni ICDCCJ07004 (1295400.3)	1211_1	327_5	 	639	 	 	 	 
Campylobacter jejuni subsp. jejuni LMG 23210 (889237.3)	797_1	1781_5	 	947	 	 	923_18	 
Campylobacter jejuni subsp. jejuni LMG 23211 (889238.3)	1602_1	168_5	 	55	 	 	33_18	 
Campylobacter jejuni subsp. jejuni LMG 23216 (889239.3)	1342_1	 	 	 	 	 	296_18	 
Campylobacter jejuni subsp. jejuni LMG 23218 (889240.3)	1629_1	1508_5	 	1044	 	 	1023_18	 
Campylobacter jejuni subsp. jejuni LMG 23223 (889241.3)	726_1	1219_5	 	1048	 	 	967_18	 
Campylobacter jejuni subsp. jejuni LMG 23264 (889243.3)	849_1	1568_5	 	1044	 	 	1067_18	 
Campylobacter jejuni subsp. jejuni LMG 23269 (889244.3)	937_1	 	 	659	 	 	636_18, 637_18	 
Campylobacter jejuni subsp. jejuni LMG 23357 (889246.3)	564_1	1103_5	 	225	 	 	1370_18	 
Campylobacter jejuni subsp. jejuni LMG 9081 (889248.3)	1016_1	1510_5	 	1211	 	 	1189_18	 
Campylobacter jejuni subsp. jejuni LMG 9217 (889249.3)	1330_1	769_5	 	563	 	 	542_18	 
Campylobacter jejuni subsp. jejuni LMG 9872 (889236.3)	1639_1	1493_5	 	346, 930	 	 	366_18	 
Campylobacter jejuni subsp. jejuni LMG 9879 (889245.3)	1594_1	956_5	 	763	 	 	741_18	 
Campylobacter jejuni subsp. jejuni M1 (645464.3)	730_1	872_5	 	667	 	 	1339_18	 
Campylobacter jejuni subsp. jejuni NCTC 11168 (192222.6)	751_1	896_5	 	1396	 	 	1373_18, 1374_18	 
Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 (1211776.3)	744_1	888_5	 	1384	 	 	1361_18, 1362_18	 
Campylobacter jejuni subsp. jejuni NW (1093788.3)	1695_1	646_5	 	 	 	 	328_18	 
Campylobacter jejuni subsp. jejuni P110B (885273.3)	359_1	498_5	 	791	 	 	770_18	 
Campylobacter jejuni subsp. jejuni PT14 (1201032.3)	739_1	880_5	 	1372	 	 	1348_18, 1349_18	 
Campylobacter jejuni subsp. jejuni S3 (718271.4)	808_1	947_5	 	 	 	 	 	 
Campylobacter lari RM2100 (306263.5)	727_1	1211_5	 	317	 	 	277_18	 
Campylobacter rectus RM3267 (553218.4)	2169_1	2168_5	 	 	 	 	 	 
Campylobacter showae CSUNSWCD (1244083.3)	1646_1	1647_5	 	 	 	 	1209_18	 
Campylobacter showae RM3277 (553219.3)	196_1	195_5	 	 	 	 	 	 
Campylobacter upsaliensis JV21 (888826.3)	 	 	 	763	 	 	415_18	 
Bacteroides ureolyticus DSM 20703 (1121102.3)	778_1	278_5	 	 	 	 	 	 
Helicobacter bilis ATCC 43879 (613026.4)	32_1, 659_2	1104_5, 1153_8	 	1119	 	 	 	 
Helicobacter bilis WiWa (1235804.3)	729_1	1141_5, 2378_8, 342_5	 	1122	 	 	 	 
Helicobacter canadensis MIT 98-5491 (Prj:30719) (537970.9)	183_4, 440_1	1038_5	1379_10, 1380_10, 1381_9	1382	 	 	 	 
Helicobacter cinaedi ATCC BAA-847 (1206745.3)	1181_3, 2391_1	401_5, 822_8	 	 	 	 	 	 
Helicobacter cinaedi CCUG 18818 (537971.5)	1305_3, 255_1	1574_8, 1873_5	 	 	 	 	 	 
Helicobacter pullorum MIT 98-5489 (537972.5)	1420_3, 538_2	207_5	806_9, 807_10	1430, 804	 	 	 	 
Helicobacter pylori 2017 (985081.3)	1204_1	120_8	 	 	 	 	 	 
Helicobacter pylori 2018 (985080.3)	1214_1	120_8	 	 	 	 	 	 
Helicobacter pylori 26695 (85962.8)	1268_1	114_8	 	 	 	 	 	 
Helicobacter pylori 35A (585535.5)	1425_1	353_8	 	 	 	 	 	 
Helicobacter pylori 51 (290847.5)	1218_1	129_8	 	 	 	 	 	 
Helicobacter pylori 83 (585538.3)	1256_1	168_8	 	 	 	 	 	 
Helicobacter pylori 98-10 (544405.3)	881_1	1488_8	 	 	 	 	 	 
Helicobacter pylori A45 (1231719.3)	1228_1	513_8	 	 	 	 	 	 
Helicobacter pylori Aklavik117 (1055531.3)	1176_1	110_8	 	 	 	 	 	 
Helicobacter pylori Aklavik86 (1055532.3)	1320_1	373_8	 	 	 	 	 	 
Helicobacter pylori B128 (544406.3)	834_1	1429_8, 1430_8	 	 	 	 	 	 
