Organism	BioW	BioC	BioGH	BioF	BioA	BioD	BioB	BioI	BioYNM	YigM
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-2599 (1182758.3)	 	578_2	2966_4	579	581	577, 992	580	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 22510-1 (926037.3)	 	213_2	3849_4	214	216	212, 2559	215	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 485549-17 (910413.3)	 	3379_2	988_4	3378	3376	2430, 3380	3377	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 50-3079 (1090945.3)	 	4139_2	1003_4	4138	4136	2472, 4140	4137	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 53-407 (1116477.3)	 	3425_2	3072_4	3424	3422	1282, 3426	3423	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 22-17 (984215.3)	 	3092_2	4581_4	3093	3095	3091, 4015	3094	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 40-18 (984216.3)	 	3115_2	1400_4	3113, 3114	3111	3116, 4748	3112	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 42-20 (984233.3)	 	3365_2	1542_4	3364	3362	3366, 4826	3363	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 561362 1-1 (984217.3)	 	4165_2	3192_4	4166, 4167	4169	3526, 4164	4168	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 561362 9-7 (984232.3)	 	4750_2	1669_4	4751	4753	3241, 4749	4752	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 576709 (887063.3)	 	659_2	276_4	660	662	3321, 658	661	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 58-6482 (1116476.3)	 	4241_2	1506_4	4242	4244	3864, 4240	4243	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 596866-22 (910414.3)	 	2572_2	3571_4	2571	2569	2573, 4695	2570	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 596866-70 (910415.3)	 	4209_2	888_4	4210	4212	2527, 4208	4211	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-2 (887070.3)	 	1718_2	778_4	1717	1715	1719, 3521	1716	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-6 (891413.3)	 	3415_2	1957_4	3416, 3417	3419	2461, 3414	3418	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-16 (887068.3)	 	3389_2	3555_4	3390	3392	2815, 3388	3391	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-19 (887069.3)	 	4187_2	3066_4	4186	4184	2527, 4188	4185	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-9 (891412.3)	 	3449_2	925_4	3448	3446	2981, 3450	3447	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 62-1976 (1079476.3)	 	4190_2	3046_4	4191	4193	2981, 4189	4192	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 622731-39 (887064.3)	 	1656_2	744_4	1655	1653	1657, 2840	1654	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629163 (891414.3)	 	4207_2	3150_4	4208	4210	4206, 4637	4209	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629164-26 (910416.3)	 	345_2	773_4	344	342	2039, 346	343	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 629164-37 (910417.3)	 	1924_2	412_4	1923	1921	1925, 3802	1922	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 635290-58 (887067.3)	 	4134_2	1248_4	4135	4137	2920, 4133	4136	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 638970-15 (938147.3)	 	2347_2	66_4	2348, 2349	2351	1961, 2346	2350	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639016-6 (887065.3)	 	4047_2	964_4	4048	4050	4046, 4238	4049	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639672-46 (910418.3)	 	3359_2	3052_4	3358	3356	2438, 3360	3357	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 639672-50 (910419.3)	 	1941_2	2183_4	1939, 1940	1937	1942, 34	1938	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 640631 (887066.3)	 	1983_2	3035_4	1982	1980	1984, 2870	1981	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 642044 4-1 (984218.3)	 	740_2	1257_4	739	737	504, 741	738	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 642044 8-1 (984231.3)	 	2969_2	1_4, 2360_4	2967, 2968	2965	2938, 2970	2966	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 642046 4-7 (984219.3)	 	 	1578_4	4164, 4165	4162	2012, 820	4163	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648898 4-5 (984220.3)	 	3359_2	4447_4	3358	3356	3360, 3773	3357	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648899 3-17 (984221.3)	 	4159_2	3200_4	4160, 4161	4163	2680, 4158	4162	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648900 1-16 (984222.3)	 	1910_2	3633_4	1911, 1912	1914	1909, 21	1913	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 1-17 (984223.3)	 	806_2	1449_4	805	803	3726, 807	804	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 16-16 (984234.3)	 	619_2	882_4	620	622	159, 618	621	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 6-18 (984230.3)	 	1012_2	920_4	1011	1009	1013, 394	1010	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648902 6-8 (984225.3)	 	3590_2	3813_4	3591	3593	3126, 3589	3592	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648903 1-6 (984226.3)	 	3369_2	3561_4	3368	3366	3370, 73	3367	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648904 3-6 (984227.3)	 	1862_2	4540_4	1863, 1864	1866	1861, 2357	1865	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648905 5-18 (984228.3)	 	1386_2	4372_4	1387	1389	1385, 1424	1388	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 653049 13-19 (984229.3)	 	1805_2	2458_4	1806	1808	1804, 311	1807	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 77-0424 (891411.3)	 	3971_2	2148_4	3970	3968	1756, 3972	3969	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427 (926034.3)	 	633_2	3740_4	634	636	2663, 632	635	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 77-2659 (926035.3)	 	4116_2	572_4	4115	4113	1081, 4117	4114	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 78-1757 (926036.3)	 	1751_2	3838_4	1750	1748	1752, 2631	1749	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 81-2625 (1079475.3)	 	2787_2	1521_4	2788	2790	251, 2786	2789	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 8b-1 (930769.3)	 	427_2	1000_4	428	430	4170, 426	429	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0895 (885384.3)	 	1832_2	1904_4	1833	1835	1831, 4394	1834	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0899 (885385.3)	 	4735_2	3117_4	4736, 4737	4739	2590, 4734	4738	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0956 (886723.3)	 	2363_2	2640_4	2364	2366	2362, 2817	2365	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0968 (886715.3)	 	326_2	3727_4	327	329	2330, 325	328	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1010 (885382.3)	 	3319_2	547_4	3320	3322	1769, 3318	3321	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1018 (885381.3)	 	3104_2	783_4	3105	3107	2224, 3103	3106	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1441 (882878.3)	 	4145_2	3807_4	4144	4142	3366, 4146	4143	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1444 (886716.3)	 	3454_2	3265_4	3455	3457	2251, 3453	3456	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1445 (886717.3)	 	1613_2	838_4	1612	1610	1614, 2376	1611	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1455 (886724.3)	 	1665_2	1277_4	1664	1662	1666, 2897	1663	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1457 (885386.3)	 	451_2	3321_4	452	454	2497, 450	453	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1543 (882877.3)	 	3168_2	747_4	3169	3171	2293, 3167	3170	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1558 (885380.3)	 	328_2	812_4	329	331	2608, 327	330	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1559 (886718.3)	 	656_2	1179_4	655	653	2482, 657	654	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1565 (886719.3)	 	3386_2	3478_4	3387	3389	1749, 3385	3388	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1566 (882875.3)	 	2763_2	1010_4	2764, 2765	2767	1886, 2762	2766	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1575 (886725.3)	 	1792_2	5_4	1791	1789	1793, 4492	1790	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1580 (882876.3)	 	2996_2	3330_4	2997	2999	2114, 2995	2998	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1594 (882874.3)	 	2563_2	1220_4	2564	2566	2562, 3494	2565	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1725 (886726.3)	 	485_2	810_4	486	488	2464, 484	487	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1729 (885383.3)	 	1599_2	3615_4	1598	1596	1600, 2481	1597	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1745 (886727.3)	 	3248_2	3140_4	3247	3245	3249, 4431	3246	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1747 (885387.3)	 	1845_2	3457_4	1844	1842	1846, 2725	1843	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1791 (886728.3)	 	3641_2	935_4	3642	3644	2650, 3640	3643	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1795 (886720.3)	 	4680_2	377_4	4681	4683	3427, 4679	4682	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1808 (886721.3)	 	1975_2	3010_4	1976	1978	1974, 2573	1977	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1810 (882879.3)	 	2081_2	317_4	2082	2084	2080, 3612	2083	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1811 (886722.3)	 	3892_2	3113_4	3893	3895	3891, 4443	3894	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1882 (882872.3)	 	4738_2	3088_4	4739	4741	2253, 4737	4740	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1884 (882873.3)	 	3179_2	3456_4	3180	3182	2294, 3178	3181	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CHS4 (984213.3)	 	3905_2	1356_4	3906	3908	2941, 3904	3907	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CHS44 (702979.3)	 	3756_2	3981_4	3755	3753	3757, 4017	3754	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_56-3991 (925128.3)	 	4240_2	3116_4	4241	4243	4239, 4573	4242	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_69-4941 (930768.3)	 	133_2	2317_4	134	136	132, 1771	135	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_76-3618 (925129.3)	 	2671_2	1596_4, 1597_4	2672	2674	2670, 4739	2673	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_81-2490 (925131.3)	 	2206_2	3834_4	2205	2203	2207, 788	2204	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_N202 (925127.3)	 	986_2	1080_4	987	989	415, 985	988	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. LA5 (1147754.3)	 	2084_2	3531_4	2085	2087	2083, 4580	2086	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. PT23 (696868.4)	 	4570_2	1821_4	4571	4573	3479, 4569	4572	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SARB17 (1029984.3)	 	3298_2	2076_4	3299, 3300	3302	3297, 685	3301	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SE10 (696865.3)	 	1947_2	4273_4	1948	1950	1946, 2917	1949	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SE15-1 (925126.3)	 	3142_2	3565_4	3143	3145	3141, 3931	3144	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SE8a (696870.3)	 	3029_2	819_4	3028	3026	2891, 3030	3027	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SL909 (925132.3)	 	793_2	3843_4	792	790	1873, 794	791	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SL913 (925133.3)	 	1731_2	1338_4	1730	1728	1732, 3920	1729	 	 	 
Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078 (1081093.3)	 	2223_2	4161_4	2224	2226	1339, 2222	2225	 	 	 
Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91 (550538.5)	 	834_2	4174_4	833	831	1733, 835	832	 	 	 
Salmonella enterica subsp. enterica serovar Gallinarum str. 9 (909947.3)	 	838_2	4215_4	837	835	1751, 839	836	 	 	 
Salmonella enterica subsp. enterica serovar Gallinarum str. 9184 (685040.3)	 	2947_2	2323_4	2946	2944	1264, 2948	2945	 	 	 
Salmonella enterica subsp. enterica serovar Hadar str. 2011K-0112 (1212559.4)	 	2484_2	2949_4	2485	2487	2483, 3656	2486	 	 	 
Salmonella enterica subsp. enterica serovar Hadar str. 2012K-0272 (1328328.3)	 	786_2	4445_4	787	789	1140, 785	788	 	 	 
Salmonella enterica subsp. enterica serovar Hartford str. 06-0676 (1212557.4)	 	1970_2	1616_4	1971	1973	1969, 76	1972	 	 	 
Salmonella enterica subsp. enterica serovar Hartford str. 2012K-0272 (1328329.3)	 	4425_2	3929_4	4424	4422	1882, 4426	4423	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41563 (1124941.3)	 	4851_2	2977_4	4850	4848	4852, 506	4849	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41565 (1128963.3)	 	1184_2	66_4	1185, 1186	1188	1183, 1607	1187	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41566 (1124942.3)	 	948_2	1795_4	949	951	2912, 947	950	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41573 (1128959.3)	 	1858_2	2382_4	1859	1861	1857, 3228	1860	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41579 (1124937.3)	 	604_2	3508_4	603	601	2254, 605	602	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. B182 (1160717.4)	 	1578_2	4304_4	1577	1575	1579, 2253	1576	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN00322 (1182164.3)	 	736_2	3454_4	737	739	285, 735	738	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN00325 (1182167.3)	 	268_2	2324_4	267	265	1053, 269	266	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN00326 (1182168.3)	 	2483_2	1289_4	2484	2486	2482, 3880	2485	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN00328 (1182170.3)	 	2505_2	3968_4	2504	2502	2506, 4499	2503	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. SL476 (454169.8)	 	923_2	3621_4	922	918	1615, 924	920	 	 	 
Salmonella enterica subsp. enterica serovar Infantis str. SARB27 (596155.6)	 	821_2	3611_4	820	818	1665, 822	819	 	 	 
Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188 (439842.10)	 	520_2	3283_4	519	517	1184, 521	518	 	 	 
Salmonella enterica subsp. enterica serovar Mbandaka str. 2009K-0807 (1235459.3)	 	3531_2	2453_4	3530	3528	3532, 525	3529	 	 	 
Salmonella enterica subsp. enterica serovar Mississippi str. 2010K-1406 (1212561.4)	 	4354_2	1316_4	4355	4357	4330, 4353	4356	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 19N (763919.3)	 	3660_2	2628_4	3661	3663	3010, 3659	3662	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 29N (763920.3)	 	3142_2	2862_4	3141	3139	1332, 3143	3140	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 366867 (858314.3)	 	2720_2	854_4	2721	2723	2088, 2719	2722	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 413180 (858315.3)	 	1151_2	1345_4	1152	1154	1150, 3823	1153	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 414877 (858313.3)	 	3603_2	595_4	3604	3606	3069, 3602	3605	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 42N (763921.3)	 	1996_2	4278_4	1995	1993	1276, 1997	1994	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 4441 H (766761.3)	 	2492_2	1528_4	2493	2495	2491, 2892	2494	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 531954 (745022.3)	 	1815_2	338_4	1814	1812	1816, 2453	1813	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 556152 (871586.3)	 	2938_2	2205_4	2937	2935	168, 2939	2936	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 609460 (859198.4)	 	3167_2	3369_4	3168	3170	1870, 3166	3169	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 80959-06 (763922.3)	 	2032_2	1337_4, 1338_4	2031	2029	2033, 4085	2030	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. ATCC BAA710 (749953.3)	 	3636_2	1925_4	3635	3633	3637, 4262	3634	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035278 (984240.3)	 	3282_2	3954_4	3280, 3281	3278	3005, 3283	3279	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035318 (984241.3)	 	1088_2	1535_4	1089	1091	1087, 1333	1090	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035320 (984242.3)	 	2685_2	481_4	2684	2682	1616, 2686	2683	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035321 (882860.3)	 	2967_2	3123_4	2966	2964	1107, 2968	2965	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035327 (882862.3)	 	3475_2	2994_4	3474	3472	3476, 648	3473	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008286 (882868.3)	 	3163_2	1792_4	3162	3160	3164, 3792	3161	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. LQC 10 (749948.3)	 	3670_2	4385_4	3671	3673	3669, 464	3672	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. SARB30 (749947.3)	 	3278_2	609_4	3277	3275	2904, 3279	3276	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. SARB31 (749952.3)	 	727_2	1423_4	726	724	3808, 728	725	 	 	 
Salmonella enterica subsp. enterica serovar Muenchen str. 08-1125 (1328334.3)	 	1726_2	1391_4	1725	1723	1727, 2935	1724	 	 	 
Salmonella enterica subsp. enterica serovar Muenchen str. 2009K-0951 (1328333.3)	 	3782_2	1356_4	3783	3785	3781, 5132	3784	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19443 (858309.3)	 	194_2	3161_4	195	197	193, 2530	196	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19447 (796737.3)	 	3504_2	4254_4	3503	3501	1427, 3505	3502	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19449 (796736.3)	 	355_2	4202_4	354	352	356, 756	353	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19470 (858312.3)	 	2963_2	1309_4	2964, 2965	2967	2962, 3576	2966	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19536 (859196.3)	 	456_2	4130_4	457	459	1776, 455	458	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19567 (796735.3)	 	3113_2	2960_4	3114	3116	3112, 3265	3115	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19593 (858311.3)	 	1281_2	789_4	1282, 1283	1285	1280, 1399	1284	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21538 (796731.3)	 	1561_2	3339_4	1562	1564	1560, 3027	1563	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21539 (789644.3)	 	688_2	275_4	689	691	3877, 687	690	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21550 (796733.3)	 	3211_2	1547_4	3210	3208	3212, 3938	3209	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21554 (858308.3)	 	3620_2	1459_4	3619	3617	1605, 3621	3618	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21559 (789647.3)	 	520_2	1822_4	519	517	4429, 521	518	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 22425 (796730.3)	 	982_2	668_4	983	985	2957, 981	984	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 22513 (796732.3)	 	2806_2	1138_4	2805	2803	2807, 3529	2804	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 33953 (789645.3)	 	29_2	825_4	28	26	30, 3467	27	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 35185 (789642.3)	 	3998_2	2452_4	3999	4001	218, 3997	4000	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 35188 (789646.3)	 	2219_2	2955_4	2220	2222	2218, 2665	2221	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 35199 (789643.3)	 	934_2	3853_4	933	931	3073, 935	932	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 35202 (796734.3)	 	4857_2	4128_4	4856	4854	1184, 4858	4855	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 37978 (858310.3)	 	2585_2	4521_4	2586	2588	2584, 3431	2587	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 4176 (859197.3)	 	3342_2	1577_4	3343	3345	3341, 777	3344	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM N1543 (858307.3)	 	1361_2	761_4	1360	1358	1362, 939	1359	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM N18486 (858306.3)	 	4327_2	3398_4	4326	4324	1245, 4328	4325	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. Henan_3 (1275975.3)	 	1380_2	3329_4	1381	1383	1379, 689	1382	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. JS09102 (1275976.3)	 	29_2	2595_4	28	26	30, 659	27	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. Levine 1 (930778.3)	 	4566_2	4343_4	4567	4569	1141, 4565	4568	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. Levine 15 (930779.3)	 	3690_2	4127_4	3691	3693	3689, 966	3692	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. SH111077 (1275974.3)	 	3084_2	1586_4	3085	3087	3083, 35	3086	3402_14	 	 
Salmonella enterica subsp. enterica serovar Newport str. SL254 (423368.8)	 	977_2	3805_4	976	974	1710, 978	975	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. SL317 (454168.5)	 	3410_2	2398_4	3409	3407	3411, 563	3408	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. Shandong_3 (1275977.3)	 	1279_2	2845_4	1280	1282	1278, 601	1281	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601 (554290.7)	 	2061_2	3550_4	2062	2064	1438, 2060	2063	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. (554290.9)	 	2092_2	3586_4	2093	2095	1459, 2091	2094	 	 	 
