Organism	ASPOX	QSYN	QAPRT	NaMNAT	NADS	PnuC	NiaP	NiaX	NiaY
Salmonella enterica subsp. enterica serovar Enteritidis str. 648899 3-17 (984221.3)	4700	1224	4391	1656	3727	1225_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648900 1-16 (984222.3)	241	2040	1084	2124	3169	2041_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 1-17 (984223.3)	3900	4270	3029	3845	3544	4269_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 16-16 (984234.3)	424	1277	3360	4048	1914	1278_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648901 6-18 (984230.3)	169	4148	2053	1629	4665	4147_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648902 6-8 (984225.3)	3006	3437	2218	1526	1410	3438_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648903 1-6 (984226.3)	212	1814	1243	4632	486	1815_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648904 3-6 (984227.3)	334	2855	3961	30	966	2856_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 648905 5-18 (984228.3)	254	113	385	3889	1606	112_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 653049 13-19 (984229.3)	3244	2020	1845	3862	999	2019_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 77-0424 (891411.3)	2703	3266	1063	2306	3635	3267_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427 (926034.3)	3149	81	3347	1327	2843	80_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 77-2659 (926035.3)	436	4020	2146	4324	3702	4021_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 78-1757 (926036.3)	4223	314	3512	4627	2811	315_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 81-2625 (1079475.3)	676	4338, 4339	1324	2094	3938	4340_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 8b-1 (930769.3)	648	1825	3061	1586	4352	1824_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0895 (885384.3)	3802	1861	457	1610	4575	1862_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0899 (885385.3)	4065	4149	751	1231	2410	4150_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0956 (886723.3)	3086	96	4659	4249	3398	97_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0968 (886715.3)	1514	4770	3347	1046	2149	4769_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1010 (885382.3)	1095	1	1992	3439	1587	2_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1018 (885381.3)	4068	4043	1733	1126	2043	4044_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1441 (882878.3)	153	2101	1345	2009	3546	2102_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1444 (886716.3)	1931	1740	709	1506	2433	1741_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1445 (886717.3)	214	3440	3240	4282	2195	3439_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1455 (886724.3)	101	4022	362	4300	664	4021_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1457 (885386.3)	4134	544	668	1416	2677	545_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1543 (882877.3)	1371	291	3388	1327	2114	292_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1558 (885380.3)	1623	1649	1765	1512	2788	1648_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1559 (886718.3)	2835	4742	1031	4644	1981	4743_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1565 (886719.3)	1307	3837	2097	4601	2923	3838_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1566 (882875.3)	3870	1682	3061	1458	4227	1683_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1575 (886725.3)	1586	678	1061	1187	4313	677_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1580 (882876.3)	3404	294	581	1366	1933	293_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1594 (882874.3)	3883	4032	546	690	3312	4031_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1725 (886726.3)	527	1557	3350	1394	2644	1556_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1729 (885383.3)	506	3143	377	1241	2661	3144_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1745 (886727.3)	2056	3836	876	1661	4249	3835_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1747 (885387.3)	4177	4085	718	1126	2906	4086_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1791 (886728.3)	644	4086	756	4336	2830	4087_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1795 (886720.3)	696	4709	828	1295	1118	4710_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1808 (886721.3)	2920	4777	1086	2763	559	4778_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1810 (882879.3)	192	3407	657	1923	1391	3408_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1811 (886722.3)	1070	118	2886	1404	2079	119_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1882 (882872.3)	4142	4048	679	3858	2433	4049_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1884 (882873.3)	3659	231	505	1007	2113	232_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CHS4 (984213.3)	3147	1278	2011	890	3380	1279_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CHS44 (702979.3)	2209	2733	2985	1337	2712	2732_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_56-3991 (925128.3)	3976	2917	955	1164	2762	2916_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_69-4941 (930768.3)	176	577	1286	3182	3055	578_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_76-3618 (925129.3)	3852	4606	729	4602	3434	4607_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_81-2490 (925131.3)	218	4248	2080	1745	995	4249_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_N202 (925127.3)	3370	3386	3493	4623	685	3387_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. LA5 (1147754.3)	1885	3832	10	3714	626	3833_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. PT23 (696868.4)	2179	4177	2208	30_4	2959	4178_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SARB17 (1029984.3)	4434	4262, 4263	9	3779	4473	4261_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SE10 (696865.3)	4380	320	4047	1668_4	4423	321_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SE15-1 (925126.3)	4649	1923	1345	2674	1227	1924_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SE8a (696870.3)	1313	326	4316	2248_4	4529	327_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SL909 (925132.3)	3061	3374	2896	4690	1691	3375_8	 	 	 
Salmonella enterica subsp. enterica serovar Enteritidis str. SL913 (925133.3)	963	133	3799	3073	2105	132_8	 	 	 
Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078 (1081093.3)	295	2264	164	2359	1152	2263_8	 	 	 
Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91 (550538.5)	2777	793	159	702	1920	794_8	 	 	 
Salmonella enterica subsp. enterica serovar Gallinarum str. 9 (909947.3)	2807	798	161	707	1935	799_8	 	 	 
Salmonella enterica subsp. enterica serovar Gallinarum str. 9184 (685040.3)	1863	3490	1139	4071_4	2061	3489_8	 	 	 
Salmonella enterica subsp. enterica serovar Hadar str. 2011K-0112 (1212559.4)	4435	2525	114	1035	1682	2524_8	 	 	 
Salmonella enterica subsp. enterica serovar Hadar str. 2012K-0272 (1328328.3)	405	3423	3183	3090_4	2048	3422_8	 	 	 
Salmonella enterica subsp. enterica serovar Hartford str. 06-0676 (1212557.4)	4204	4424	2621	4149	254	4425_8	 	 	 
Salmonella enterica subsp. enterica serovar Hartford str. 2012K-0272 (1328329.3)	3382	3301	2667	3485_4	4864	3302_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41563 (1124941.3)	2498	3579	4223	2119	2588	3578_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41565 (1128963.3)	4968	3497, 3498	510	653	1223	3499_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41566 (1124942.3)	1069	988	1240	4553	2738	987_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41573 (1128959.3)	4201	4946	1286	4291	1748	4947_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. 41579 (1124937.3)	1845	563, 564	4382	458	1762	565_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. B182 (1160717.4)	3416	1538	846	1430	2075	1539_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN00322 (1182164.3)	3323	776	2875	1779	2302	775_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN00325 (1182167.3)	546	228	2759	4284	2958	229_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN00326 (1182168.3)	3631	2523	683	4301	3126	2522_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN00328 (1182170.3)	645	2465	1479	3133	4319	2466_8	 	 	 
Salmonella enterica subsp. enterica serovar Heidelberg str. SL476 (454169.8)	2749	881	226	782	1405	4031_8, 882_8	 	 	 
Salmonella enterica subsp. enterica serovar Infantis str. SARB27 (596155.6)	2680	778	152	682	1846	4020_8, 779_8	 	 	 
Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188 (439842.10)	2417	479	4536	389	1002	3690_8, 480_8	 	 	 
Salmonella enterica subsp. enterica serovar Mbandaka str. 2009K-0807 (1235459.3)	4273	4694	2321	2687	345	4111_8, 4695_8	 	 	 
Salmonella enterica subsp. enterica serovar Mississippi str. 2010K-1406 (1212561.4)	1510	4387	620	2712	216	4386_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 19N (763919.3)	3357	3691	4309	2804	1536	3690_8, 4142_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 29N (763920.3)	2240	3111	4322	3714	3364	3112_8, 335_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 366867 (858314.3)	4573	2751	3460	4168	2267	16_8, 2750_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 413180 (858315.3)	826	1182	4336	1945	3644	1181_8, 2117_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 414877 (858313.3)	1613	3634	2637	4160	1384	3633_8, 4029_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 42N (763921.3)	2352	1964	4566	3735	3553	1965_8, 2785_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 4441 H (766761.3)	2296	2568	3846	3522	3262	1435_8, 2567_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 531954 (745022.3)	3756	1784	2942	1700	2274	1785_8, 715_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 556152 (871586.3)	2712	2664	2045	265	4048	2663_8, 3568_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 609460 (859198.4)	4001	3199	4247	3284	1108	1421_8, 3198_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. 80959-06 (763922.3)	838	2001	2223	3150	4261	2002_8, 4526_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. ATCC BAA710 (749953.3)	1131	3605	3487	3319	4079	2303_8, 3606_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035278 (984240.3)	1520	3252	3066	4107	72	1314_8, 3251_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035318 (984241.3)	1145	1119	2135	420	2609	1118_8, 3941_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035320 (984242.3)	1504	2654	4116	902	1848	2422_8, 2655_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035321 (882860.3)	1479	2936	2353	2851	1284	2937_8, 4346_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. CT_02035327 (882862.3)	1272	858	2559	1956	287	859_8, 888_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008286 (882868.3)	2392	3132	614	2293	3613	2951_8, 3133_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. LQC 10 (749948.3)	4044	3701	882	2977	2464	2880_8, 3700_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. SARB30 (749947.3)	4149	3247	388	3710	2174	3248_8, 4517_8	 	 	 
Salmonella enterica subsp. enterica serovar Montevideo str. SARB31 (749952.3)	16	696	3456	3690	2612	2856_8, 697_8	 	 	 
Salmonella enterica subsp. enterica serovar Muenchen str. 08-1125 (1328334.3)	1171	2620	4729	3907_4	3116	2621_8	 	 	 
Salmonella enterica subsp. enterica serovar Muenchen str. 2009K-0951 (1328333.3)	875	3386	3532	4470_4	4954	3385_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19443 (858309.3)	1042	4576	625	1236	3593	4577_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19447 (796737.3)	3894	3464	632	975	1463	3465_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19449 (796736.3)	607	316	1310	1750	4418	317_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19470 (858312.3)	3023	3074	535	4330	1781	3073_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19536 (859196.3)	981	12	728	3182	2823	11_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19567 (796735.3)	3300	3153	622	3530	2654	3152_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 19593 (858311.3)	4386	4338	2999	1699	3254	4339_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21538 (796731.3)	4596	1601	2082	1364	2645	1600_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21539 (789644.3)	4277	726	1604	2949	873	725_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21550 (796733.3)	399	3171	628	2659	3761	3172_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21554 (858308.3)	3563	3579	4433	410	1211	3580_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 21559 (789647.3)	1652	480	4298	2042	3800	481_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 22425 (796730.3)	42	1070	1808	2029	1231	1069_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 22513 (796732.3)	4725	2766	429	2662	3352	2767_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 33953 (789645.3)	4676	1201	4447	1730	2784	1200_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 35185 (789642.3)	2145	1755	2919	3334	1464	1756_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 35188 (789646.3)	1448	2259	1424	3124	2488	2258_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 35199 (789643.3)	3691	3117	4374	2343	4634	3116_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 35202 (796734.3)	262	3258	505	4684	2026	3259_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 37978 (858310.3)	2641	2625	1686	1545	4731	2624_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM 4176 (859197.3)	1974	4401	4122	714	2842	4402_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM N1543 (858307.3)	4172	3249	1762	2226	1552	3248_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. CVM N18486 (858306.3)	468	4286	1585	3032	3853	4287_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. Henan_3 (1275975.3)	3244	4127	2026	4233_4	868	4126_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. JS09102 (1275976.3)	3234	3735	2947	3841_4	478	3734_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. Levine 1 (930778.3)	1299	18	2434	4178	1462	17_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. Levine 15 (930779.3)	683	2107	555	2867	1145	2108_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. SH111077 (1275974.3)	2611	4003	3854	3898_4	2244	4004_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. SL254 (423368.8)	2923	936	315	831	1532	937_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. SL317 (454168.5)	4849	4896	1598	2930	746	4895_8	 	 	 
Salmonella enterica subsp. enterica serovar Newport str. Shandong_3 (1275977.3)	3257	1320	3741	1426_4	778	1319_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601 (554290.7)	284	2093	158	2193	1611	2092_8, 3965_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. (554290.9)	290	2124	161	2224	1637	2123_8, 4002_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC (295319.15)	291	2122	160	2221	1636	2121_8, 3995_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. GXS2268 (1072568.3)	231	2063	99	2165_4	1572	2062_8, 3937_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. GZ9A00052 (1072569.3)	230	2053	100	2154_4	1563	2052_8, 3930_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. JX05-19 (1072570.3)	230	2058	99	2158_4	1575	2057_8, 3930_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi A str. ZJ98-53 (1072572.3)	232	2074	100	2176_4	1587	2073_8, 3903_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7 (272994.6)	276	2244	149	2344	1669	2243_8	 	 	 
Salmonella enterica subsp. enterica serovar Paratyphi C strain (476213.4)	2826	808	214	719	2491	809_8	 	 	 
Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729 (941188.3)	3374	3680	2921	1140	3309	3679_8	 	 	 
Salmonella enterica subsp. enterica serovar Poona str. 2010K-2244 (1328331.3)	1723	2052	2103	4127_4	3765	2051_8	 	 	 
Salmonella enterica subsp. enterica serovar Saintpaul str. SARA23 (439846.4)	3139	1252	637	1151	1809	1253_8	 	 	 
Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633 (439843.6)	2867	993	277	895	1480	4089_8, 994_8	 	 	 
Salmonella enterica subsp. enterica serovar Schwarzengrund str. (439843.8)	2879	998	278	901	1486	4109_8, 999_8	 	 	 
Salmonella enterica subsp. enterica serovar Senftenberg str. SS209 (1147753.3)	2949	4630	2158	4850	2033	100_8, 4629_8	 	 	 
Salmonella enterica subsp. enterica serovar Stanley str. 06-0538 (1328332.3)	184	3697	773	998_4	1258	3698_8	 	 	 
Salmonella enterica subsp. enterica serovar Tennessee str. CDC07-0191 (573395.3)	3380	2318	1807	2225	1453	2319_8, 3602_8	 	 	 
Salmonella enterica subsp. enterica serovar Thompson str. 2010K-1863 (1235460.3)	2824	4549	1739	1409	810	4548_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhi str. BL196 (1156917.3)	2671	2043	1129	3853	2740	2042_8, 4451_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhi str. CR0044 (1176488.3)	1829	3992	1352	2277	3489	3993_8, 4377_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhi str. CT18 (220341.7)	2882	802	168	700	1816	3712_8, 803_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhi str. E98-3139 (496064.4)	1858, 1859	4479	110	29	4586	2108_8, 4480_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12 (1132507.4)	294	2286	169	2390	1299	2285_8, 3618_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhi str. ST0208 (1176487.3)	24	4055	774	4063	826	1308_8, 4054_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhi str. Ty2 (209261.6)	291	2326	166	2425	1313	2325_8, 3668_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhi str. Ty21a (527001.3)	292	2274	167	2376_4	1291	2273_8, 3607_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. 4/74 (909946.3)	2812	801	158	689	1348	802_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. D23580 (568708.3)	2820	826	154	723	1381	827_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 (99287.12)	2791	787	154	681	1392	788_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S (588858.6)	3002	917	290	812	1538	918_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344 (216597.6)	2898	819	161	706	1393	820_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. ST1660/06 (1141101.3)	2583	581	4844	473	1141	582_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm1 (1218143.3)	2774, 2775	789	158	681	1332	790_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm10 (1218150.3)	2725, 2726	741	97	634	1269	742_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm11 (1218151.3)	2825, 2826	897	258	790	1369	898_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm12 (1218152.3)	2781, 2782	799	158	691	1293	800_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm2 (1218144.3)	2797, 2798	817	170	707	1325	818_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm3 (1218145.3)	2674, 2675	783	100	675	1231	784_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm4 (1218146.3)	2722, 2723	741	98	633	1233	742_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm8 (1218148.3)	2792, 2793	816	170	708	1354	817_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. STm9 (1218149.3)	2669, 2670	732	97	626	1218	733_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. T000240 (718274.8)	2760	837	155	730	1379	838_8	 	 	 
Salmonella enterica subsp. enterica serovar Typhimurium str. U288 (1171376.3)	284	2240	156	2347_4	617	2239_8	 	 	 
