Organism	GndP	Gnd	Pgl	Rpe	Rpi	Tal	Tkt	Zwf
Klebsiella pneumoniae subsp. pneumoniae KPNIH23 (1168064.3)	5240_18	 	4514_32, 4824_32	1175_38, 4373_38, 723_38	3064_39	2429_41, 2571_41, 2811_41	2812_42, 3056_42, 3328_43, 3329_44, 3512_44, 3513_43	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH4 (1087443.3)	5404_18	 	4676_32, 5310_32	1388_38, 2139_38, 3309_38	2726_39	1891_41, 3136_41, 3718_41	1568_43, 1569_44, 2734_42, 3719_42, 3868_44, 3869_43	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH5 (1087444.3)	5189_18	 	2435_32, 3395_32	1427_38, 2087_38, 3106_38	1750_39	1181_41, 3089_41, 3707_41	1759_42, 2484_44, 2485_43, 3708_42, 3873_43, 3874_44	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH6 (1087445.3)	5401_18	 	3222_32, 5324_32	1828_38, 2435_38, 3638_38	1642_39	1271_41, 3555_41, 843_41	1634_42, 2123_43, 2124_44, 3172_43, 3173_44, 844_42	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH7 (1094167.3)	5395_18	 	3111_32, 3224_32	2038_38, 2886_38, 3771_38	1738_39	2479_41, 3688_41, 4176_41	1730_42, 2416_43, 2417_44, 3273_44, 3274_43, 4177_42	 
Klebsiella pneumoniae subsp. pneumoniae KPNIH9 (1094169.3)	5459_18	 	3492_32, 437_32	2309_38, 3271_38, 4136_38	2210_39	1746_41, 298_41, 4028_41	2220_42, 299_42, 387_43, 388_44, 604_43, 605_44	 
Klebsiella pneumoniae subsp. pneumoniae KpQ3 (1226115.3)	1887_18	 	3700_32	2671_38, 2714_38, 584_38	1063_39, 3315_40	1581_41, 3314_41, 4544_41	1055_42, 1580_42, 3313_42, 3649_43, 3650_44, 3866_43, 3867_44	 
Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (272620.9)	2521_18	 	802_32	1734_38, 1773_38, 3816_38, 4636_37	3372_39	1155_41, 2816_41, 8_41	1156_42, 2817_42, 3380_42, 617_43, 618_44, 854_44, 855_43	 
Klebsiella pneumoniae subsp. pneumoniae ST258-490 (1212766.3)	36_18	 	4634_32	1245_38, 1395_38, 962_38	2044_39	2252_41, 2664_41, 3368_41	2053_42, 3369_42, 3633_43, 3634_44, 3658_43, 3659_44	 
Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 (667127.3)	2075_18	 	793_32	1465_38, 3992_38, 4134_37	2747_39, 92_40	3553_41, 4719_41, 91_41	1381_43, 1382_43, 1383_44, 3554_42, 3555_42, 3556_42, 5195_42	 
Klebsiella sp. 1_1_55 (469608.3)	1689_18	 	1863_32	3846_38	2270_40, 3278_39	112_41, 2271_41, 4460_41	111_42, 1917_44, 1918_43, 2272_42, 2273_42, 2663_44, 2664_43	305_46
Morganella morganii SC01 (1239989.3)	565_18	 	502_32	1454_38	3821_39	3485_41	142_42	3023_46
Morganella morganii subsp. morganii KT (1124991.3)	874_18	 	812_32	2791_38	3175_39	2078_41	1050_42	2411_46
Plesiomonas shigelloides 302-73 (1315976.3)	2292_18	 	2473_31	1127_38	2674_39	2919_41	2681_42	2474_46
Proteus mirabilis ATCC 29906 (525369.4)	1450_18	 	1373_32	3162_38	2381_40, 935_39	2002_41, 2500_41	1778_42	20_46
Proteus mirabilis C05028 (1245027.3)	2060_18	 	2114_32	2574_38	222_39, 2350_40	1414_41, 2299_41	1627_42	1077_46
Proteus mirabilis HI4320 (529507.6)	638_18	 	585_32	2962_38	1983_39, 2471_40	2589_41, 6_41	231_42	1112_46
Proteus mirabilis PR03 (1279010.3)	2782_18	 	2834_32	826_38	2415_40, 910_39	1513_41, 1545_41	1639_42	1825_46
Proteus mirabilis WGLW4 (1125693.3)	2533_18	 	2585_32	258_38	1079_39, 659_40	3169_41, 621_41	2939_42	2054_46
Proteus mirabilis WGLW6 (1125694.3)	573_18	 	525_32	3692_38	1920_39, 2953_40	2501_41, 2902_41	171_42	1081_46
Proteus penneri ATCC 35198 (471881.3)	4448_18	 	4528_32	1370_38	3134_40, 716_39, 717_39	2211_41, 2212_41	1898_42, 1899_42	3561_46, 3562_46
Providencia alcalifaciens DSM 30120 (520999.6)	2811_18, 2931_18	 	2987_32	425_38	975_39	147_41	250_42	2746_46, 2810_46
Providencia alcalifaciens Dmel2 (1141661.3)	1282_18, 1840_18	 	1897_32	3791_38	265_39	2694_41	2570_42	1190_46, 1281_46
Providencia rettgeri DSM 1131 (521000.6)	3221_18	 	3091_32	1472_38	474_39	4221_41	4100_42, 796_42	2476_46
Providencia rettgeri Dmel1 (1141663.3)	1566_18	 	1504_32	322_38	1956_40, 3202_39	3834_41	1955_42, 3708_42	2215_46
Providencia stuartii ATCC 25827 (471874.6)	3904_18, 899_18	 	823_32	244_38	 	4067_41	4245_42	 
Providencia stuartii MRSN 2154 (1157951.4)	1929_18, 3273_18	 	3200_32	2032_38	 	1446_41	1309_42, 2665_42	 
Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- (41514.7)	770_18	 	2077_32	3929_38	4352_39	2848_41, 3363_41, 384_41	383_42, 4328_42, 534_44, 535_43	999_46
Salmonella enterica subsp. enterica serovar Agona  str. 01.O.05 (1265673.3)	2961_18	 	4332_32	4265_37, 4635_38	 	1127_41, 3626_41	1126_42, 1293_44, 1294_43, 285_42	 
Salmonella enterica subsp. enterica serovar Agona str. 02.O.05 (1265665.3)	2734_18	 	4740_32	3291_37, 4091_38	 	2266_41, 4154_41	2267_42, 2509_44, 2510_43, 3744_42	 
Salmonella enterica subsp. enterica serovar Agona str. 03.O.05 (1265636.3)	2986_18	 	4208_32	4535_37, 4812_38	 	2528_41, 3680_41	2529_42, 287_42, 3114_43, 3115_44	 
Salmonella enterica subsp. enterica serovar Agona str. 04.O.05 (1265657.3)	2677_18	 	4155_32	3269_37, 4725_38	 	1576_41, 3523_41	1575_42, 2806_43, 2807_44, 283_42	 
Salmonella enterica subsp. enterica serovar Agona str. 05.O.06 (1265678.3)	2135_18	 	337_32	3879_38, 4135_37	 	3094_41, 3961_41	2349_44, 2350_43, 285_42, 3960_42	 
Salmonella enterica subsp. enterica serovar Agona str. 06.O.05 (1265642.3)	2771_18	 	4231_32	4544_37, 4802_38	 	2428_41, 3690_41	2429_42, 286_42, 2951_44, 2952_43	 
Salmonella enterica subsp. enterica serovar Agona str. 07.O.05 (1265611.3)	3077_18	 	4298_32	4649_37, 4814_38	 	1060_41, 3846_41	1059_42, 1581_44, 1582_43, 285_42	 
Salmonella enterica subsp. enterica serovar Agona str. 08.A.05 (1265637.3)	3464_18	 	4230_32	4593_37, 4719_38	 	2053_41, 4297_41	148_43, 149_44, 2054_42, 934_42	 
Salmonella enterica subsp. enterica serovar Agona str. 10.A.05 (1265679.3)	3346_18	 	4119_32	4482_37, 4610_38	 	2700_41, 4186_41	118_43, 119_44, 2701_42, 478_42	 
Salmonella enterica subsp. enterica serovar Agona str. 11.A.05 (1265643.3)	3748_18	 	4434_32	1328_37, 4597_38	 	1933_41, 2375_41	140_42, 1934_42, 590_44, 591_43	 
Salmonella enterica subsp. enterica serovar Agona str. 12.A.06 (1265612.3)	3669_18	 	4528_32	4395_37, 4619_38	 	1930_41, 2703_41	166_44, 167_43, 1931_42, 936_42	 
Salmonella enterica subsp. enterica serovar Agona str. 13.E.05 (1265638.3)	3832_18	 	4516_32	2701_37, 4666_38	 	1982_41, 2461_41	1012_42, 111_43, 112_44, 1983_42	 
Salmonella enterica subsp. enterica serovar Agona str. 14.E.05 (1265659.3)	3774_18	 	4380_32	4505_37, 4617_38	 	2026_41, 2267_41	166_44, 167_43, 2268_42, 701_42	 
Salmonella enterica subsp. enterica serovar Agona str. 15.H.03 (1265680.3)	2946_18	 	4067_32	4395_37, 4700_38	 	1502_41, 3798_41	1501_42, 182_42, 3075_43, 3076_44	 
Salmonella enterica subsp. enterica serovar Agona str. 17.H.06 (1265613.3)	3405_18	 	1490_32	4517_37, 4730_38	 	1354_41, 3894_41	1353_42, 1601_44, 1602_43, 284_42	 
Salmonella enterica subsp. enterica serovar Agona str. 18.H.07 (1265644.3)	2366_18	 	4490_32	4216_37, 4699_38	 	1588_41, 3820_41	1587_42, 284_42, 3402_44, 3403_43	 
Salmonella enterica subsp. enterica serovar Agona str. 19.F.03 (1265668.3)	2943_18	 	4089_32	4035_38, 4375_37	 	2441_41, 3734_41	2442_42, 3073_43, 3074_44, 48_42	 
Salmonella enterica subsp. enterica serovar Agona str. 20.H.06 (1265614.3)	3291_18	 	4665_32	1416_37, 4801_38	 	2724_41, 4552_41	2723_42, 335_44, 336_43, 650_42	 
Salmonella enterica subsp. enterica serovar Agona str. 21.H.10 (1265650.3)	3274_18	 	4137_32	4037_37, 4805_38	 	1259_41, 4405_41	283_42, 3403_43, 3404_44, 4404_42	 
Salmonella enterica subsp. enterica serovar Agona str. 22.H.04 (1265618.3)	3408_18	 	1740_32	4110_37, 4351_38	 	1958_41, 2859_41	282_42, 2860_42, 3583_44, 3584_43	 
Salmonella enterica subsp. enterica serovar Agona str. 23.F.01 (1265639.3)	3067_18	 	3915_32	4305_37, 4744_38	 	1463_41, 4387_41	274_42, 2858_43, 2859_44, 4386_42	 
Salmonella enterica subsp. enterica serovar Agona str. 24.H.04 (1265660.3)	3360_18	 	2428_32	4259_37, 4696_38	 	1631_41, 2278_41	1630_42, 286_42, 3574_44, 3575_43	 
Salmonella enterica subsp. enterica serovar Agona str. 26.F.98 (1265681.3)	2240_18	 	4273_32	4219_38	 	3638_41, 4313_41	3764_44, 3765_43, 3836_42, 4311_42, 4312_42	 
Salmonella enterica subsp. enterica serovar Agona str. 27.O.98 (1265645.3)	2087_18	 	3852_32	4113_37, 4685_38	 	3425_41, 4037_41	2217_43, 2218_44, 4036_42, 54_42	 
Salmonella enterica subsp. enterica serovar Agona str. 28.O.08 (1265615.3)	2218_18	 	3872_32	4045_37, 4681_38	 	3455_41, 3968_41	2384_43, 2385_44, 3967_42, 54_42	 
Salmonella enterica subsp. enterica serovar Agona str. 29.O.08 (1265640.3)	861_18	 	1508_32	4319_38, 715_37	 	1347_41, 1726_41	1727_42, 2732_44, 2733_43, 54_42	 
Salmonella enterica subsp. enterica serovar Agona str. 30.H.04 (1265661.3)	688_18	 	4300_32	3015_38, 4656_37, 4780_38	 	2249_41, 2477_41	139_42, 2250_42, 866_44, 867_43	 
Salmonella enterica subsp. enterica serovar Agona str. 31.H.09 (1265682.3)	3310_18	 	2110_32	4501_37, 4587_38	 	1916_41, 3910_41	151_43, 152_44, 1917_42, 539_42	 
Salmonella enterica subsp. enterica serovar Agona str. 32.A.00 (1265646.3)	1972_18	 	3561_32	3393_37, 4644_38	 	3597_41, 4189_41	2098_43, 2099_44, 3596_42, 63_42	 
Salmonella enterica subsp. enterica serovar Agona str. 33.A.05 (1265616.3)	2777_18	 	1047_32	4408_37, 4563_38	 	4192_41, 4445_41	253_42, 2996_44, 2997_43, 4444_42	 
Salmonella enterica subsp. enterica serovar Agona str. 34.H.09 (1265641.3)	3224_18	 	3602_32	4463_37, 4662_38	 	1987_41, 4118_41	117_43, 118_44, 1988_42, 932_42	 
Salmonella enterica subsp. enterica serovar Agona str. 35.H.08 (1265669.3)	2558_18	 	4478_32	1542_37, 4729_38	 	3005_41, 4170_41	3006_42, 3283_44, 3284_43, 408_42	 
Salmonella enterica subsp. enterica serovar Agona str. 36.H.00 (1265617.3)	3613_18	 	4399_32	4589_37, 4707_38	 	2080_41, 2984_41	163_44, 164_43, 2985_42, 576_42	 
Salmonella enterica subsp. enterica serovar Agona str. 37.F.02 (1265651.3)	2506_18	 	4330_32	4126_37, 4457_38	 	2005_41, 3655_41	2006_42, 2635_43, 2636_44, 96_42	 
Salmonella enterica subsp. enterica serovar Agona str. 38.O.03 (1265621.3)	3308_18	 	3753_32	1075_37, 1979_38	 	3657_41, 4061_41	253_44, 254_43, 4062_42, 615_42	 
Salmonella enterica subsp. enterica serovar Agona str. 39.O.03 (1265647.3)	1912_18	 	2854_32	2088_37, 4548_38	 	3434_41, 4076_41	1653_42, 3435_42, 3532_43, 3533_44	 
Salmonella enterica subsp. enterica serovar Agona str. 40.E.08 (1265622.3)	3479_18	 	4621_32	4555_37, 4754_38	 	2894_41, 3198_41	138_42, 2895_42, 542_43, 543_44	 
Salmonella enterica subsp. enterica serovar Agona str. 41.E.09 (1265652.3)	3347_18	 	4106_32	4304_38	 	2051_41, 3444_41	1426_44, 1427_43, 3443_42, 99_42	 
Salmonella enterica subsp. enterica serovar Agona str. 42.E.09 (1265648.3)	3030_18	 	4601_32	4331_38	 	3225_41, 3920_41	1246_44, 1247_43, 3224_42, 85_42	 
Salmonella enterica subsp. enterica serovar Agona str. 43.E.09 (1265670.3)	3433_18	 	2261_32	4143_37, 4619_38	 	2065_41, 4350_41	119_43, 120_44, 2066_42, 928_42	 
Salmonella enterica subsp. enterica serovar Agona str. 45.E.09 (1265653.3)	2022_18	 	1015_32	4389_38	 	2939_41, 4491_41	2184_43, 2185_44, 284_42, 4492_42	 
Salmonella enterica subsp. enterica serovar Agona str. 46.E.09 (1265623.3)	2080_18	 	3728_32	2505_37, 4651_38	 	3964_41, 902_41	2209_43, 2210_44, 3963_42, 97_42	 
Salmonella enterica subsp. enterica serovar Agona str. 48.E.08 (1265675.3)	3521_18	 	4465_32	4398_37, 4615_38	 	2610_41, 2836_41	146_43, 147_44, 2611_42, 944_42	 
Salmonella enterica subsp. enterica serovar Agona str. 49.E.09 (1265625.3)	423_18	 	4517_32	3317_37, 4621_38	 	3099_41, 4343_41	1303_42, 3100_42, 599_44, 600_43	 
Salmonella enterica subsp. enterica serovar Agona str. 50.E.08 (1265662.3)	2632_18	 	3562_32	1830_37, 4501_38	 	1257_41, 4249_41	1258_42, 3446_44, 3447_43, 3882_42	 
Salmonella enterica subsp. enterica serovar Agona str. 51.E.09 (1265628.3)	1126_18	 	3814_32	3473_37, 4587_38	 	3172_41, 3970_41	2186_43, 2187_44, 3969_42, 98_42	 
Salmonella enterica subsp. enterica serovar Agona str. 52.F.08 (1265655.3)	3351_18	 	4150_32	4484_37, 4609_38	 	1171_41, 4217_41	117_43, 1172_42, 118_44, 936_42	 
Salmonella enterica subsp. enterica serovar Agona str. 53.F.08 (1265676.3)	3197_18	 	4273_32	3585_38, 3586_38, 4206_37, 4612_38	 	1676_41, 4340_41	145_43, 146_44, 1677_42, 795_42	 
Salmonella enterica subsp. enterica serovar Agona str. 54.O.08 (1265626.3)	3393_18	 	2207_32	4495_37, 4617_38	 	1758_41, 4200_41	141_42, 1759_42, 568_43, 569_44	 
Salmonella enterica subsp. enterica serovar Agona str. 55.U.08 (1265663.3)	3567_18	 	4372_32	4532_37, 4625_38	 	1860_41, 2625_41	1861_42, 193_44, 194_43, 939_42	 
Salmonella enterica subsp. enterica serovar Agona str. 56.O.08 (1265629.3)	3345_18	 	4333_32	4415_38, 4538_37	 	1701_41, 1933_41	146_43, 147_44, 1702_42, 931_42	 
Salmonella enterica subsp. enterica serovar Agona str. 57.A.08 (1265656.3)	4600_18	 	2861_32	2248_38, 225_37, 291_38	 	1822_41, 354_41	353_42, 488_44, 489_43, 900_42	 
Salmonella enterica subsp. enterica serovar Agona str. 58.E.08 (1265677.3)	3603_18	 	4478_32	1343_37, 4596_38	 	2072_41, 2559_41	139_42, 2073_42, 537_43, 538_44	 
Salmonella enterica subsp. enterica serovar Agona str. 59.F.08 (1265631.3)	3294_18	 	4350_32	4186_37, 4614_38	 	1173_41, 4418_41	1174_42, 146_43, 147_44, 935_42	 
Salmonella enterica subsp. enterica serovar Agona str. 60.O.08 (1265664.3)	3017_18	 	4232_32	3948_38, 885_37	 	3752_41, 4315_41	142_42, 3189_44, 3190_43, 4316_42	 
Salmonella enterica subsp. enterica serovar Agona str. 61.O.08 (1265630.3)	3328_18	 	4617_32	1385_37, 4567_38	 	4003_41, 449_41	448_42, 581_44, 582_43, 839_42	 
Salmonella enterica subsp. enterica serovar Agona str. 62.H.72 (1265666.3)	2889_18	 	3882_32	3554_37, 4445_38	 	1180_41, 1856_41	1855_42, 336_44, 337_43, 529_42	 
Salmonella enterica subsp. enterica serovar Agona str. 63.H.87 (1265619.3)	3464_18	 	4134_32	2820_37, 4745_38	 	1866_41, 2538_41	2537_42, 441_44, 442_43, 677_42	 
Salmonella enterica subsp. enterica serovar Agona str. 64.H.00 (1265632.3)	3053_18	 	4324_32	4530_37, 4634_38	 	3873_41, 4160_41	141_42, 4159_42, 518_43, 519_44	 
Salmonella enterica subsp. enterica serovar Agona str. 65.H.72 (1265671.3)	3156_18	 	4488_32	3493_37, 3739_38	 	2398_41, 4004_41	2266_43, 2267_44, 2399_42, 415_42	 
Salmonella enterica subsp. enterica serovar Agona str. 66.F.99 (1265634.3)	2651_18	 	3965_32	4412_38, 4455_37	 	3471_41, 4391_41	1361_43, 1362_44, 412_42, 4392_42	 
Salmonella enterica subsp. enterica serovar Agona str. 67.H.09 (1265667.3)	3651_18	 	4517_32	4321_37, 4721_38	 	1949_41, 2175_41	141_43, 142_44, 1950_42, 965_42	 
Salmonella enterica subsp. enterica serovar Agona str. 68.U.05 (1265620.3)	3212_18	 	3649_32	4613_37, 4685_38	 	1810_41, 3870_41	1809_42, 283_42, 3341_43, 3342_44	 
Salmonella enterica subsp. enterica serovar Agona str. 69.H.06 (1265633.3)	563_18	 	4113_32	392_37, 4753_38	 	2878_41, 3710_41	2879_42, 3004_44, 3005_43, 49_42	 
Salmonella enterica subsp. enterica serovar Agona str. 70.E.05 (1265672.3)	3403_18	 	3813_32	4549_37, 4644_38	 	1843_41, 4261_41	159_44, 160_43, 1844_42, 862_42	 
Salmonella enterica subsp. enterica serovar Agona str. 71.E.05 (1265635.3)	3511_18	 	4143_32	4491_37, 4639_38	 	2903_41, 4227_41	138_42, 2904_42, 556_44, 557_43	 
Salmonella enterica subsp. enterica serovar Agona str. 72.A.52 (1265674.3)	1378_18	 	4003_32	2121_37, 3219_38	 	1921_41, 3757_41	1922_42, 2420_43, 2421_44, 397_42	 
Salmonella enterica subsp. enterica serovar Agona str. 73.H.09 (1265627.3)	3668_18	 	4305_32	4552_37, 4661_38	 	2032_41, 2905_41	152_43, 153_44, 2033_42, 513_42	 
Salmonella enterica subsp. enterica serovar Agona str. SH08SF124 (1262652.4)	3241_18	 	116_32	2685_38, 786_37	 	1058_41, 3940_41	1057_42, 1188_44, 1189_43, 4212_42	 
Salmonella enterica subsp. enterica serovar Agona str. SH10GFN094 (1262654.4)	564_18	 	762_32	1150_37, 4739_38	 	1455_41, 3101_41	2097_42, 3100_42, 3232_44, 3233_44, 3234_43	 
Salmonella enterica subsp. enterica serovar Agona str. SH11G1113 (1263410.4)	1740_18, 2120_18	 	43_32	1966_38, 4242_37	 	4485_41, 4736_41	2806_42, 293_44, 294_43, 4737_42	 
Salmonella enterica subsp. enterica serovar Agona str. SL483 (454166.8)	2155_18	 	816_32	3578_38, 4509_37	 	2560_41, 44_41	2428_43, 2429_44, 2561_42, 3151_42	 
Salmonella enterica subsp. enterica serovar Anatum str. 06-0532 (1328326.3)	559_18	 	2838_32	1086_37, 2448_38, 365_38	 	3060_41, 863_41	1389_44, 1390_43, 3061_42, 4428_42	3177_46
Salmonella enterica subsp. enterica serovar Bareilly str. 06-0784 (1212554.4)	4437_18	 	3818_32	1698_38, 2298_38, 727_38	 	2764_41, 52_41	2765_42, 3007_42, 3733_43, 3734_44, 3857_44, 3858_43	 
Salmonella enterica subsp. enterica serovar Bareilly str. 07-0873 (1328327.3)	2550_18	 	832_32	2241_38, 230_37, 3670_38, 4197_38	 	3400_41, 8_41	2802_43, 2803_44, 3401_42, 4700_42, 793_43, 794_44	 
Salmonella enterica subsp. enterica serovar Choleraesuis str. (321314.9)	2532_18	 	1108_32	3967_38	 	233_41, 2947_41	2810_43, 2811_44, 2948_42, 3545_42	2320_46
Salmonella enterica subsp. enterica serovar Choleraesuis str. A50 (904139.4)	4661_18	 	881_32	2222_38	 	1201_41, 6_41	1062_43, 1063_44, 1202_42, 1795_42	 
Salmonella enterica subsp. enterica serovar Dublin str. 3246 (909945.3)	2372_18	 	855_32	3755_38, 4363_38, 4648_37	 	2781_41, 6_41	2638_43, 2639_44, 2782_42, 3337_42	1340_46
Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 (439851.8)	2420_18	 	936_32	3789_38, 4392_38, 4673_37	 	100_41, 2828_41	2687_43, 2688_44, 2829_42, 3377_42	1408_46
Salmonella enterica subsp. enterica serovar Dublin str. HWS51 (687860.3)	3412_18	 	2328_32	2565_37, 39_38, 4349_38	 	3156_41, 808_41	1539_42, 3155_42, 4617_43, 4618_44	864_46
Salmonella enterica subsp. enterica serovar Dublin str. SL1438 (687915.3)	3936_18	 	650_32	1042_38, 291_37, 4525_38	 	4111_41, 53_41	3483_42, 4110_42, 4253_44, 4254_43	4960_46
Salmonella enterica subsp. enterica serovar Dublin str. UC16 (1192688.3)	2026_18	 	2512_32	1175_37, 2627_38, 3184_38, 3641_38	 	2942_41, 3563_41	1835_42, 2943_42, 4889_43, 4890_44	1396_46
Salmonella enterica subsp. enterica serovar Enteritidis str. P125109 (550537.3)	2203_18	 	769_32	1527_38, 3519_38, 4125_38, 4413_37	 	2605_41, 6_41	2469_43, 2470_44, 2606_42, 3110_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 08-0128 (1182760.3)	2156_18	 	4021_32	1069_38, 2600_37, 3906_38, 438_38	 	3487_41, 3726_41	1572_42, 3032_43, 3033_44, 3486_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 08-0627 (1182761.3)	3932_18	 	1631_32	1261_38, 3347_38, 3601_37, 60_38	 	1983_41, 3001_41	1785_42, 1982_42, 2123_44, 2124_43	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 13-1 (696866.4)	785_18	 	2947_32	1576_38, 2752_37, 721_38	 	1058_41, 1407_41	1108_43, 1406_42, 2510_44, 502_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 17927 (984212.3)	3659_18	 	4261_32	1638_38, 3399_38, 4484_37	 	1098_41, 920_41	1764_43, 1765_44, 2595_42, 919_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 18569 (696867.3)	2263_18	 	2731_32	1175_37, 2128_38, 3975_38	 	4499_41, 4754_41	1680_44, 1681_43, 3349_42, 4753_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 20037 (696864.3)	222_18	 	3537_32	2544_37, 3234_38, 3311_38	 	1671_41, 775_41	1672_42, 2893_42, 4302_43, 4303_44	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010-1237 (1179780.3)	2751_18	 	2100_32	1164_37, 1831_38, 3345_38, 645_38	 	3834_41, 943_41	1634_42, 3833_42, 4244_43, 4245_44	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0669 (1182757.3)	3071_18	 	711_32	2231_37, 2736_38, 3851_38, 785_38	 	2658_41, 3503_41	1972_42, 2517_43, 2518_44, 2659_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-2599 (1182758.3)	2766_18	 	589_32	1121_38, 2205_37, 2938_38, 3780_38	 	2631_41, 3433_41	1949_42, 2492_43, 2493_44, 2632_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 22510-1 (926037.3)	888_18	 	224_32	2689_38, 3223_37, 3877_38, 4153_38	 	2991_41, 571_41	2992_42, 323_44, 324_43, 4553_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 485549-17 (910413.3)	3117_18	 	3368_32	1016_38, 1152_37, 1820_38, 2301_38	 	132_41, 1988_41	1989_42, 347_43, 348_44, 4573_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 50-3079 (1090945.3)	770_18	 	4128_32	2601_38, 3046_37, 3394_38, 975_38	 	250_41, 2889_41	1600_42, 2006_44, 2007_43, 2888_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 53-407 (1116477.3)	810_18	 	3414_32	1173_37, 3044_38, 546_38	 	2981_41, 4032_41	1971_43, 1972_44, 4033_42, 4497_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 22-17 (984215.3)	1295_18	 	3103_32	1457_37, 2111_38, 4609_38	 	1067_41, 1737_41	1738_42, 2449_42, 557_43, 558_44	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 40-18 (984216.3)	219_18	 	4651_32	1372_38, 466_38, 824_37	 	3051_41, 4116_41	2473_42, 378_44, 379_43, 4115_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 543463 42-20 (984233.3)	2738_18	 	2407_32	1211_37, 1514_38, 317_38	 	1306_41, 1759_41	1760_42, 4328_43, 4329_44, 621_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 561362 1-1 (984217.3)	1213_18	 	4177_32	172_38, 3220_38, 693_37	 	1581_41, 3440_41	1441_43, 1442_44, 1582_42, 2505_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 561362 9-7 (984232.3)	3027_18	 	4761_32	2190_38, 4096_38, 70_37	 	1200_41, 1367_41	1201_42, 2057_44, 2058_43, 4337_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 576709 (887063.3)	2592_18	 	670_32	1174_37, 1811_38, 248_38	 	155_41, 2897_41	154_42, 2043_44, 2044_43, 4458_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 58-6482 (1116476.3)	3178_18	 	4252_32	1476_38, 1922_38, 3732_38, 3934_37	 	178_41, 3524_41	179_42, 2619_42, 392_43, 393_44	969_46
Salmonella enterica subsp. enterica serovar Enteritidis str. 596866-22 (910414.3)	3336_18	 	2561_32	2033_37, 237_38, 3543_38, 4566_38	 	2966_41, 670_41	1311_42, 2967_42, 888_43, 889_44	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 596866-70 (910415.3)	3127_18	 	4220_32	1053_37, 1815_38, 2656_38, 916_38	 	3458_41, 576_41	1388_42, 300_44, 301_43, 575_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-2 (887070.3)	2581_18	 	1707_32	1169_37, 3432_38, 750_38	 	130_41, 498_41	129_42, 318_44, 319_43, 4517_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-6 (891413.3)	767_18	 	3427_32	1773_38, 1929_38, 2331_38, 3058_37	 	1166_41, 435_41	1026_43, 1027_44, 1167_42, 4504_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-16 (887068.3)	1781_18	 	3400_32	3583_38, 3653_37, 790_38	 	3017_41, 3776_41	1144_43, 1145_44, 3777_42, 3956_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-19 (887069.3)	890_18	 	4176_32	1065_37, 3038_38, 564_38	 	3926_41, 681_41	1541_42, 330_44, 331_43, 682_42	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 607308-9 (891412.3)	1288_18	 	3438_32	1510_37, 1803_38, 897_38	 	184_41, 2830_41	2489_42, 2831_42, 695_43, 696_44	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 62-1976 (1079476.3)	1247_18	 	4201_32	3018_38, 3621_37, 817_38	 	3398_41, 555_41	2633_42, 554_42, 660_43, 661_44	 
Salmonella enterica subsp. enterica serovar Enteritidis str. 622731-39 (887064.3)	3266_18	 	1645_32	2711_38, 3489_38, 3783_37, 716_38	 	556_41, 981_41	1119_44, 1120_43, 4477_42, 980_42	 
