Organism	GlyA	GlyB	Tdh	Kbl	GlyTrns
Haemophilus parainfluenzae HK262 (1095745.3)	755	 	 	 	 
Haemophilus parainfluenzae T3T1 (862965.3)	163	 	 	 	 
Haemophilus sputorum CCUG 13788 (1035839.4)	1083	 	 	 	 
Haemophilus sputorum HK 2154 (1078483.3)	1489	 	 	 	 
Acinetobacter baumannii AB0057 (480119.5)	2575	 	 	 	1150_7, 145_7, 146_7, 2938_7
Acinetobacter baumannii AB307-0294 (557600.4)	1088	 	 	 	2362_7, 3298_7, 3299_7, 803_7
Acinetobacter baumannii AB900 (557601.3)	2186	 	 	 	2356_7, 2357_7, 319_7, 3526_7, 3527_7
Acinetobacter baumannii ACICU (405416.6)	2557	 	 	 	1226_7, 226_7, 227_7, 2910_7
Acinetobacter baumannii ATCC 19606 (575584.3)	460	 	 	 	2236_7, 2959_7, 3155_7, 3156_7
Acinetobacter baumannii AYE (509173.8)	1204	 	 	 	3594_7, 3595_7, 910_7
Acinetobacter baumannii SDF (509170.6)	1408	 	 	 	159_7, 833_7
Acinetobacter baumannii 1656-2 (696749.3)	1201	 	 	 	134_7, 135_7, 2965_7
Acinetobacter baumannii 3990 (886888.3)	1466	 	 	 	1585_7, 1586_7, 2257_7, 750_7
Acinetobacter baumannii 48055 (1293574.3)	664	 	 	 	1836_7, 1837_7, 1971_7
Acinetobacter baumannii 53264 (1216295.3)	2404	 	 	 	135_7, 136_7, 2810_7
Acinetobacter baumannii AA-014 (903937.3)	3292	 	 	 	2054_7, 2708_7, 2709_7, 459_7
Acinetobacter baumannii AB1H8 (1222031.3)	1823	 	 	 	1604_7, 2272_7, 2273_7, 633_7
Acinetobacter baumannii AB210 (886886.3)	1781	 	 	 	1154_7, 1155_7, 240_7, 2788_7
Acinetobacter baumannii AB405E4 (1222033.3)	510	 	 	 	1348_7, 3512_7
Acinetobacter baumannii AB4A3 (1222032.3)	1866	 	 	 	1189_7, 1190_7, 2718_7, 303_7
Acinetobacter baumannii AB5256 (1116235.3)	3307	 	 	 	1814_7, 3590_7, 856_7, 857_7
Acinetobacter baumannii AB5711 (1116236.3)	2342	 	 	 	1923_7, 82_7, 83_7
Acinetobacter baumannii ABIsac_ColiR (1200351.3)	2491	 	 	 	134_7, 135_7, 2823_7
Acinetobacter baumannii ABNIH1 (992402.3)	601	 	 	 	1525_7, 1526_7, 1878_7
Acinetobacter baumannii ABNIH11 (1094475.3)	2339	 	 	 	3312_7, 3313_7, 566_7, 685_7
Acinetobacter baumannii ABNIH14 (1094478.3)	358	 	 	 	2508_7, 2509_7, 3365_7
Acinetobacter baumannii ABNIH15 (1094479.3)	1069	 	 	 	2233_7, 2234_7, 2588_7
Acinetobacter baumannii ABNIH16 (1094480.3)	800	 	 	 	1160_7, 1161_7, 3526_7
Acinetobacter baumannii ABNIH18 (1094482.3)	35	 	 	 	1799_7, 2816_7, 2817_7
Acinetobacter baumannii ABNIH19 (1094483.3)	1509	 	 	 	2884_7, 2885_7, 3041_7, 3263_7
Acinetobacter baumannii ABNIH22 (1094486.3)	1151	 	 	 	1744_7, 2358_7, 2359_7
Acinetobacter baumannii ABNIH23 (1094487.3)	748	 	 	 	1483_7, 2179_7, 2180_7
Acinetobacter baumannii ABNIH25 (1224165.3)	762	 	 	 	2035_7, 2036_7, 3367_7
Acinetobacter baumannii ABNIH26 (1224166.3)	2919	 	 	 	167_7, 168_7, 2559_7
Acinetobacter baumannii ABNIH3 (992404.3)	2788	 	 	 	1086_7, 867_7, 868_7
Acinetobacter baumannii ABNIH4 (992405.3)	1661	 	 	 	3094_7, 3095_7, 493_7
Acinetobacter baumannii ABNIH5 (1094469.3)	637	 	 	 	1973_7, 3292_7, 3293_7
Acinetobacter baumannii ABNIH6 (1094470.3)	2009	 	 	 	2782_7, 2843_7, 2844_7, 3106_7
Acinetobacter baumannii AB_1536-8 (1221244.3)	419	 	 	 	2146_7, 2147_7, 3331_7, 857_7
Acinetobacter baumannii AB_1582-8 (1221245.3)	2134	 	 	 	2303_7, 2304_7, 554_7
Acinetobacter baumannii AB_1594-8 (1221247.3)	487	 	 	 	158_7, 1624_7, 2455_7, 2456_7
Acinetobacter baumannii AB_1595-8 (1221248.3)	358	 	 	 	1150_7, 1928_7, 1929_7
Acinetobacter baumannii AB_1649-8 (1221249.3)	3242	 	 	 	3146_7, 3202_7, 3203_7, 819_7
Acinetobacter baumannii AB_1650-8 (1221250.3)	1997	 	 	 	1391_7, 2853_7, 2854_7, 346_7
Acinetobacter baumannii AB_1766_8 (1221251.3)	2592	 	 	 	2005_7, 2879_7, 2880_7
Acinetobacter baumannii AB_2007-09-110-01-7 (1221252.3)	2934	 	 	 	1840_7, 484_7, 623_7, 624_7
Acinetobacter baumannii AB_2007-16-25-01-7 (1221253.3)	517	 	 	 	2808_7, 3765_7, 3766_7, 586_7
Acinetobacter baumannii AB_2007-16-27-01 (1221254.3)	3633	 	 	 	1483_7, 2897_7, 961_7, 962_7
Acinetobacter baumannii AB_2008-15-34-7 (1221255.3)	3631	 	 	 	3352_7, 3353_7, 366_7
Acinetobacter baumannii AB_2008-15-45 (1221256.3)	2657	 	 	 	1421_7, 1422_7, 2518_7
Acinetobacter baumannii AB_2008-15-52 (1221257.3)	3281	 	 	 	1166_7, 2467_7, 2468_7, 2879_7
Acinetobacter baumannii AB_2008-15-69 (1221258.3)	3554	 	 	 	2602_7, 2603_7, 830_7, 944_7
Acinetobacter baumannii AB_2008-15-70 (1221259.3)	1442	 	 	 	1362_7, 1363_7, 1813_7
Acinetobacter baumannii AB_2008-15-71 (1221260.3)	493	 	 	 	2068_7, 2927_7, 791_7, 792_7
Acinetobacter baumannii AB_2008-23-01-01-7 (1221261.3)	309	 	 	 	2701_7, 2811_7
Acinetobacter baumannii AB_2008-23-07-01-7 (1221262.3)	2306	 	 	 	1782_7, 1783_7, 779_7
Acinetobacter baumannii AB_2009-04-01-7 (1221263.3)	979	 	 	 	3203_7, 330_7, 331_7
Acinetobacter baumannii AB_2009-04-02-7 (1221264.3)	1090	 	 	 	3004_7, 3005_7, 995_7
Acinetobacter baumannii AB_515-8 (1221265.3)	2363	 	 	 	1106_7, 1107_7, 2191_7
Acinetobacter baumannii AB_908-12 (1221266.3)	2744	 	 	 	1912_7, 2400_7, 2401_7
Acinetobacter baumannii AB_908-13 (1221267.3)	1275	 	 	 	1407_7, 141_7, 142_7, 3073_7
Acinetobacter baumannii AB_909-01-7 (1221269.3)	1375	 	 	 	169_7, 2227_7, 2228_7, 35_7
Acinetobacter baumannii AB_909-02-7 (1221270.3)	3408	 	 	 	1545_7, 1546_7, 1928_7, 2894_7
Acinetobacter baumannii AB_909-05 (1221271.3)	1631	 	 	 	2649_7, 2915_7, 2916_7
Acinetobacter baumannii AB_TG19617 (1221273.3)	931	 	 	 	2481_7, 2482_7, 2778_7, 3035_7
Acinetobacter baumannii AB_TG2018 (1221274.3)	564	 	 	 	1969_7, 2543_7, 3410_7, 3411_7
Acinetobacter baumannii AB_TG2022 (1221275.3)	2131	 	 	 	2844_7, 2845_7, 785_7
Acinetobacter baumannii AB_TG2023 (1221276.3)	1125	 	 	 	2023_7, 31_7, 32_7
Acinetobacter baumannii AB_TG2026 (1221277.3)	1366	 	 	 	250_7, 251_7, 913_7
Acinetobacter baumannii AB_TG2028 (1221278.3)	3207	 	 	 	1867_7, 1868_7, 2760_7, 296_7
Acinetobacter baumannii AB_TG2030 (1221279.3)	3212	 	 	 	2670_7, 2671_7, 3419_7, 803_7
Acinetobacter baumannii AB_TG2031 (1221280.3)	2463	 	 	 	133_7, 2584_7, 2585_7, 973_7
Acinetobacter baumannii AB_TG27335 (1221286.3)	194	 	 	 	1220_7, 2885_7, 2886_7, 979_7
Acinetobacter baumannii AB_TG27339 (1221287.3)	3129	 	 	 	1900_7, 1901_7, 2215_7, 595_7
Acinetobacter baumannii AB_TG27343 (1221288.3)	434	 	 	 	230_7, 3824_7, 3825_7
Acinetobacter baumannii AC12 (1198108.3)	2273	 	 	 	1920_7, 231_7, 232_7
Acinetobacter baumannii AC30 (1224747.3)	1342	 	 	 	363_7, 981_7, 982_7
Acinetobacter baumannii ANC 4097 (1217638.3)	2597	 	 	 	1103_7, 130_7, 131_7, 2972_7
Acinetobacter baumannii Ab11111 (1168588.3)	1277	 	 	 	3761_7, 3762_7, 977_7
Acinetobacter baumannii Ab33333 (1168590.3)	1183	 	 	 	2473_7, 3462_7, 3463_7, 846_7
Acinetobacter baumannii Ab44444 (1168591.3)	1591	 	 	 	3496_7, 3497_7, 788_7
Acinetobacter baumannii BZICU-2 (1210907.3)	533	 	 	 	1648_7, 1649_7, 2428_7
Acinetobacter baumannii Canada BC-5 (903895.3)	2003	 	 	 	2382_7, 3401_7, 3402_7, 598_7
Acinetobacter baumannii Canada BC1 (903924.3)	3764	 	 	 	2040_7, 3196_7, 3197_7, 3481_7
Acinetobacter baumannii IS-116 (903912.3)	2052	 	 	 	1021_7, 255_7, 390_7, 391_7
Acinetobacter baumannii IS-123 (903899.3)	3825	 	 	 	1338_7, 3028_7, 3029_7, 840_7
Acinetobacter baumannii IS-143 (903911.3)	476	 	 	 	3098_7, 3236_7, 3237_7
Acinetobacter baumannii IS-235 (903905.3)	1327	 	 	 	3076_7, 3628_7, 719_7, 720_7
Acinetobacter baumannii IS-251 (903906.3)	1432	 	 	 	1047_7, 1048_7, 1790_7, 710_7
Acinetobacter baumannii IS-58 (903914.3)	3484	 	 	 	2668_7, 3112_7, 3215_7, 3216_7
Acinetobacter baumannii MDR-TJ (889738.3)	1427	 	 	 	1061_7, 122_7, 123_7
Acinetobacter baumannii MDR-ZJ06 (497978.4)	2607	 	 	 	133_7, 134_7, 137_7, 2961_7
Acinetobacter baumannii MSP4-16 (1278070.3)	2164	 	 	 	2467_7, 2468_7, 3070_7, 758_7
Acinetobacter baumannii NIPH 1362 (1217642.3)	442	 	 	 	1801_7, 2802_7, 2803_7, 79_7
Acinetobacter baumannii NIPH 146 (1217639.3)	2989	 	 	 	1548_7, 3339_7, 603_7, 604_7
Acinetobacter baumannii NIPH 1669 (1217643.3)	1167	 	 	 	2482_7, 3496_7, 3497_7, 849_7
Acinetobacter baumannii NIPH 1734 (1217644.3)	1148	 	 	 	2530_7, 3472_7, 3473_7, 841_7
Acinetobacter baumannii NIPH 190 (1217640.3)	1238	 	 	 	2589_7, 2591_7, 3528_7, 3529_7, 828_7
Acinetobacter baumannii NIPH 201 (1217630.3)	1127	 	 	 	2588_7, 3598_7, 3599_7, 818_7
Acinetobacter baumannii NIPH 2061 (1217645.3)	2581	 	 	 	1239_7, 127_7, 128_7, 2883_7
Acinetobacter baumannii NIPH 24 (1217646.3)	1205	 	 	 	3506_7, 3507_7, 797_7
Acinetobacter baumannii NIPH 290 (1217631.3)	1295	 	 	 	2567_7, 3649_7, 3650_7, 915_7
Acinetobacter baumannii NIPH 329 (1217632.3)	1079	 	 	 	2473_7, 3459_7, 3460_7, 808_7
Acinetobacter baumannii NIPH 335 (1217633.3)	1211	 	 	 	2641_7, 3592_7, 3593_7, 843_7
Acinetobacter baumannii NIPH 410 (1217634.3)	1340	 	 	 	3703_7, 3705_7, 890_7
Acinetobacter baumannii NIPH 527 (1217635.3)	1244	 	 	 	2612_7, 3602_7, 3603_7, 869_7
Acinetobacter baumannii NIPH 528 (1217636.3)	2446	 	 	 	1133_7, 123_7, 124_7, 2814_7
Acinetobacter baumannii NIPH 60 (1217647.3)	655	 	 	 	1942_7, 2978_7, 2979_7, 350_7
Acinetobacter baumannii NIPH 601 (1217637.3)	1098	 	 	 	2413_7, 3435_7, 3436_7, 809_7
Acinetobacter baumannii NIPH 615 (1217641.3)	2958	 	 	 	107_7, 1681_7, 3263_7
Acinetobacter baumannii NIPH 67 (1217627.3)	1083	 	 	 	2646_7, 3537_7, 3538_7, 798_7
Acinetobacter baumannii NIPH 70 (1217628.3)	1109	 	 	 	2390_7, 3364_7, 3365_7, 829_7
Acinetobacter baumannii NIPH 80 (1217629.3)	1632	 	 	 	1323_7, 3019_7, 703_7, 704_7
Acinetobacter baumannii Naval-113 (903920.3)	2175	 	 	 	2295_7, 2296_7, 3209_7
Acinetobacter baumannii Naval-13 (903904.3)	558	 	 	 	1713_7, 269_7, 2694_7, 2695_7
Acinetobacter baumannii Naval-17 (903896.3)	2865	 	 	 	1341_7, 1342_7, 3102_7, 62_7
Acinetobacter baumannii Naval-18 (903897.3)	2146	 	 	 	1724_7, 3135_7, 3136_7, 3738_7
Acinetobacter baumannii Naval-2 (903922.3)	3705	 	 	 	3160_7, 3161_7, 687_7
Acinetobacter baumannii Naval-21 (903923.3)	754	 	 	 	274_7, 365_7, 3732_7, 3733_7
Acinetobacter baumannii Naval-57 (903927.3)	843	 	 	 	2329_7, 2969_7, 3095_7, 3096_7
Acinetobacter baumannii Naval-72 (903908.3)	867	 	 	 	1027_7, 2004_7, 3566_7, 3567_7
Acinetobacter baumannii Naval-78 (903936.3)	1077	 	 	 	663_7, 664_7, 965_7
Acinetobacter baumannii Naval-81 (903898.3)	3853	 	 	 	1984_7, 2892_7, 2893_7, 754_7, 755_7
Acinetobacter baumannii Naval-82 (903921.3)	562	 	 	 	1249_7, 197_7, 671_7, 672_7
Acinetobacter baumannii Naval-83 (903909.3)	3171	 	 	 	1125_7, 260_7, 772_7, 773_7
Acinetobacter baumannii OIFC0162 (903907.3)	2397	 	 	 	1185_7, 1186_7, 19_7, 2879_7
Acinetobacter baumannii OIFC021 (903928.3)	581	 	 	 	1727_7, 1728_7, 187_7, 189_7, 1967_7
Acinetobacter baumannii OIFC032 (903890.3)	1263	 	 	 	1102_7, 1103_7, 1540_7, 2414_7
Acinetobacter baumannii OIFC035 (903926.3)	415	 	 	 	3599_7, 3600_7, 4_7, 687_7
Acinetobacter baumannii OIFC047 (903933.3)	2339	 	 	 	1216_7, 1978_7, 1979_7, 2639_7
Acinetobacter baumannii OIFC065 (903932.3)	1749	 	 	 	1291_7, 454_7, 94_7, 95_7
Acinetobacter baumannii OIFC074 (903901.3)	439	 	 	 	2358_7, 2549_7, 2550_7, 3043_7
Acinetobacter baumannii OIFC087 (903929.3)	3314	 	 	 	1539_7, 1540_7, 1642_7, 2358_7
Acinetobacter baumannii OIFC098 (903902.3)	2594	 	 	 	1157_7, 1158_7, 2018_7, 2272_7
Acinetobacter baumannii OIFC099 (903930.3)	2549	 	 	 	1678_7, 2866_7, 2867_7, 601_7
Acinetobacter baumannii OIFC109 (903892.3)	383	 	 	 	1520_7, 2171_7, 2172_7, 890_7
Acinetobacter baumannii OIFC110 (903910.3)	3017	 	 	 	2242_7, 2243_7, 2731_7, 477_7
Acinetobacter baumannii OIFC111 (903935.3)	160	 	 	 	2257_7, 2258_7, 2306_7, 2307_7, 987_7
Acinetobacter baumannii OIFC137 (903889.3)	1399	 	 	 	1792_7, 2820_7, 2821_7, 74_7
Acinetobacter baumannii OIFC143 (903893.3)	2952	 	 	 	2553_7, 3575_7, 3576_7, 580_7
Acinetobacter baumannii OIFC180 (903903.3)	781	 	 	 	3634_7, 3745_7, 3746_7, 698_7
Acinetobacter baumannii OIFC189 (903894.3)	1955	 	 	 	1577_7, 2856_7, 2857_7
Acinetobacter baumannii OIFC338 (903934.3)	3851	 	 	 	3271_7, 3415_7, 543_7, 544_7
Acinetobacter baumannii TCDC-AB0715 (980514.3)	2778	 	 	 	133_7, 134_7, 1360_7, 3191_7
Acinetobacter baumannii TYTH-1 (1100841.3)	2806	 	 	 	1531_7, 3144_7, 341_7, 342_7
Acinetobacter baumannii UMB001 (933263.3)	900	 	 	 	182_7, 2731_7, 2732_7
Acinetobacter baumannii UMB003 (933265.3)	78	 	 	 	1371_7, 2568_7, 3415_7, 3416_7
Acinetobacter baumannii W7282 (981329.3)	2265	 	 	 	1176_7, 2824_7, 984_7, 985_7
Acinetobacter baumannii WC-136 (903916.3)	2248	 	 	 	2180_7, 2181_7, 2381_7, 3214_7
Acinetobacter baumannii WC-141 (903915.3)	1524	 	 	 	3587_7, 443_7, 444_7, 546_7
Acinetobacter baumannii WC-323 (903918.3)	770	 	 	 	1143_7, 1813_7, 3023_7
Acinetobacter baumannii WC-348 (903919.3)	2758	 	 	 	134_7, 3046_7, 3349_7, 3350_7
Acinetobacter baumannii WC-487 (903917.3)	364	 	 	 	1458_7, 1460_7, 1543_7, 1544_7, 3200_7
Acinetobacter baumannii WC-692 (903913.3)	3826	 	 	 	2040_7, 2970_7, 642_7, 643_7
Acinetobacter baumannii WC-A-694 (903925.3)	1980	 	 	 	2159_7, 2940_7, 2941_7, 3578_7
Acinetobacter baumannii WC-A-92 (903931.3)	2068	 	 	 	2583_7, 2584_7, 3587_7
Acinetobacter baumannii WM99c (945555.3)	1447	 	 	 	363_7, 364_7, 79_7
Acinetobacter baumannii ZWS1122 (1223564.3)	2346	 	 	 	134_7, 135_7, 2820_7
Acinetobacter baumannii ZWS1219 (1224141.3)	2488	 	 	 	135_7, 136_7, 2787_7
Acinetobacter calcoaceticus ANC 3680 (1217653.3)	1748	 	 	 	1432_7, 3275_7, 758_7, 759_7
Acinetobacter calcoaceticus ANC 3811 (1217690.3)	571	 	 	 	2012_7, 2938_7, 2939_7, 314_7
Acinetobacter calcoaceticus NIPH 13 (1217654.3)	3305	 	 	 	1885_7, 3605_7, 932_7, 933_7
Acinetobacter calcoaceticus PHEA-2 (871585.3)	1795	 	 	 	2069_7, 3023_7, 3024_7, 369_7
Acinetobacter calcoaceticus TG19585 (1221293.3)	553	 	 	 	1943_7, 2577_7, 2578_7, 305_7
Acinetobacter calcoaceticus TG19588 (1221294.3)	2074	 	 	 	1032_7, 2323_7, 3548_7, 3549_7
Acinetobacter calcoaceticus TG19593 (1221295.3)	2711	 	 	 	2084_7, 2085_7, 2189_7, 2456_7
Acinetobacter calcoaceticus subsp. anitratus XM1570 (1235833.3)	470	 	 	 	1631_7, 3454_7, 3455_7, 90_7
Acinetobacter pittii ANC 3678 (1217673.3)	1452	 	 	 	1131_7, 2686_7, 3370_7, 3371_7
Acinetobacter pittii ANC 4050 (1217691.3)	346	 	 	 	1815_7, 2692_7, 2694_7, 64_7
Acinetobacter pittii ANC 4052 (1217689.3)	3295	 	 	 	1911_7, 3608_7, 997_7, 998_7
Acinetobacter pittii CIP 70.29 (1217672.3)	2469	 	 	 	1790_7, 1791_7, 2207_7
Acinetobacter pittii D499 (1086014.3)	1285	 	 	 	2643_7, 3681_7, 3682_7, 972_7
Acinetobacter pittii TG6411 (1221309.3)	308	 	 	 	1361_7, 2282_7, 2283_7, 3461_7
Acinetobacter calcoaceticus RUH2202 (575585.3)	129	 	 	 	1457_7, 1792_7, 3201_7, 3202_7
Acinetobacter haemolyticus ATCC 19194 (707232.3)	2971	 	 	 	1851_7
Acinetobacter haemolyticus CIP 64.3 (1217659.3)	1452	 	 	 	276_7
Acinetobacter haemolyticus NIPH 261 (1217986.3)	2336	 	 	 	3326_7
Acinetobacter haemolyticus TG21157 (1221299.3)	908	 	 	 	1833_7
Acinetobacter johnsonii ANC 3681 (1217662.4)	2265	 	 	 	1771_7, 2332_7, 2978_7
Acinetobacter johnsonii CIP 64.6 (1217663.3)	2081	 	 	 	1395_7, 1493_7, 1943_7
Acinetobacter johnsonii SH046 (575586.4)	1230	 	 	 	1177_7, 698_7, 870_7
Acinetobacter junii CIP 107470 (1217666.3)	3014	 	 	 	2514_7
Acinetobacter junii CIP 64.5 (1217664.3)	1603	 	 	 	3103_7, 619_7
Acinetobacter junii NIPH 182 (1217665.3)	1615	 	 	 	1161_7, 2711_7
Acinetobacter junii SH205 (575587.3)	642	 	 	 	1481_7, 2911_7
Acinetobacter lwoffii CIP 70.31 (1217667.3)	818	 	 	 	1043_7, 1990_7
Acinetobacter lwoffii NCTC 5866 (981327.3)	61	 	 	 	2448_7, 2497_7
Acinetobacter lwoffii NIPH 478 (1217668.3)	631	 	 	 	1894_7, 507_7
Acinetobacter lwoffii NIPH 715 (1217669.3)	2038	 	 	 	1406_7, 2169_7
Acinetobacter lwoffii SH145 (575588.3)	459	 	 	 	1722_7, 874_7
Acinetobacter lwoffii TG19636 (1221307.3)	416	 	 	 	2439_7, 2535_7
Acinetobacter lwoffii WJ10621 (1046625.3)	1092	 	 	 	1612_7, 2536_7
Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (981334.4)	2630	 	 	 	116_7
Acinetobacter radioresistens NIPH 2130 (1217674.3)	2601	 	 	 	2413_7
Acinetobacter radioresistens SH164 (575589.3)	1074	 	 	 	1673_7
Acinetobacter radioresistens SK82 (596318.3)	1608	 	 	 	2155_7
Acinetobacter radioresistens TG02010 (1221310.3)	1708	 	 	 	1017_7
Acinetobacter radioresistens WC-A-157 (903900.3)	1195	 	 	 	1987_7
Moraxella catarrhalis 101P30B1 (857572.3)	890	 	 	 	 
Moraxella catarrhalis 103P14B1 (857579.3)	344	 	 	 	 
Moraxella catarrhalis 12P80B1 (857577.3)	684	 	 	 	 
Moraxella catarrhalis 46P47B1 (857578.3)	1230	 	 	 	 
Moraxella catarrhalis 7169 (857581.3)	198	 	 	 	 
Moraxella catarrhalis BC1 (857576.3)	1470	 	 	 	 
Moraxella catarrhalis BC7 (857575.3)	1738	 	 	 	 
Moraxella catarrhalis BC8 (857574.3)	210	 	 	 	 
Moraxella catarrhalis CO72 (857573.3)	245	 	 	 	 
Moraxella catarrhalis O35E (857571.5)	1566	 	 	 	 
Moraxella catarrhalis RH4 (749219.3)	1613	 	 	 	 
Pseudomonas aeruginosa 152504 (983919.3)	3965, 6040, 6167	5236, 5691	 	 	2063_7, 2998_7
Pseudomonas aeruginosa 18A (1286151.3)	1315, 2752, 540	1313, 4704	 	 	 
Pseudomonas aeruginosa 19BR (1051003.3)	2621, 5284, 6148	6146, 944	 	 	 
Pseudomonas aeruginosa 213BR (1051004.3)	2648, 5254, 6114	6112, 945	 	 	 
Pseudomonas aeruginosa 39016 (798130.4)	3428, 4429, 745	4427, 5178	 	 	5012_7
Pseudomonas aeruginosa 9BR (1051005.3)	2693, 5348, 6209	6207, 982	 	 	 
Pseudomonas aeruginosa AH16 (1208103.3)	3018, 3496, 4993	3494, 877	 	 	 
Pseudomonas aeruginosa ATCC 14886 (1163392.3)	2212, 2267, 5026	2269, 4598	 	 	 
Pseudomonas aeruginosa B136-33 (1280938.3)	2601, 4930, 5791	4254, 5789	 	 	4369_7
Pseudomonas aeruginosa CI27 (1163396.3)	2760, 5234, 6093	4470, 6091	 	 	4585_7
Pseudomonas aeruginosa DK2 (1093787.3)	2637, 4948	4299, 5824	 	 	 
Pseudomonas aeruginosa DQ8 (1211113.3)	2170, 2718, 3213	1707, 3672	 	 	 
Pseudomonas aeruginosa E2 (1163395.3)	2523, 4778, 5670	4200, 5653	 	 	 
Pseudomonas aeruginosa LCT-PA102 (1168061.3)	2235, 3104, 6012	1516, 3102	 	 	 
Pseudomonas aeruginosa LESB58 (557722.4)	2923, 5119, 5973	4547, 5971	 	 	 
Pseudomonas aeruginosa M18 (941193.4)	2688, 4864, 5726	4293, 5724	 	 	 
Pseudomonas aeruginosa MRW44.1 (1198629.3)	2647, 4045, 5395	3416, 4047	 	 	3531_7
Pseudomonas aeruginosa MSH-10 (1331059.3)	1999, 4743, 5614	3666, 4745	 	 	4357_7
Pseudomonas aeruginosa NCGM2.S1 (1089456.3)	3435, 6158, 983	1664, 6156	 	 	1503_7
Pseudomonas aeruginosa NCMG1179 (1078464.3)	2884, 4978, 5833	1138, 4980	 	 	 
Pseudomonas aeruginosa PA14 (652611.13)	2405, 5278, 98	5280, 774	 	 	660_7
Pseudomonas aeruginosa PA21_ST175 (1285581.3)	2233, 3946, 6017	129, 6163	 	 	3453_7
Pseudomonas aeruginosa PA45 (1295076.3)	1592, 4356, 5224	3634, 5222	 	 	 
Pseudomonas aeruginosa PA7 (381754.6)	2668, 5000, 5901	4395, 5899	 	 	279_7, 4509_7
Pseudomonas aeruginosa PABL056 (1214916.3)	287, 4440, 998	5734, 6201	 	 	5882_7, 6571_7
Pseudomonas aeruginosa PACS2 (388272.4)	3078, 5856, 780	1442, 5854	 	 	1325_7
Pseudomonas aeruginosa PADK2_CF510 (1134459.3)	2232, 2807, 810	2605, 2805	 	 	 
Pseudomonas aeruginosa PAK (1009714.6)	2887, 48, 5113	4533, 46	 	 	 
Pseudomonas aeruginosa PAO1 (208964.12)	2556, 4817, 5675	5673, 937	 	 	 
Pseudomonas aeruginosa MPAO1/P1 (1131757.3)	1096, 1645, 5751	4565, 646	 	 	 
Pseudomonas aeruginosa PAO579 (1191475.3)	4644, 5497	5495, 943	 	 	 
Pseudomonas aeruginosa PGPR2 (1328315.3)	2797, 5256, 6220	4557, 6218	 	 	 
Pseudomonas aeruginosa SJTD-1 (1193501.3)	1387, 2314, 4608	2312, 2916	 	 	2700_7
Pseudomonas aeruginosa UCBPP-PA14 (208963.12)	2698, 4997, 5861	4328, 5859	 	 	4442_7
Pseudomonas aeruginosa XMG (1169413.3)	1569, 3215, 4832	4830, 5224	 	 	 
Pseudomonas alcaliphila 34 (1248438.3)	1143, 3350, 4355	1145, 2991	 	 	 
Pseudomonas fluorescens F113 (1114970.3)	4959, 5167, 5545	4565, 5547	 	1402_4	4782_7
Pseudomonas fluorescens LMG 5329 (1324332.3)	3467, 4147	1301, 4149	 	 	1625_7, 2543_7, 4846_7, 778_7
Pseudomonas fluorescens NCIMB 11764 (1221522.3)	4769, 5217	4059, 5204	 	 	976_7
Pseudomonas fluorescens Pf-5 (220664.5)	5148, 5458, 5840	4608, 5842	 	 	3598_7, 3725_7, 5023_7
