Organism	UbiC	UbiA	UbiXDZ	UbiI	UbiG	UbiH	UbiE	MenG	UbiF
Acinetobacter baumannii OIFC065 (903932.3)	1857_1	1856_4	 	 	2034_11, 2034_11	1635	3053_13	3053_13	1634_16
Acinetobacter baumannii OIFC074 (903901.3)	480_1	479_4	270_7	2695	2489_11, 2489_11	2694	1297_13, 267_13	1297_13, 267_13	 
Acinetobacter baumannii OIFC087 (903929.3)	3273_1	3274_4	1187_7	1851	1605_11, 1605_11	1852	1184_13	1184_13	 
Acinetobacter baumannii OIFC098 (903902.3)	2551_1	2552_4	3332_7	 	2193_11, 2193_11	1135	3335_13	3335_13	1134_16
Acinetobacter baumannii OIFC099 (903930.3)	2591_1	2590_4	1862_7	648	2930_11, 2930_11	649	1859_13	1859_13	 
Acinetobacter baumannii OIFC109 (903892.3)	340_1	341_4	3142_7	562	2113_11, 2113_11	561	3139_13	3139_13	 
Acinetobacter baumannii OIFC110 (903910.3)	2976_1	2977_4	 	 	2176_11, 2176_11	419	1212_13	1212_13	420_16
Acinetobacter baumannii OIFC111 (903935.3)	1217_1	1218_4	798_7	912	2747_11, 2747_11	911	801_13	801_13	 
Acinetobacter baumannii OIFC137 (903889.3)	1441_1	1440_4	3062_7	18	2759_11, 2759_11	17	3059_13	3059_13	 
Acinetobacter baumannii OIFC143 (903893.3)	2839_1	2840_4	3817_7	515	3501_11, 3501_11	514	3814_13	3814_13	3151_16
Acinetobacter baumannii OIFC180 (903903.3)	738_1	739_4	3057_7	3154	3507_11, 3507_11	3155	3060_13	3060_13	 
Acinetobacter baumannii OIFC189 (903894.3)	1913_1	1914_4	3105_7	66	2789_11, 2789_11	65	3102_13	3102_13	 
Acinetobacter baumannii OIFC338 (903934.3)	152_1	153_4	885_7	1856	2960_11, 2960_11	1855	888_13	888_13	 
Acinetobacter baumannii TCDC-AB0715 (980514.3)	2819_1	2818_4	407_7	1283	67_11, 67_11	1282	404_13	404_13	 
Acinetobacter baumannii TYTH-1 (1100841.3)	2848_1	2847_4	622_7	1477	275_11, 275_11	1476	619_13	619_13	 
Acinetobacter baumannii UMB001 (933263.3)	3045_1	3046_4	466_7	1556	1326_11, 1326_11	1557	469_13	469_13	 
Acinetobacter baumannii UMB003 (933265.3)	2849_1	2848_4	1279_7, 1280_7	2631	306_11, 306_11	2632	1276_13	1276_13	 
Acinetobacter baumannii W7282 (981329.3)	2960_1	2961_4	702_7	2562	920_11, 920_11	2563	705_13	705_13	 
Acinetobacter baumannii WC-136 (903916.3)	2621_1	2622_4	705_7	 	3281_11, 3281_11	1942	708_13	708_13	1941_16
Acinetobacter baumannii WC-141 (903915.3)	1566_1	1565_4, 745_4	 	 	377_11, 377_11	1745	3235_13	3235_13	1746_16, 2500_16
Acinetobacter baumannii WC-323 (903918.3)	1597_1	1598_4	 	 	3781_10	1504	2772_14	2772_14	1505_16, 749_16
Acinetobacter baumannii WC-348 (903919.3)	2800_1	2264_4, 2799_4	2098_7	 	2327_11, 2327_11	2215	2101_13	2101_13	2216_16
Acinetobacter baumannii WC-487 (903917.3)	405_1	404_4	2829_7	2432	1605_11	2433	2825_13	2825_13	 
Acinetobacter baumannii WC-692 (903913.3)	3867_1	3866_4	549_7	 	708_11, 708_11	2569	552_13	552_13	2568_16
Acinetobacter baumannii WC-A-694 (903925.3)	2022_1	2021_4	3664_7	3006	2302_11, 2302_11	3007	3661_13	3661_13	 
Acinetobacter baumannii WC-A-92 (903931.3)	2414_1	2413_4	1543_7	 	2515_11, 2515_11	201	1540_13	1540_13	202_16
Acinetobacter baumannii WM99c (945555.3)	3246_1	3247_4	1725_7	2075	2130_11, 2130_11	2076	1722_13	1722_13	 
Acinetobacter baumannii ZWS1122 (1223564.3)	2389_1	2388_4	491_7	1297	70_11, 70_11	1296	488_13	488_13	 
Acinetobacter baumannii ZWS1219 (1224141.3)	2531_1	2530_4	419_7	3734	71_11, 71_11	3735	416_13	416_13	 
Acinetobacter calcoaceticus ANC 3680 (1217653.3)	1659_1	1660_4	528_7	3329	837_11, 837_11	3330	531_13	531_13	1949_16
Acinetobacter calcoaceticus ANC 3811 (1217690.3)	530_1	531_4	2704_7	2063	3010_11, 3010_11	2064	2707_13	2707_13	783_16
Acinetobacter calcoaceticus NIPH 13 (1217654.3)	3347_1	3346_4	1167_7	1821	862_11, 862_11	1820	1164_13	1164_13	3113_16
Acinetobacter calcoaceticus PHEA-2 (871585.3)	1837_1	1836_4	3259_7	 	2952_11, 2952_11	321	3256_13	3256_13	 
Acinetobacter calcoaceticus TG19585 (1221293.3)	512_1	513_4	1417_7	1901	2652_11, 2652_11	1900	1420_13	1420_13	756_16
Acinetobacter calcoaceticus TG19588 (1221294.3)	2116_1	2115_4	2466_7	1078	3623_11, 3623_11	1079	2463_13	2463_13	1873_16
Acinetobacter calcoaceticus TG19593 (1221295.3)	2669_1	2670_4	1783_7	2234	1966_11, 1966_11	2235	1786_13	1786_13	2915_16
Acinetobacter calcoaceticus subsp. anitratus XM1570 (1235833.3)	411_1	412_4	2771_7	1584	3525_11, 3525_11	1583	2768_13	2768_13	 
Acinetobacter pittii ANC 3678 (1217673.3)	1410_1	1411_4	266_7	2732	3287_11, 3287_11	2733	263_13	263_13	1630_16
Acinetobacter pittii ANC 4050 (1217691.3)	303_1	304_4	2478_7	1862	2759_11, 2759_11	1863	2481_13	2481_13	484_16
Acinetobacter pittii ANC 4052 (1217689.3)	3336_1	3335_4	1231_7	1868_16	930_11, 930_11	1867	1228_13	1228_13	1868_16
Acinetobacter pittii CIP 70.29 (1217672.3)	2428_1	2429_4	1554_7	3469	1860_11, 1860_11	3468	1557_13	1557_13	2638_16
Acinetobacter pittii D499 (1086014.3)	1244_1	1245_4	3449_7	2692	3745_11, 3745_11	2693	3452_13	3452_13	 
Acinetobacter pittii TG6411 (1221309.3)	350_1	349_4	581_7	400	3282_11, 3282_11	401	578_13	578_13	 
Acinetobacter calcoaceticus RUH2202 (575585.3)	 	89_4	2630_7	1501	3265_11, 3265_11	1502	2627_13	2627_13	1216_16
Acinetobacter haemolyticus ATCC 19194 (707232.3)	2831_1	2832_4	2110_7	2795	1802_11, 1802_11	2794	2105_13, 2106_13	2105_13, 2106_13	 
Acinetobacter haemolyticus CIP 64.3 (1217659.3)	1967_1	1968_4	2758_7	1929	334_11, 334_11	1928	2762_13	2762_13	 
Acinetobacter haemolyticus NIPH 261 (1217986.3)	2486_1	2485_4	162_7	2523	3380_11, 3380_11	2524	158_13	158_13	 
Acinetobacter haemolyticus TG21157 (1221299.3)	2138_1	2137_4	988_7	2176	1585_11, 1585_11	2177	992_13	992_13	1369_16
Acinetobacter johnsonii ANC 3681 (1217662.4)	2344_1	2343_4	600_7	1513	2816_11, 2816_11	1514	596_13	596_13	 
Acinetobacter johnsonii CIP 64.6 (1217663.3)	1889_1	1890_4	 	1111	2875_11, 2875_11	1112	300_13	300_13	 
Acinetobacter johnsonii SH046 (575586.4)	1165_1	1166_4	 	419	2754_11, 2754_11	420	1694_13	1694_13	 
Acinetobacter junii CIP 107470 (1217666.3)	1965_1	1964_4	3388_7	2004	428_11, 428_11	2005	3391_13	3391_13	1724_16
Acinetobacter junii CIP 64.5 (1217664.3)	1861_1	1860_4	165_7	1899	3041_11, 3041_11	1900	162_13	162_13	1582_16
Acinetobacter junii NIPH 182 (1217665.3)	2265_1	2264_4	2952_7	2302	2768_11, 2768_11	2303	2949_13	2949_13	1640_16
Acinetobacter junii SH205 (575587.3)	375_1	376_4	2410_7	338	2844_11, 2844_11	337	2407_13	2407_13	 
Acinetobacter lwoffii CIP 70.31 (1217667.3)	1686_1	1685_4	195_7	1733	2331_11, 2331_11	1734	192_13	192_13	571_16
Acinetobacter lwoffii NCTC 5866 (981327.3)	1976_1	1975_4	1455_7	2492	2396_11, 2396_11	2493	1459_13	1459_13	2665_16
Acinetobacter lwoffii NIPH 478 (1217668.3)	1573_1	1572_4	2255_7	1630	2464_11, 2464_11	1631	2258_13	2258_13	 
Acinetobacter lwoffii NIPH 715 (1217669.3)	1046_1	1045_4	459_7	1130	247_11, 247_11	1131	456_13	456_13	1807_16
Acinetobacter lwoffii SH145 (575588.3)	1193_1	1194_4	116_7	1114	2248_11, 2248_11	1113	119_13	119_13	 
Acinetobacter lwoffii TG19636 (1221307.3)	2293_1	2294_4	3036_7	31	1422_11, 1422_11	32	3033_13	3033_13	 
Acinetobacter lwoffii WJ10621 (1046625.3)	2550_1	2549_4	1335_7	2071_16	2797_11, 2797_11	2070	1332_13	1332_13	2071_16
Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (981334.4)	1005_1	1004_4	2013_7	161	1910_11, 1910_11	162	2010_13	2010_13	1743_16
Acinetobacter radioresistens NIPH 2130 (1217674.3)	619_1	618_4	1322_7	 	1551_11, 1551_11	2366	1325_13	1325_13	 
Acinetobacter radioresistens SH164 (575589.3)	408_1	407_4	1970_7	 	2649_11, 2649_11	1627	1967_13	1967_13	 
Acinetobacter radioresistens SK82 (596318.3)	359_1	358_4	1563_7	 	2455_11, 2455_11	2202	1566_13	1566_13	 
Acinetobacter radioresistens TG02010 (1221310.3)	1356_1	1357_4	520_7	971	2049_11, 2049_11	970	517_13	517_13	2425_16
Acinetobacter radioresistens WC-A-157 (903900.3)	995_1	996_4	608_7	1939	828_11, 828_11	1938	611_13	611_13	98_16
Moraxella catarrhalis 101P30B1 (857572.3)	889_1	1396_4	382_7	 	1015_11, 1015_11, 1428_11, 1428_11	1317	263_13	263_13	1704_16
Moraxella catarrhalis 103P14B1 (857579.3)	345_1	1454_4	143_7	 	1418_11, 1418_11, 720_11, 720_11	806	24_13	24_13	1057_16
Moraxella catarrhalis 12P80B1 (857577.3)	685_1	809_4	 	 	42_11, 42_11, 843_11, 843_11	577	1255_13	1255_13	1054_16
Moraxella catarrhalis 46P47B1 (857578.3)	1229_1	173_4	501_7	 	1333_11, 1333_11, 205_11, 205_11	1808	123_13	123_13	1135_16
Moraxella catarrhalis 7169 (857581.3)	197_1	1705_4	810_7	 	1737_11, 1737_11, 1853_11, 1853_11	1626	940_13	940_13	1405_16
Moraxella catarrhalis BC1 (857576.3)	1469_1	1044_4	1140_7	 	1011_11, 1011_11, 1806_11, 1806_11	771	1327_13	1327_13	1652_16
Moraxella catarrhalis BC7 (857575.3)	1737_1	1535_4	564_7	 	1567_11, 1567_11, 204_11, 204_11	1871	441_13	441_13	892_16
Moraxella catarrhalis BC8 (857574.3)	209_1	1667_4	1273_7	 	1699_11, 1699_11, 1866_11, 1866_11	60	1463_13	1463_13	982_16
Moraxella catarrhalis CO72 (857573.3)	244_1	1892_4	921_7	 	1649_11, 1649_11, 1925_11, 1925_11	1811	1041_13	1041_13	598_16
Moraxella catarrhalis O35E (857571.5)	1565_1	1305_4	511_7	1453	1337_11, 1337_11, 1746_11, 1746_11	1225	632_13	632_13	1058_16
Moraxella catarrhalis RH4 (749219.3)	1612_1	1334_4	508_7	 	1807_11, 1807_11	1256	634_13	634_13	 
Pseudomonas aeruginosa 152504 (983919.3)	4811_1	4812_4	3854_6, 4049_6	3837_16, 4066_16	5353_11, 5353_11	3839, 4064	4203_13	4203_13	3590_16, 3837_16, 4066_16
Pseudomonas aeruginosa 18A (1286151.3)	3768_1	3767_4	4254_6	4237	5160_11, 5160_11	4239	1767_13	1767_13	5179_16
Pseudomonas aeruginosa 19BR (1051003.3)	6087_1	6088_4	5963_6	5947	3649_11, 3649_11	5949	5774_13	5774_13	4756_16
Pseudomonas aeruginosa 213BR (1051004.3)	6053_1	6054_4	5928_6	5912	3673_11, 3673_11	5914	5740_13	5740_13	4727_16
Pseudomonas aeruginosa 39016 (798130.4)	4371_1	4372_4	4214_6	4198_16	1735_11, 1735_11	4200	4011_13	4011_13	4198_16
Pseudomonas aeruginosa 9BR (1051005.3)	6148_1	6149_4	6023_6	6007	3674_11, 3674_11	6009	5835_13	5835_13	4817_16
Pseudomonas aeruginosa AH16 (1208103.3)	467_1	468_4	341_6	324	5031_11, 5031_11	326	157_13	157_13	 
Pseudomonas aeruginosa ATCC 14886 (1163392.3)	5920_1	5921_4	5795_6	5778	1898_11, 1898_11, 5322_11, 5322_11	5780	5609_13	5609_13	794_16
Pseudomonas aeruginosa B136-33 (1280938.3)	5733_1	5734_4	5606_6	5589_16	1834_11, 1834_11	5591	5426_13	5426_13	5589_16
Pseudomonas aeruginosa CI27 (1163396.3)	6035_1	6036_4	5910_6	5893_16	1946_11, 1946_11	5895	5729_13	5729_13	5893_16, 814_16
Pseudomonas aeruginosa DK2 (1093787.3)	5765_1	5766_4	5616_6	5599	1744_11, 1744_11, 5147_11, 5147_11	5601	5431_13	5431_13	769_16
Pseudomonas aeruginosa DQ8 (1211113.3)	3505_1	3504_4	929_6	946	1228_11, 1228_11	944	2878_13	2878_13	6061_16
Pseudomonas aeruginosa E2 (1163395.3)	5582_1	5583_4	5458_6	5441_16	1775_11, 1775_11, 4986_11, 4986_11	5443	5272_13	5272_13	3030_16, 5441_16
Pseudomonas aeruginosa LCT-PA102 (1168061.3)	3044_1	3045_4	2919_6, 3530_6	2902	5086_11, 5086_11	2904	2734_13	2734_13	 
Pseudomonas aeruginosa LESB58 (557722.4)	5914_1	5915_4	5788_6	5771_16	1973_11, 1973_11, 5318_11, 5318_11	5773	5605_13	5605_13	5771_16, 767_16
Pseudomonas aeruginosa M18 (941193.4)	5665_1	5666_4	5541_6	5524_16	1876_11, 1876_11	5526	5360_13	5360_13	5524_16, 772_16
Pseudomonas aeruginosa MRW44.1 (1198629.3)	589_1	590_4	464_6	447	734_11, 734_11	449	283_13	283_13	4345_16
Pseudomonas aeruginosa MSH-10 (1331059.3)	4804_1	4803_4	4930_6	4947	1153_11, 1153_11, 5409_11, 5409_11	4945	5112_13	5112_13	92_16
Pseudomonas aeruginosa NCGM2.S1 (1089456.3)	6099_1	6100_4	5973_6	5956_16	4255_11, 4255_11	5958	450_13	450_13	5956_16
Pseudomonas aeruginosa NCMG1179 (1078464.3)	5037_1	5036_4	5161_6	5177	3728_11, 3728_11, 5623_11, 5623_11	5175	5340_13	5340_13	75_16
Pseudomonas aeruginosa PA14 (652611.13)	5336_1	5335_4	5460_6	5476_16	3215_11, 3215_11	5474	5640_13	5640_13	4325_16, 5476_16
Pseudomonas aeruginosa PA21_ST175 (1285581.3)	5401_1	5400_4	2173_6	2156_16	4734_11, 4734_11, 5513_11, 5513_11	2158	1991_13	1991_13	2156_16, 5643_16
Pseudomonas aeruginosa PA45 (1295076.3)	5163_1	5164_4	5037_6	5020_16	2442_11, 2442_11, 4559_11, 4559_11	5022	4846_13	4846_13	3519_16, 5020_16
Pseudomonas aeruginosa PA7 (381754.6)	5840_1	5841_4	5696_6	5679	1894_11, 1894_11	5681	5520_13	5520_13	857_16
Pseudomonas aeruginosa PABL056 (1214916.3)	1712_1	1682_4, 1711_4	1953_6	1936	1379_11, 1379_11	1938	5591_13	5591_13	5336_16
Pseudomonas aeruginosa PACS2 (388272.4)	5796_1	5797_4	5671_6	5654_16	3942_11, 3942_11	5656	5481_13	5481_13	5000_16, 5654_16
Pseudomonas aeruginosa PADK2_CF510 (1134459.3)	2746_1	2747_4	5011_6	4994	1180_11, 1180_11, 208_11, 208_11	4996	338_13	338_13	5436_16
Pseudomonas aeruginosa PAK (1009714.6)	5917_1	5918_4	5793_6	5776	2066_11, 2066_11	5778	5614_13	5614_13	988_16
Pseudomonas aeruginosa PAO1 (208964.12)	5614_1	5615_4	5488_6	5471	3314_11, 3314_11	5473	5307_13	5307_13	4390_16
Pseudomonas aeruginosa MPAO1/P1 (1131757.3)	4404_1	4405_4	3618_6	3635	2306_11, 2306_11	3633	5744_13	5744_13	5122_16
Pseudomonas aeruginosa PAO579 (1191475.3)	5438_1	5439_4	5313_6	5296	3145_11, 3145_11	5298	5133_13	5133_13	4221_16
Pseudomonas aeruginosa PGPR2 (1328315.3)	6153_1	6154_4	5984_6	5966	1862_11, 1862_11	5968	5793_13	5793_13	824_16
Pseudomonas aeruginosa SJTD-1 (1193501.3)	2253_1	2254_4	2127_6	2110_16	1586_11, 1586_11, 5337_11, 5337_11	2112	1873_13	1873_13	2110_16, 766_16
Pseudomonas aeruginosa UCBPP-PA14 (208963.12)	5801_1	5802_4	5674_6	5657_16	1892_11, 1892_11	5659	5491_13	5491_13	5657_16, 788_16
Pseudomonas aeruginosa XMG (1169413.3)	2236_1	2235_4	118_6, 5951_6	102	454_11, 454_11	104	5342_13	5342_13	1052_16
Pseudomonas alcaliphila 34 (1248438.3)	1430_1	1429_4	 	78_16	2802_11, 2802_11	3863, 78_16	4040_13	4040_13	3864_16, 78_16
Pseudomonas fluorescens F113 (1114970.3)	128_1	127_4	 	5781_16	1658_11, 1658_11, 687_10	5782	414_13	414_13	5781_16
Pseudomonas fluorescens LMG 5329 (1324332.3)	2213_1	2212_4	 	 	1082_10, 1524_11, 1524_11	717	1715_13	1715_13	715_16
Pseudomonas fluorescens NCIMB 11764 (1221522.3)	 	 	 	 	5831_10, 750_11, 750_11	 	3513_13	3513_13	 
Pseudomonas fluorescens Pf-5 (220664.5)	6232_1	6233_4	6099_6	6082_16	4422_11, 4422_11, 703_11, 703_11	6084	436_13	436_13	5729_16, 6082_16
Pseudomonas fluorescens Pf0-1 (205922.5)	5619_1, 724_1	5620_4	 	 	4081_11, 4081_11	5454	390_13	390_13	 
Pseudomonas fluorescens PfO-1 (205922.3)	185_1, 4392_1	4393_4	 	 	2542_11, 2542_11	5454	1983_13	1983_13	 
Pseudomonas fluorescens Q2-87 (1038922.3)	5409_1	5410_4	5252_6	 	1653_11, 1653_11, 487_10	5235	218_13	218_13	5234_16
Pseudomonas fluorescens Q8r1-96 (1038923.3)	138_1	137_5	5561_6	 	1500_10, 1590_11, 1590_11, 689_11, 689_11	5545	427_13	427_13	5544_16
Pseudomonas fluorescens R124 (743713.3)	5392_1	5393_4	5241_6	 	3842_11, 3842_11, 627_10	5222	372_13	372_13	5220_16
Pseudomonas fluorescens SBW25 (216595.4)	6157_1	6158_4	 	5998_16	1863_11, 1863_11, 868_11, 868_11	6000	2522_13, 624_13	2522_13, 624_13	5998_16
Pseudomonas fluorescens SS101 (1038924.3)	5186_1	5187_5	 	 	1607_11, 1607_11, 631_10	5040	397_13	397_13	2686_16, 4733_16, 5039_16
Pseudomonas putida NB2011 (1330531.3)	3111_1	3110_4	1413_6	 	141_11, 141_11, 4292_10	1425	4511_13	4511_13	1427_16
Pseudomonas putida B001 (1048261.3)	706_1	705_4	 	 	1209_11, 3568_10	2773	4601_14	 	2771_16
Pseudomonas putida B6-2 (1081940.5)	5413_1	5414_4	5248_6	5231_16	4169_11, 4169_11, 606_10	5233	5037_13	5037_13	435_16, 5231_16
Pseudomonas putida BIRD-1 (931281.3)	5161_1	5162_4	 	5040_16	3884_11, 3884_11, 631_10	5042	4841_13	4841_13	5040_16
Pseudomonas putida DOT-T1E (1196325.3)	3954_1	3953_4	 	4387_16	2979_11, 2979_11, 3711_10	4385	5628_13	5628_13	4387_16
Pseudomonas putida F1 (351746.6)	5301_1	5302_4	 	5179_16	4012_11, 4012_11	5181	4958_13	4958_13	5179_16
Pseudomonas putida GB-1 (76869.5)	5364_1	5365_4	 	5257_16	1362_11, 1362_11, 627_11, 627_11	5259	5062_13	5062_13	5257_16
Pseudomonas putida H8234 (1331671.3)	6175_1	6176_4	 	6060_16	1251_11, 1251_11, 594_10	6062	5869_13	5869_13	6060_16
Pseudomonas putida HB3267 (1215088.3)	5259_1	5260_4	 	5117_16	1372_11, 1372_11, 678_10	5119	4914_13	4914_13	5117_16
Pseudomonas putida KT2440 (160488.4)	5669_1	5670_4	 	 	1860_11, 1860_11	5547	5352_13	5352_13	 
Pseudomonas putida LS46 (1193146.3)	3033_1	3032_4	 	3206_16	2267_11, 2267_11, 4582_10	3204	3400_13	3400_13	3206_16
Pseudomonas putida ND6 (231023.4)	2347_1	2348_4	 	2194_16	1073_11, 1073_11, 2978_10	2196	1989_13	1989_13	2194_16
Pseudomonas putida S12 (1215087.3)	5307_1	5306_4	 	1746_16	3239_10, 5527_11, 5527_11	1748	4561_13	4561_13	1746_16
Pseudomonas putida S16 (1042876.5)	5254_1	5255_4	 	5138_16	1419_11, 1419_11, 590_10	5140	4938_13	4938_13	5138_16
Pseudomonas putida SJTE-1 (1193499.3)	2694_1	2695_4	 	2574_16	1370_11, 1370_11, 3064_10	2576	2355_13	2355_13	2574_16
Pseudomonas putida TRO1 (1227924.3)	1007_1	1006_4	 	 	2131_11, 2131_11, 4562_10	2231	3954_13	3954_13	2233_16
Pseudomonas putida W619 (390235.5)	160_1	159_4	5070_6	5056_16	1372_11, 1372_11, 3775_11, 3775_11, 4613_11, 4613_11	5058	461_13	461_13	5056_16
Pseudomonas stutzeri A1501 (379731.5)	442_1	441_4	 	4051	2330_11, 2330_11, 982_11, 982_11	4053	352_13	352_13	746_16
Pseudomonas stutzeri ATCC 14405 = CCUG 16156 (32042.3)	2306_1	2305_5	2420_6	 	1060_10, 1727_10	1979	755_13	755_13	1977_16, 3867_16
Pseudomonas stutzeri ATCC 17588 = LMG 11199 (96563.4)	463_1	462_4	 	4033_16	2214_11, 2214_11, 887_10	4035	374_13	374_13	4033_16
Pseudomonas stutzeri CCUG 29243 (1196835.3)	3868_1	3869_4	 	185_16	2481_11, 2481_11, 3390_10	183	3968_13	3968_13	185_16
Pseudomonas stutzeri DSM 10701 (1123519.7)	3535_1	3536_4	 	3652_16	2430_11, 2430_11, 735_10	3654	3597_13	3597_13	3652_16
Pseudomonas stutzeri DSM 4166 (996285.3)	489_1	488_4	608_6	4232_16	2354_11, 2354_11, 953_10	4234	400_13	400_13	4232_16
Pseudomonas stutzeri NF13 (1212548.4)	213_1	214_4	2368_6	 	3091_10, 48_11, 48_11	3800	3613_13	3613_13	3798_16
Pseudomonas stutzeri RCH2 (644801.3)	3739_1	3740_4	 	177_16	1955_11, 1955_11, 3269_10, 741_10	175	3837_13	3837_13	177_16
Pseudomonas stutzeri SDM-LAC (1109445.3)	2750_1	2751_5	2329_6	 	1242_10, 2744_10	2975	1538_13	1538_13	2394_16, 2974_16
Pseudomonas stutzeri T13 (1210443.6)	4167_1	4166_4	852_6	 	2058_10, 2940_11	1451	4068_13	4068_13	1453_16
Pseudomonas stutzeri TS44 (477228.3)	513_1	514_5	50_6	 	1532_10, 3353_11, 3353_11	712	617_13	617_13	3051_16, 711_16
Pseudomonas stutzeri XLDN-R (1200345.6)	3620_1	3619_4	661_6	 	2385_10, 2854_11, 2854_11	470	1455_13	1455_13	468_16
Grimontia hollisae CIP 101886 (675812.3)	565_1	564_4	 	 	1457_11, 1457_11	678	211_13	211_13	1707_16
Vibrio parahaemolyticus BB22OP (1211705.3)	2837_1	2836_4	2882_6	2448	1807_11, 1807_11	2449	90_13	90_13	710_16
Vibrio parahaemolyticus PCV08-7 (1276919.3)	534_1	535_4	4404_6	3917	3170_11, 3170_11	3918	189_13	189_13	4551_16
Vibrio parahaemolyticus SNUVpS-1 (1234128.4)	4350_1	4349_4	4628_6	3848	2512_11, 2512_11	3847	4194_13	4194_13	3158_16
Vibrio mimicus CAIM 602 (1259812.3)	2576_1	2575_4	2222_6	 	2070_11, 2070_11	544, 545	2565_13	2565_13	228_16, 542_16, 543_16
Vibrio mimicus MB-451 (675806.3)	2602_1	2601_4	2320_6	272	1430_11, 1430_11	271	2591_13	2591_13	1748_16
Vibrio mimicus VM223 (675820.3)	190_1	189_4	414_6	3643	2469_11, 2469_11	3644	179_13	179_13	2123_16
Vibrio mimicus VM603 (671074.4)	2863_1	2862_4	16_6	2992	703_11, 703_11	2993	2851_13	2851_13	3307_16
Vibrio parahaemolyticus AN-5034 (563773.3)	3182_1	3183_4	990_6	 	3568_11, 3568_11	2764	1590_13	1590_13	2961_16
Vibrio parahaemolyticus RIMD 2210633 (223926.6)	2838_1	2837_4	2883_6	 	1848_11, 1848_11	2484	90_13	90_13	703_16
Stenotrophomonas maltophilia ATCC 19867 (1279018.3)	 	621_4	 	1471	1859_11, 1859_11	1470	2072_13	2072_13	3399_16
Stenotrophomonas maltophilia Ab55555 (1183154.3)	 	4132_4	 	692_16	3009_11, 3009_11	691	3731_13	3731_13	1281_16, 3971_16, 692_16
Stenotrophomonas maltophilia D457 (1163399.5)	 	4095_4	 	1312_16, 723	2929_11, 2929_11	1312_16, 722	3733_13	3733_13	1312_16
Stenotrophomonas maltophilia PML168 (1118235.3)	 	2825_4	 	31	431_11, 431_11	32	3659_13	3659_13	2020_16, 2898_16
Stenotrophomonas maltophilia K279a (522373.3)	 	4179_4	 	1396, 795_16	3110_11, 3110_11	794	3834_13	3834_13	795_16
Stenotrophomonas maltophilia R551-3 (391008.4)	 	3857_4	 	 	2756_11, 2756_11	686	3494_13	3494_13	 
Bilophila wadsworthia 3_1_6 (563192.3)	 	 	 	 	 	 	1623_13	1623_13	 
Desulfovibrio desulfuricans subsp. aestuarii DSM 17919 = ATCC 29578 (1121444.3)	 	 	 	 	 	 	1180_13	1180_13	 
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774 (525146.4)	 	 	 	 	 	 	2216_13, 2237_13	2216_13, 2237_13	 
Desulfovibrio desulfuricans subsp. desulfuricans str. G20 (207559.7)	 	 	 	 	 	 	3118_13	3118_13	 
Desulfovibrio piger ATCC 29098 (411464.8)	 	 	 	 	 	 	2322_13	2322_13	 
Desulfovibrio sp. 3_1_syn3 (457398.5)	 	 	 	 	 	 	1184_13	1184_13	 
Arcobacter butzleri ED-1 (944546.4)	 	 	 	 	 	 	401_13	401_13	 
Arcobacter butzleri JV22 (888827.3)	 	 	 	 	 	 	1718_13	1718_13	 
Arcobacter butzleri RM4018 (367737.6)	 	 	 	 	 	 	416_13	416_13	 
Campylobacter coli BIGS0003 (1247729.4)	 	 	 	 	 	 	590_13	590_13	 
Campylobacter coli 1098 (887291.3)	 	 	 	 	 	 	1057_13	1057_13	 
Campylobacter coli 111-3 (887280.3)	 	 	 	 	 	 	1257_13	1257_13	 
Campylobacter coli 1148 (887292.3)	 	 	 	 	 	 	1286_13	1286_13	 
Campylobacter coli 132-6 (887282.3)	 	 	 	 	 	 	190_13	190_13	 
Campylobacter coli 1417 (887293.3)	 	 	 	 	 	 	989_13	989_13	 
Campylobacter coli 151-9 (887285.3)	 	 	 	 	 	 	295_13	295_13	 
Campylobacter coli 1891 (887294.3)	 	 	 	 	 	 	569_13	569_13	 
Campylobacter coli 1909 (887295.3)	 	 	 	 	 	 	1403_13	1403_13	 
Campylobacter coli 1948 (887296.3)	 	 	 	 	 	 	1364_13	1364_13	 
Campylobacter coli 1957 (887297.3)	 	 	 	 	 	 	505_13	505_13	 
Campylobacter coli 1961 (887298.3)	 	 	 	 	 	 	639_13	639_13	 
Campylobacter coli 202/04 (887299.3)	 	 	 	 	 	 	423_13	423_13	 
Campylobacter coli 2548 (887315.3)	 	 	 	 	 	 	859_13	859_13	 
Campylobacter coli 2553 (887316.3)	 	 	 	 	 	 	1178_13	1178_13	 
Campylobacter coli 2680 (887317.3)	 	 	 	 	 	 	167_13	167_13	 
Campylobacter coli 2685 (887318.3)	 	 	 	 	 	 	1009_13	1009_13	 
Campylobacter coli 2698 (887321.3)	 	 	 	 	 	 	149_13	149_13	 
Campylobacter coli 317/04 (887300.3)	 	 	 	 	 	 	56_13	56_13	 
Campylobacter coli 37/05 (887301.3)	 	 	 	 	 	 	1559_13	1559_13	 
Campylobacter coli 59-2 (887283.3)	 	 	 	 	 	 	238_13	238_13	 
Campylobacter coli 7--1 (887281.3)	 	 	 	 	 	 	342_13	342_13	 
Campylobacter coli 84-2 (887287.3)	 	 	 	 	 	 	818_13	818_13	 
Campylobacter coli 86119 (887289.3)	 	 	 	 	 	 	304_13	304_13	 
